group,CD137L,CD52,CD3,CD8,CD56,CD45RA,CD7,CD4,CD16,CD5,TCR,CD32,CD27,HLA-DR,CD278,CD11a,CD244,CD184,CD2,CD29,IgG-Fc,CD28,CD38,CD71,CD49d,TCR-Vd2,TCR-Va24-Jz18,CD133,CD257,CD94,Ig-light-chain-2,Mac-2,CD328,TCR-Vb13,DR3
progressive,-0.198824828531447,-0.212681305785767,-0.274847063638604,-0.0073347513787869,0.230110189874704,-0.007743823850416,0.0302469231355366,-0.093195461606874,-0.191131872378956,-0.287096250061585,-0.204801980423326,-0.102931863825251,-0.28136323988947,-0.0663984298892472,-0.217353281935319,0.170356078937869,0.184701267014902,-0.219274918583424,-0.237495387484977,0.0423320358545174,-0.301727913089389,-0.267107123825784,0.1312851372789,0.0099914435274467,-0.119138103672364,-0.0045919347434889,-0.167544848377967,0.0672275519626952,0.0376518472780469,0.0328957652976179,-0.179007991750856,-0.165547672687375,0.173897213592253,-0.210778818119678,-0.0579690206489011
progressive,-0.0615122442688424,0.106223468943438,-0.0537229389300009,-0.0365309017836685,-0.0433706413227284,0.285651031543262,-0.0450658165973622,-0.311063615943452,-0.0555154371536142,-0.275647933304694,-0.0550029648218772,-0.0418521624185766,-0.0215401580793351,0.0379891383206627,0.0438069606942868,0.0944502491831063,0.0402605961224089,0.0439080768938692,-0.108590835515821,0.136520474038907,-0.0869007813708094,-0.0491800108844869,-0.102110759186838,0.132002892240219,0.157769574985143,-0.0415510993744457,0.0138730256736074,0.0706648778742767,-0.0090450191536563,0.0527994066518673,0.0441753661570564,0.0799511083274419,-0.0099622630132862,-0.0244418734057367,-0.0467031540444001
progressive,-0.116834136382906,0.186707266434779,0.328570857584951,0.0548588398746129,-0.232603776925006,-0.282829679486558,-0.419083702016997,0.143556726938578,-0.396639652111222,0.269112928910628,-0.0458460217831899,-0.0207464091049809,0.121306248628531,0.048125738623671,-0.027900165445429,-0.185955057833604,-0.295000784132358,0.0010695756524671,-0.0352547183478967,0.0176824033982661,0.0312122605449158,0.150763412055481,-0.30106657889129,0.0814802117848306,-0.0152425873792337,0.0678921794847705,-0.123121540049159,-0.0884905153669354,0.0062380225875511,-0.160590281608088,-0.0513523581027362,0.0514235644646036,-0.267512977239255,0.0338235895707347,-0.107032474675989
progressive,-0.15216467447054,-0.141650002068143,-0.211320818016525,-0.18998266736754,0.23154302281327,0.130497828901786,0.225314757035488,0.061056510702743,-0.193338806064268,-0.076867820137514,-0.193873241347281,-0.275186372740167,-0.018332386028408,0.0275763556603413,0.135719412684751,0.153344188888008,0.0703125164488296,-0.115853958181811,0.0597347059155904,0.0848157076992447,-0.102107853721369,0.108098347269171,0.18955746938902,0.29098050484756,0.216759865383282,-0.341362926142772,-0.105623790666781,-0.0717204495945669,-0.0538892983212181,0.0354720320462203,-0.186410402503813,-0.195430260708865,-0.0750223118201202,-0.124648907692935,-0.140703887853458
progressive,-0.107377881657852,-0.216402180845681,-0.337785938871293,-0.542366045606047,0.116738840757033,-0.18680122639401,-0.19655080392793,-0.0304016965289511,0.0732676845102704,0.0993999925180172,0.0295600528526889,0.0581292547156852,-0.0504789682909517,-0.110387882528545,-0.0840982980032455,0.227185332836214,0.0185855089913757,-0.110467525714519,-0.162321792838648,0.0173390947369829,-0.200296572650236,-0.108361509741542,-0.0663223596182947,-0.19137731093645,-0.0388113227815659,0.228350910341844,0.191740747536293,-0.207568545960236,-0.179940202179435,0.0197864543495157,0.0643592170319386,-0.17221734759946,0.102007301857348,-0.12860989806722,-0.0178403434207128
stable,0.0284420756896125,-0.367542125818155,-0.488482803845796,-0.0076701922053234,0.456787927046515,0.42489802638481,0.378830780177567,-0.527208163971719,0.352430141598528,-0.652475200170078,0.0158228139805146,0.0070255139212336,-0.352544946500904,0.0517202741059332,-0.0345109912568178,0.618613574122273,0.428103890267118,0.0177316929256207,-0.231238336973215,0.136156434462013,0.0171873411121382,-0.290067103081533,0.519943014992362,-0.0003480694938101,0.123257611100521,-0.0639007681870894,-0.0394145682075122,0.0044985970956466,-0.0211988523013901,0.325236072662787,0.0660839409996178,-0.0523665384072583,0.575720194967676,-0.0246810666431668,0.0043156484721158
stable,0.0569363565986726,0.145163244874342,0.348043700735009,0.355316376628698,-0.401777625939357,-0.252729125381132,-0.332483878364398,0.329748894986035,-0.21923208768014,0.56181431918584,0.0803473659710176,0.0377269160775186,0.343675750662519,0.486918301336059,0.453809605178763,-0.393512699360823,-0.459539296841874,0.0386159137859049,0.414452174639009,0.554899227193811,-0.0250285741350568,0.286478787571936,-0.016995588250079,0.537179755224317,0.477759333451015,0.0986394709172683,-0.0042963364284283,-0.120330395121423,0.0061739064872728,-0.124141953025272,-0.0190807850114222,0.0433160142374316,-0.507187843378894,0.062832615552756,0.106233963366438
stable,-0.169061244621229,-0.458474219637367,-0.529912511589519,-0.114051749279356,0.325589390222869,0.452177218168358,0.383961913148297,-0.453772460899336,0.603660740510279,-0.571661067930134,-0.0894748482043271,-0.0519352747348344,-0.546105917718127,-0.260447266027014,-0.227891361719934,0.172518415426421,0.492818572410267,0.132986374838535,-0.500243542211952,-0.145020277139661,-0.0946450141239979,-0.554120390664024,0.47000594965063,-0.0627235239539129,-0.101852739703814,-0.244102451373027,-0.0626011453625936,0.159874436045416,-0.0429658313085942,0.211280424954467,0.115669609694756,0.0998008118830776,0.499418389714728,-0.17470608698071,-0.0267848578746939
stable,0.132955265791023,0.154613936816135,0.2955681096041,-0.0687081497844561,-0.244302682205333,-0.129239327316608,-0.356079684160404,0.393797580246874,-0.0903793708721069,0.348195255897665,0.134360378542067,0.196150714048688,0.187982093784291,0.503269295960698,0.421103124755713,-0.0013776964429422,-0.248116841257286,0.259683758717707,0.178344623628894,0.344907097002721,0.0982559814921818,0.407467519408053,0.266498723370173,0.473127061075554,0.268951951205469,0.217080333388961,0.198091239212612,0.034143919847407,0.0974355931364362,-0.122215947001456,0.133905268934175,0.225561519767401,-0.203890136582039,0.196642066344644,0.128024750325488
stable,0.061600955557688,-0.120701107224487,-0.225754357148924,-0.0813914005864974,0.231866522093236,0.159180278008561,0.308216877229819,-0.156476786568352,0.14972613635121,-0.296554494977383,0.0588160108846751,0.0831348835223481,-0.0030500449406112,0.173807742222458,0.16799664101263,0.311832627070794,0.231332155579622,0.059355693137448,-0.108354181852134,0.189547585830747,0.0311001113948969,0.0437903926251192,0.460863113831568,0.258546417574231,0.108563766790978,0.0069741372952964,0.0089290874218268,0.0528616806071899,0.075105874102136,0.409879886503484,0.110566752090879,-0.0105115042261134,0.11313541688987,0.104673007712839,0.0485913355093052
