group,CD3,CD8,CD56,CD34,CD45RA,CD7,CD194,CD4,CD5,CD62L,CD27,CD57,CD278,CD96,CD11a,IgA,CD244,CD62P,TCR-A-B,FCERIA,CD2,CD29,CD28,CD38,CD71,CD304,CD158,CD49d,CD257,CD94,CD328,TCR-Vb13,CD224
progressive,0.513911569048163,0.277045668367964,-0.271677467052389,0.163565730298053,-0.204059348690925,-0.10347390358914,0.368664500967473,0.319261382726421,0.468639745497849,0.330184068494772,0.179064906232882,-0.0803129953386123,0.214649651989616,0.244767502021937,-0.232977521384592,0.205451655201155,-0.0742518584743698,0.0779392477781893,0.184356325071904,0.175239531851459,0.44247514331876,0.145112619318187,0.311425759277464,-0.127136449691068,0.21873913224982,-0.0586301220295912,-0.0592377078372102,0.137460045140078,-0.0023662184386614,-0.142924219965633,-0.36174647255633,0.163182272628838,0.342970423046203
progressive,0.059903228751972,-0.0765100356757919,-0.387671619480121,-0.0626934032693482,-0.507893191589239,-0.455790534443247,0.059245653505034,0.185195718823952,0.127283067056951,-0.0842221297528453,0.0756602699262981,-0.517694517421677,-0.0344581095393982,0.0737833509151636,-0.561614604672986,0.0309145135347195,-0.292311973049201,-0.0380565390690288,0.0800421201863395,0.0451207567328239,-0.180166491030377,-0.132280232049073,0.151219646524835,-0.0697268262306605,0.577034010430542,0.028435285854218,-0.0060031571289896,-0.0338815804898493,-0.0531981183852437,-0.497003730597673,-0.345763237771944,0.0983056619315448,0.107822203822997
progressive,-0.237883819708635,-0.239820747672539,0.26420623402765,0.2210511149291,0.35399637872163,0.255571381773821,-0.0927464648576093,-0.17540580971928,-0.449682060074107,-0.0986271559307599,-0.0950900326079265,-0.0159793618265806,-0.149566397977907,-0.0245240334141678,0.126495462496741,-0.0669669321357727,0.200254403529962,0.0023078586649727,-0.101865107259872,0.103567290164151,-0.121731788016059,-0.0079310448917793,-0.190533803366587,0.186033106953138,-0.113213520307275,-0.0911249983213178,0.0950483061434377,-0.0710301088890722,-0.0432551136827309,0.0824943030151805,0.0875943945423367,-0.0593183081185069,-0.0428454961947413
progressive,-0.330651464712962,-0.0051635809208519,0.350522323162743,-0.0958590589266688,0.268154648888578,0.234787322805483,0.0470251400073825,-0.432744142869745,-0.413108807146439,-0.0615788597241521,-0.265229093895165,0.257976839927174,-0.321284958825723,-0.123650161912737,0.228645742011944,0.0774014851412013,0.425599839987433,-0.053631483075183,-0.17235488050422,0.0561769148993051,-0.247941979634985,-0.0686182115415436,-0.294274791323761,0.0669997020163418,-0.292472488168235,0.117648606365835,0.125112599365411,0.107990242459125,-0.0556940163466643,0.198445601290754,0.215743345474064,0.0115869779431264,-0.0909904172544818
progressive,0.0064242912396276,-0.0823362399331333,0.0047433389020916,-0.118315541977735,-0.0678702696708955,-0.38497101991525,-0.0774420102047625,0.141949570368263,-0.149164117804457,0.0140616322812721,-0.2316193682913,0.0498319264824878,0.0435984105390848,-0.209915535021875,0.0276560073418762,0.0627945365480319,-0.203542299303883,-0.161447139934108,-0.10972268441974,-0.121232228572431,-0.176511636944381,-0.0121958819109151,-0.0572799127377682,-0.0785660057990091,-0.111391237488728,-0.496797385104594,-0.0103713265342523,-0.0223802518229467,-0.0701657656018989,-0.133666436937461,-0.330976878240257,-0.125094786971641,-0.196817097087879
stable,-0.4467477987845,0.016924693338297,0.492213852535789,0.0037583000334156,0.530020850471806,0.482215981074504,-0.0317357872728576,-0.459506643407204,-0.590524149160863,-0.197006343095963,-0.335051458792398,0.201983195686306,-0.107772738772582,-0.0036679694367735,0.6447969592856,0.0693565384273674,0.492985788547869,0.166651871405709,-0.245053890384647,0.0220794379576495,-0.189020583180244,0.146477416358018,-0.249358910014584,0.520460528538321,-0.113245796854992,-0.0686151283759191,0.150115878279895,0.153629838072314,-0.0503712231789471,0.318300501543743,0.603469539975368,-0.0068529147415009,-0.0014265061678347
stable,-0.347409005864334,-0.334582189367031,0.462660131513378,0.111914738093393,0.348377762577851,0.393789406017669,-0.10327306139185,-0.289635618689584,-0.541441016279413,-0.22543607180529,-0.427452243622103,0.227412711685112,-0.480313418451968,-0.0254217752960088,0.435512793594256,0.100039469042342,0.456667752346331,-0.0943266560132704,-0.114889224332355,-0.0042106792100688,-0.440924510596638,-0.450671385080173,-0.288344821344322,0.0799735147066105,-0.552736853246133,0.0372658879580261,0.172294290779982,-0.453626186586568,0.0602044297700202,0.203000067721482,0.537691404294505,0.0248018223912238,-0.0333636111417104
stable,0.550438837668179,-0.0351670728682763,-0.225784438310949,0.21432668113861,-0.505686385929713,-0.277126155728585,0.474893576853148,0.581169119624985,0.492715172189888,0.0816448087200165,0.50006425881734,-0.216437870373513,0.548006641041693,0.250118795865389,0.0096595660040735,0.237460062701091,-0.350219662371892,0.127203104339537,0.509428541747169,0.0812895825662574,0.426657177332903,0.188545481733331,0.423716948266444,-0.199491734178203,0.219014896317144,0.172542719468696,-0.184845834543765,-0.0435445736861982,0.2632243289704,-0.297520912339194,-0.418161090676472,0.275986597853867,0.429735266498325
stable,0.153096931163477,0.0006275552660464,-0.160402452630323,-0.126394851856669,0.046544881195614,0.110931413710473,0.0492415904205952,0.1158013450062,0.151583445690645,-0.043105609097564,-0.0138778225889219,0.0025390933041065,0.195290302130189,-0.162722729065169,0.077030992403813,-0.0517510904466853,-0.0114517686198578,-0.0788132398819251,0.165790236794208,-0.0357957101254252,0.178473283787526,0.13891122677426,0.0902270670007101,0.220740230553815,0.301969435013934,0.155730671463056,-0.0728660721533666,0.18098858941118,-0.0003291076734063,-0.152367480814244,-0.0377227855091208,0.117049135421758,-0.0298502637090887
stable,-0.360170495130494,-0.0194216435464758,0.463680134332037,-0.111648871989601,0.423960761260446,0.541851981326399,-0.0515279368444083,-0.38015436177859,-0.437209333577538,-6.2752505826876e-05,-0.217770108764946,-0.095932949133448,-0.130462733160724,-0.0578581756594443,0.354429754469439,-0.0152378417932973,0.312415949689054,-0.152026516302719,-0.177470215904959,-0.0374343502149645,-0.25903319637558,-0.0678804587055837,-0.211527369158657,0.367001126671801,-0.0245129187775443,-0.167460581624715,0.0308793527905508,-0.0290961545412225,0.0987559232035513,0.394619303053949,0.522550799726457,-0.0481831377814239,-0.155405850950958
