group,CD52,CD3,CD8,CD56,CD33,CD45RA,CD7,CD49f,CD4,CD16,CD335,Podoplanin,CD5,CD32,CD223,CD27,CD107a,CD57,CD11a,IgA,CD244,CD106,CD184,CD2,IgG-Fc,CD28,CD38,CD71,B7-H4,TCR-Va24-Jz18,CD94,CD150,CD328,CD82
progressive,-0.106806041209285,-0.36559149944228,-0.169098772568658,0.10041765468593,-0.0438817373656993,0.125967125659857,-0.325105150419595,-0.441488604967664,-0.346108758747372,0.236264231622799,-0.103624436362534,-0.172954727283777,-0.2136496762817,-0.0108617187261479,-0.10746516004054,-0.0543445573178382,0.0344014773949687,0.0630067866063179,-0.102384893923777,0.0520770970107091,-0.0923067548899154,0.0395098631166913,-0.0909966332355595,-0.2777680537958,-0.0977704090704051,-0.191341902682826,-0.0610925077432041,-0.24334787025671,-0.152525600164508,0.0048336426982569,0.0386212433964941,-0.135034521270543,-0.118402484091824,-0.0592219438008651
progressive,0.170550199331942,-0.099694462745407,0.0558155533835737,0.361896272871306,0.100917632457851,0.478850220745864,0.333073508110235,0.0358693716886613,-0.163669974745542,0.172250861997356,-0.126539695538986,-0.072021188028629,-0.0963217703418731,-0.0195970949210803,-0.0921207420515577,-0.0439460529052529,-0.0618840693695517,0.447038931154156,0.56816335729852,-0.0166538991805298,0.306277804636012,0.158502843951141,-0.0230577869917442,0.146652058680747,0.0046124237388509,-0.080413340708695,0.159238750884774,-0.432278172366255,-0.0542755387751062,0.0370570496693404,0.530255225206545,0.071634652495292,0.418900038605992,0.0397995907253304
progressive,-0.159403904810308,-0.0936840466663103,0.186141388673578,-0.00465353857994,-0.15244643686273,0.0889052141011597,0.208005157243605,-0.390201341839799,-0.164267859832247,0.0566367666648688,0.0839579787003135,-0.0491462170908138,-0.120921397262364,-0.0570868141590987,-0.0730661274302505,-0.115168362498632,0.0354592958616945,0.0809052957767965,0.0552323041781155,0.0640901857573112,0.304118129950726,-0.0780760363528611,0.0377478047304927,0.221833789752777,0.0700025143289201,-0.127456425508369,0.185773849419779,-0.181020030045849,0.0933518111421539,-0.0707805319711041,0.107361319392018,-0.0354585582447472,0.106525596438516,-0.0365425620480384
progressive,-0.0186812877890652,-0.286084334445148,0.137901821847201,0.0797988984718104,0.224038291423054,0.16097206033027,0.0578576531187867,-0.0832332005255356,-0.311811741814547,0.352384432247912,0.164114734431121,0.110390082464554,-0.275702621421527,0.220872377071531,0.0372930824239357,-0.0175488061827904,0.0698485932562649,0.317817201117814,0.0671531238363851,0.191205177745792,0.0902693169817534,0.173318407698015,0.0577014003149423,-0.180026305093658,0.162116734054585,-0.191535053293783,-0.0833302737253912,-0.193685407107912,0.138832362949481,0.198391690624717,0.178121578936033,0.0744196012165558,0.175937424728243,0.0481576412475564
progressive,-0.247679793820912,-0.0136722095612588,-0.0554554460372535,0.445412698847798,0.0821593463925918,0.163293088295711,-0.106190406133423,0.222872877657644,-0.0551151263711957,0.252571786745997,0.0923496095625102,0.136727773469295,0.0770189619446056,0.0793652337714154,-0.114320043673144,-0.0391407198651428,0.116310891440866,-0.0760428333361444,-0.0125820990020327,0.0585445875320298,-0.0027568505003873,0.234049472107759,-0.0147416572116168,0.0203293793037983,-0.393847980087112,-0.213483698697479,0.280351315232574,-0.0460363545377219,-0.0332574750576762,0.15743608933022,0.0320836432676727,-0.0322445073887687,0.315202870825288,-0.0723510824620453
stable,-0.414952312530978,-0.538606464730247,-0.0103906963219386,0.445056765925907,-0.091401066909632,0.431475520692205,0.363399833281741,-0.174768895639824,-0.571361549319759,0.333489235626788,0.141491692880086,-0.0491932442816167,-0.682475336997515,-0.0441228568818131,-0.0444265232516595,-0.404122922640533,-0.0132682434230284,0.183632055089403,0.584965191285286,0.0054192922720429,0.420381795354665,0.0399001454561607,-0.0074594862178056,-0.272019073197546,-0.00434266510667,-0.336784049094504,0.472181103279128,-0.0651370446350343,-0.0481929848895674,-0.084234578610875,0.296022579217566,-0.0732581036869989,0.565634324655143,-0.0914173637082966
stable,0.0594590967284106,-0.164239311431578,-0.0617689990201471,0.067838230551065,-0.122961055891975,0.13729915938005,0.164811115963707,-0.0377952162634903,-0.246615645426433,0.104506027571295,-0.0345171043736935,0.0294586621905518,-0.245262347085639,-0.0051421286819105,0.0563916778169684,-0.0296442052138044,0.0354952720157333,0.0082584465187991,0.20505686856261,-0.0054970858267635,0.307125235730235,-0.123409381078345,-0.133362677497418,-0.175040212019445,-0.0605065181854798,-0.003881788454101,0.0746288091903001,-0.0685182948567099,-0.075608724198016,-0.0344555274076778,0.102635249541891,-0.0909163325578473,0.209878964418829,-0.0844399238953015
stable,-0.265907347602212,-0.332477707045987,0.171993433108312,0.371962354939378,0.133061156343103,0.510077618736151,0.376625517936281,-0.192652607644901,-0.397087198631285,0.438522024694004,0.0076971399886848,-0.0053839631856961,-0.493053442708261,-0.0508646090710701,-0.127545777588326,-0.339440998748625,-0.002883323607696,0.157635296226328,0.0235317539505666,-0.126009142190127,0.382163160854399,-0.054475724597201,0.16008579080746,-0.441478261783854,-0.132992702731717,-0.326221146200821,0.438590621418774,-0.0914476166136927,-0.147545631738382,0.0905322399733588,0.409088264987489,-0.152920258532255,0.440874243114588,-0.0581203642815111
stable,-0.334009281508772,-0.487462673508427,-0.0117679686451751,0.406774007235577,0.0355640755984734,0.203520293710612,0.300067877795957,-0.035964458574213,-0.388000660989492,0.17017071010292,0.210062507899339,-0.0855151237389647,-0.563482552786569,-0.160355796514745,-0.0011498043836889,-0.30036968582715,-0.038804437205626,-0.0158149240084349,0.0826461854844112,-0.0438867892566026,0.32722776180285,0.0567739511739924,-0.0731857382440469,-0.356221501447435,0.0424045523612546,-0.396391542586144,-0.109022259717001,-0.43558501838711,-0.112241854213093,-0.0608961391236954,0.288951598363191,-0.0633092331247913,0.480934592956667,-0.0806672555004059
stable,0.166844617182326,0.207863081387583,0.105029362645889,-0.48788926022835,0.127656938570732,-0.104913339488852,-0.47672955458759,0.0159464403917879,0.224714898564288,-0.0402352842671384,-0.419263980045134,0.0824000991051916,0.308687420737211,0.093769074567959,0.104257435529288,0.004110019616891,0.0576470096844555,0.162330892475384,0.0662982445409838,-0.0323039439827476,-0.068279456494224,0.0017752588917949,-0.0204490800337689,0.138094794396915,-0.024230891946432,0.191572728851539,-0.0349402747071957,0.0878164008183975,0.0647445709832951,0.0217976192950287,-0.531532406380262,-0.0001667932016483,-0.136385506246084,0.0697058832751969
