group,CD275,CD30,CD52,CD3,CD56,CD10,CD45RA,CD7,CD49f,CD4,CD16,CD279,CD5,CD32,CD161,HLA-DR,CD66b,CD35,CD57,CD278,CD24,CD11a,CD2,CD226,CD29,CD49b,CD28,CD15,CD71,CLEC12A,CD94,CD150,Ig-light-chain-1,CD328,CD88,CD224
progressive,0.073414196069115,0.237547220543713,0.245029835609685,0.361204627503565,-0.199466095145373,0.144410009792087,-0.20136484000409,0.0040312424454772,0.304884672064904,0.303020033205913,0.0728774559435609,0.0344653614168877,0.369851318179564,0.237050477661164,0.13434366675778,0.204188620798531,0.334308496241917,0.194454913970751,-0.239634903869432,0.0783727784517892,0.0891598601315964,-0.248323496542633,0.230623491635057,0.19757769769879,0.0693582700273313,0.192921798328647,0.316497194878181,0.201267776759317,0.215111932489486,0.198071944825372,-0.0848848448946043,0.185812485833201,0.228362918012617,-0.208205334345043,0.161440521793781,0.333583849643781
progressive,0.0087147435077005,0.105909652004949,0.165810230370214,-0.0491766194123583,0.386344561231033,-0.108980390855254,0.531203718255256,0.456760507755249,0.0708359258688968,-0.17677769656142,0.191679501558111,0.14846211015731,-0.0983710196498771,-0.0095210172169924,-0.0582938376364276,-0.0310075553475031,-0.058831644254252,-0.179175085042862,0.509454252102541,0.0322949911682418,-0.105861856080259,0.603173044338883,0.200533924490234,0.106787117664511,0.194863410530517,0.105985990952217,-0.105166622356029,-0.0415133801718606,-0.517706921474392,-0.0034951504128437,0.518814302761933,0.0695929757873198,0.104853157318947,0.382323367006754,-0.158805973729989,-0.058501415273031
progressive,0.0525807955642788,-0.0835870105967583,0.110717755621269,-0.0466872843743088,-0.0573710364636783,-0.156896075867432,0.0935036430650898,0.128929957484304,-0.0848010024937618,-0.0227590025585011,-0.16522788919843,-0.123328807437014,-0.110090205627937,-0.129292733627916,-0.12114433133795,-0.0509347305991228,-0.156211525188773,-0.149922681506833,-0.0446749806714996,-0.204726695210522,-0.223314045892529,-0.103687141551681,-0.0023990519518527,-0.119916253717591,-0.0984507539456462,-0.0119249725739739,-0.132968891373168,-0.132216461557797,-0.117228044294656,-0.217064518661402,-0.0066218925654088,-0.0391389641186219,-0.0471372497097876,-0.135680128456521,-0.1489803655685,-0.0890973395995259
progressive,-0.168595007046214,-0.301566005173139,-0.168866847470593,-0.0875301422865905,-0.206060822162239,-0.254346069212378,-0.267262166800279,-0.249003658040693,-0.161659579002132,0.115111860167418,-0.427978286211643,-0.153153281185824,-0.0701341936234219,-0.237167937366398,-0.190210478121974,-0.109539185121531,-0.297655018612226,-0.235642028525195,-0.0633245260610224,0.181512012938675,-0.282567998636641,-0.171769977652595,0.0058412115987762,-0.33263329770642,-0.215391859718999,-0.259632652874506,0.0108198214125046,-0.425830124647598,0.158734603888201,-0.228372588343971,-0.347445298453184,-0.318171272013077,-0.323648736326412,-0.308016616713111,-0.335891069615612,-0.27341229862236
progressive,0.433602941216832,0.540278996643489,0.0836997707301067,0.0190093130526418,0.384770428578696,0.620577885318935,0.192393888280299,-0.210625344416032,0.284745971759967,0.250605105214335,0.557684418290028,0.251288160844017,-0.0598965116205342,0.525413258291774,0.562972963124263,0.214941375988952,0.733056923236657,0.640154676005546,0.0720799938475559,0.236238910803311,0.508073382639843,0.418285574891536,-0.254070255058718,0.270550268046228,0.280320497861489,0.283198873238442,0.17819379052353,0.589457433761341,0.0206242868328994,0.558818729368478,0.157829334460857,0.265344781320999,0.6064631355146,0.122186940249545,0.549614351279884,0.395051696362393
stable,-0.113311587008075,0.0081526563521343,-0.457977369239546,-0.579667800342929,0.378104073134789,-0.0496869405712301,0.340475599267551,0.261774408609905,-0.23669269512511,-0.625345723452632,0.268071356191461,-0.142254129970971,-0.723438462503789,-0.0999813906578253,-0.0147980368315642,-0.0570213141508316,-0.0773095248496254,-0.0431101652844801,0.166074260724347,-0.151059048675802,0.0057008645946283,0.517307464711249,-0.354139217073489,-0.0091636434441189,-0.0077934840593189,-0.0139950220986375,-0.386459854335595,-0.0090793895069238,-0.105668245462829,-0.0419803204188012,0.24099228261018,-0.128543524745125,-0.0421470203782947,0.52137635396529,-0.0691735310662275,-0.120308318194542
stable,-0.162869664925927,-0.226687671894939,-0.165805125024979,-0.404363041162112,0.26987786448665,-0.209641019417321,0.092318422226409,0.280810927229616,-0.356968510080341,-0.446472209302735,0.250957703764921,-0.182737066435065,-0.508946451059797,-0.15622729578461,-0.103083467332573,-0.396484899561891,-0.0381389719404192,-0.0720052578591242,-0.0233250002240261,-0.53633087246933,-0.0986980390736826,0.31494697193983,-0.275088276633218,-0.212123695517299,-0.464499660962535,-0.286493719486234,-0.425963290503785,0.0125033748696542,-0.537516340770077,-0.042092798092062,0.0455721855351589,-0.224786130811318,0.0026264140718446,0.342820813516239,-0.227723277507159,-0.217272042231785
stable,-0.209058067834658,-0.0172509135051633,-0.254141109888205,-0.421183952658003,0.328260588501817,0.0107395543056516,0.483762158136117,0.50445881908984,-0.0399172816022544,-0.438076740868939,0.502990879457759,-0.121284879217284,-0.523707194920807,-0.107713759800047,0.242735483132373,-0.164048473139049,-0.0177352231668588,-0.0665645676780294,0.0679394534018975,-0.35869686586846,0.0621827680634536,0.197491539077513,-0.376420408862573,0.157783432878024,-0.0619216346516563,-0.163963042975203,-0.385050671386026,-0.0738674134767158,-0.336014671515415,0.0048009629867072,0.476945450106624,-0.225841380665909,0.0165231685793745,0.670261143685217,-0.118587604826451,-0.323404081610226
stable,-0.0681612381509011,-0.0243073918350958,-0.369823317534575,-0.470431385883708,0.587480982019315,-0.11351143089076,0.450231869074629,0.457025278273891,-0.113996734313178,-0.437406663840222,0.367240614070639,-0.18571933282631,-0.531443255808342,-0.171654266152146,0.183946973526436,-0.142133979947066,-0.155804968721996,-0.0837692809137986,0.176280784459769,-0.278589529100061,0.0532018670213034,0.360174013276655,-0.21124915859117,0.0665651721854129,-0.124296448058571,-0.153105029371792,-0.290875298277932,-0.0199571498731086,-0.20849330279996,0.0014891680847294,0.333442470274211,-0.174984796429611,-0.0177066550150387,0.447377609597329,-0.0025160246149521,-0.223455900125485
stable,-0.10308961701293,-0.0771350343348067,0.0947444711593895,0.135320915170677,-0.390043630669384,0.0167147492176702,-0.114613729047459,-0.403180095329761,-0.145601088767297,0.0452913770572834,-0.0854427893226433,0.0003459012210951,0.139197133963315,-0.0600771975438569,-0.0591996834644226,-0.0781970935586737,0.0155469560927482,-0.0933417090923687,0.146634762424925,-0.156125707051744,0.0915498428441481,-0.267645854961835,0.0679031880350186,-0.0690812312873749,-0.0839541774817399,0.08175869308087,-0.0920022802151601,-0.0073411877685838,-0.275621566264023,-0.0133347108509957,-0.219674104210603,-0.0905775134972357,-0.121495618029685,-0.36549746353088,-0.0334884182820249,-0.0411670817335044
