group,CD80,CD52,CD3,CD56,CD10,CD45RA,CD7,CD49f,CD194,CD4,CD16,CD5,CD195,CD103,KLRG1,CD27,HLA-DR,CD66b,CD57,CD278,CD11a,CD79b,CD169,CD54,TCR-A-B,CD2,CD28,CD38,CD71,CD49d,TCR-Vd2,CD94,Mac-2,GARP,CD328,TCR-Vb13
progressive,0.125141076314391,0.0737045754491547,0.0855381159665863,-0.0164540563821041,-0.151224492200285,-0.208886817513223,0.116596640509438,0.240714363208625,0.117335299979279,0.103947890313612,-0.0847051835800723,0.147863459438403,0.11176161345128,-0.108704084268655,-0.138161389540403,0.0622624671605597,0.0256448474972146,-0.105022419279793,-0.0598008218251554,-0.0875604788423797,-0.0294795246638095,-0.0735995308681485,0.0879346024682809,0.0571157803753762,-0.0655697957258688,0.0664865694492605,-0.0011837955943545,0.0639637811494775,0.177720459229318,-0.152964302929498,0.0354032800892795,0.0310818203785573,-0.178110729717482,0.0892771632158464,0.14507564659506,-0.0210675859673921
progressive,-0.0673056198403329,-0.184842734773796,0.0569272390204758,-0.380142358803358,0.107717193283614,-0.552695274452741,-0.401573459178042,-0.0540447330652548,0.055821917450666,0.209775973773702,-0.186679577824253,0.143992089521678,0.0161612275312587,-0.0392982332406639,-0.334888062874612,0.0387995453373044,0.0182072295060171,0.055340187647024,-0.560544502093322,-0.0377287201090451,-0.582481956270165,0.011875079700565,-0.059485992679874,-0.115407851957072,0.0329265590444005,-0.159177209236309,0.100651217001253,-0.0965513418129361,0.442261470753199,-0.132200868120105,-0.0368438059189865,-0.520842739274094,-0.105556873479581,0.108629717718711,-0.369301518500143,0.0508738405288623
progressive,-0.206072704826322,-0.316823964205389,-0.424616790448976,0.135394579253231,0.0901749929874533,0.0862896697836041,-0.0045020325143359,-0.165929360726188,-0.0481316670586509,-0.199498662103985,0.235311021374587,-0.276487599175261,0.0546414093059662,-0.0303433542873938,-0.0773313027950026,-0.178617835986024,-0.0109919042386146,0.0444874854432697,0.0675640928963588,-0.0381876650268005,0.0002475170479749,-0.0088152345326769,0.14377449435948,-0.0225133761629677,-0.130137302357462,-0.179673438304511,-0.0748414828629324,0.181728979706006,0.10034995347419,-0.13890357643971,-0.0744305673238567,0.0911077196317875,0.006441688932288,-0.007959681375974,0.122491280883916,0.0156467925354219
progressive,0.09998690370189,-0.193023543488072,-0.237065465160627,-0.0374993668886847,0.005946245337178,0.0691311431979265,-0.0175934635115944,-0.161468561378841,0.0450395236305145,-0.250841920018643,0.0911600158426467,-0.121637410880477,-0.0211748153487691,-0.084052247403387,-0.0019320332590952,-0.101653982489935,-0.0399208381991311,-0.0915541143239414,0.368681917229452,-0.0638623200526778,0.187253353637721,0.0152324431561846,-0.0335454824644782,-0.0569299084378065,-0.137362063731855,-0.151223841551979,-0.195708940653696,0.0224301391948616,-0.22242125993885,0.170816280439303,0.0705764415250091,-0.041135679586662,0.0738383711221913,0.0459641683528943,-0.0441854719356406,0.020304799443193
progressive,-0.140852161854477,-0.100765990848989,-0.337522378205052,-0.0372549742935112,-0.387501061621053,0.0976662027712932,0.48835883702369,0.0278629709836722,-0.0811162661633827,-0.212458367603484,-0.237326934357353,-0.102157540697549,0.0135285167902231,-0.101255081597638,-0.306877747800455,-0.167052456597023,-0.0501198848140567,-0.221404026661365,0.109992198403738,-0.377206061605923,-0.0487902420959018,-0.116834210434508,-0.358026164969432,0.253474906594117,-0.0802916986892896,0.172032282182527,-0.0879288709400325,-0.014748740028431,-0.0029463266904142,-0.08983577876609,-0.0080524112208627,0.0693142302680076,-0.0248593075548536,0.0394882476265402,0.249549726682126,-0.0997489859140394
stable,-0.0725724514933265,-0.51434927595911,-0.593851782695905,0.3800972351274,-0.0600739554000933,0.343852471440575,0.271054494775176,-0.230990369181319,-0.144706516373713,-0.618102905408177,0.298335594450692,-0.703956757892655,-0.100927274090098,-0.0841167415700455,-0.0469231910258377,-0.443155250771079,-0.0776300898569867,-0.0191849822550527,0.0662213401282396,-0.169237206461188,0.434002865767236,-0.163612274666031,-0.0710034090011666,-0.0112487051265792,-0.441602321569679,-0.319710259858547,-0.37310242561043,0.357330881569386,0.0306870627649606,0.0345083690556389,-0.144812496982849,0.19349137285519,-0.142934725484686,-0.0914104668140516,0.456591685990548,-0.157451673278806
stable,0.19229776437636,0.205247834612377,0.253992155901773,0.0155489396227436,0.0516174348622671,0.175385561575699,-0.0132085760398259,0.231197086330193,0.179210025790406,0.269224991191238,-0.132662186993345,0.281029400642007,0.16021578195641,0.0114185733344407,0.0467430778211554,0.101288981722674,0.14785944263311,-0.0114401765677482,0.14835961522609,0.166272218756716,-0.111858367237852,-0.0083624749293083,0.0859656003834601,-0.0765169991152664,0.107179048452583,0.144303986128343,0.21505765347029,-0.131883194367943,0.200135920670504,0.0602003952081715,0.176151088099758,0.132880206067205,0.167389318720191,-0.0069321084163026,-0.0887040963149752,0.0813133308871184
stable,-0.0457831653979571,-0.230295830594586,-0.36971774655741,0.39155114231833,-0.0140255373394704,0.500744253007559,0.499910413372076,-0.0905547937248661,-0.312196102001852,-0.474460807188116,0.362918074926577,-0.474005590899887,0.0026235335810569,-0.039033929921388,0.166801723095332,-0.400698212127974,-0.113010992476249,-0.0941460068155178,-0.0298315890455354,-0.461014943605809,0.208608401519135,0.0029103009323758,-0.217298168756923,0.0279095889351702,-0.258621998880172,-0.172191295267166,-0.358294666475618,0.213315438579692,-0.472416250367305,0.100103574960201,-0.296852470231631,0.348708763096944,-0.100545175946365,-0.0157511458104115,0.619415560332522,-0.131027569324472
stable,0.0616143030167326,-0.0801838890824773,0.119400002140779,0.0122447673441144,0.155126333320528,-0.0959933274057059,-0.0561558326086342,-0.114675286303138,0.0889484014433036,-0.012676819455526,0.243254655522198,0.0513542640442601,0.129814207724571,-0.135962961029746,0.0239024989640415,-0.0009008825925203,0.386976323841059,0.149851559090797,0.122326260839555,0.217560248864333,0.10731991272038,0.136570608966877,-0.0948588730115449,0.379679581374182,0.104594487211035,0.0357170219813422,0.11057716395006,0.298187770337544,0.451505769278501,0.181952869412716,0.104414667799428,0.0195652195264588,0.0336323063438124,0.168176358989179,0.0624786261887924,0.0291729678048247
stable,0.0202568638053922,-0.0921647524783698,-0.200101556742938,0.100726996631803,-0.148304264078001,0.056956569873671,0.361788996912836,-0.139897712046487,-0.26981310529041,-0.254050630745639,-0.058723220902352,-0.271608167219824,-0.0409808759622909,-0.0347610032270974,-0.130596674057603,-0.0241223317872017,0.0556742027206495,-0.0816525493257001,0.0098256569811592,-0.0731170703159246,0.0808467446382712,-0.107674591819077,0.0548669026299211,-0.0989509682321398,-0.179236449193593,-0.1529552689258,-0.139293634669492,0.148496029808109,-0.039236257266661,-0.0871448463947141,-0.063438658964438,0.281620301076887,-0.081390041018272,-0.147741232110424,0.0194565155368862,-0.0726077193348184
