group,CD112,CD40,CD3,CD56,CD34,CD45RA,CD7,CD194,CD4,CD16,CD5,CD196,CD69,CD62L,CD107a,CD57,CD278,CD11a,CD244,CD370,CD106,CD184,CD2,IgG-Fc,CD28,CD38,CD71,CD26,CD49d,CD336,CD94,CD328
progressive,0.0478907928378801,-0.0103930343302011,-0.379500921096594,0.36896213412574,-0.19412681735671,0.167637263430881,0.234199372794637,-0.356196611836407,-0.230785649389135,0.0124472317318911,-0.419748097680153,-0.12824456569456,-0.0196184246072847,-0.0792475824623273,-0.0125700792560967,0.163501895729297,-0.0962979610274197,0.3293961851212,0.153577470776439,-0.124449344677109,-0.100076393099236,-0.102188619845438,-0.199825259180882,-0.326270352571555,-0.26099698819967,0.202108330099118,0.002051550102378,-0.209943578618573,-0.062273608313816,-0.154215971249773,0.223071763564683,0.407624861174867
progressive,0.0196866230691628,-0.185429373835784,0.0338201623749879,-0.365946155113724,-0.0411138527371593,-0.554755714575647,-0.357594072796911,0.0503431695193455,0.229038203486073,-0.164748349992086,0.162525453244161,0.0895747582698917,0.175392943074595,-0.094165456635723,0.108602753782791,-0.562398108031024,-0.0364679180401024,-0.557473536840484,-0.304302028645937,0.0131233826347201,-0.132361272736589,0.0600324034615225,-0.165342478173284,-0.0068235773802534,0.126480066377228,-0.0824625126915489,0.439620681123317,0.33602262575081,-0.147195088360245,0.0381501581891336,-0.489640701244868,-0.34941082912808
progressive,-0.139598778520917,-0.0513949359517731,-0.197524665890132,-0.0110924449170111,-0.148712139846897,0.122945610470749,0.144188096014141,0.0296053562078287,-0.192741299886496,0.102075355123182,-0.212620028768522,0.0150762498799713,-0.201044312163694,-0.0388572827874562,0.117956064546482,0.148937158018794,-0.0554647866179566,0.0171881838527078,0.328803638990179,-0.141249480333218,-0.0449387140395443,0.0765712708924141,0.0817811489982345,0.0067823192210383,-0.0315126404326925,0.259138455771046,-0.0202878891314843,-0.105801026929109,0.0262881819690832,-0.0315303602166537,0.0935708413844004,0.119939206930711
progressive,0.0382848990799111,0.196684701223841,0.345440854667906,-0.137012728852499,0.216358823313007,-0.280656231831411,-0.143129801798387,0.190835960615466,0.38273840376742,0.0791016831004303,0.559243818630784,-0.0380752663804451,0.0596009440937681,0.209774032461945,0.19907182903706,-0.199621510260543,0.476937894920149,-0.146614592947187,-0.107465684014093,0.209510711273731,0.167864753869271,0.19948041196841,0.287057917624176,0.315903375710082,0.371667500509273,-0.057451128704473,0.227192218901841,0.442625426477418,0.204714519677678,0.284774158802476,0.0347991504000013,0.0590053168553615
progressive,-0.0723101398322891,-0.259284449278008,-0.259706091497357,-0.146121190067211,-0.417270764102716,-0.216628756454218,-0.0974438645609482,-0.0333509387013211,0.157214692832589,-0.0354789291953895,-0.136819280023993,-0.453948036499262,0.203342339144355,-0.0284051235615007,-0.0273945195719723,0.063811076804438,-0.154456680553039,0.0646332273918598,-0.117863102853641,0.0122392822787153,0.0556032607748613,-0.218087950250828,0.0207365933730577,-0.257646310684952,-0.0565323771718594,0.0691719038700722,0.0603996971534912,-0.012764965423628,-0.0052566836208609,-0.413986591581652,0.0075817254984125,-0.152841505440744
stable,0.0089534799123572,0.0894547361826736,-0.531669957924071,0.464270194278704,-0.0309623084560286,0.410361542155822,0.370740700432139,-0.0649345701271428,-0.550515684142848,0.311432929471035,-0.67702258532703,-0.0696132127367641,0.123821220295353,-0.190808483046303,0.0106834388839402,0.185758176753965,-0.075108605406607,0.579909428459219,0.413503251858778,-0.0940773294662008,0.0754760328649755,0.0059316780037829,-0.248623069891369,0.0032157423561153,-0.323708398329337,0.465209751251813,-0.0372852565182247,-0.235537857387387,0.0810685771773487,-0.0432129005408255,0.33558204259559,0.57672026114977
stable,-0.0879179811306763,-0.176167231613374,0.12413433426408,-0.0128402770877285,-0.13058903070778,-0.0766887531895149,0.0339387275275262,0.048781161045224,0.0524897247263598,-0.0414319272943062,0.130552824600367,0.0619068483331494,-0.0357498210843347,0.0900978414972358,-0.110481477932451,-0.10770674623355,0.0255585126340111,-0.0519790712544525,0.0086677424090587,-0.0541993668744699,0.0205014697360762,0.0103916722338936,0.399958729233794,0.0257233183469053,-0.0459478863816804,-0.0773155442431573,-0.0095372243342805,0.0640052543386091,0.0812154031709371,-0.154033857437245,-0.0646564090244537,-0.0311548631321832
stable,-0.169260789412956,-0.0990326876387649,-0.464772927087221,0.42459218048946,-0.19177364143246,0.487251192202323,0.322777492275883,-0.485756132168905,-0.652509635384932,0.328079086696201,-0.586166429920359,-0.308130724248611,0.0959091471310263,0.0333780136167389,-0.274916896761571,0.10842001087458,-0.377540908035334,0.0596934103598806,0.300558191376069,-0.220115975468917,0.0242498101679372,-0.062467960361122,-0.286591540872945,-0.143329553254939,-0.50697656666421,0.213243440119267,-0.170947895331402,-0.380062365418885,0.0431433891119749,-0.20984401841387,0.386519692258134,0.402564726002299
stable,0.133517797047542,-0.101860620441086,-0.328748976059294,0.47061696127087,-0.0011241600676395,0.49668048620014,0.466841867033958,0.146670339689278,-0.166342476816116,0.475815651154102,-0.391551784173439,0.013431861943295,0.0479718563262993,0.0709153299835032,0.112791435623581,0.139384131474952,-0.0804841136639395,0.197584231497298,0.333796377903746,0.0034345550443588,-0.0217083642503488,0.0092950484022446,-0.331204916397549,-0.122124618511313,-0.209811095823527,0.183858329353412,-0.012844369598167,-0.108627032984825,-0.0811795673975155,0.0856063548569938,0.397709999672924,0.425747621611773
stable,0.088834587351601,-0.104435152186551,-0.351647256356558,0.44003821687523,-0.0851405878079827,0.255528610375716,0.425925579618369,-0.0987520999734437,-0.320812995095456,0.122969242778074,-0.434855263681618,0.166172661191975,0.0234746415140138,0.0466114104088826,0.0424669202837804,0.0116021913580466,-0.0142358913802699,0.311838815114432,0.207749627245954,0.0296420146510196,-0.0603616175550647,-0.0575224244059489,-0.21941972991807,0.0553237968584833,-0.0859222702160415,0.380058060025219,0.116756090811545,-0.190170150718928,-0.0442887692303029,0.127208548754505,0.426604062440172,0.372088036811034
