group,CD40,CD3,CD56,CD19,CD33,CD45RA,CD7,CD4,CD16,CD5,TCR,CD32,CD161,CD223,KLRG1,CD27,HLA-DR,CD57,CD278,CD11a,CD66,CD244,CD309,CD2,CD29,IgG-Fc,CD28,CD38,CD15,CD71,CD49d,TCR-Va24-Jz18,CD133,CD158f,CD94,Ig-light-chain-2,CD328,DR3
progressive,0.0927987176996127,-0.186191278081648,0.198900090636654,0.106827664630769,0.0216097571580465,0.240899706740264,0.242717922066859,-0.046799905278796,-0.0801057657206481,-0.321595712119633,-0.098406025274196,-0.0404827123227195,-0.195482786546135,0.138249184342502,0.227171255165761,-0.197938095964634,-0.065094922176928,0.217151604421408,0.0625060677747325,0.30554268080993,-0.220055802408347,0.117814088083789,-0.0230614487069656,-0.0359872150347271,0.178251576617092,-0.117525333000336,-0.191567606901205,-0.0653365942043407,-0.161566755465897,0.0597563283425824,0.096692267549664,-0.0568096533752387,-0.199055383249452,0.0034772221422961,0.209886923068509,-0.142960359449807,0.157602286216369,-0.126039628312114
progressive,0.114132969791816,0.0021582090728546,0.359550954104156,-0.0825684347187781,-0.0334720010416101,0.433520538041927,0.47028904335239,-0.112311481379563,0.115989525970643,-0.115818242056531,-0.0205976635528321,-0.122599925230294,0.0023329276942303,-0.0102392494609589,0.278830422147247,-0.0430257945696679,-0.0413898399814124,0.391445878326542,0.0987780834473242,0.492151773307659,-0.0019737220494965,0.252589949861299,-0.0992124492108115,0.207214612951164,0.0277406587696886,-0.0045841735024103,-0.183309320082037,0.0261417936035694,-0.107934186727342,-0.621607675876132,-0.0024419637002948,-0.0049864195191758,-0.134828951941527,0.0335809840903203,0.427834195676304,-0.0588309143977467,0.307024027986715,0.0534417628002634
progressive,0.0490407056658495,0.234354077786692,-0.261747257607564,-0.0607487678507883,-0.121549351321079,-0.313062095792553,-0.134865887354456,0.0924640499112617,-0.289863882689924,0.313356402443991,-0.0521163845698994,-0.0588826822417102,-0.095581343661727,0.0008824208705624,0.100957888537098,0.0733887266744135,-0.0493709152757015,0.0287821035310097,0.0863999992451376,-0.0674026424218769,0.103369915765343,-0.0562761607744431,-0.157329297626181,0.244209663908156,-0.0600613452608678,0.0420775634267166,0.102648441544573,-0.16442353935429,-0.0850898466818616,-0.0403358599239765,0.187934870877624,-0.131480088565951,-0.0095117751528768,-0.0043021708132602,-0.103336217991406,-0.141135087967888,0.0113892407849831,-0.0193803440712304
progressive,0.0706905909256043,-0.11006931627155,-0.0484945085317107,0.199412278336545,-0.0990537057199154,0.0329986026644538,0.209621523702786,-0.111991059521204,0.0804501154799762,0.0177694441356851,0.0710547240317506,-0.0624059504507539,0.10201559339703,0.105833291586555,0.037629622353522,-0.149624289657444,-0.0914704575816275,0.189350383135801,-0.0755162280092821,0.126440768851298,-0.0062685709665057,0.180473071960524,-0.0022871453044615,-0.0869541520281886,-0.0574683135395232,0.0630470937303157,-0.0538432837467893,-0.112165709454358,-0.0474433042023904,-0.199560179653465,-0.160464403398461,0.159278236680782,0.0433169663468697,-0.0151333572701044,0.139846327400099,0.0444252526128368,-0.0776906747337179,0.150848622320814
progressive,0.167972234545636,-0.117844562893067,-0.0035575041765687,-0.0822007877171784,-0.0078246996564373,0.012480799124769,0.349430495356674,-0.129480375597404,-0.269418118577489,0.087920896607872,0.0424135899116788,-0.0759748742705006,-0.312108037723832,-0.132265256626918,0.203956908299517,-0.039412294677737,0.073985018821493,0.176081127827601,-0.0328005270961672,0.152092658841197,-0.235738772082778,0.148157482509583,0.0077347093558086,0.171092557407313,0.148106050781795,0.0454427797238084,-0.0728847176761162,-0.258243862026476,-0.189832073167253,-0.0352554773296154,0.0799834316204046,0.0527883052719812,-0.012057923831715,-0.0076196074711869,0.275993300155628,0.035967256216892,0.418966263351881,-0.0293381479370391
stable,0.10196045907664,-0.540311167673401,0.491421852786934,0.0519246257288956,-0.0459514749426267,0.464214576186849,0.406258570466528,-0.529802285988523,0.364460506355789,-0.656175603941521,0.0479833535980093,0.0285163512555483,0.0651285944068988,0.0076136967934401,0.102517089529434,-0.393272929392479,0.049613108907062,0.21826682938092,-0.0972066336402815,0.608938398147527,0.0337427057888795,0.472923881506591,0.124973741150495,-0.254610658913251,0.129669241924517,0.0416491084274811,-0.286051767151569,0.482265922769851,0.0708392580836939,-0.0621308233753368,0.090059853818648,-0.0176947968311514,0.0382290654509884,0.0028567110850737,0.369359436806907,0.103004445179859,0.619602331972604,0.0614231883071775
stable,-0.0193223460226625,0.463422740662112,-0.440124109394083,-0.0924717859511289,0.120636087630218,-0.219641748622753,-0.385838976770636,0.355955753297774,-0.442610208666465,0.553713771278119,0.0479578084199615,0.0208696030823675,-0.103360351965139,-0.0400756403004905,-0.0391118645319502,0.440783576371911,0.279370436546019,-0.165530121247734,0.340646927240081,-0.482977536969585,-0.0050795983662297,-0.429221427502772,-0.141951837297583,0.365990897930506,0.333448601543892,-0.0975769165326112,0.312443192909096,-0.339800378719206,-0.19936969733591,0.436007591460225,0.25058737271938,-0.10307813989018,-0.145616372537182,-0.0060416407668172,-0.22923966347638,-0.257124667292389,-0.53476568458812,0.109462062182811
stable,0.0712706667453646,0.171502535160987,-0.0836173299091672,-0.102836331967857,-0.0108253420677639,-0.249557752419677,-0.300322228320756,0.315713036562081,-0.308206367072336,0.307737577059688,0.0423849214087343,0.137964059822521,-0.0376925502215305,-0.159523622074449,-0.195396532344429,0.274760491338404,-0.0066368739559939,-0.101261716388054,0.229855456674533,-0.0493888115064007,0.0976780688358394,-0.397875174368688,0.446618756617429,0.275994784910438,0.0813060063844766,0.105371016666918,0.272532687906375,-0.348232553586124,-0.0031027992236619,-0.0041142593177013,0.282907338050795,0.0193055505108752,-0.0738303755780058,0.0049465149242924,-0.236344216074598,0.0526742588900957,-0.387637801610513,0.100685731831272
stable,-0.011168312705311,0.13023242447005,-0.129707512735536,-0.0727065115734742,-0.116320558681745,-0.217024939445168,-0.160843708633587,0.299318711053078,0.0640203214624242,0.302236078723834,0.0424268095780995,0.173030808792583,-0.106029632622732,0.0250953054539888,0.0029379454035331,0.15724383040994,0.446987966599243,0.159948369054116,0.262205618154162,0.0267690739166114,-0.0756525982330902,-0.144082473868818,0.0343014216381083,0.167939984819153,0.250858222832807,0.0126579834867364,0.248053992538897,0.245525128104058,0.122808134388143,0.416899982855432,0.162423178454281,0.0766631679959242,-0.0429859508761935,0.128365250634872,-0.10456207859047,0.121058716800007,-0.0118729564297799,0.191563156785429
stable,0.118373987669382,0.423134179259151,-0.194038889913898,0.0598782813697777,0.15177530201883,-0.196019369215664,-0.489336230495897,0.396642438520196,-0.183326020186615,0.419618822715023,0.116600921655258,0.0799048598380174,0.0043603967629418,0.0011021886605504,0.125145031016882,0.117981182243377,0.0452046679068517,0.174407336632358,0.109538413344232,-0.270896397884947,0.0706265566415586,-0.276420293470203,0.127655534802175,0.31158811821669,0.128434193832093,0.001100639150999,0.176481581148237,-0.504347838014182,-0.007075013580547,0.0780978680961632,0.126092261185481,0.116985842999867,0.0859552263044477,0.106613473240444,-0.296318332100501,-0.0120796040619944,-0.311870340021284,0.122717104560237
stable,-0.0542654353844599,-0.0776841214721238,0.478527847448764,0.101190091995838,0.0478280871500865,-0.0141717278776464,0.285297789298844,-0.0384346756198335,0.0942086217672481,-0.0838549260467944,0.118466689222005,0.155647430936338,0.0310147166278624,-0.163681715974873,-0.0037012634642954,0.117619698804478,0.0154356283946454,0.0373504610589813,0.0489643532003659,0.0267751356473043,0.0585262459379369,0.190427601473384,-0.0779616418041092,0.0659375956181768,-0.0622819641019808,0.0184514996784204,-0.0359354392256441,-0.000651237243788,0.125278781939588,-0.0196203281894983,-0.22334424041056,0.116907787376128,-0.0465168978984139,0.1360138103266,0.30035480799129,0.188019596207606,0.194808464669615,-0.0186831272499402
stable,0.0094422639681516,0.330159694735365,-0.284787112160056,0.121928007588773,-0.0984663148597472,-0.191786592558186,-0.33494726995431,0.313165805479858,-0.29733691187983,0.540163933471391,-0.0486861861081278,-0.129465715805324,-0.17551242934755,0.0302033278517302,-0.0006381564701274,0.246124224653829,-0.111812157655052,0.04562263595319,-0.0174372794770715,-0.228712991774435,0.034028682828662,-0.233007095009679,0.0695557525007025,0.508687327451871,0.0289755415333184,-0.0138841855375261,0.200708051911825,-0.209187912230928,-0.0123919814669824,0.040459557974179,-0.0574594091002224,0.0947467391861274,0.0001366129969575,-0.0350801627982467,-0.489673618215422,-0.0283293963683608,-0.371297096893009,-0.0287405978258249
stable,0.116827634966764,0.391973176108394,-0.278771682414091,0.0979093741322722,0.145498239864582,0.0261093440282441,-0.109835279400525,0.352138312503547,-0.158046049073356,0.567978576801959,0.147535786856036,0.0894330267987092,0.0201337788038582,0.121044366664704,0.0981196618886742,0.296437225191457,0.519481008161335,-0.0525506647184571,0.53894375161172,0.0554246172179137,0.0971688039328599,0.0245731933137624,0.0102196925060003,0.488390888335029,0.53139109134603,-0.0195356578919219,0.461106326706821,0.188397439386434,0.0468788267141021,0.715937304434845,0.574513079919353,0.168558528268627,0.0701902130253387,0.139200710408341,-0.218110846796364,0.0725010149945993,-0.189016676817583,0.141017810932674
stable,0.178307809529195,0.623766927832903,-0.140968124639032,0.161288589435552,0.135935689652328,0.116655894743469,-0.260439489614881,0.255274561749417,-0.159075271757582,0.390133573518723,0.253427981241613,0.134195795381658,-0.0236501615451223,0.153687900436383,0.271893010841626,0.177040143221602,0.243095390472,-0.13172998563097,0.251877796410715,0.0176079156361969,0.110431743744591,-0.0439567328252091,0.0683945376125397,0.433343804988289,0.282481558727378,0.13779908533881,0.179257420054246,-0.16733561093569,0.05370529651698,0.214037528785024,0.250706463354892,0.180105406250708,0.0770036632413489,0.169226949952442,-0.19616318454552,0.203071780532312,-0.50284495693618,0.115418796253288
stable,-0.560374168911236,-0.602933148363325,0.289613721716533,-0.577321117155149,-0.407881499369239,-0.165815430067019,-0.0945713919176771,-0.669531985784773,-0.259667918677478,-0.573539196788879,-0.548513302328252,-0.475558024110428,-0.48444981028221,-0.444798932928602,-0.441806023313201,-0.32428605815695,-0.30523892827597,-0.201725809623589,-0.0300403225325599,-0.217651591870693,-0.40118040117699,-0.0370761592500629,-0.31845089132625,-0.550456156088235,0.133278439163205,-0.48512449548814,-0.344904918102991,-0.0552359079961025,-0.549693184122061,0.134242388260006,-0.0597377430492672,-0.502002572943886,-0.427955299840587,-0.534135029021987,-0.0559316883051492,-0.570038289648943,0.376216737773094,-0.422461642269215
stable,0.120236174593864,0.192231115104931,-0.0307018631667536,0.0760805901548295,0.068310557891708,0.119462542270795,-0.367458083428643,0.12565531832696,0.0416723793688518,0.169480375029808,0.140590724228908,0.136135963100914,0.0730276512673231,0.0782902004277297,0.403239332226843,0.0055584275706191,0.18721787564267,0.586507885715233,0.200217806531326,0.232388000255506,0.0646729259273196,0.141234104563201,0.0888440358279836,0.434861060707201,0.0733523799714864,0.121571889417823,0.0524727111843521,-0.148831029153368,0.060596727011386,0.0361003842023164,0.108514355665873,0.0230561955528602,0.0679881111008433,0.111477587204243,-0.201315278422156,0.131554213747832,-0.178083962759556,0.209256342820985
