group,CD3,CD56,CD33,CD45RA,CD7,CD4,CD16,CD279,CD5,CD32,CD27,HLA-DR,CD66b,CD35,CD57,CD278,CD24,CD11a,CD66,CD244,CD2,CD29,CD49b,CD28,CD38,CD15,CD71,CD49d,CD94,Ig-light-chain-2,Ig-light-chain-1,CD328,CD101
progressive,0.0941705757236062,-0.088547999967809,-0.108611675382398,0.0296419064545769,0.0036278890228484,0.0410228277415257,0.067523660403416,-0.34639797038318,0.166582586207082,-0.191235482147853,0.227112771079818,-0.0458825518914755,0.0805148200090986,0.0695439922927848,-0.0836712953793549,-0.136300080661825,-0.0181334631386488,-0.0139440366448675,-0.0808235681077636,-0.019812350517903,0.183904255915343,0.0198440701409246,-0.120085338596523,-0.144224995544101,0.0410098815118058,-0.219490819269687,0.201281229936315,-0.073322753664874,-0.156417865712844,-0.0615542189371549,-0.238569312377514,-0.0474342086993564,-0.137845183006513
progressive,-0.0396233821267294,0.378437023333762,0.0229213253356948,0.5517831398649,0.42160029003119,-0.206887217530666,0.191706516004219,0.156800977825546,-0.117155151930128,-0.0292655265763799,-0.0302834383520746,0.0099144231854802,-0.0738316983712036,-0.180624680267048,0.507072016809289,0.0330417093929816,-0.100814040206484,0.59070558744487,0.0084264793617599,0.333536251641501,0.186593270758267,0.212498672328506,0.0794872190318831,-0.100983858966869,0.0991215440368269,-0.0359632699715062,-0.488016332765167,0.16894903547783,0.517821104573336,0.0801610437787925,0.103909577396279,0.401944866994052,0.0755126065268635
progressive,-0.114792442251423,0.234271796566645,0.0345391766401145,0.134622764805461,0.30865934918287,-0.112304686278262,0.185439070563598,0.0162106387406466,-0.0608302280539395,0.0830081786971112,-0.0651172918154337,0.0807172770548591,0.014435420705188,-0.0389461673791421,0.186499337289889,0.0168378085476283,0.0533338083766948,0.147655919943616,0.11253488317499,0.34961760451613,0.215943978211727,-0.109645007374261,-0.0889445424458647,0.0072263814261039,0.25478684821984,-0.0516718213868121,-0.0369737166254979,0.0915766714603744,0.151971608329205,0.0272493850922781,0.0145897070292057,0.236985812809305,0.057237494403683
progressive,-0.150122532396725,0.226191355776099,0.400975419931536,0.290651211175561,0.0680598201609066,-0.256926655670124,0.528446703576463,0.226998935379459,-0.217461675115949,0.411811465580032,-0.0504140615781221,0.0637329325320876,0.52476776231279,0.369501555500496,0.233346317074401,-0.372996265329758,0.427723456664162,0.296397414911187,0.437818324481146,0.231559531034675,-0.202425797190926,0.139481917005134,0.243009688638366,-0.0359780608581943,0.112270803814709,0.429355294190395,-0.141639608621697,-0.0007986244271317,0.262941443291696,0.413539527731969,0.423677982955562,0.39253840958537,0.404530354979386
progressive,0.205214923752003,-0.0106395726762194,0.0269952138147087,0.0435090136577389,-0.253310931104235,0.236882563546404,0.354234933685217,0.0843402519651304,0.0431588354610488,0.323378653487258,0.179612791679506,0.0116687781362757,0.321317153465264,0.413276965714048,0.143598325405391,0.369005929831881,0.340559248592299,0.254195315534954,0.244784054419905,-0.119628726207822,-0.12773992111077,0.0439790893151182,0.0227376912007237,0.157979182928744,0.0938783919431763,0.416131156001935,0.130107108169882,0.077024579761956,-0.0209884352212153,0.210353019878073,0.174912843352686,-0.243511239468584,0.119106971907391
stable,0.574455371928651,-0.472156505208941,0.073645364753095,-0.458637429000168,-0.377797508843766,0.559064813952502,-0.275777792912181,0.0724380920493383,0.666731802687934,0.0363857427549878,0.432989992858844,0.0001921606237661,0.0616020376312859,0.0456614272707861,-0.188114711748612,0.179995440022905,-0.0250057378400409,-0.537259088128675,0.0505581044156374,-0.430789799086854,0.271367574611606,-0.0468668479441688,0.0011154817473666,0.339725797651508,-0.382704817072034,-0.0068378791630232,0.158097613097155,-0.0038212913704648,-0.347857322776843,-0.029211824370694,-0.0186315304728761,-0.565499379721395,0.0006600174536185
stable,-0.467429369049267,0.492805369316242,-0.14559963649565,0.176508182226365,0.391226566035953,-0.43717654091387,0.313722362489028,-0.100095910980417,-0.622033893326965,-0.0660486073922355,-0.448500577561722,-0.414653076578866,-0.0062727655288039,-0.0226488167830433,0.202236530801059,-0.531219902260647,-0.002169469726518,0.454796949333085,-0.0543937503393357,0.43284809541264,-0.402469625665375,-0.537932803487425,-0.241321222417394,-0.425131913421894,0.157891891302174,0.078833736012281,-0.599007540786309,-0.458413533283341,0.173221555206032,0.135984586180251,0.0576667071238914,0.524459749235454,-0.069205143058346
stable,0.0386789146464414,-0.170515500947733,-0.102347205412333,-0.268056818624251,-0.184541007466632,0.132978076125975,-0.152179631716864,0.140302757059136,0.131989934645088,-0.132802492518105,0.020424557174576,0.0982401451314854,-0.0071947033198288,0.0218089495931146,0.0492474574617993,0.16028302760649,-0.244826106677167,0.0875492734120234,-0.157620541062116,-0.12135652350685,0.143235879200814,0.0164444485230338,-0.0360452583232054,0.136097915864723,0.141300978497397,-0.0527555837074693,0.361449039444681,0.0558769874978228,-0.112587761447079,0.0075294519067611,-0.0852138253779061,-0.127169745071936,-0.0328405762081807
stable,-0.175881949546743,-0.209980246649758,-0.0998167755236306,-0.0350557644288365,-0.126103378316905,-0.29349874964802,-0.0459026761168072,-0.28670672442963,-0.11010304890107,-0.150160965430986,-0.0749163511710947,-0.316941648382647,-0.0707208227427801,-0.11228416708285,-0.140398559704545,-0.331716609280634,-0.201614841231481,0.0246485254717691,0.013909901813358,-0.0238611596602858,-0.221819732932605,-0.194639224372503,-0.177588407936077,-0.227951802047511,-0.209539791539486,-0.107542179370541,-0.363308529022754,-0.317512753738982,-0.202372558646082,-0.177013496210694,-0.153101850815481,-0.104601382605035,-0.147390858271833
stable,-0.27343467212443,0.405455013269882,-0.101491728270951,0.226137135926621,0.365253779230626,-0.230529158218873,0.0208006833158174,-0.0732975565472456,-0.331044336762229,-0.0348104718536916,-0.136971808073181,-0.0148587726682543,-0.030061231828485,-0.0955476048194331,0.0305395050437056,-0.0248449999194702,-0.0333910279048156,0.190101205110224,-0.0945873725939631,0.0945608361817835,-0.325438026700259,-0.0153170663280232,0.0784134334263357,-0.10169691515313,0.405827224058718,-0.094432528942404,0.136773202061821,-0.0051517982585101,0.230495418225095,-0.0020273149135568,-0.0081076988084084,0.227485019901837,-0.106894270307308
