group,CD70,CD3,CD56,CD10,CD45RA,CD7,CD4,CD16,CD25,Podoplanin,CD324,CD5,CD161,CD66b,CD35,CD24,CD11a,CD244,CD309,CD38,CD15,CD71,CD49d,TCR-Vd2,CD158b,CD336,CLEC12A,CD94,Ig-light-chain-1,CD328,CD88
progressive,-0.146889081153373,-0.316912055755189,-0.0069376652230567,-0.102980531723352,0.0685597630540568,-0.0896727995489676,-0.0583006119288165,0.0609697185530336,-0.0080015120618637,-0.178397870345972,-0.217021171353127,-0.332916791143795,0.1195062945968,-0.0821281873072629,-0.193318356184909,-0.168628934509746,0.0654116197481849,-0.118400675918215,-0.328313444607426,0.0253598126863643,-0.114822190096897,-0.264972983715671,-0.0395128820449488,-0.141139775330425,0.0963741303463543,-0.095693987546433,-0.0030388023682327,0.0021227501700987,-0.214238038159625,0.0437254081831661,-0.141185501551147
progressive,0.0333543319998617,0.238857183854474,-0.0158243397264736,-0.142565609156994,-0.0401967493926121,-0.252513881108312,-0.132357769031397,-0.215389180425733,0.0116430109887394,-0.224548488694402,0.103190369493334,0.0466985910184565,0.0013024225471762,-0.253692749552579,-0.167627972073864,-0.154836265171649,-0.0635913807236279,-0.158141503585372,-0.210088811571753,-0.122927628888922,-0.224102904756144,-0.277113486983702,-0.0069157264282578,-0.0051216678793552,0.142689224083927,-0.236521633938646,-0.15318878330347,-0.154657398660228,-0.130369663626108,-0.1828134289102,-0.207108618061747
progressive,0.119500009494924,-0.27957480635701,0.236280430543511,0.113552019857013,0.140539109521472,0.326941352884836,-0.0313181254751686,0.285700572866345,0.135193731341733,-0.0059565025804109,0.0717833697286215,-0.0921443408406846,0.0605387896157913,0.0692225423780142,0.0420989092577697,0.107620963201438,0.113668829050015,0.252270888587103,0.101765501550651,0.279735863871926,-0.0572754697316521,0.0307226936013471,0.106760199586934,-0.0023721495146803,0.233043636991876,-0.0164147862214612,0.0969748809824822,0.185717127291756,0.0247302041697545,0.293641102855019,0.103903225402015
progressive,0.123152466730876,-0.048090387403941,0.0943962579483611,-0.234950438463962,0.0603101946559954,0.0016456864514907,0.0849152242850665,-0.234795958173256,-0.0835510418237306,-0.137802074102467,-0.0604721226614172,0.0723905875609223,-0.204897402615919,-0.341317822398062,-0.310500254030609,-0.202629785945377,0.189302023839232,0.0654540988527986,-0.129129860274693,0.204921718927572,-0.166839856390047,0.0670446771669079,0.0251078722650404,-0.239745847482366,-0.0233215215257451,-0.18535311999315,-0.188746001536245,-0.111680645860596,-0.196172565026178,-0.146904490891127,-0.220563389013
progressive,-0.0530582032867932,0.12555371238062,0.259335466501162,0.435361733153912,0.092579092241957,-0.337019029674607,0.217118247092594,0.46473701524169,0.142240160748646,0.321351849651984,0.168028247731814,-0.0872475418198467,0.514673978642086,0.512827617744398,0.558825835595042,0.411591953180072,0.232630397685504,-0.121363373713683,0.0195681535839262,0.202943915338134,0.496130272810432,-0.102117004610947,0.0541721707275546,0.102958340850157,-0.417469255245708,0.116296751453553,0.446999042573095,0.0125745691193184,0.403415086738904,-0.199270078046913,0.459203869378375
stable,0.144827281441907,-0.472519212968667,0.497477779464399,0.109986854565672,0.509596254391583,0.456108636676091,-0.458680703415052,0.404104280610071,-0.0727368618496493,0.102886946518224,0.0879681888344579,-0.586799299797237,0.128154551922988,0.0280356725105168,0.0527330659269486,0.116783873169712,0.661688335824599,0.526850031461127,0.150550124055095,0.517247189203784,0.100002302956053,-0.0886158760602108,0.129222753098169,-0.0335911746226117,0.304728059355831,0.0757061220939784,0.0792603703487436,0.413056418375414,0.125502877249315,0.643786854094489,0.104904749326812
stable,0.107658505208012,0.18528721625793,0.248756066497122,0.0270273871944085,-0.0502074959719412,0.267332578560136,0.0457875263640885,-0.0100677292732419,0.119639122673292,-0.0837894957515967,0.248234786996648,0.0884009085909613,0.0904068588192538,-0.12957433166576,-0.137874428211403,0.0308089145894878,0.117422033334699,-0.0168514000424021,0.0874179987494918,0.117645946637961,-0.0901095023839911,-0.0122444877352983,0.0834762986265323,-0.037657082342209,0.0258333020747024,0.001505028979595,-0.0664659645523674,0.0830627742708421,-0.138695122268719,0.0647516560234361,-0.0205942029513623
stable,0.152966195214772,0.146870943866595,-0.127479528675795,-0.0104269851878005,-0.215633482975034,-0.0479135908797768,0.0983200550722165,0.0478697574907543,0.174145549631671,0.0588008542295584,-0.248194422526641,0.0782451925236165,-0.0431003650199303,-0.0875821376380491,-0.113443393566829,-0.0873285012223177,0.133179374981142,-0.0060338607341239,-0.207531281364844,0.0694865141385038,-0.0375214792717062,0.112666761806418,-0.172244585097037,0.108299572330161,0.310228652688856,-0.0408490588919706,-0.0159844771012277,-0.126498803274251,0.148364784147649,0.0458168117076241,-0.0347463278206171
stable,-0.0159241244748885,0.216860007780152,-0.134227035394766,0.0861102051031384,-0.297218926345241,-0.387880678876964,0.104013467353114,-0.237855611613057,0.0990961773381692,0.0241468606023931,-0.0160169942482672,0.189807207026729,-0.132000453568786,0.19283074528755,0.0080545059753111,-0.0198767700145066,0.0403384238123849,-0.239258833867012,0.268487099302078,-0.121415310213355,0.0575047749361238,0.0688727250515222,-0.0387270799113287,0.155067292208803,0.127290140125002,-0.0013267912483114,-0.0390679799320371,-0.245860301593293,-0.0788188647386617,-0.234193975512503,0.0804755043309254
stable,0.0339999010292386,-0.322912706004183,0.484683542797859,-0.0804283711765031,0.306190111834883,0.469722266863107,-0.341026937738074,0.0783397534900056,-0.0237289589050488,-0.0257373518906987,-0.126623155790835,-0.415708387969957,-0.0142645789383936,-0.0431053430939028,-0.166862105098627,-0.0373036963655099,0.283165877910386,0.17881043604241,0.0164904306545333,0.169225282743993,-0.0237107397935259,-0.0810873968262282,-0.142959188267161,0.0025938879545427,0.166859582757832,0.095228250061812,-0.076886770948254,0.577045834475046,0.0055632009378668,0.333732892284108,0.0015571573656755
