group,CD275,CD137L,CD112,CD52,CD3,CD56,CD45RA,CD7,CD4,CD14,CD16,CD335,CD5,CD195,CD62L,KLRG1,CD27,HLA-DR,CD141,CD66b,CD35,CD57,CD278,CD58,CD24,CD11a,IgA,CD244,TCR-A-B,CD184,CD2,CD29,CD28,CD38,CD15,CD71,CD158,TCR-Vd2,CD158e1,CLEC12A,CD94,Ig-light-chain-1,CD328,CD88
progressive,0.0757931124570386,-0.131699343219115,0.199805133091546,-0.157723911300538,-0.463381303383709,0.267233979373979,0.218509402566381,0.0910387009119605,-0.273198136168186,0.0819558332111446,0.022846213760977,0.14488150672462,-0.433982433660502,-0.0816854044758448,-0.186367024114469,0.226756851130517,-0.279930199534023,0.0221918164850392,-0.058037008209051,-0.276639782192193,-0.102934403519343,0.333221839781453,-0.0963582995498131,-0.0356035516755053,-0.092600841644051,0.291788157025963,-0.0361708085482289,0.160505673545259,-0.20204764183104,-0.10577726562518,-0.360863046001776,0.0253969363825698,-0.134303222352507,0.0835158965732337,-0.0095853847690874,-0.103810407824656,0.209352377497608,0.073675909412535,0.130479376175046,-0.0442041077274499,0.240312246357823,-0.0520654437280712,0.33715078745513,-0.0544413747470679
progressive,0.01519941077616,0.0053594498120894,-0.110424385393337,0.23830882015096,0.000400935264548,0.0854543681014023,0.266753570974433,-0.137288414724156,-0.249379765661814,-0.05807767853291,-0.0925642491884371,0.0946438949034871,-0.197093115280628,0.0497389009853859,0.0333701322216504,0.192552023357208,-0.00915797478303,0.12579189386654,-0.0152122902603184,-0.145245195283145,-0.137619018942965,0.347087900901011,0.0174521549543124,-0.006916632299183,-0.049864398816661,0.139095925798573,0.0733089867822349,0.142749815282906,-0.0332392057908004,-0.0629685665469847,-0.0759932113459688,0.247640794759217,-0.0436042616896554,-0.0448951207483922,-0.0591926511109214,0.0722112788431496,-0.0850438295799255,0.0314222098851922,-0.0853084799266499,-0.206683709312027,0.153321873658327,0.0413122597695678,0.0881550119567258,-0.0062928283954044
progressive,-0.236181118381028,0.0816293101734609,0.122747856625865,-0.236773120828848,-0.313225525909906,0.238743216967347,-0.0506571049541179,-0.0898605689861449,-0.0747540791265526,-0.0420099144369585,0.198939446580706,0.0805686450381557,-0.12071142874933,-0.0511955267916607,0.132306837433505,-0.0784767567354499,-0.063604454718818,-0.0156140481810583,-0.0698816518237609,0.0178310620651767,0.0613947454972265,0.0222513816700333,0.0529008648035742,0.0711354334499074,0.0791300196689029,0.0372715671150617,-0.0018760410229058,-0.0367018112792371,-0.124669861721307,0.0356253893177023,-0.166887761178085,-0.0108063300408143,-0.0534628400795103,0.0531553308948061,0.0443477348939458,0.0767295000175277,-0.0296111942006496,-0.052231635837345,0.204979428554271,0.0646973687561212,0.0596878982508952,0.0119257482507589,0.105346906612706,0.0233186920689759
progressive,-0.0765746829996868,0.0265773930872649,0.0362382174447661,-0.179832725065333,-0.454221073328472,0.198565975134968,0.199700042648857,0.0048703607307144,-0.336655681703171,-0.0934322438138412,0.224973220183405,0.0376354908049115,-0.392918867695981,-0.091588807708043,-0.179235222972911,0.0351136129398415,-0.230423209997287,-0.0873264921000289,0.138147349227273,0.0314891697295578,-0.0704727906851873,0.275561304116438,-0.29479731044774,-0.0342821941098084,-0.104707626588372,0.0512956546869727,-0.0210128444861778,0.238070657455895,-0.21447897364328,-0.111497811941109,-0.311363575411241,-0.254429431327439,-0.385107116839586,0.0433985113775717,0.0172034269338306,-0.388916435536674,0.110715940716074,0.0844614297078366,-0.0652461284260319,-0.113505854175993,0.0025267114448098,-0.0564495841186077,-0.023088088510961,-0.0740677214172635
progressive,-0.364057271855894,-0.372364758676065,-0.0616700159101166,-0.133612190232206,-0.196780982432286,-0.153302078127322,-0.177322138451148,0.338589711435861,-0.198157358136905,-0.362499774955562,-0.381891251755928,-0.104475346112209,0.018084385735536,-0.0498924023469222,-0.0834928990242125,-0.131686766122185,-0.0533983975263397,-0.147628663814531,-0.104674952525149,-0.505284671290143,-0.525631023064688,-0.0496447057192474,-0.306065223734178,-0.398946710884635,-0.361098451449918,-0.212234476809348,-0.363432234332185,0.0941046271929989,-0.0197550452163297,-0.131599343348338,0.288965368378335,-0.10769949253149,-0.0975222440358632,-0.0774387135675367,-0.441923389573822,0.0648526681742308,0.0308602468435093,-0.0304514764946161,0.0356157320375614,-0.43823496484205,0.050575656678435,-0.366928686716074,0.143105985239318,-0.44135604495936
stable,-0.0929345403126079,-0.0342978013324531,0.0254851558354429,-0.452246727400127,-0.578982447931426,0.434443550037403,0.442869110782629,0.354984244976595,-0.587734053689338,-0.0683525315852645,0.335358806258585,0.119072712450862,-0.686847469355727,-0.0491033272936735,-0.30104492776081,0.0097581673070871,-0.448186693309907,-0.0508317568173971,0.0344736237409786,-0.0219766886499143,-0.0139918216390186,0.139866381980131,-0.212103747615779,-0.0915846916364262,0.0172273774989207,0.520743759674693,0.0040364566105062,0.417200194806248,-0.368637513643599,-0.0384995127144473,-0.312789985688829,0.0192014613280949,-0.348340615431214,0.397561139092802,0.0410556713679718,-0.119598562359162,0.115889048461347,-0.1262527245139,-0.0185260672166403,-0.0182733299530584,0.26172407175641,0.0067222869674614,0.545471983414682,-0.0363698705050509
stable,-0.261863309890816,-0.246849883166675,0.0219835467375967,0.0529842667459659,0.0443119369740102,-0.273282036804331,-0.299360775256341,-0.350001558022291,0.0418939499970547,-0.215084015442976,-0.361679759405329,-0.160970104032539,0.115840175211331,-0.014464437823897,0.0627578987674192,-0.148209388911025,0.110935551410548,0.0630653188196208,-0.0762462245205351,-0.131263875699603,-0.131873126047865,-0.220646733108083,0.0666854982224945,-0.130004184196413,-0.203255479763662,-0.318382981029049,-0.267277896692034,-0.330040820087842,-0.089036563591501,0.0006136376384548,0.0437742293870941,0.185492757370924,-0.0155703659487718,-0.158896203881158,-0.188452489881916,0.284557407161055,-0.0786191939702602,-0.216027681807748,-0.190833886993482,-0.141444826255019,-0.251361830744205,-0.163931456788965,-0.478888550410734,-0.116579076473726
stable,-0.0773899372119779,-0.0398313088391293,-0.0077526650104344,-0.356556303732884,-0.525571498470309,0.0072194548079672,0.395027319207484,0.0596470438084404,-0.44744093971544,0.0551148002271834,0.220025654063993,0.037950951270526,-0.435176967826665,0.351847727926803,-0.0550366003046635,-0.0415147761200934,-0.43882350358237,-0.226766531729225,0.0052120419781146,-0.134263864172699,-0.0546505676615116,0.0223033152934133,-0.547129237967713,-0.237670199717581,-0.0813868595543591,-0.0929564006311214,-0.102800498538405,0.132736944282204,-0.348207763354624,-0.236532708718601,-0.296230037064916,-0.357897806251551,-0.400939054397872,0.0797662943213241,-0.203673178936719,-0.3740021578537,0.35490203474518,-0.0651697724142487,0.0475322227790194,-0.0631912703484498,0.0792889524430113,-0.104718678466282,0.209160240609949,-0.0454798627123786
stable,0.188622669301641,0.118868678689466,0.22921802940863,0.280954270869899,0.420304834599354,-0.392931832848056,-0.405445010459269,-0.414359903870801,0.529749889767857,0.0376892619332406,-0.315665220854098,-0.258396335511564,0.5771340688134,-0.109587886275644,0.0240995109482541,-0.0959416412268715,0.38005299999817,0.366389091812127,-0.106561042949929,0.250514034438706,0.11619169092763,-0.131876878939144,0.382768119271819,0.0136228006309102,0.0460029784289739,-0.320658847094809,0.0564329086162166,-0.3798308275559,0.387334968061115,0.0792717818407547,0.498811827721926,0.254350451458069,0.310842047192284,-0.0958385475216665,0.104569684145023,0.301712114508248,0.103385512979154,0.272506199754882,-0.157837097287288,0.081531650208376,-0.249779111988437,0.0196839563261043,-0.450784464800251,0.162099576303954
stable,-0.045529216427096,-0.0076938782733674,-0.0763673585803727,0.031733162751298,0.0736933193082998,-0.377105968763234,0.0866591419561647,-0.348369645471206,0.0085382112580753,0.1102324911615,0.0281070705916706,-0.226152726265249,0.10799663296436,-0.0147046714555329,-0.369540189848542,0.0959241530935072,-0.13386015195267,-0.10299906462285,0.0493500388170441,-0.14971059676493,-0.093126335666811,0.214740257074981,-0.202469134466098,-0.0782828453992178,0.0677097242835345,-0.0322948082457951,-0.0749804515511046,-0.0718407412203255,0.0908540234604437,-0.0702853544967205,-0.0796755347931375,-0.121113162450661,-0.0624513442677623,-0.210797618526529,-0.0695951242202642,-0.371219008036699,0.0354314671679267,0.0405860995742816,0.0068764612368506,-0.136214097312855,-0.353870791901304,-0.111208447479101,-0.0886701841750617,-0.0352013735031962
