group,CD80,CD137L,CD47,CD52,CD3,CD56,CD45RA,CD7,CD4,CD16,CD294,Podoplanin,CD5,TCR,CD32,KLRG1,CD27,CD107a,CD314,CD66b,CD57,CD366,CD58,CX3CR1,CD24,CD11a,IgA,CD66,CD244,TCR-A-B,CD2,CD226,CD28,CD38,CD15,TCR-Va24-Jz18,CD305,CD158f,CD94,CD328,CD101,CD88,Podocalyxin,DR3
progressive,-0.0249677325417299,-0.0839441779233499,0.149242626511235,-0.0272881536391252,-0.24144985230914,0.146282808423599,0.212563458440114,0.147331712957587,-0.0415410450749172,0.049798070899452,0.0986994005460126,0.0502095641963933,-0.40515859969638,0.0425748467119416,0.0521788898112814,0.181328094957501,-0.176008235979766,-0.022370246848318,0.136847237021691,-0.0841403130001439,0.185546654278529,0.0063148691066509,0.0900159223063527,0.0440525069206264,-0.13023397188659,0.303241127029346,0.056158796894903,-0.0710375669912675,0.172015727745193,-0.102200632014702,-0.127857726296958,0.127401587714237,-0.225909194658831,0.0103659019651118,-0.0440578052513395,0.0022664158399903,-0.0517916770635668,0.0545976457608913,0.198310157324038,0.251830071817097,-0.01700952180094,-0.0874650682025454,-0.0327199690873747,0.126226097899206
progressive,-0.266107719962707,-0.191098400884937,-0.230783759988564,-0.0247640442916581,0.030171969670192,0.0690417686973224,-0.0818559419584258,-0.0632233263039101,-0.0353404286577968,-0.167506074698964,-0.193031272093404,-0.181851903308255,0.0225370404775854,-0.148157762867784,-0.271619375840261,-0.0770721100124339,-0.0105920577907281,-0.254392223162644,-0.158671747300488,-0.288378404561831,-0.0223347793382929,-0.126119594954571,-0.208726840181699,-0.17688262082117,-0.268312982319661,0.0517757238561406,-0.101265676535342,-0.172628914523842,0.0437431660528471,0.0045250304582106,0.0536872531278761,-0.0834312139908987,-0.139976804803652,-0.0973709157198065,-0.366499823462078,-0.138824482350571,-0.0066686004125562,-0.128144170271586,0.03266518486942,0.0024843623666614,-0.116350734460186,-0.304307711602517,-0.167871364538333,-0.108854915017476
progressive,0.060694096006186,-0.113320423920848,-0.142603024890114,0.192620288742056,0.278105171170753,-0.341475396074753,-0.418508880750073,-0.579330548009774,0.185914814471862,-0.440658964499948,-0.14756542699194,0.0539202836690093,0.408429690340132,-0.0900711487799207,0.0002457108213447,0.0333588076655276,0.0842924823473695,-0.037483068472797,-0.171106370873515,-0.0263017558140489,-0.122326948169786,-0.12659109936458,-0.114597995720467,-0.0717853195607104,0.0040504014570296,-0.249005150469425,-0.140541672628335,0.0046887014661907,-0.482579963309105,0.029937837955853,-0.0786472793799515,-0.0290721990592492,0.142853729491499,-0.458094495644264,0.0425219791505002,-0.146787790445417,-0.195602466673166,-0.0444279849097814,-0.173011774568445,-0.273512418246776,0.0072480320986808,0.0011038256145123,-0.0592581537457463,-0.109457373236028
progressive,-0.266600435862729,-0.462482354325728,-0.477728715755155,-0.232381035242446,-0.0324042939661159,-0.169576498825869,-0.272611592364754,-0.301209623693318,0.0270400588618859,-0.407853851404897,-0.415342975359776,-0.417412286556506,-0.0478082012454632,-0.424215314017531,-0.424075345223737,-0.433288475817994,0.0468766777426898,-0.46921446205061,-0.412213844921861,-0.440486243954922,-0.189121287363502,-0.448938575778034,-0.410121559915055,-0.438134954697614,-0.345561664936533,-0.265057930115428,-0.446114558874563,-0.44702635620621,-0.30435247659635,-0.278309563370076,-0.014624844913276,-0.403752893639477,-0.0258039539110712,-0.0636899120962043,-0.400390855148375,-0.470091430507992,-0.476725179698542,-0.43657319016275,-0.537009951700725,-0.43170212341637,-0.408898405928981,-0.475299203704151,-0.422403051030368,-0.425566556297775
progressive,0.153480943205701,0.0188945553693518,0.089000522047836,0.138098347359044,-0.0082692159033155,-0.0452593586907908,-0.1427234674597,-0.182938228663727,0.221456755582455,0.0696643557638637,0.127744249651887,0.25580629841462,0.151152117654817,0.0572090282529621,0.16020989714323,0.0784806161310065,0.0018670768365853,0.242103313331106,-0.0533555826780537,0.10322089430638,-0.0276774694990399,0.0750114471692088,-0.0106632338328377,0.0967216524206633,0.101080222232733,0.137326381283799,-0.0184164457360094,0.182745893838713,-0.0069385900234469,0.0123430266814744,-0.0263436178651685,0.0558781949488624,0.123343368374966,0.133928579833544,0.13651989659761,0.12186203492699,0.0200925751025822,0.0703039895823284,0.145901985810915,-0.188024936042101,0.190787152151139,0.0616505161278614,0.0023418155556141,-0.0684556785197578
stable,-0.0683367021113339,-0.101018617354814,-0.0626668810117643,-0.489407701897005,-0.577342458025513,0.385610033083827,0.362257641622638,0.286711574521046,-0.622025178605711,0.25925096795299,-0.137626137006512,-0.142665140570728,-0.724741956863545,-0.139065766732075,-0.132236671884267,-0.0357564195623213,-0.443881713628981,-0.0840991519926431,0.0066904993274431,-0.0710459601667991,0.111314827848111,-0.070414328856517,-0.150401088118454,-0.126245368182486,-0.0219133217855208,0.483779685059,-0.0831903701241979,-0.0860378190295043,0.331627996255127,-0.428257985772547,-0.313501091080127,-0.0497829666789681,-0.398676730526466,0.377425568998692,-0.0152475317431956,-0.167645821759787,0.0528776477379009,-0.189421353161112,0.224824110605271,0.483580200409227,-0.109061469609626,-0.0983842412507462,-0.167621752337159,-0.101138144269753
stable,-0.106388338887831,0.0072348993056991,0.167349197479964,0.0982854758014422,0.196166897359685,-0.248664502540161,-0.0601388931739827,-0.169068200644217,0.213400104466605,-0.128713180925908,0.066666686889237,0.017589915077007,0.292638913273629,0.0727516222382183,0.0595791455409016,-0.0965538123561821,0.0439530502370365,0.128832622208656,-0.0862452053858408,0.0353628595949984,-0.0230951514874563,0.0498731915621313,0.100425712361783,-0.0081936537378386,-0.0065132981254167,-0.177162464076398,0.157422591421271,0.0059630335444553,-0.298683358853351,0.0646024535529452,0.168571513563243,0.102182505204868,0.0946388302363356,0.0824056525426139,0.0991725348245059,0.0193195765883148,-0.0023261463560169,0.0622148101944975,0.0686502601374844,-0.376251908350536,0.037606239578528,0.0869840228126651,0.041774258948089,-0.0161088520199544
stable,-0.0991616946407365,-0.0040207000493843,-0.177955517262683,-0.254494016813506,-0.346362445637018,0.321787144024006,0.193006657932407,0.184501179045285,-0.164353384922605,0.346796878726696,-0.107433637691211,0.077592879808077,-0.231304548027354,0.0057098031474419,-0.0721181215010177,0.173006181846114,-0.466374437273136,-0.111376383579502,0.166596904242855,0.146105978515991,0.225180641280091,0.0064427377832771,0.0737248016366478,-0.0333689088509412,-0.0101593252271303,-0.00796336851119,-0.0002551276526468,-0.111565412065712,0.291143770257132,-0.262413734960259,-0.266340317722292,-0.147046124396328,-0.283865492144506,0.516620952860976,0.113787964313109,-0.111556504090792,0.124789764644689,0.0780432403055308,0.207995984133381,0.125368631931229,-0.234124876347961,-0.0388322533704921,0.114897531816992,-0.0913459056043887
stable,0.014790769725812,-0.0257687935074844,0.0341813857027522,-0.291476789555082,-0.465007837336597,0.543574104203297,0.43059520207452,0.473381858738763,-0.311041100496981,0.448277886511254,-0.0133912759712222,0.0032737431953473,-0.594746978448654,-0.100943977072463,-0.000280117410674,0.0345908524873247,-0.271678317293539,0.0117921824172968,0.0675648746851971,-0.0772522333090467,0.136621356141675,0.130411466878495,0.115966238271843,0.0881686007403812,0.1170557185575,0.263971678820576,0.113544602776643,-0.0348141645071491,0.45806232349162,-0.264838667213429,-0.35365671529452,0.0947934068253772,-0.403434504591909,0.0565040305792193,0.0028171257424985,0.0019416335080532,0.303503645093435,0.013175220290439,0.352644881480825,0.586834111083154,-0.124095195922961,-0.0196880128808639,0.0577482315271113,-0.015403982841097
stable,0.0315338011095243,-0.108498397273078,0.031841712958875,-0.247062547955196,-0.389879232304162,0.373387432743599,0.232403334407308,0.487985415967193,-0.323327732404167,0.174380653091766,-0.144671979223636,-0.113246929162983,-0.392033148126901,-0.0998325079032745,-0.0841306879153371,-0.170769828154733,-0.114341701006733,-0.0373691427197883,0.0747651218277819,0.0159046688063806,-0.0242562933309494,-0.0627514322495795,-0.10913139174478,-0.0328243547827037,-0.0210649230408706,0.2464791511924,-0.0517790877656338,0.0348911567485352,0.244875669335742,-0.224848624251509,-0.275283056313523,-0.0789818229572227,-0.0641931508924227,0.43400545127634,0.0235890968594102,-0.155645930267701,0.0776130951356009,-0.106221956664166,0.372443855236367,0.286725059149568,-0.0943432420447989,-0.104116353638264,-0.0783472660750108,-0.106075121778388
