group,CD70,CD3,CD56,CD19,CD10,CD45RA,CD7,CD4,CD279,CD5,CD32,CD27,CD107a,HLA-DR,CD66b,CD35,CD57,CD278,CD11a,CD66,CD244,TCR-A-B,CD122,CD254,CD184,CD2,CD29,CD18,CD28,CD38,CD71,CD36,CD133,CD94,Ig-light-chain-2,Ig-light-chain-1,CD328,NLRP2
progressive,0.061231317275973,0.110813845107844,-0.283321659393592,0.0267511269714293,0.168860758918669,-0.0621724371446118,-0.403101326739622,0.009920492359858,-0.0331588133982906,0.16829804189682,-0.102248708025253,0.142302837316554,-0.157410319381938,-0.199822904492192,0.181613823359265,-0.0438909167621483,0.000579335608403,-0.101603109573237,-0.319036909821092,0.0625996730949596,-0.253526033320363,-0.0887053031669364,-0.0886268757917117,-0.191296193526055,-0.164883408673251,0.133906558006941,-0.182501918678598,-0.0797278017844961,-0.0405760910142757,-0.235144261883777,-0.168071762654071,-0.220304264287257,-0.0339128735039607,-0.338583227023351,0.0055632026253379,-0.0528605983855969,-0.35667861744013,-0.13724145889743
progressive,0.118093210767973,-0.0483246319751938,-0.152492811518688,0.0429029337030911,-0.0059291100347662,-0.0338950726757883,-0.240085299754991,-0.103722307826411,0.0710505254231422,-0.0882117584533328,0.0571727343997865,-0.0412819298062747,-0.0407745576873818,0.0041236914394709,-0.0227207364296244,0.0340207286008441,0.0323900810713354,-0.0444720662019203,-0.149142196863331,-0.0581150648556275,-0.0259067197105943,0.0145115139111793,-0.0207216978885759,0.168766485265503,0.0147829361622395,-0.366099142959268,0.121393164825662,-0.205884555742235,0.000310567327166,-0.026214063722937,0.508824482378941,0.462736956712963,0.187082357884178,-0.0913975055685163,0.197201213048503,0.0353515413417531,-0.0526332920525328,0.128291109677676
progressive,-0.175612470821481,0.386738848890979,-0.319834574776195,0.0376336226114139,-0.0798228911293721,-0.15927019377667,-0.276944781135631,0.17922505626037,-0.103101406520823,0.323093028977983,-0.0858575225336229,0.119986941394509,-0.0772623549584144,-0.0303520283365198,-0.0692450848079322,-0.0396996576032447,-0.0941720466231213,0.0198069587728511,-0.112978031470667,-0.0661974792783069,-0.286340020189392,0.0663474788326985,-0.150021191464768,-0.129021950357684,-0.0986725379131312,0.0125294676946747,0.0893499362074824,-0.14909121324092,0.054843787904016,-0.324741916545188,0.026496186971979,-0.144158456197898,-0.122857558090846,-0.197550625028852,-0.107899186545275,-0.0341040890552236,-0.235047890378859,-0.0600832625605532
progressive,-0.0884385522451981,-0.0088343945601562,0.0557896977488295,-0.115080024298431,-0.221357654853275,-0.13673290284791,-0.160931528359673,0.204804606429405,-0.133066085813894,-0.0386116865608025,-0.269816244915722,0.0216710562698978,-0.296111545072367,0.15080947549463,-0.289373625639252,-0.27545910064919,-0.252974915565311,0.32877714806551,-0.244319565426161,-0.33711650046611,-0.359894420123201,-0.129172633203913,-0.166414349695883,-0.31428734766644,-0.151749868647104,0.0275603198053373,-0.130529881235906,-0.141700910471298,0.076119064763329,0.0525376261426194,0.329214518288548,-0.20420457407139,0.0087985607899102,-0.278558018340077,-0.232367560379162,-0.267372314623762,-0.236323963674292,-0.283688093490896
progressive,-0.402558539973068,-0.0254006592089892,-0.200966046122646,-0.235607967610168,-0.509956229627131,-0.0112801146520064,0.224823075630506,-0.405248830052932,-0.227495918084961,-0.240259401270162,-0.334412732590236,-0.127470427661415,-0.402578988298376,-0.095957079780225,-0.428711399293466,-0.445015049776684,-0.252155164624285,-0.25238878864837,-0.336363497526223,-0.413338212177953,-0.143325250171826,-0.093968268454441,-0.0772822654257557,-0.470204851800037,-0.182056303117713,0.101584248200644,-0.235694657232913,-0.401777377708087,-0.232140940529955,-0.316236784601113,-0.21501488643,-0.0789996634890371,0.170599746520143,-0.11474294321378,-0.323058634393334,-0.412444238095905,-0.105088162680584,-0.288299254566987
stable,-0.15366040612122,0.406455375210904,-0.552834642373542,-0.0966956445007537,-0.164781077131892,-0.477839197617327,-0.453140914473105,0.400414096465643,-0.0578695517710824,0.551602469328376,-0.130856159913191,0.263905245398781,-0.124594170547055,-0.173993418338436,-0.0671369459611904,-0.100103608179899,-0.249116737215208,-0.0717517972973571,-0.640660430350405,-0.141914822252389,-0.458924325226147,0.175208796395778,-0.280352740889717,-0.146711437639926,-0.102191844783223,0.130153974752451,-0.251640986096402,-0.300029927942459,0.178950929135202,-0.539015683450369,-0.0923564977812091,-0.0569962963781481,-0.0295972248466315,-0.430856378241755,-0.161640102207067,-0.141795784841767,-0.593118739269628,-0.120340847818889
stable,0.0090651864689043,0.406612869096021,-0.570797791834065,-0.0549892219110431,0.207133693861919,-0.273739844144885,-0.512664775762001,0.392968021590317,0.0985607942918722,0.604405317653677,0.0515927314959409,0.482787329673075,0.0185551470711372,0.435670604900919,0.0454043748893933,0.0733695782798391,-0.173307805988695,0.438885572169409,-0.53641710830958,0.115846363224689,-0.451478339132766,0.237427794754504,-0.07831652832576,0.0394075318777447,0.126914229604894,0.359109407613162,0.472233536535776,-0.0320383477436905,0.410303457182364,-0.165797257287996,0.57482092182292,0.170446154228867,-0.132489246608666,-0.208030999542159,-0.112406455186216,-0.0648897997994668,-0.555572280747247,0.0433062275491633
stable,0.0034389006771507,0.140887824661092,-0.224500979678421,0.0396461659944469,-0.221210774918126,-0.153661211986726,-0.221310606053673,0.178282731527176,0.069420842919774,0.22474854321889,-0.0168989393944884,0.0338461739158063,0.0610703958574502,-0.0389886322867194,-0.0197554894708729,-0.252677752872173,0.151466294123894,0.281251957843047,0.122166036330167,-0.0343643354199234,0.0061857062360422,0.0914176369688402,-0.160879574262569,-0.0548639420929733,0.0183200474960272,0.225191046075874,0.0755695708531857,0.0170372391021584,0.0553566984087639,0.119173451660291,0.135703248538251,-0.0654695684346832,-0.323283080632724,-0.247656404242368,-0.0542854339803136,0.0265633716445387,-0.123440006355782,-0.107407255554715
stable,-0.0969096718043214,-0.49034015033624,0.362272040756196,-0.0396734675413225,-0.181030620171827,0.470366702637521,0.371717333623042,-0.404867513088168,-0.142224661907113,-0.504535516922197,-0.0425754419811608,-0.338912280168749,-0.0059304303522974,-0.284478882299441,-0.0248805319174412,0.0002358301299077,0.0647758974639061,-0.427345596078817,0.278469893739727,0.128398907105677,0.413129861449066,-0.360574400808695,0.230206165544616,-0.0968636552828331,-0.109156019090044,-0.392964197403666,-0.166592150679826,0.138207764391741,-0.306169312784613,0.0853324948091818,-0.284413042888382,-0.0655248241453557,-0.129421774777029,0.230491404786098,0.0213059784763755,0.0959634992349739,0.384710447537244,-0.0215103731792193
stable,-0.0264933502168527,0.400816860613946,-0.5838237525452,0.0587264292993054,0.0441939019962351,-0.255868669739223,-0.560003147222675,0.34680611234057,0.117127647295642,0.458434170204166,0.0754791488542255,0.183019945623477,0.0271521829632381,-0.006710525815991,0.0303093332384903,0.152079258389106,0.0716825474297571,0.155218491148872,-0.18563298259993,0.0444580845773748,-0.17736880844775,0.248827940582823,-0.105520734793931,0.0292853102514253,0.0874687127271032,0.253456997291202,0.107737226593663,-0.0004443128933865,0.193213113009137,-0.236606164037221,0.0079784455861781,0.0886654668814784,0.0107220130183507,-0.558704530901046,-0.0350825529116079,-0.0021700196019982,-0.386356284952821,0.0267840418311706
