group,CD3,CD56,CD33,CD45RA,CD7,CD49f,CD4,CD16,CD279,TIGIT,CD5,TCR,CD32,CD161,CD223,CD27,HLA-DR,CD66b,CD57,CD278,CD24,CD11a,IgA,CD66,CD370,CD29,IgG-Fc,CD28,CD38,CD15,CD71,CD158,CD49d,TCR-Va24-Jz18,CD158f,CD94,Ig-light-chain-2,CD328,CD82,DR3
progressive,-0.403738211952842,0.140510032147948,0.0083014389432793,0.198855203268324,-0.14740275816271,-0.33179894574937,-0.201484293529344,0.249893321721153,-0.0652723883817036,-0.0851845753941202,-0.388679547001582,-0.0797506595272834,-0.0037619418382458,-0.0312007140331214,-0.0786173402269152,-0.180203618434517,-0.0371603151004014,0.0605196074004576,0.162370921832415,-0.105803599016775,0.0698709126223455,0.18279542913293,0.0808158293980205,0.225515753066968,0.0554244353551782,-0.0541370181608298,-0.138251772281355,-0.165194759914914,0.0264208343016485,0.200267142640154,-0.161150246863957,0.181739852374867,-0.071962894737353,0.0181933259374299,-0.0431989412234236,0.0918524063365446,-0.0113870731911973,0.0403552273316249,-0.0032044718990552,-0.0404984318039581
progressive,0.0988162235944923,-0.409291320623642,-0.0685280534613982,-0.46080055332092,-0.452252498559267,-0.0372580884606477,0.0785006210127148,-0.135893919943415,-0.0389169744166453,-0.0245308476182293,0.0812223685573147,-0.0064790666887915,0.111181323177337,0.0688260019354795,0.104422390410064,0.0849471139196974,0.0195434357462716,0.143847712006563,-0.482994802513645,-0.020541997169247,0.205168362670467,-0.58437960191701,-0.0167357273003765,0.0375189449231931,-0.116309420717196,-0.133797768628045,0.0348249063321852,0.118919122110708,-0.0707847377652323,0.128319691099235,0.566707091224288,0.0020860836561124,0.0182154207210835,-0.0340154468333805,-0.119117056306785,-0.543193827459359,0.0022854246334355,-0.38156692979705,0.0090730477349035,-0.0151049007860897
progressive,0.194192004433187,-0.180885262024451,-0.189358201877195,0.0795152522119058,0.0627718393473857,-0.118638518912606,-0.0095739426022077,-0.235664340100156,-0.0772153552405422,-0.116560251880411,-0.002098927121263,-0.0465547409487375,-0.164025874318558,-0.0566249678390283,-0.0164545538804885,0.0080582373274233,-0.129540555654199,-0.162893852830814,-0.0886949338509551,-0.159116912056946,-0.202384203999029,-0.0892283956916422,-0.133661354110955,-0.0976379366430184,-0.0795924662585049,-0.0624819271739123,-0.098587981570484,-0.0679246632782977,-0.0451673349759907,-0.124133336109373,-0.167324965407764,-0.0604711735818258,-0.0403730565619254,-0.195349843657489,-0.082436500281452,-0.0753700237264491,-0.13494887094231,-0.195192688928194,-0.0442050638449471,-0.219167261553688
progressive,-0.0394314648658586,-0.190829584043665,-0.294168034471252,-0.185331491049644,-0.140393797027918,-0.123262307897602,0.226044764619424,-0.488882255241389,-0.265503935734541,-0.21296920597599,0.0098187324068199,-0.453519992782393,-0.449874833564908,-0.176670666912887,-0.211810534498949,-0.0568123574398205,-0.108189732947563,-0.489331895521148,-0.263011492256508,0.143904536992227,-0.459129461800644,-0.220889090292809,-0.489449807084785,-0.473493807752684,-0.49174609275297,-0.158046027666133,-0.21731696128261,0.0435843583741288,0.0382038472802343,-0.357937566742554,0.102328600598235,-0.323951821133946,0.0293800318511428,-0.469486977145222,-0.414557320881816,-0.403020691261641,-0.402806659039421,-0.341885873112584,-0.319275762662467,-0.406495657676137
progressive,-0.10697268541062,0.0534943220624777,0.13109632216056,0.0375371882537355,0.342562612361386,-0.117290133952332,-0.0519978276784809,-0.0917154957846092,0.176229668082679,-0.063105760884718,-0.100682573066637,0.0887109823879445,-0.0913547778246506,0.0960183811505693,-0.0293707622085152,-0.0143595182159197,0.213979322472397,-0.138277047089679,0.201667965470456,-0.0872281192910477,-0.0377225299079426,0.128989587079518,0.0198638921400101,-0.0629738794436528,0.0362784879851151,0.129196274283558,-0.0095002326948728,0.030306337734556,0.0866762471309913,0.0638943968030847,-0.0253451057345858,0.454752537761805,0.142906249333584,-0.015511402311591,0.0608334653165211,0.0886692043046055,0.0432654066650114,-0.0444568216792973,-0.0096962184776279,0.0382739416644013
stable,0.558226534523689,-0.426617835911783,0.102602542249432,-0.481609578302853,-0.377610418137143,0.182202680952483,0.571839966035957,-0.317871202837068,0.116687184758215,0.0543149759664081,0.655030194260903,0.0856227629071849,0.0743956339441001,0.0111329681169696,0.0830168045943214,0.436070735321617,0.0449784093345905,0.0364428595850405,-0.146400025522352,0.227080563648868,-0.002450985654302,-0.527126440417603,0.0106549333201443,0.0685192561663739,0.102021768433288,-0.0175366604788891,0.0132647988148189,0.344648952391362,-0.382728355576012,-0.0233941140898029,0.158713512906729,-0.129228402103366,-0.0304865214350959,0.121932988314051,0.1060561838441,-0.263472429399601,-0.0180871250602562,-0.524279016183889,0.129788171770565,0.0166394303589191
stable,0.119162245734413,-0.0663732072396977,-0.100549347700905,0.0111842393795299,-0.31251586479904,0.0752262699859011,0.179232010346455,-0.114292116681172,-0.232169278318656,-0.104341079856369,0.120724890583389,-0.061083447112372,-0.0609476738976918,0.0030296258118077,-0.0204504572833079,0.0383724479416833,-0.0862542723435231,-0.0438275479252403,-0.0733521043460447,-0.115197912045662,0.0069728590364989,-0.228283589641906,-0.148116158661242,-0.0274917639852568,0.0547658398264443,-0.0842314409010619,-0.0588337360054952,-0.0122472921075376,-0.306557081543557,-0.142749597866625,-0.107543202032326,-0.177706510940501,-0.143162714894866,-0.032057093051723,-0.0548948160515366,-0.0576131044755065,-0.19149193982832,-0.291621323391949,0.135437277622741,-0.144322486893693
stable,0.30328561320501,-0.299286509872508,-0.149099304425412,-0.365246776720189,-0.322960703014077,0.0807931531169104,0.207246416331469,-0.446240127024877,0.0037285260084571,-0.0163431955297113,0.204524798656173,-0.0722816420787898,-0.0626419313724772,-0.207613063782046,0.0062883261260821,0.510120185033025,-0.0365948743701426,-0.119626915021482,-0.24357504520221,-0.015165388911743,-0.114935886192333,-0.0288672108530639,0.010962516324671,-0.0339298530709007,0.100933003525383,-0.0050114138183082,0.105662880681691,0.275949371986661,-0.497085370599149,-0.126511040511166,0.0611922454348503,-0.228091577978295,0.0859497831816023,0.0030457203911567,-0.172633370857808,-0.284606363479584,-0.165647941948744,-0.273028031360496,-0.0573930604930598,0.133675761808634
stable,0.475488065307002,-0.470304267024134,0.0232577296680495,-0.2816939384394,-0.226644498727966,0.174559905629784,0.402596042425181,-0.266783347987071,0.172624965290685,0.0653337101680853,0.622543220326007,0.0106271368846322,0.0947530202672724,-0.103794259088073,-0.0623875794074283,0.308770042708511,0.209180788875432,0.005383837876434,-0.133267334796155,0.35255353968075,-0.0699775029043024,-0.253000510805438,-0.0875969741326762,0.0432539619634277,-0.0259082003788952,0.327127823733511,0.0149852802075355,0.37232163946754,0.117725555618111,-0.0062123704915808,0.362158229930506,0.0389712999976866,0.290433161214633,-0.0055788798809033,-0.0630576475586463,-0.35985299379562,0.0065872976147702,-0.630531202067965,0.0803048007473737,-0.0234009955970637
stable,0.31390459002389,-0.457014325170884,-0.0049222221228343,-0.191887159133801,-0.350654002681451,0.102417211627668,0.346076176626262,-0.0666881533047097,0.11136287070813,-0.101412579987508,0.424943123455423,0.0254157517247309,0.0323301233135482,0.0007752574950014,-0.0233638780290032,0.150713967957182,-0.0714717194188349,0.057012248637391,-0.0625987715755122,0.0494577858601319,0.0419131559614795,-0.290465585388558,-0.0344101812293061,0.061819387263373,0.0022919552167538,0.0127662787207673,-0.0614275018549903,0.0899538592991966,-0.237543654330551,0.101528091555562,-0.0726566703781197,0.0397861324607015,0.103323570851965,0.0923600980189166,0.0080837462128826,-0.42185080178464,-0.0343601585282792,-0.288569881792265,0.078982056870619,-0.0022519011995984
