group,CD275,CD47,CD30,CD52,CD3,CD56,HLA,CD117,CD7,CD49f,CD4,CD16,TIGIT,CD335,CD326,CD5,CD196,CD103,KLRG1,HLA-DR,CD66b,CD57,CD278,CD58,CD79b,CD66,TCR-A-B,CD2,CD29,CD81,CD38,CD15,CD71,CD204,TCR-Vd2,CD337,CD336,CD257,CD94,Ig-light-chain-2,Mac-2,HLA-A2,CD328
progressive,-0.257396894644906,0.0438746008104642,-0.157936391286027,0.0853704632215813,-0.12042116529569,-0.0462855471279628,0.0786624885756307,-0.136494099948231,0.13749309793858,0.132754448480451,0.0033509838329621,-0.248677173460112,0.0271962287433004,0.0713594426048041,-0.225807017380084,-0.13208080282875,-0.12223859357599,-0.0109646044531847,-0.0746453854202628,-0.137854561660509,-0.40855089253642,0.0457444319639027,-0.0701226458706956,-0.123342183295491,-0.0628511242543396,-0.376389673206828,-0.110772238494461,0.13062579675641,0.0942341967378455,-0.0474112056089642,0.0227607750892757,-0.437378323640392,0.13718261826406,-0.0468304343007676,0.0817447341716837,-0.0693326834608668,-0.100655150106391,-0.225652731246917,-0.0297139274887739,-0.358475582238947,-0.163897353208872,-0.127245022628378,0.123722015985804
progressive,-0.109750850673312,-0.0305863378262272,-0.155866124971426,-0.209889648180912,-0.0398278272913898,-0.21915452170412,-0.228187496164952,0.0524188630606042,-0.105200405267159,-0.0632927377695315,0.189426702080366,-0.202888245489168,-0.117663858761234,-0.0234875121981974,-0.133490509696457,0.229058269878518,-0.0025784463707693,-0.0250675279619733,-0.270595235486799,-0.065129644673707,-0.0906382735658846,-0.37852055026401,-0.0679879697636704,-0.0547840835605978,-0.0147426993528935,-0.100118360953225,-0.0162295533137265,0.0595393172803837,-0.265649996792896,-0.0430208530338546,-0.104315766658605,-0.109634796452643,0.0106267920045876,-0.0072677588136525,-0.112200754721798,-0.115951390591173,-0.0819129394296442,-0.0864826433437141,-0.262973806402906,-0.173894236407327,-0.194629332591825,-0.0303772492584495,-0.297179817301384
progressive,-0.0149440796409233,-0.063342019698508,-0.119293820103197,-0.0858181168581089,0.107761442693495,-0.216460791037331,-0.133370032076438,-0.125741239949807,-0.404078427646715,-0.372901630462577,-0.116579690163157,-0.166395116240861,-0.0505090398606406,-0.247239415757012,0.0081960365635367,0.216216023807624,0.0358321636557429,0.0022529470716935,0.0821583043641363,-0.0894772040279162,0.0221975307403028,0.157296842980403,-0.023279804125567,-0.0658191554092134,0.0660894294679708,0.14666820648981,0.0476853417833493,0.082807489419854,-0.181987842019106,-0.0070349860486733,-0.159729018495878,0.0008357703465051,-0.0018569022127472,0.0280108994028843,0.101987646959796,-0.0385458029464009,0.0030079096501563,0.0355199348843225,-0.0721469387989445,-0.108776067793561,-0.0125550430066759,-0.0224847581566071,-0.194196665956767
progressive,0.068589629814938,-0.123046508780196,-0.0375493133705315,0.0625393213905996,0.0363807386868118,-0.205005288564509,0.0199475134623728,0.0363481987655021,-0.067019866108848,-0.0381625923102017,0.0724650460456719,-0.0842940322026982,-0.0394908245860017,-0.183780778034294,0.0710557062356964,0.0932875304451306,-0.033722708341462,-0.0545717080498198,-0.0641759776423332,0.165783204425008,-0.171416530003808,-0.0915046697191189,0.130564852220749,0.0307588106716533,0.11551598863928,-0.0745693342759333,0.0520270507281184,0.17278614785988,0.0954661534167854,-0.0858054874222458,-0.174052639082727,-0.0925210520358992,0.286450916885359,-0.0589598656245451,-0.0723991757840501,-0.0605737048022766,0.115084490615153,0.0623624146105715,0.0625916141843143,0.0309363161413346,-0.0232795160336987,-0.0889923465457791,-0.0331288777269721
progressive,0.3796397317619,0.0451419374626191,0.364441785857418,0.169093614780838,0.43009806222225,0.134724000760797,0.13725188431996,-0.113156022421908,-0.189097764982371,0.0466133295059439,0.0932297268821217,0.206744836535286,0.360204071749476,0.43180556235916,-0.0107030838813262,0.244844626731477,0.36730395579478,0.268872648599175,0.418357300162924,0.173138598995432,0.0777789068807586,-0.0061158782658532,0.331009899397962,0.367480925499296,0.323362760539272,0.219613217019693,0.298403524445093,-0.0376829634860853,0.0519864865293554,0.351592597717338,-0.0105527078335058,0.204425047425031,0.106235165780503,0.292573893069367,0.140794124577879,0.210397456466185,0.409634400936504,-0.0085380117338083,-0.0309433024406757,0.291156170831091,0.194162970727684,0.306581739344631,0.0360152630236304
stable,-0.118860861357908,-0.0993927246840641,-0.168721224760051,-0.391161167058829,-0.274466500986994,0.131437637995934,0.0313954656348454,-0.173761567876012,0.0556900060736472,-0.232047551022751,-0.420011634002432,0.120519572474721,-0.187820475988699,-0.0534888996134582,-0.0829545937085316,-0.465825034895723,-0.149641360895869,-0.185917129395167,-0.166467699295922,-0.0910944418577797,-0.078872088443865,-0.0368479270780403,0.0066851971218066,-0.201879373945967,-0.271315330570962,-0.0770033550380303,-0.375174355385492,-0.184850954264105,-0.0585808582507333,-0.109760873189841,0.272584834037185,-0.0200614795894293,0.176671386406026,-0.250644909190055,-0.135483116744309,-0.117261116861507,-0.270856847180424,-0.139475496699802,-0.06440541894175,-0.13830578387461,-0.290258877780385,-0.161467725218749,0.135667647234439
stable,-0.0026684307618889,-0.0431981216121363,-0.0168072962012014,0.131556328582933,0.275179855861883,-0.0435668833022528,0.040956016869708,-0.0527799097036708,-0.0153165527536049,0.221038165309215,0.158397208596537,-0.420114653901227,0.104409990498885,-0.167080829261094,0.0003967737449102,0.217839091887316,-0.0843932291781631,-0.116812584709165,-0.105565622880611,0.251690677368698,-0.234495743374291,0.081737556231412,0.304775544688872,-0.0456243450862706,-0.155134856539037,-0.150742360581736,-0.0496085186211497,0.156063981144346,0.389888126707076,0.134608380636898,-0.0460869923508804,-0.136235980103771,0.504943607361485,-0.140026594023817,0.0239170029196649,-0.0758202590375324,-0.110257488093687,-0.0289420812703293,-0.0733110656074766,-0.260441777222322,-0.0134597509653734,-0.0736132002216857,-0.29167695923589
stable,0.0119161074870326,-0.0648958483328164,0.0434316174273446,-0.301831668475445,-0.231805223022967,0.295684804084978,0.171503320971626,-0.0747976801139804,0.26237370846186,-0.324738309324564,-0.207206088171062,0.295796869207012,0.0201437518156274,0.0407705351821705,-0.0449394080934941,-0.276254256671132,-0.315886184271555,-0.179465601641878,0.185646668593201,0.100842055910373,0.0215282132633279,0.239207681262677,0.0980437563402492,-0.0177953668490319,-0.127013847834402,-0.0080298774874932,-0.282300350772696,-0.118265226680273,0.127484312411368,0.0596505909746812,0.595963256248689,-0.0056618088926615,0.178234088724305,-0.0542254176569992,-0.334578320000723,0.0950270518253359,-0.0866480625673212,0.182894759234918,0.13301985325398,0.0907841330537657,-0.12732627439538,-0.0370057832190115,0.201644976487442
stable,-0.131879241755149,-0.0829784023270785,-0.120536243663219,-0.308282599696393,-0.369506912818412,0.350350875597658,-0.318342046483533,-0.100424656465174,0.229868286160358,-0.0501899882360568,-0.575486127415064,0.219399475742233,-0.183873773541012,0.129510183328907,-0.188675917095664,-0.575205956880097,-0.185340377662232,0.0695371556339092,0.0791911467789156,-0.373007234255244,-0.140867257056336,0.0083088805646762,-0.405570294576723,-0.0545056220003605,-0.24867597520506,-0.0301904651248517,-0.471101626877176,-0.399292593804413,-0.189652384321167,-0.188704695283859,-0.0841603418490489,-0.0377812814948428,-0.423851458100616,-0.295667694471664,-0.186210677691135,-0.106101818609656,-0.0273106903364967,-0.19287681842429,0.18794552184802,-0.119496606822042,-0.100678723130214,-0.0206712145761208,0.389063584692898
stable,0.126365780588329,-0.0594993713200993,0.0800921258684511,0.113333539271853,0.272924096378982,-0.271311928571784,0.130869014324295,0.0182491764934164,-0.357359692018749,0.136467877547874,0.256614987019837,-0.114110603114072,-0.0264367924148528,-0.146847710025896,0.124997438193723,0.357799078288678,-0.145418716251521,0.0482259058119521,0.131106938057327,-0.0500276234677751,-0.0834177718646972,0.0655153126315385,0.0495683441284177,0.0469967497727102,0.0927642287043167,-0.0054012611409373,0.164591750821717,0.333897670374316,0.148036209932141,0.0721436909197734,-0.157977143392021,-0.0471437465681715,-0.0408883520171277,0.0848752717173648,-0.0170058569725225,-0.116404806858276,0.0247873395370927,-0.0181553530205395,-0.400848267806937,-0.103688287357541,0.15712170721994,0.0479799100264938,-0.240515652418702
