group,CD70,CD52,CD3,CD56,CD45RA,CD7,CD194,CD4,CD16,Podoplanin,CD5,CD27,CD95,HLA-DR,CD64,CD66b,CD35,CD278,CD11a,CD244,TCR-A-B,CD2,CD38,CD71,CD36,CD49d,CD319,CLEC12A,CD94,CD328,CD101,HLA-F
progressive,0.044501830605725,0.20853784851716,0.161610195865737,-0.23236246507745,-0.0122362122614005,0.18864106206488,0.171321120921375,0.294333502299108,-0.0255116815661901,0.181544830368484,0.27495806629752,0.180698186233956,-0.0587318987210183,0.12053423167001,0.207237564164719,0.0416656688180748,-0.0638727069848907,0.0754092287173148,-0.06329272896606,-0.138460132334873,0.245253420758162,0.15260712704115,0.0424408646113666,0.0383556031760696,0.095017184649426,0.115455055222012,0.238755939952527,0.114892493778491,-0.0334699143199183,-0.076132225278366,0.035623066942936,0.134751934275257
progressive,-0.0225421589968389,-0.0788707899897785,-0.0791855102547083,0.230944419074727,0.191189465276696,0.344462242009017,0.0064638904315536,0.102112560552469,0.195673137174438,-0.106715168763643,0.118191923186146,-0.0663428607996703,0.0364030940082096,-0.0197569259217683,0.174671189032135,-0.0550639933152399,-0.13752874835298,-0.0152417469713747,0.261915602373222,-0.0456932236724539,-0.0265385485803359,0.341436546799792,0.130808147224213,-0.593765639907825,-0.416706337821488,-0.257007357531652,-0.0884435047455438,0.142169497156988,0.205760936296191,0.142411711500064,0.0741158137094478,-0.0210855164008302
progressive,-0.141274485396638,0.207063015642015,0.412961328573685,-0.359491379805803,-0.351255354398032,-0.457865710772991,0.0360849534616603,0.138588971891098,-0.336530460009715,0.117519414512443,0.361208757170684,0.14675463885283,0.224444191722832,0.0981188655839322,0.105124651631467,-0.0023887461569825,0.0808550070308318,0.0652758587779849,-0.212574391265817,-0.252449910805136,0.139648583033845,0.0026056724613295,-0.33508131799912,0.0804367313378443,-0.0272454183499288,0.0141416623357979,-0.0530564036815477,0.133549082367006,-0.149689465949268,-0.203708121547315,0.0845390670650763,-0.0205179268891725
progressive,-0.126204830556241,-0.115602448645453,-0.251133623654764,0.239054624342093,0.314038888809513,0.300274481764307,0.152878652838189,-0.255719891046346,0.18996024138373,0.143416283109626,-0.23344788428527,-0.0133814579750718,-0.139188567275136,-0.0262992931272844,-0.0515973469264128,-0.0390885015683123,0.0086261448300723,-0.209045911102657,0.26877029464393,0.419111933442269,-0.10353799529759,-0.0636111215494188,0.147604346681727,-0.240882612683513,0.21447326528164,0.120241773472938,0.0886653300798626,0.0273199729584456,0.165982467132181,0.126818821969201,0.0529991091326465,-0.0586953336588408
progressive,0.187318251102599,-0.1948184318718,-0.197967005430371,-0.0110677907715471,-0.103953997773392,0.441854337817928,-0.0652258942397777,-0.208634052712421,-0.310871798001963,-0.209912091956127,-0.0157436762343053,-0.0857836939282011,-0.0395454178282606,-0.107563789947691,-0.24510137272787,-0.405216975911361,-0.534092445866543,-0.337269541973566,-0.134834571945988,0.110800609436918,0.0230113713508895,0.303781695667544,-0.0404259519675252,-0.111424718473846,0.0275572240580786,-0.114010227992564,-0.0070167819730196,-0.423130915986421,0.108486478676472,0.355223252919126,-0.186590637078754,-0.209399883263568
stable,0.0957985834647931,-0.322971229855959,-0.504243745798723,0.506154042624753,0.508900979368216,0.471947189214354,-0.023990974516489,-0.469966435969907,0.348384890310791,0.0495318624898699,-0.592783313390033,-0.385902183832858,-0.146534276730747,0.0236353767714348,0.0439626139270604,0.0103123607838697,0.0134491014986174,-0.16585883242696,0.572518782318918,0.499014737927101,-0.243150261324493,-0.215604933623605,0.406896395413331,-0.16586516332579,-0.0698612842808366,0.0563492860819485,0.025543105139413,0.0392064634946954,0.398351608387492,0.627005882424232,0.0640320605108527,0.0767899024716252
stable,0.0700838568119053,-0.0212466048376769,0.160187748894287,-0.11696793781386,-0.0296275574248821,0.0116558712408959,0.0484384796405015,0.165416924678916,-0.156193041329064,0.0160566493208619,0.196756359819439,0.237286649565348,0.151855546651914,-0.0157129687951697,-0.103942921224066,-0.207118827566229,0.0080737030529385,0.180619551247,-0.0120492766462053,0.0069090434950156,0.0980624878285079,0.0835040741139949,0.0146772847466113,0.261138406080746,0.132975209019013,0.0153129011290194,-0.106884749153429,-0.0308489815513918,-0.112929729416734,-0.0235617799090827,-0.0405455736587515,0.0344381980481825
stable,-0.189910045649729,-0.224889938147933,-0.488323329720836,0.0734218553970268,0.45192172825962,0.111089432819513,-0.488654419285674,-0.487583590584547,0.156130280587981,-0.210644568549703,-0.423732148621718,-0.426241252204478,-0.22655862733836,-0.256916673247046,-0.140606781921406,-0.185585016488503,-0.0946790438434368,-0.575447623419683,-0.144598845426189,0.166638450552606,-0.517643969920691,-0.197776831140467,0.0932620057364353,-0.163384052536691,-0.167759304898983,0.0754788657943739,-0.115104321576656,-0.237567384180025,0.171803359551512,0.176333758191493,-0.437309968593176,-0.22770138686276
stable,-0.085986603011293,-0.456512915469856,-0.592741883073444,0.561072862088512,0.531325925030163,0.519089787550309,-0.0826375860133713,-0.536517004716851,0.466262296224609,-0.126031902132777,-0.648211890414888,-0.377927713440124,-0.307815500856466,-0.349199518414983,-0.0090798106365299,-0.195183690760722,-0.0069116368842196,-0.434704656271329,0.325136360534372,0.430101192462863,-0.453326298028348,-0.507917840631457,0.0996835461947924,-0.306368087024493,-0.0246638310333284,-0.278081193575905,-0.0125791160835957,-0.0100806154752644,0.338056863507733,0.558094999797881,-0.247455524289768,-0.116422814286334
stable,-0.0651897948294222,-0.184807116447826,-0.304620438726469,0.314781490229153,0.389448843748563,0.362720853923632,-0.139446789266048,-0.379856555412968,0.0814805352158316,-0.0941156713190828,-0.30731348420516,-0.197976156722767,-0.0776954084199021,0.0657201936795057,0.0475678705295241,-0.102016315803769,-0.106064177678143,-0.194433661499679,0.294133275253426,0.272302170674963,-0.150735614190388,-0.0735267166753448,0.297607934512468,-0.01939568388256,-0.0826617834010683,-0.0682817094350554,0.0518818973727579,-0.103608454269973,0.294497264979928,0.284827998743762,-0.0639045587716577,0.0696297765439796
