group,CD3,CD56,CD45RA,CD7,CD4,CD5,CD278,CD11a,CD244,CD83,CD2,CD28,CD38,CD71,CD94,CD328,CD3,CD56,CD45RA,CD7,CD16,CD5,CD11a,CD244,TCR-A-B,CD2,CD71,CD158e1,CD328,NLRP2,DR3
progressive,-0.0475821370185765,-0.121491341228411,-0.0135973320011484,0.0344592162650347,0.0318482894804062,0.0387985472236722,-0.0504453254332576,-0.12191385174653,-0.122377464307518,-0.005077915941288,0.0810028459284828,0.0115408554928219,-0.0272677901524455,0.117658371015708,-0.112887762547997,-0.078358420776363,0.0781442469984896,-0.379899407972651,-0.322765628472535,-0.253656591874854,0.0416439339687531,0.224107224160284,-0.363771078143713,-0.142637838604472,-0.0121734314486844,-0.0564879494923175,-0.0468256447646134,-0.112267348985808,-0.420263611360823,-0.195157092864381,0.0195700982699777
progressive,0.014636523675434,-0.0920703594886536,-0.303039117532711,-0.109480759998743,0.176564142924025,0.152298014345974,-0.19262126708457,-0.220633933949889,0.0186760754957685,-0.109791830043301,-0.0830099107649925,-0.0056823164149374,-0.0367316725840872,0.109101200968057,-0.153132693050975,-0.0483931832796503,0.0586049621810547,-0.427194641074254,-0.514499922446229,-0.540842392608966,-0.163338345985495,0.104279753792267,-0.593813075948774,-0.313980456591193,0.094497479099379,-0.217369441861166,0.623752124322567,-0.146629098956835,-0.403461501041738,0.0888391666768358,-0.0364525347258529
progressive,0.0896131033111888,-0.0212590589228339,-0.0197800069404345,0.216751105741455,0.0031728307084593,0.0821113327594143,0.0137686767331888,0.0853071256103908,0.181383355605598,-0.0837080024982723,0.223395840804422,-0.0077111099681119,0.115013876892026,-0.183532599500088,0.152846467122435,0.172000012145204,0.453921731779546,-0.218594393137189,-0.476736111817196,-0.522992113125375,-0.304022136673749,0.494374274978285,-0.111171907072111,-0.411003420446433,0.137774829071517,0.0588372562786207,0.0822131130121627,-0.0559079809145092,-0.206782637738363,0.0109056344249864,0.0932557040879189
progressive,-0.218661627884856,0.268490887359225,0.271093142747449,0.127153439613815,-0.144641129068546,-0.267204905101753,-0.201566046794905,0.153768614587126,0.302660157394359,0.0831041411867144,-0.139080557121844,-0.0797279519660331,0.212309715974048,-0.124537555723591,0.224630776932277,0.305571867247561,-0.225539578482363,0.300056368281832,0.220639886561303,0.132272899286319,-0.0102744832471763,-0.32956889851131,0.0634081111771818,0.156324400861893,-0.0870881355108858,-0.247039346096612,-0.251165581927711,-0.0447662505143127,0.0984280950469055,-0.0728366226630348,0.051133505401714
progressive,0.242179307192322,-0.138050925962958,0.0140290501554365,-0.0616569585496265,0.255393533103144,-0.0065411607979598,0.0378082411566507,-0.113977204896164,-0.152865811454065,-0.222740644085269,-0.0501813029964328,0.0846272555239349,-0.0263034854010234,0.125017998431894,0.0740605137101032,-0.035214239209589,-0.0663184526429252,-0.211737378212812,-0.142628676580271,0.0256544687671523,-0.433538963787758,0.0169621277554939,-0.163751865495892,0.0280950944252963,-0.268352286117583,-0.0951314714108404,-0.248830681399527,0.087007773186235,-0.030870225448826,-0.238490327477379,-0.0290257075969215
stable,-0.261471055776408,0.53687218627559,0.542201218051981,0.524100128164029,-0.230392672977477,-0.38053488896663,0.146177050427826,0.724933579421113,0.573581894944969,0.209037867470109,-0.0135103854852409,-0.0215312296808083,0.549800130175722,0.018576809102952,0.575047242156419,0.668280422314209,0.288932701414718,-0.102495278098133,-0.264445577157421,-0.125616892618035,-0.239085196928605,0.10474057737054,0.0033318162076272,-0.15443685473559,0.0999759467576339,0.10344955646072,0.0492478554370696,0.0497812388703763,-0.109026201549809,-0.0587355199267454,-0.0884264821492946
stable,-0.35302702280221,0.356885573862738,0.199378415020054,0.285706151202245,-0.341755110398675,-0.532616875259971,-0.519906197580197,0.357246532085801,0.298903730359068,-0.0391757530905283,-0.301686218386113,-0.411426972623924,0.0254009684815008,-0.468499823241112,0.0095917850028407,0.31002892614983,0.27050920058938,-0.433717768158802,-0.201261381268092,-0.196975755772004,-0.277291059039529,0.402535155962129,-0.260288405282468,-0.222882275808062,0.0765494243047187,0.280403352930957,0.447382408067873,0.0740232399197946,-0.353387995440455,-0.0614006400629107,0.0140046549027028
stable,-0.463423473570762,0.451512725306724,0.467993640331182,0.424252344182363,-0.56710265727503,-0.590000162461918,-0.541631382008732,0.105960581409895,0.500259002004266,-0.221195911149132,-0.229391418070055,-0.511147166950005,0.201123699281156,-0.188406153172364,0.343447280228214,0.535958671794995,0.167494820801866,0.161242512327722,-0.160894770027876,-0.175197259818755,-0.374323980538351,0.319810612941613,-0.0442524388166831,-0.15184550191835,-0.0016798830734561,0.341076594325983,0.333549481372089,0.075928725812932,-0.406549489587933,0.118077487088044,-0.0346495527490054
stable,-0.528293984092308,0.373101200037564,0.452468805403645,0.491988849269063,-0.510250169111069,-0.660146842839656,-0.46395298034783,0.327814948043646,0.334717909027058,-0.094936890544158,-0.583419709983411,-0.369709551910457,0.137180406494403,-0.297807721686828,0.267420966878898,0.549441563565152,0.556076982839058,-0.53535557828422,-0.588292595115289,-0.474811319212322,-0.531802224087428,0.629434860534009,-0.414228197233977,-0.515946749076709,0.342438891468826,0.5251955772612,0.212691958179863,-0.173590809236471,-0.527518564416566,-0.0426858889419406,0.0759474391050101
stable,-0.410411374818325,0.293211104573188,0.309959221683961,0.425198782175657,-0.345420900791927,-0.36531884797993,-0.222260544148223,0.26205441153049,0.188109953138032,0.0133705049787301,-0.228131797890518,-0.17699978368979,0.320117432173791,-0.0229049710639619,0.283429666378483,0.368763144213593,0.197973010407025,-0.147082550349286,-0.0722977038778044,-0.235520914072521,0.157033571830379,0.301380654721303,-0.0242568580614717,0.0977403677848055,0.124119865764226,0.131115582649688,-0.0496143306299116,0.0641303596195006,-0.0530471749406338,-0.0086984975862433,0.0024526296850709
stable,-0.238717585261116,0.191140638584848,0.171652126415518,0.341580806653393,-0.241757447196889,-0.367326908698571,-0.249816951039308,0.164728278642716,0.165739234587162,-0.0121003810269686,-0.227970450456761,-0.174118873346119,-0.0681129063413877,-0.287569348415356,0.399364389502607,0.283157624830679,-0.0768417735436839,0.311331480534023,-0.0849051117066656,0.136102267161003,0.0609298002787884,-0.235712539516504,-0.0795471319890191,0.0165676903847566,0.101740228421229,-0.0850815354247877,-0.0609455759539248,0.0014040758649578,0.176852172226403,0.035293641991571,0.0028726324197584
