group,CD3,CD56,CD45RA,CD4,CD5,CD161,HLA-DR,CD57,CD11a,CD15,CD71,CD49d,CD328,CD3,CD56,CD7,CD5,CD278,CD11a,CD244,CD38,CD71,CD94,CD328,CD3,CD33,CD45RA,CD7,CD324,CD5,CD66b,CD57,CD24,CD11a,CD71,TCR-Vd2,CD94,CD328
progressive,-0.147003772550735,0.25553107287212,0.230276502251943,-0.0540665671689989,-0.276791909321733,-0.183443025522286,0.0410478486833498,0.163460349749411,0.337321475966842,-0.244525074715326,-0.0234522752688909,0.0626981268812411,0.378682031730199,0.43376815174588,-0.228081028482449,-0.0438005148481872,0.544154615650612,0.0231769547362536,-0.323370589459533,-0.157676657414658,-0.0376290385139814,0.228301525635664,-0.260741429298719,-0.289071371016375,0.433937692690371,0.0282911147121103,-0.226056799968786,-0.186067392214811,0.104025227823445,0.486938713295157,0.255077036583631,-0.164522080346485,0.13952647445017,-0.370824153171712,0.211109930306602,0.139619703414806,-0.293545696744177,-0.446335037568095
progressive,-0.0295124948005287,0.365562473932923,0.544123480201532,-0.216056146807001,-0.103964725791572,-0.03167683212901,-0.0073139311541634,0.541646191698692,0.551162552463982,-0.0800963863986634,-0.551224268891257,0.125250136914592,0.328699788865573,0.0104020426968844,0.316946131154375,0.326152962659538,0.0656190787019928,0.0505320011309886,0.417214271754063,0.236143051946982,-0.0283729413312783,-0.646524162368924,0.344265163812014,0.116140181013144,0.0588141803845787,0.0111110897263989,-0.513415958355119,-0.463053688592839,-0.0523394188081705,0.103248468098449,0.122772133118435,-0.523030724478562,0.202633859617803,-0.570025750239672,0.629526067672964,0.0121005224623818,-0.499144023897515,-0.323000944320499
progressive,0.16788638142931,-0.103299869666119,0.158971145618558,0.0934689948543528,0.0518409984652583,0.086577481958078,0.002354762380065,-0.0156055975745188,-0.0037817604723927,0.0336542376162039,-0.0585203553985436,-0.0835885289512633,-0.0828112291331329,-0.359157591783577,0.219149891683902,0.281367277742214,-0.430438483755037,-0.288696838863181,0.0438900229675793,0.18610788733443,0.257328928626875,-0.132025747326328,0.113690340773427,-0.0957091628265353,0.328897272105105,0.0024199180008655,-0.367012487372309,-0.106435552026425,0.054530635542844,0.407611040542023,0.0484151281493244,-0.0273757873310989,0.158533286696629,-0.0913000383780263,0.0543431470580096,0.0496486458771158,-0.0945545881819379,0.101165113563609
progressive,0.217367003596012,0.150322784126526,0.113809917266059,-0.05499379128157,0.0364058905479612,0.0235870845038423,0.136335644839225,0.119728450667177,0.276826220894494,0.0742656610947089,-0.0739752714001286,-0.0412246905234221,0.219107091671226,0.371514339144713,-0.380483560561815,-0.19846924157122,0.535390315932711,0.408756370907997,-0.298594362039634,-0.42072776364078,-0.186206733614201,0.364707347615296,-0.128818696210245,-0.0416111902898191,0.189321876792439,-0.073684028740785,-0.0330327711976965,0.0058858132475152,-0.0643937069565813,0.152662143765369,-0.19034542822775,0.0409017773472513,-0.0995529660949787,0.0905563921941521,0.0287499680941425,0.0918107968492551,-0.0220280202077979,-0.0755731644604337
progressive,-0.136623260362748,-0.0054680156788,0.349967926850483,-0.23967849123987,-0.173821728851668,0.0096597968964355,-0.158925034137947,0.169684418416887,0.105025149126992,-0.0053682400018043,0.134124826384083,-0.0578864741243306,0.362185998379639,0.024412306710585,0.353214048938392,-0.154142396374066,-0.0371307068825367,0.0361807340869936,0.0481749805310102,-0.151936536004496,-0.0031939946558385,-0.0917378992242604,-0.180913531201958,-0.0235069680812917,-0.0267843527067552,0.0799749510718364,0.12338612805626,-0.171081121250337,-0.137327288182255,-0.141596892567601,0.264899623633236,-0.19408552455922,0.0383129154666336,-0.089520557691724,-0.10871275867926,-0.0059426091542611,-0.297413215689761,-0.0270807666362456
stable,-0.551492003549202,0.506501340803434,0.478509513067403,-0.499553837160983,-0.624028552078709,0.0709469321359689,0.0545585140654649,0.209593530280794,0.57511066639938,0.0653257998384263,-0.131392622365215,0.0530524894551548,0.621902914012525,0.469927566406613,-0.530144527200027,-0.455956716945101,0.600129595803478,0.0461444179784213,-0.653812212360899,-0.511931271062197,-0.520455382468625,0.0624324661562132,-0.427807553742948,-0.647511844383284,0.384545300456934,0.0325341815942634,-0.364791637149819,-0.344156494255377,0.0188014108387536,0.597140644706103,0.112118769385614,-0.248372662061262,-0.0450676865160555,-0.597541915811708,0.168185085757993,0.0566231072999583,-0.351972481881045,-0.540261559726715
stable,-0.0966190322451916,0.275318394121116,0.238825045865548,-0.0853681329717878,-0.14426968670289,0.218152880168823,-0.0941753355693674,0.212259422607595,0.210953207477619,-0.0131955758989405,-0.239520232750915,-0.324362318856477,0.250556627926463,0.24137377282391,-0.419450723933505,-0.478155654535452,0.369102075081013,0.313033652015904,-0.422937640315348,-0.352919777602393,-0.212466885577446,0.414983355336377,-0.246847016191585,-0.504446568589923,-0.324199893233509,-0.028551798332748,0.261098481424936,0.356584373108677,-0.0258745361851639,-0.406791115106896,0.15052516249001,0.246337750380518,0.0735486904383593,0.396719278920276,-0.524402181907128,0.108613971863637,0.195571492535816,0.53743378614756
stable,-0.0627333300392157,0.129131981665174,-0.0219881002707806,-0.161127132090047,0.0102044939709132,-0.226293131691361,-0.0774248589003827,0.0670949355130377,0.0280151304223666,0.0373535442621781,0.0945270008882913,0.0556763952107112,-0.186773838785855,0.458789807881718,-0.211449809708907,-0.33749807680553,0.442151783753114,0.578385716282096,0.0528688035457907,-0.276702463837844,-0.118685462095192,0.339607286502447,-0.335594915643821,-0.546462508606728,0.0050970322579484,-0.0909426626762865,-0.113277838286796,-0.0032977932874858,0.0181589905357961,0.0582227994599304,-0.0611749413243157,0.19124710820295,-0.0928291303508192,0.132406928235557,0.22527462828518,-0.194949410320156,-0.0556760550836508,-0.0367634288410628
stable,-0.225860530284491,0.312388824449251,0.196276422435371,-0.349637910598537,-0.310791093239187,0.0452172285423453,-0.343152674372529,0.0261429882959006,0.0684767935838719,0.0260671451239403,-0.415148420007323,-0.14175278533864,0.14838013243856,0.400798403285942,-0.37241521188387,-0.361148207737096,0.561529055053517,0.31401606911413,-0.385709400831468,-0.283997605947616,-0.128024616226753,0.178500177520892,-0.245119067376922,-0.496695951623691,0.180099721573573,-0.111779471622548,-0.240525405559032,-0.224764956241321,-0.0955031866021817,0.131874394304703,-0.0025793291727402,-0.0253909330410652,-0.0447366416755853,-0.058469293028388,-0.146291802937925,-0.0715519565277793,-0.0735419672437494,-0.349499872491469
stable,0.0254167039193354,0.19026277280268,0.275065936477197,-0.176407734476836,-0.0556520850220623,-0.0834625171963213,-0.110482619842126,-0.055638811371046,0.0764662467466192,-0.127430697581989,-0.252940045578095,-0.062624025867967,0.185832697053186,0.404271781639895,-0.566362483084312,-0.580460492931531,0.497065088249265,0.168284434681309,-0.22086965959204,-0.210791119931095,-0.242546249413064,0.0858449188489223,-0.584428862666915,-0.40562039595386,-0.317560525494134,-0.190778611964268,0.164958762790149,0.572648958027446,-0.0740529672689039,-0.371626958573243,-0.0908362374341462,-0.418777329442645,-0.122299922360669,0.0735180989560247,-0.17784764540413,-0.109387051991837,0.428801181400945,0.396326495641492
