group,CD274,CD275,CD30,CD3,CD56,CD45RA,CD7,CD49f,CD194,CD4,CD14,CD16,CD335,CD5,CD27,CD314,CD57,CD278,CD58,CD11a,IgA,CD79b,CD244,TCR-A-B,CD83,CD2,CD81,CD28,CD71,B7-H4,TCR-Va7-2,CD94,Mac-2,CD23,Ig-light-chain-1,CD328,TCR-Vb13,CD88,Podocalyxin
progressive,-0.17229979016239,0.101254951921533,-0.061495446684073,-0.225906244328756,0.349238873278336,0.435613778304635,0.369953009098131,-0.0120990350674967,-0.135634046959266,-0.131150814549849,0.0322663726135439,0.0659920451122558,0.145034633520345,-0.25755280680948,0.0136162959025961,-0.0183945121589033,0.337136394330663,0.0222556319135548,-0.0194038898884632,0.497939333799364,-0.0704630295797684,0.0932025335447838,0.233390366673248,-0.0073211007520559,-0.0140797826307401,-0.123268798857533,0.193651075132856,-0.159457727180406,-0.0411962110101314,0.0302120877353997,-0.137076794484498,0.497544733026227,0.0439168350112856,0.0158969886939864,-0.0889702441875839,0.44797322459437,0.0779715749546867,-0.0069187487224276,0.0739201818583752
progressive,-0.169900435162158,0.0007054322797598,0.0812649008097402,-0.0153675941280523,0.345581716746827,0.469615331142831,0.408427887160532,0.0791053097474996,0.012978616988999,-0.102725467201312,0.0371391309006845,0.215911459717158,-0.135227243346659,-0.0987887060289081,-0.0510627724394225,0.131441763087286,0.478644008976477,0.133817397570228,-0.11594408549471,0.512001296785167,0.0353272262728711,0.0178642306770126,0.252720054558961,-0.0228224536358687,0.0548172277910123,0.17587969059442,0.0844122908758405,-0.0530042516974334,-0.450663477036467,-0.0309384443745691,0.0105976477911302,0.453200162112065,0.0753149375635392,-0.0527359742474299,0.143860976878972,0.359705443281217,-0.0919590393048343,-0.125277044413958,0.0143168250393298
progressive,0.0062810166042563,-0.168993996871961,-0.0276198070499483,-0.13686006541227,-0.0214808011410691,-0.146545619511285,-0.317727943344248,0.179723400405257,0.0251329145611518,-0.0201156099644292,-0.0037662959050126,0.0737610975932754,-0.115495287007245,0.105354922953134,-0.0525291969725067,-0.0462745240366581,-0.0409764442698089,0.114401661152347,0.112996055966324,-0.0637626417133243,0.0424132411649114,0.0471565388444004,-0.260393081487585,-0.0429281933936788,0.221626444644155,-0.165273867162244,-0.0471515797902584,0.0289009955311259,0.13064703851527,0.0281115950527672,-0.0109355064583754,-0.0641718311731062,0.0347161397917322,0.0622429455138027,0.0210822131737962,-0.0766531761656336,0.0392789587508323,0.0003225757415707,0.0392520289225031
progressive,0.194364278872338,0.135133570282339,0.144818453789634,-0.282913403022633,0.232704668254158,0.328233864259853,0.148264234631325,-0.184663558492657,0.14822529596055,-0.361690887592599,0.0812793806649779,0.350230478204702,0.0927240733850379,-0.435131211976443,-0.213949712127818,0.170894195999611,0.239039619749095,-0.443875580020467,0.125243483774978,0.191973729201627,0.185730076649433,0.0470402057335534,0.32613272033723,0.0026815674486294,-0.0505742738539051,-0.346877160215566,0.0778359247688346,-0.234714472087927,-0.267647974771157,0.0309740296772479,0.0786347617518235,0.223952446851676,0.158040788789145,0.113323251019094,0.187194025584594,0.23922275751911,0.0815093831110301,0.147553894639374,0.221174136708369
progressive,-0.413971372548659,-0.44968304455297,-0.415233019563732,-0.25568679133718,-0.210090385538475,-0.400396674706512,0.107915076302643,-0.126495417048933,-0.405926773684818,-0.0540867391735991,-0.42943062593273,-0.37865749518864,-0.439501363156036,-0.162983923215833,-0.379763428561451,-0.44400471701333,-0.0483653638371046,-0.385249702315574,-0.504192212442844,-0.0930583116898505,-0.414677996380211,-0.406171786011088,0.0041507636747405,-0.257559890928756,-0.282772503738679,0.150074046601691,-0.480001978397776,-0.257744033662334,-0.230951835346331,-0.400944206736223,0.0335464117546329,0.192625139695441,-0.260991732683126,-0.442981323345923,-0.495401492201865,-0.0463977639979361,-0.271249406208904,-0.464937367378267,-0.402268448401883
stable,-0.0157149744278711,-0.08126259697574,0.0417083120408877,-0.45883288637237,0.397140878621027,0.322347810907667,0.324241790874007,-0.149971030119072,-0.0731690985715329,-0.521328402025392,-0.0490882453336719,0.17797892180372,0.165537391976474,-0.61602648800777,-0.365164344333551,0.104709336193095,0.2176988393304,-0.100700601032392,-0.0316875192796545,0.535430709901871,-0.0504907292731082,-0.0225239388163061,0.403658075680684,-0.28397382590254,0.0175810802813441,-0.230831150357002,-0.0555645321409343,-0.316435028567921,-0.174885659049586,-0.0077162493402992,-0.0319389185794917,0.366843968693978,-0.0516598121293789,0.0773176195612393,-0.0391872155807983,0.554507295373551,-0.0042923224082835,-0.0279237678010847,-0.0370002553462486
stable,0.165001185403437,-0.116021706343689,0.10716251488672,0.0593704940384426,0.0658050089862307,0.296925447555666,0.272964535857696,0.0760808380823007,0.0920917684943379,0.0783006053408212,0.121060628179537,0.083362466465814,0.0680430280846147,0.0036881694860379,-0.0933664229389073,-0.102555068263829,0.137380156170865,-0.0920896137863209,0.122985891910336,0.147371643398086,0.229384442244357,0.0762884044370498,0.0958426811178157,-0.0348560779555688,-0.0386254669949757,0.0605133356853431,0.27077299172692,-0.0369007265556829,-0.044810248561963,0.0482415063697229,0.0614112847284267,0.250718501473457,0.0331260844674754,0.0720278753055503,0.175883789645071,0.116167037411715,0.0815246601679734,0.114769468053163,0.12035716422814
stable,-0.137824574350557,-0.12651149986912,-0.139160572453908,-0.571688665933374,0.328027961624671,0.490684337850993,0.300800169376913,-0.327685973305199,-0.496971941316068,-0.544793118937889,0.0055065561275223,0.205346126101354,0.138613337817284,-0.556954354440878,-0.484486625162435,-0.198400602542727,0.0330729291332547,-0.541478440188496,-0.248122585891004,-0.0907505475535218,-0.167371712875504,-0.0273360409005301,0.309093506957585,-0.45964800667042,0.0179434044790078,-0.379135478212423,-0.10479288361841,-0.448371612263625,-0.307383128656238,0.0169264898302004,-0.021179837345354,0.453324580803523,-0.102802279880203,-0.10865762407789,-0.245569297899557,0.385597602654668,-0.252235256229428,-0.115140105143744,-0.0613542128791521
stable,0.173323579584398,-0.276291057972482,0.0376659203278736,-0.420664366340696,0.518799751112033,0.52589061497198,0.493459117178475,-0.0992622906588649,-0.0389702863224645,-0.374124437110211,-0.0492399273245798,0.399937358420355,0.343397162814615,-0.588474268215481,-0.241772499298189,0.0642107013673727,0.0649282430621525,-0.418289223815544,0.0921392546156446,0.353094717704429,0.0409529940372042,0.0687688287244217,0.403652286789203,-0.331239566969805,0.02735237492315,-0.468996338998206,-0.106523290893794,-0.329098846196583,-0.25320210373092,0.0033947339376482,-0.0853233629937773,0.268979120490946,0.0657179533435941,0.0066908778044387,0.0237228018525415,0.522725910516369,-0.0924544422114061,-0.0573261535715565,0.0833966155343962
stable,0.0943146904636511,-0.0543315062240862,-0.0702708246750845,-0.299867057753864,0.556640852330278,0.204759018782784,0.468516602253069,0.0133959944351234,-0.106279006344848,-0.281313428813783,0.0431650121040798,0.163547152807224,0.252809260320552,-0.397473560768106,-0.0818681389875389,0.172063189003713,0.0244622219404024,-0.107169201905325,0.0245258726195536,0.229715058470561,0.099624588989344,0.0037958281774206,0.244996768991668,-0.168450123211448,0.0542549602841052,-0.214294419163789,0.0563565609517328,-0.169657192824623,0.109610354881224,0.0189191516261143,0.0183354450735295,0.562174006396819,-0.0223632679368737,0.190935626161932,0.151942651051564,0.387691994527316,0.0299674410228,0.0721964068853595,0.0404352355807069
