group,CD3,CD56,CD45RA,CD7,CD4,CD25,Podoplanin,CD324,CD5,TCR,CD185,CD161,CD107a,CD141,CD57,CD278,CD178,CD11a,IgA,CD370,integrin,CD267,FCERIA,CD254,CD226,CD29,CD303,CD49b,CD28,CD38,CD71,CD1a,TCR-Va24-Jz18,CD158f,CD319,CD94,Ig-light-chain-2,CD328,CD360,CD88,Podocalyxin
progressive,0.300921048060175,-0.257308937656769,-0.0699000846993093,0.038332325834595,0.188714767758105,0.150103693864761,0.0802314713297655,-0.107936911676794,0.310328023461998,0.0607820080354177,-0.14445222232346,0.207391883496856,0.155080658578546,0.239172008589035,-0.179330914065663,0.119293900196493,-0.0846829654250997,-0.0404096218341028,0.0321371017757753,0.0979145614215434,0.0575890265989268,0.166382041424188,0.067741493974434,0.0154648229349989,0.0826696879865566,0.0417790343604935,-0.0734627763389005,0.153143443613972,0.277572429624902,0.0624141311587335,-0.0054050454620343,0.0969146496655464,0.0408712619412236,0.145817001908003,0.159631400423066,-0.148743483362972,-0.0668773326699073,-0.0871465162622895,0.0056695143963106,0.216753892327566,0.0861887404975132
progressive,0.0955323728562896,-0.364873854992733,-0.548272367899419,-0.446195988204466,0.231677942310774,0.136934879256537,0.151195286204033,-0.0507932654529506,0.154683450251734,0.0427944382789121,0.131954222504979,0.010904505738992,0.193923278760987,0.121220868404234,-0.527435969108148,0.0351438089102267,-0.0153877644992385,-0.587918373522469,0.0316081757616763,-0.0031609947885721,0.114662946078673,0.013426012753167,0.0851255603278842,0.0496634894472694,-0.0753973418485142,-0.14471862563179,-0.012038707056346,-0.0235120125266354,0.156952201772108,-0.0715658701192475,0.573071235148592,0.0009222794443217,0.0302660211813199,-0.0439101289663644,-0.0400912869775947,-0.524252494506603,-0.0205973519690113,-0.368833068816599,-0.170074402073164,0.253251766934834,0.0313158484006494
progressive,0.04385810191779,-0.234457724749632,-0.230495500439713,-0.396253144798047,0.0672963697907485,-0.151034770032962,0.15536863503317,-0.019640471329717,0.183405601112113,-0.0494301587496352,-0.114152929153111,0.0529635764415155,0.0580564593605245,-0.0440704776746845,-0.0821070568930839,0.187557887007684,0.0298756721605117,-0.196506784593941,0.0044074577212806,0.174722755567608,-0.19253566236064,0.104121180284942,-0.13622028725091,-0.0244691602808311,0.0529009845121599,0.0389071400920942,0.0701158929046198,-0.0751520214471275,0.141948449862422,-0.175091534658642,0.344830027459749,0.0977956016299594,-0.0339436230684173,0.00599525897799,-0.0354050059985475,-0.115823794706102,0.0553673931334146,-0.0558787679857251,-0.0107205406292278,0.0617435534809714,-0.0112448063412109
progressive,-0.147793037678485,0.150821230547677,0.233268576447799,0.0400777056999515,-0.271151892478133,0.0491003791244264,0.0432796553683084,-0.0810512057111184,-0.25311543435141,0.0398249005087803,-0.0018043621903224,-0.0619441173823188,0.143805286090542,-0.0276111769556828,0.0825562979463423,-0.314708922867132,-0.0240868805987342,0.154599781581231,0.107381134928652,-0.0054884986309553,0.16361558652952,0.119229161780521,-0.007446021528648,0.0944101746333363,-0.0525760678478468,-0.0238158446277744,0.103219020674025,-0.0157219089212555,-0.0117555601716591,0.0766151535575247,-0.0557228245508868,0.0467576000270464,0.0638469214539367,0.0956526209315262,0.110662668523708,-0.0042538651440114,0.118494574172232,0.248715421088076,-0.100171496114884,0.0704408763500714,-0.0416494363988946
progressive,-0.0756748562944855,0.350776499780372,0.22613944135689,0.112904300720745,0.198510866236079,0.250079847837972,0.457124777215096,0.311447316324034,0.236796433788889,0.508284954682837,0.552354401301365,0.543492372716452,0.513608636394476,0.522930417769663,0.407485991192741,0.19257790383847,0.464949112754258,0.3921061953054,0.476918191752242,0.471463429931128,0.450661693397551,0.501668575238754,0.505263245199117,0.534501591344631,0.572120019175976,0.405328287448369,0.450327085290237,0.470831292315803,0.272694744980512,0.214310778672148,0.0140285327645858,0.469714312718199,0.47791218778786,0.486636873918925,0.570168110278749,0.231612467969799,0.531779578432798,0.222314917004719,0.479286484968893,0.450233719281772,0.55149756334714
stable,-0.325257821565486,0.308804631364819,0.20668878921238,0.190126504727658,-0.440835516710872,-0.132132204443651,0.0109254196737626,0.0033436327318177,-0.565131147044619,0.0284100523119372,0.0905154106472354,0.0690808043811344,0.0674581705202326,0.0709240243130844,0.222146336764909,0.0895687498015,-0.0317384108263182,0.5006284403005,-0.0322093850651528,-0.102965677951234,-0.0443200452192238,-0.0219405512245923,0.007825211522005,0.104806273017785,0.0797588904769687,0.102480153141966,-0.0319702544411545,0.159661890610717,-0.24081477503506,0.413560984508237,-0.0557378074289503,0.0207354074062338,-0.0369687190581673,-0.0519251082898472,0.0095204713202082,0.311165400396798,-0.0228393018806407,0.434759702305897,0.0010980441268725,0.0089484070879849,0.0021380073851434
stable,-0.352429773056648,0.270346345828085,0.111379521069626,0.0728162297661015,-0.247894297866867,0.000808431005781,-0.194035235069089,-0.0318608086280279,-0.478990312058489,-0.125805110331155,0.088766388998629,-0.0009198516316774,-0.0457755557174608,-0.0784528371447829,0.0733762663426114,-0.467893303146044,-0.199754791206249,0.170109921083747,-0.0670321788241044,-0.116910020706001,0.0572544334303176,-0.0969191275447848,-0.0582233828499531,-0.0015242265796546,-0.188541304757375,-0.505786881380959,-0.105014858861727,-0.0850096454411507,-0.450135913901642,0.0438421303522744,-0.438226774126337,0.0127670344479575,-0.0938473792675776,-0.133661702221344,-0.116120055632467,-0.0617050905620411,-0.029011567937016,0.278396925182108,-0.0592773358970201,-0.112210242503521,-0.0715014363020488
stable,-0.261485071147002,0.292909324792137,0.414149142064608,0.355580180096818,-0.390384658371645,-0.0201030553622582,-0.0660991154368354,0.0247169169246136,-0.377228006405417,0.0073366185693387,-0.0997941114206155,0.0769823111106543,-0.0170596646788681,-0.0868212180135635,0.0428452075614903,-0.0090155178243907,-0.234371421280203,-0.0016324905447939,-0.133910126683035,-0.274809254048312,-0.248737079900098,-0.0228555245673362,-0.0547067332910358,-0.0390345566599032,-0.123602602314168,0.0852577730838103,-0.268086563720107,-0.108095697964587,-0.36471097460761,0.467885994982578,0.0981785112029792,-0.155310823032148,-0.111076863084311,-0.0503507349793708,-0.0395467230383724,0.245440203882509,0.0606743015410293,0.203557663008547,-0.162862100224023,-0.0842562538194935,0.0818667852214538
stable,-0.483100599626229,0.551892013565136,0.41864040786862,0.450990578642442,-0.47549897218214,-0.117767311258724,0.0078730879855801,0.0251978158683886,-0.574354928164708,-0.0652497309703075,0.0295267192517519,0.322482815405229,-0.0426359627075166,-0.0010280222210598,0.203554273822022,-0.275118525915356,-0.0932851555785771,0.205639195369274,-0.0529656960842003,-0.116558310828818,-0.043071961585926,0.0837393589738765,-0.109387073215366,-0.0363543420052743,0.0327998468947967,-0.257098375598057,-0.0234718891245782,-0.0943850060413157,-0.345024115196226,0.0601372233786456,-0.350350785538419,-0.120120237341297,0.0333152954409761,-0.0674421762595696,0.106650082778783,0.339062395175646,0.0378967880654182,0.393722942531226,0.0054573474424556,-0.111163307426107,-0.0688420561511556
stable,-0.374035446385712,0.444878034810015,0.071521979312731,0.559378082287302,-0.385630869948882,-0.0787119307771855,-0.114763790532012,-0.142618173281308,-0.472238781570734,-0.184707408952544,-0.063426017786772,-0.0054652824673251,-0.0803516950173534,-0.162910068629555,-0.199097198060614,-0.137336165206904,-0.0676460519043488,0.134439980082426,-0.0307202685931216,-0.0421819075610754,-0.0565473947909033,-0.103988795459828,-0.168166577757701,-0.008892812258807,-0.170162605485646,-0.119404045955516,-0.10081058119486,-0.199559091219377,-0.209827714521215,0.328789756702194,0.0338584643476052,-0.14902927200152,-0.0746101750401989,-0.0992637180571746,-0.0121431697114325,0.486078443560124,-0.0355533211484226,0.379470199091313,-0.1212600436397,-0.110552242151484,-0.0743452284156111
