group,CD275,CD30,CD52,CD3,CD56,CD33,CD34,CD45RA,CD7,CD16,CD279,Podoplanin,CD5,CD62L,CD161,HLA-DR,CD1c,CD66b,CD57,CD278,CD58,CX3CR1,CD24,CD11a,TCR-A-B,CD226,CD29,CD28,TSLPR,CD38,CD15,CD71,CD158f,CLEC12A,CD94,CD150,Mac-2,CD328,TCR-Vb13,CD88,CD224
progressive,0.0867746923063695,0.0836502405499145,-0.114471668118152,0.0639240002792743,0.163781976865371,-0.0430303077304912,-0.0124685351784582,0.0352573919683074,0.235526313883853,-0.154830303985489,-0.01448892986939,0.143822476726537,0.0423362393362051,0.0935827992811987,-0.0383405723147062,0.16366723290199,-0.189326965916424,-0.0118664998151912,-0.06352841946488,0.0670500226534332,-0.0216537157625325,0.0676095689790021,-0.0534116282411023,0.104857694265416,0.0206575255570751,0.0524743987711765,0.0946546606837149,0.16303444811043,0.185972658448239,0.115928245478735,-0.0532475369894015,0.114181585385476,0.042236475397055,0.133385250961098,0.188421526951908,0.025497790569177,-0.0498006823742277,0.168094919879077,0.0388153340504786,0.083867227318769,0.0975233161498131
progressive,-0.0180932001818418,0.0701788701048225,0.17976102934015,-0.0354159483684071,0.384757340893555,0.0205150721288632,0.0576893164530338,0.532281626681053,0.427172189397423,0.158133562701983,0.128153248171878,-0.12091355641871,-0.137374150551852,0.0858384505608939,-0.0202578463091049,-0.0255953522814525,-0.0482474538727255,-0.109349689016186,0.545516756851347,0.0383068737498549,-0.187008164167326,-0.196099655735107,-0.149409295511853,0.574478842020429,-0.0635097851934539,0.0875052237471556,0.168143954010904,-0.128670022750406,-0.0284828930822557,0.0660925618237411,-0.0655881772030224,-0.530790761420759,0.0965748014126503,-0.0320481650521931,0.503113813785121,0.0408410541473174,0.0539648465029355,0.359862595743272,-0.091221410014728,-0.19093006593768,-0.0824723420012829
progressive,0.0044349190280775,0.0991560704059968,-0.0239103591689673,0.171218273040688,0.131161665087263,0.227576875288342,0.076039007486777,-0.255076056832852,-0.115891320984035,0.0100272004345545,0.0403465454683032,0.0415843360245487,0.154764228314379,0.118575594393578,0.134062014818361,0.0945317323613252,0.0643593851049927,0.123398764200061,-0.0443568674348352,0.165181704366477,0.085003397375886,0.0896535664358447,0.165628660102533,0.0534554317943196,0.0772250541488162,0.19194001118456,0.267867477126827,0.126690826222394,-0.0427579244825987,-0.166738769419636,0.158782825002289,0.0934087544063634,0.0987427037234041,0.273252108136527,-0.0063447913682399,0.0734961802504684,0.0897513876932371,0.114350954274413,0.055306078760094,0.172216345908868,0.143637185396126
progressive,-0.0480585972625424,-0.0319413964497592,-0.0197670589131291,0.192735982040819,-0.18676103258363,0.0603306984375212,0.0288979280804096,-0.216520528193565,-0.0770450776185495,-0.202716602189223,-0.0493185617713819,-0.0743668228758116,0.235787696422884,0.071174820165563,-0.121073725209269,0.191286211502269,0.0188422624612069,-0.168177760665865,-0.19802874917694,0.350916834309273,-0.0090439861590666,-0.0740323985005079,-0.140261671978812,-0.114871087533999,-0.0089908969700737,-0.122646184212989,0.136520586838847,0.299634768602076,-0.0792483321581032,0.177321483148182,-0.0562569093832234,0.364593013983343,-0.0444415577735922,0.004126319173289,-0.15410215596149,0.074438668149503,-0.251411401476467,-0.0831105738556142,-0.0485794778948856,-0.0620635860728283,0.0858789019605755
progressive,-0.430150539920291,-0.266290740807176,-0.404663921532101,-0.215230229069166,-0.304166607096625,-0.438117974930019,-0.429936232825292,-0.15305567331742,-0.0413304886981013,-0.479150330227317,-0.17944734460666,-0.324462799217291,0.142590892492781,-0.107513549268613,-0.419975769734029,-0.26040616314226,-0.447834479459269,-0.447352369424268,-0.185223741765841,-0.250917772643103,-0.44249338546787,-0.251926164444518,-0.442820241942413,-0.341593220827802,-0.23647130262875,-0.161504617484501,-0.23184494703376,-0.354269563610319,-0.369904202509723,-0.24327592628637,-0.528000341326891,0.047509517882929,-0.416764764922008,-0.580791080275742,-0.199713744836233,-0.303030356111899,-0.0890843515120315,0.0458432090497536,-0.292093398319535,-0.437780315023944,-0.178297122866834
stable,0.047411303940374,0.0787233004934709,-0.135711671384032,-0.093861404637685,0.233725190442837,-0.0556733125335879,-0.0026351370846507,0.451945772191519,0.363845253624155,0.397017571494916,0.0634229167807126,0.0351493728771475,-0.137819617435338,-0.195390939364898,0.0345945679136856,0.12886801515052,0.0646962881079938,0.130295863070331,0.0617313626441622,-0.007893847406132,0.0494982881776851,0.0621791858435982,0.0243157432255738,0.387729573706875,-0.0213121614916693,0.106263505564578,0.164807780717025,0.0292909905250689,-0.106377026246617,0.382992186945497,0.206040595718774,-0.0012106537431322,0.0349948642138012,0.0803374404569255,0.0374156855302883,-0.0015546560734873,0.0030618479504045,0.202252746075334,-0.0163750421155675,0.0436978829576826,0.0645803432183624
stable,-0.0603503160717042,-0.0897054473888546,-0.0962495693550754,-0.222932048705464,0.342477420799659,-0.202590744889716,-0.13759418630721,0.130655392857556,0.141299765930826,0.229855844743716,-0.139971976024304,-0.103768523150802,-0.341895589904243,-0.145816259420831,0.118875802248141,-0.291991504446403,0.0118185914527838,0.170457903652547,0.150098039902141,-0.367900756320626,-0.0789424776640243,0.0405957749104102,0.0070730824266817,0.181423211948937,-0.130032192249598,-0.114834702553389,-0.388628758313996,-0.264650574510423,0.135886734783863,-0.108135271758371,0.153221949171858,-0.530326341060935,-0.0311188945552179,-0.0080643374019638,0.163329307568265,-0.110912767381446,-0.0017175677877786,0.223665163704989,-0.0277664876034465,-0.0293240056595854,0.0106264441208229
stable,0.18733869528866,0.0475801658004526,0.111743165529334,0.219204904043988,-0.0727721044643097,-0.11231598311151,0.130205784472809,-0.148743031243516,-0.345862045288284,-0.203577892130813,0.195863383382162,0.0734133291276255,0.167250609155473,0.223986349687836,-0.207483341088231,0.129527121512697,0.176073538363165,0.038688498983985,-0.0741164985318439,0.201690013042798,0.0882114421226205,0.149673360168808,0.086229979078579,-0.123535735714091,0.100345015587778,-0.0793699929860809,0.185748969411826,0.15049450723588,0.440697818472245,-0.0899980755305281,0.0040064495130274,0.350772157902426,0.0126295695567016,0.0548979680653919,-0.0804767720603458,0.142518932829141,-0.0052745797602813,-0.29629108117343,0.106262304881107,0.173101193559257,0.28661247075748
stable,0.294167440403538,0.139967706365776,0.178674905733835,0.416102960234556,-0.333482354178734,-0.0597189767909211,0.0542864456090901,-0.315427275205199,-0.358832985861785,-0.169394102408564,0.319116547550796,0.114225274691113,0.421248334489133,0.178926740184322,-0.0756526989757914,0.470584760034196,0.148789826733884,0.2112677709476,0.0089376084304549,0.518190587568986,0.04836773141002,0.105090915523345,0.078607218983985,-0.0341867931795261,0.465684464107239,0.110720197825073,0.211169986892221,0.377659488762431,0.098135762781019,0.107309761090441,0.0741377405213761,0.471741097163742,0.1240492301949,0.0226290643322089,0.0349184987569724,0.116789602592184,0.101503286646439,-0.228224473498501,0.14439488328202,0.24257628332351,0.282868100450243
stable,-0.104345223358027,0.0222191619440785,0.140373003740145,0.0531982864276484,0.37428888901353,-0.11205346748426,0.075377894442384,-0.0789837326996979,0.305281167732327,-0.168122833723914,0.0119264620286168,-0.0943729805448818,0.0174678836646701,0.217615231456635,-0.0719937465427782,0.098997945455637,0.0596179413484571,-0.0606781174512651,-0.165109792129237,-0.0790063441930564,-0.0283109611012847,-0.11297266192537,-0.0359075261984496,-0.0385756725389961,-0.0355851793318719,0.0220464990208609,0.0506843751672025,-0.0745253576457915,-0.013068041654071,0.0727155567807472,-0.111042614732996,-0.0907260827437105,-0.0008764228457798,-0.0613250807869621,0.352732209468074,-0.0283375992500759,0.002111394024153,-0.0149299264744964,-0.0601882602528159,-0.0503987129553747,-0.0641023413925213
