group,CD3,CD45RA,CD7,CD45RO,CD279,CD196,CD185,CD62L,CD223,KLRG1,CD27,CD95,CD57,CD278,CX3CR1,CD244,CD357,CD2,CD28,CD127,CD112,CD30,CD107a,CD35,CD235ab,TCR-A-B,CD83,CD226,CD26,CD304,CD305,CD337,CD99,CD150,CD88,CD224
critical,0.222011891068014,0.260857697600286,-0.0770564277968451,-0.216347361420182,-0.178425132914106,0.169194713522865,-0.219978659289731,-0.0324167691397045,0.0102635640215161,0.145468824014681,-0.0677430341858681,-0.281153400438588,-0.0652203589643779,-0.16256799056059,-0.0505466769488092,0.208363610975203,-0.0392537753201102,-0.0897114661575297,-0.0965098237271409,0.192399525331021,0.0631873725331067,-0.0826164604354404,0.0822913827100053,-0.0016329965402333,0.144555791927334,0.165491144588941,-0.0131590901214195,-0.10121409551259,0.267816677409352,0.0119514258694796,0.0875304986751637,0.0353174277924106,-0.230919630189183,-0.245485637157415,0.0827308344015319,-0.233970160405507
critical,0.338165271522528,0.203298351653743,0.360063509457985,-0.160749844525288,-0.231028096130223,0.119942313827403,0.0920324162182862,0.38097440754966,-0.141778790880923,-0.318584409428536,0.607518875121803,-0.359883524248677,-0.169410204173617,0.0245246256775112,-0.0844625926798002,-0.34891759033221,-0.0973147141788706,-0.398395734668205,0.0061876768925792,0.0473396311335264,0.0406165043439584,-0.0101316320726959,-0.11800773924586,-0.065910182220954,0.033832373108368,0.404948504527411,-0.0017690821252669,-0.257822578336015,-0.0326664910754247,0.136211347152243,0.0228362862074835,-0.0128129661264295,-0.157523732582541,-0.225957204497135,-0.186793015395537,-0.316466781856385
critical,0.220024262375841,0.29227310680769,0.152561980678232,-0.369688395524385,-0.257333555476169,-0.0269076902323061,0.122027945504851,0.513259403504026,0.0100288769243753,-0.0214961797983974,0.0338609276888778,-0.366663356546501,-0.0061258657217948,-0.0490206010004156,-0.0862240700495416,0.112746023063653,-0.0809215439327819,-0.302400930782812,-0.237310989454504,-0.197693243890242,-0.0514901785430164,0.024410250592493,-0.0517139627169996,0.0623968825841771,-0.109290346040358,0.182663458552011,-0.165863309573785,-0.182345236547803,-0.14844087635248,-0.0659636566501946,0.205017271778177,-0.0143416973689724,-0.213636244458257,-0.287897797404179,-0.048158019038774,-0.0886334159037175
critical,0.111121092792772,0.037298863870316,0.0098008362128693,-0.0530659910967466,-0.165641904463841,0.0634338965936923,0.0169696091420924,0.163794593985716,-0.149016758622284,-0.327803718553563,0.153733866271411,-0.0788832542565049,-0.12261692047283,0.115594481682005,-0.102961408302676,-0.143274639237253,-0.153348864127914,-0.287930639357266,0.0746690153443323,-0.131118887048459,0.0465223233366629,-0.0661992500459742,-0.106720554019074,-0.147832789104514,-0.0535776978316712,0.0561336221975104,-0.0011469519897349,-0.275633773297437,-0.0878724600933727,-0.248480974927032,-0.168688985159196,-0.171273790022366,-0.132081182589583,-0.149067848997558,-0.0815157044040537,-0.201419646724279
critical,0.0825888405410773,0.0327593868908593,0.0445538584877692,-0.147553476150702,-0.315648321253792,-0.192165524540755,0.0743081604769057,-0.103945872518771,-0.0912511008736098,0.0466484392182219,0.137705294302265,-0.169626440312276,-0.137914303196638,0.015248582050402,-0.0812862524679447,-0.246895433862774,-0.0631645705197874,-0.177973256530949,-0.0895366122758472,0.0650574733866527,-0.229104277457706,-0.0392449059217871,0.0052294493150179,0.0248257935983673,0.0326866883576338,0.141490995877195,0.0479359189597629,-0.344420137125822,0.0171050788491329,-0.201609478140689,-0.0426648951909318,-0.0755029682716278,-0.35570632743234,-0.196243503035402,0.0261968546799548,0.164602510151177
critical,0.0726817043880457,0.116446962994539,0.419476976998022,0.134494118904585,0.290925448924983,0.0009696981062898,-0.0820046012369883,-0.117039191249501,0.263042938872916,-0.034667205417831,0.269284155100783,0.138115368729206,0.179500741165765,0.493996027293634,0.253640292606141,-0.0339890945865355,0.246041026273137,0.242437858013537,0.33126459602758,-0.175415743159433,0.133533901204447,0.113167000889061,0.169749009726528,0.118535184980142,0.304653855436244,0.0136996577246572,0.165067519132898,0.0223954206898151,-0.12185841050821,0.306716399426547,0.0622989362287223,0.210166895137875,0.0104993354269345,0.232488759182993,0.0991338825820319,0.0224277555419351
critical,0.40014030735815,0.244071581197366,-0.0323014695629036,-0.0919049799981587,-0.257377414519318,-0.235495677194049,-0.269349214339379,0.116000287625247,-0.299044219721691,0.326559740609345,-0.0642576587688531,0.0462121102775201,0.164060581046959,0.0540002732181908,-0.173709287207921,-0.0229461908135696,-0.277653271726988,0.410276081965255,-0.276552624051274,-0.518917806114043,-0.253883832395472,-0.282071266258092,-0.217138135203822,-0.131170727232883,0.429944300108331,0.34231876979772,-0.286699433946325,-0.0020695447867802,-0.466727267643919,-0.291712484471649,0.132599954384144,-0.250490212191084,0.18407624467447,-0.287782377479916,-0.329263804115931,-0.139331273956514
critical,0.368547570390558,0.537835301898252,0.365204007011828,-0.525049191026535,-0.296798110171685,-0.0403479457292969,0.101109593335827,0.0471109355291173,0.0450686465443385,0.214245265393803,0.0101560274198388,-0.53961566561742,0.102373296648972,-0.258996920966098,0.064570215052462,0.0431528864398329,-0.0024219051063811,-0.217560521868807,-0.350585353394147,-0.0496647676576605,0.105928515572818,0.0428670205785651,-0.0041959416419102,0.0979909576149945,0.180500255416514,0.339155242152304,0.0328870507998279,-0.168776842400682,0.201956642607618,0.0668492197857694,0.342146547113164,0.15164818180813,-0.298218415188679,-0.231612539323652,0.102322290604949,-0.188810014706846
critical,0.0424673891669882,0.40267980662968,0.255969164193637,-0.252816332848018,-0.0743507695570859,0.633192790559713,0.508894326704918,0.114549989461156,0.566024359458691,0.167240498629795,0.169540637151409,-0.357718767468317,0.30483757081904,-0.34782619036483,0.534464533573604,0.417143875618451,0.516584912642267,-0.15441178208026,-0.140425804261507,0.122553132781694,0.593295034173639,0.546543376217877,0.531467030298239,0.535798630892134,0.54745444754377,-0.0374762850517374,0.561317936172787,0.305402403693733,0.35176189612558,0.51316877491103,0.303411604935383,0.521848263159608,0.445881122109832,0.025427828454651,0.519219595907562,0.0842094377914051
critical,0.528001642515638,0.601959613398941,0.402240202865175,-0.226870655922342,-0.200301000754735,-0.139403606272721,-0.12363045565206,0.296861599457178,-0.0818231048534324,0.0245686730600488,0.457299978834619,-0.116601815068181,0.0590361795703046,-0.0808200326586887,0.0033156084476104,-0.0484176997031596,-0.13353463413446,0.132847519909515,-0.0734044026339703,-0.0873976850233396,-0.136701788192847,-0.0493294580893715,-0.0688343086029043,0.0524035623485417,0.53993726151845,0.482200619406148,-0.115798294714505,-0.0966018035283641,-0.0792249994689432,-0.217804711054322,0.197525633318532,-0.0773691349352441,0.0506408926153836,-0.21697833445863,-0.225749075740694,-0.206129844280663
