group,CD274,CD275,CD45RA,CD7,CD45RO,TCR-G-D,CD183,CD69,CD197,CD161,CD223,KLRG1,CD95,CD141,CD278,CX3CR1,CD24,CD206,CD184,CD303,CD28,CD127,CD71,IgG2aKiso,CD154,CD269,CD326,CD324,CD107a,CD272,CD178,CD29,IgG-Fc,CD144,CD1a,TCR-Vg9,CD305,CD158b,CD337,CD336,CD307d,CD138,Mac-2,CD23,IgLambdaLight,CD360,CD88,NLRP2,c-Met
critical,0.050899748751966,-0.024051484451241,-0.21469240216407,-0.0568730929499543,0.0664884836863426,-0.200660044216307,-0.0832481777147726,-0.0545580821164979,-0.236211987482301,-0.113684599377952,-0.243724375531552,0.0883685000828084,-0.0750024232727193,-0.190992079351466,0.0884739942124058,-0.142449725946644,-0.118949157963618,-0.1225832851487,-0.357270000702311,-0.122552012724465,-0.0707033612729794,-0.153401645259576,0.003872353634478,0.0345331168962767,-0.205202160905458,-0.145150318872775,-0.29226000390293,-0.148323056144525,-0.0905654600592606,-0.0603087231926318,-0.101261184417071,0.104837856000415,-0.15260929911665,-0.192067420413198,8.86774724951698e-06,-0.231145688481305,-0.042341236490192,-0.145774817825647,-0.1887093214919,-0.174507991240239,-0.200135912803421,-0.356212055995214,-0.147356484967073,-0.0458499155149179,-0.274654633890641,-0.232433724336464,-0.0758998480747999,-0.1841598844302,-0.233125201333277
critical,-0.152481212270519,-0.135612412488205,0.293686892691819,0.390269475978159,-0.131893787647502,-0.120012180466568,0.0249115746764312,-0.0008967544174218,0.0887745245270108,-0.298821740869855,-0.0506869300323985,0.0680154094654079,-0.144582058763011,0.0190589325250963,0.142346942906498,-0.150904087426805,0.0376148998545727,-0.0517515850155573,0.0587589345972319,-0.0359131313358498,-0.0587467875069998,-0.196050098099919,0.158601851590206,-0.0505886663295637,0.0398860863260259,0.0213902620270943,-0.0025882486955176,0.0331895253781942,-0.0127536853344993,-0.0381984617365164,-0.0626830674148514,-0.175175990749173,-0.0778882007791168,-0.0958144846796347,-0.0150593348097614,-0.0587638299717358,-0.0090578875017337,-0.0868338900316293,0.0411230375283035,-0.013900536956793,-0.0447990346991116,-0.0515633435657019,-0.0222313945670832,-0.0248281680861225,0.0909269629193157,0.068985001585542,-0.0735001719683196,-0.101272660971206,-0.0966094203624452
critical,0.145763682495089,0.0348365894715571,0.192023131553407,0.064118222988585,-0.0509384903694144,0.204612655125671,0.222973113379607,-0.0323863726487944,0.105308325158297,-0.14640010201948,0.142012661086882,-0.0699370717187363,-0.0651130047107947,0.206677426780797,-0.115582168875171,-0.0026309580940661,0.0510831279107057,-0.0055722472934132,0.187596080217701,0.179909864438946,-0.0348903110244578,-0.066435885196152,-0.0415967256237902,0.0805210850862214,0.187554680363405,0.0898933321176257,0.0474578149205143,0.184887602116867,-0.0088990727921654,-0.122553536154807,0.0097111208078484,0.0446014355343122,0.0592722085824161,0.0670185876945079,-0.101557947197652,-0.0125730112641676,-0.0729531863415417,0.0306880488453501,0.12188362352495,0.0749648135037361,0.157666759627643,0.0864742282986703,0.0252566946016022,0.167252599616576,0.0654104079542812,0.0528349771793344,0.0851178745057931,-0.030966584308826,0.0342128241916502
critical,0.305502820301755,-0.135504911471425,0.289237106379379,0.329411854762215,-0.449868362122248,0.122592233544285,-0.186278514578681,0.146247081771612,0.216900154009819,0.272584843579653,0.062916718792286,-0.0522472119645823,-0.294823796330086,0.0275063401272127,-0.189419380754072,0.0756383945597286,0.0063702354346409,0.0870961197015137,0.102969545818799,0.0746924553191027,-0.0017548457126261,0.159292228886725,-0.13633680184662,0.0885485761528688,0.0790051770774989,0.0478247268599505,0.206312899011368,0.184849628288042,0.13868408994518,0.0254135568004767,-0.0087498365445989,-0.101069957626641,0.157442171257055,0.0921041894001271,0.193915830971859,0.0437025837669465,0.0876128822673165,0.158475004292047,0.104330202030721,0.0692628765784927,0.046163601216688,0.181679085990906,0.0013608004417688,-0.121672003160549,-0.0114953911220494,0.0275447440486165,0.141621206828015,0.0802384684534017,0.0674054323793111
critical,-0.142948776759758,-0.0319991072567753,-0.0003406226866738,-0.0120951425649312,-0.205010111884667,-0.060296379869857,0.0307468533139124,-0.0374282447048178,0.0648272179383182,-0.149872041240156,0.022339905367937,0.283299985882562,0.0712047953210477,-0.172169590827402,0.267029079861397,0.0662272455366322,-0.144521601687825,0.0182764132122755,-0.1458313129281,-0.0745685288250075,-0.285554949374278,-0.553622836280633,0.227631046687265,0.266934436650658,0.0431631662660024,-0.0722559280414439,-0.030037022971871,0.0175471929727633,-0.197560759464425,0.0601623235200655,0.063578801429333,-0.183834551177639,-0.046640584075446,-0.123503753192894,0.0653062188630315,-0.0291762297732551,0.0167268203035349,-0.03561672760059,-0.0572963369521203,-0.0472965638647444,0.028200362957116,-0.118856473064629,-0.0767340545798823,-0.143030465818104,0.108267059463109,0.107009790775494,-0.0412835123588343,-0.106064301440364,-0.0316068610395726
critical,0.0684129475603608,0.100333675375577,0.113698536301575,0.433929233899135,-0.12873423718344,0.0901163265295585,-0.0027166040638133,-0.0959928590777126,0.286970386537143,-0.134238782723787,0.109762030266302,-0.0119508534114544,-0.0732100401865641,0.113026933200983,0.24413475375114,0.0570000963367938,0.194927771668123,0.249654771413727,0.201797158308771,0.269285017090466,0.0946143063408826,0.0587714541015809,-0.0879390005295744,0.124105965001354,0.13692416744728,0.132903238224369,0.19348134230255,0.134489005260317,-0.0361947955962098,-0.0588192123865465,0.203084424484187,0.0585566850460642,-0.0434012820176068,0.0340676864569663,-0.0830870591373257,-0.0336922023624752,-0.158228895764729,0.156497872322395,0.0765749626738458,0.132551581656323,0.128951288838187,0.114814757421857,0.113974286030968,0.113152870801708,0.0915378351792545,0.0354579760969096,0.0123498042504241,0.0154662889115088,0.198600044152284
critical,-0.252248827896974,-0.107624180612013,-0.0302508313548892,0.184388379309051,0.232547992221762,-0.237150569585856,-0.174661466132075,-0.0350236375331455,-0.0904946872534477,-0.243262840294117,-0.267792108727292,-0.680278625754207,0.27773415650501,-0.238209111416957,0.0708955406485303,-0.262698501741872,-0.242323140356353,-0.261106135029223,-0.161355048726729,-0.251094956013161,0.425905840898478,-0.178631955648342,-0.0987967491290709,-0.249606864910753,-0.260894902667883,-0.281948668117043,-0.111077383408939,-0.24963778395926,-0.200773173169771,-0.22960542451688,-0.301437298428805,-0.0008200938360749,-0.179096384429459,-0.279095533348564,-0.259144170475966,-0.26103615301849,-0.322154953390647,-0.314519475799181,-0.239285581433605,-0.267489383105113,-0.267714603846358,-0.221664207661941,-0.285125728521596,-0.260875386236174,-0.220156724220182,-0.329363067154566,-0.317791436699131,-0.224421714077717,-0.300532334318862
critical,-0.0839158827480072,-0.107792133170954,0.0296919215704455,-0.112642371577128,-0.067070535509253,-0.122082383194564,-0.121973991039594,-0.207376689890799,-0.17441551747664,-0.0651315634777297,-0.134019672704431,-0.237721354827009,-0.152144895449167,-0.144259283733701,-0.112646152139713,-0.111175338276771,-0.140902954208908,-0.17163176350237,-0.125786978217805,-0.102110768323184,-0.163362512298963,-0.342153437906766,-0.159164638560158,-0.173190660540926,-0.157796572008909,-0.129259703095759,-0.0366958341022912,-0.167903128855059,-0.169341279099765,-0.0183413592563819,-0.151245071542638,-0.101584264366672,-0.143041899506955,-0.0945948785003839,-0.122161795312564,-0.057388814349614,-0.145872092104572,-0.151622170216605,-0.123106165199825,-0.0536073728900318,-0.166608179285897,-0.192982055481508,-0.135828341652465,-0.139233051166265,-0.119834884882044,-0.0410055008067499,-0.172877781815419,-0.137276126439354,-0.178624247778096
critical,-0.675014406435415,-0.610168871612935,-0.724728792143877,-0.497922383433748,0.507529974010092,-0.663030000782221,-0.617439986530762,-0.692189686153153,-0.757135709317175,-0.623108270953109,-0.678920900461137,-0.479525631273507,0.646905401162459,-0.641216886604226,0.167981543504979,-0.67837252008299,-0.629573073834471,-0.641761210468484,-0.62344238556695,-0.619712017876848,-0.0483899730901137,-0.395776622419877,0.0351088776680092,-0.633037839614961,-0.710056724260201,-0.672441754074625,-0.669039833008788,-0.708835672688321,-0.701702563440644,-0.670562525257047,-0.630698645606535,0.123423036545551,-0.626076089987665,-0.749347786214294,-0.699176182184648,-0.686325208150037,-0.647997956414598,-0.607710524882568,-0.615887813653899,-0.66571776964219,-0.694589776609635,-0.653385550653179,-0.611170440665423,-0.651594751418629,-0.625335246786668,-0.619921301396652,-0.643499618177427,-0.724726368772852,-0.607374883550928
critical,-0.522418768109508,-0.230493361556599,0.285179549044922,0.238549567929355,-0.0706396887202615,-0.473926014233093,-0.381860370838768,-0.240624318625583,-0.280557808560345,-0.523662818987836,-0.500712418552806,-0.256109265958112,0.0276064804818019,-0.417581954199409,-0.0654870398020364,-0.419841419024181,-0.40866752410435,-0.473692248626965,-0.363579481961972,-0.524752714650496,-0.0338353052326675,-0.459251364592656,-0.275154581086568,-0.381785002556042,-0.452988905594259,-0.485456641788089,-0.284320843496471,-0.441849160910517,-0.441652471395014,-0.394034848113483,-0.513262259092467,-0.115828426289293,-0.361939682489015,-0.501098599963868,-0.382185423707879,-0.475339963988998,-0.0502621818040452,-0.460267874485704,-0.502070657784426,-0.480892162579145,-0.482054356468634,-0.43618852643367,-0.488339593436322,-0.437154510813268,-0.499098122503485,-0.460083746503317,-0.525756939656804,-0.438503554622891,-0.443324669953129
