group,CD273,CD3,CD45RA,CD7,CD194,CD4,CD25,CD45RO,CD62L,CD197,CD161,KLRG1,CD27,CD95,HLA-DR,CD278,CD39,CD244,CD2,CD18,CD28,CD127,CD71,CD47,CD49f,CD11a,TCR-A-B,CD226,CD29,CD26,CD36,CD99,CD150,CD82,CD224
critical,-0.510692914081158,-0.165825112500288,0.255784975324196,-0.439624599736252,-0.555990110738274,-0.61411380510293,-0.628628801604979,-0.570893898269474,-0.0318529992416226,-0.17397253514957,-0.151670920945113,0.483621506136143,-0.497340353371103,-0.653840406451786,-0.248583805991595,-0.666008896179554,-0.50100733772055,0.0988494400994083,-0.107963838297986,-0.0902822862115796,-0.661176022514971,0.0768593864069026,-0.462192432999411,-0.115924163750295,-0.11727095893568,0.0024068148625758,-0.173941043836134,-0.0025981690024551,-0.116195364169673,-0.168551511337235,-0.0446094169642747,-0.0513360230500667,-0.488776841586336,-0.464852241713795,-0.307780758210463
critical,-0.349647719948184,-0.398692064143266,-0.288535251623861,-0.291798169752348,0.147576029292495,-0.0240024567009182,-0.274567481691209,0.123756567501149,-0.581418798442376,-0.556214325497411,-0.019593438562763,0.235290490625653,-0.295963481981997,0.468329100635067,-0.0599545174437597,0.0523895747816173,0.130814929649419,0.0608145174257336,0.354747807271217,0.405600728757977,-0.062230970056326,-0.410686294700133,0.0936592961332742,-0.456805681169319,0.31608458588789,0.367122533086502,-0.335714370765618,0.299528534340597,0.271914970715134,-0.396371255839514,-0.0654540833700566,0.0713441814664632,-0.023310518471112,-0.0064199903003083,0.312273924111983
critical,-0.0696085662399787,0.640990947868791,0.649449865868296,0.361421074141595,-0.19677571320848,-0.0853306509883926,-0.127941858133187,-0.69951911168274,0.370438501707421,0.33060516650045,-0.204219293898966,-0.174423140117123,0.337085075254354,-0.678563200783923,-0.270126769627272,-0.243087380486636,-0.109934638487365,-0.218240404476526,-0.432541190763023,-0.403539443053059,-0.323086467566795,-0.195319752436906,-0.195868205098707,0.0918627628516429,-0.489875360996932,-0.571069535607638,0.629729938473165,-0.479148581794468,-0.468067861133257,-0.139380293233778,-0.154798285460894,-0.560004898621486,-0.337846441654819,-0.502419098273305,-0.463576852602925
critical,-0.0029497837036651,-0.130930186316358,-0.0712719738445774,0.0710731352519223,-0.268379704997615,0.189617438016444,-0.0901442320223144,0.0472512185050366,-0.269932108060979,-0.0103920288849943,0.239315609200159,0.313798345852814,-0.0854488399271913,-0.061332973948418,-0.286754938747139,-0.342714728948061,-0.397142537527267,0.0083120423816528,0.425406740977163,0.204002303054699,0.115326610710076,0.503993451610831,-0.409882012480165,0.152874742612763,0.142090300251707,0.226131524336828,-0.162092839649758,0.214438080732553,0.0817569525234099,0.588000442524986,-0.09284774149906,0.28324840148837,0.180813259700994,0.0954069355326797,0.138299158554789
critical,-0.202680236090757,-0.150397636173076,-0.0226343775294786,0.153580976919112,-0.217816269272579,-0.0961530280288557,-0.126103797391177,0.0703799092625117,-0.157721264467074,0.0124117288483744,0.0071253860066919,-0.390600771798549,0.0903476472899144,-0.300798545322642,0.076436048202243,-0.510929723819531,-0.0627831198644901,-0.168220590359921,-0.0300751898027516,-0.235443624704815,0.0335070441564868,0.47677311048716,-0.302495836458673,0.268425933696667,0.325961489775998,-0.229993808210347,-0.0611677771206293,0.0397047683907963,0.0465911353203138,0.367456940254294,0.0462025366955305,-0.161393712140475,-0.201371491091107,-0.0211532556171009,-0.0612735845557845
critical,-0.337909879101506,-0.255634534153948,-0.165425336112751,-0.0643694175583444,-0.0719738014407464,-0.126366586533205,-0.122518262539696,-0.102524133204654,0.0987410805814386,-0.322889038976647,-0.148795436556453,0.011340484140255,0.347208776833217,-0.221620433212425,-0.138101267683302,-0.325838976128104,-0.0975699554920696,-0.142202879482789,-0.19014906653512,-0.0844457704683312,-0.312227210924912,-0.0047750154584105,-0.140374402559054,-0.127423265706064,-0.0700696117801191,-0.0806125199234175,-0.115623349182251,-0.119392339084476,-0.149730354603514,-0.0575420470931561,-0.0336430212169764,0.101117760655376,-0.199603459091559,-0.0060785191812806,-0.129948794978929
critical,0.225845014245212,-0.168986163627694,0.137939781792088,0.0456428674024373,-0.364539399698173,-0.139773780551482,-0.047702410976795,-0.259774368889512,0.176784279622328,0.2518071480907,0.222488433528306,0.335468882949337,-0.255975271235766,-0.290740390918404,-0.0377363575207589,-0.0732246079581456,-0.135763550035702,0.205298060316732,-0.0703734393741594,-0.0704286221053878,-0.245281264760024,0.25696289367513,0.114571479353987,-0.0178424971844695,0.0200265007885088,-0.0265073008487902,0.0055293154514386,0.238493298562967,-0.0772125039022757,0.166535529956967,-0.142573798985473,0.196175984316522,0.184631543978438,0.0573147656235362,-0.0317030613375373
critical,0.19983060418469,-0.278377247667047,0.0041589628776572,0.160743489880156,-0.0547881745277188,0.279839506547471,-0.0908692289769174,0.177736547569446,0.0504852493904193,0.194560290874498,0.100370336746911,0.247451297879424,0.28875260109773,0.161133457928788,-0.0943381122044425,0.0961014159087174,-0.0645806115282828,0.154642140715699,0.270848483906083,0.385339528340209,0.230429107194674,0.403427284083692,0.004388560923573,0.37927936326118,0.17022386096199,0.332525927057696,-0.354339246430513,0.323794208031971,0.138790550227309,0.318609364021905,0.0911798903771542,0.354245796207524,0.235265880338799,0.239189755499729,0.209157410271462
critical,-0.0763787441863353,-0.120166103983685,0.0617774379428927,0.252880905136081,-0.451250670145118,0.274484238213177,-0.425387202463578,-0.11905609670704,-0.555081263631131,0.115825149262314,0.131287186792986,0.227893369318102,0.0115325678847733,-0.380483766922714,-0.72711405742751,-0.344029997291271,-0.564685568134336,-0.133619183868663,0.0847960247214944,0.0389849015490465,0.151930283157931,0.414165524240944,-0.688014989148342,0.440794582884549,-0.339636062477961,-0.117738211341723,-0.256404203423596,-0.0878847305386625,-0.150109098501345,0.156602260669735,-0.0984053662549188,0.0403297636385589,-0.0635695711366276,-0.151227638976835,-0.219965978546801
critical,0.0590383776383496,0.20790873941861,0.205255507321722,0.210720637439214,-0.327016849072266,0.223707409267477,-0.0653413713442047,-0.164402602726574,0.30984173034041,0.253266907928964,0.198083006960965,0.0157649874568557,0.251293479091675,-0.270363408919877,-0.202814931164613,-0.293341333028286,-0.0543431363480849,0.0560041531020318,0.177648068693776,-0.0621229855739493,0.0190734557913304,0.601857143783436,-0.170437789123791,0.339368361050429,0.165390578904423,-0.0051870571382736,0.22595976965475,0.0637054172159065,0.0441099749312559,0.409289739572452,0.0310666936551821,0.0870019181102361,-0.0186073670539116,0.185854979351416,0.0481511560565567
