group,CD3,CD45RA,CD7,CD194,CD4,CD45RO,CD279,CD195,CD62L,CD197,KLRG1,CD27,CD95,CD57,CD278,CD244,CD18,CD28,CD38,CD47,CD52,CD49f,CD11a,TCR-A-B,CD226,CD29,CD26,CD49d,CD305,CD150,CD82
critical,-0.348476259348669,0.182248115939916,-0.605579403210839,-0.231867890616371,-0.663516960526635,-0.246157098808033,0.121165163116974,0.191196727923077,-0.0692732262268032,-0.414045290245769,0.822205898776455,-0.725701793837077,-0.151581341820899,0.668574727547475,-0.428298367759847,0.499901536665498,0.193061248056014,-0.723612149572785,-0.0502477124448841,-0.461749904226953,-0.552286935299206,-0.236778837634778,0.382480791201429,-0.275278156705765,0.272111964406282,0.117594028464874,-0.604267219866257,0.217456595115756,-0.0620746157623807,-0.141853771878864,-0.23092381202182
critical,0.522693945873432,0.541456984560538,0.412036284507181,-0.176815663204404,-0.25613699278975,-0.364165894862359,-0.275699840884291,-0.095136401309071,0.486175196554961,0.533586942617155,-0.057504200153215,0.425477873315621,-0.627124408915138,0.267924506916278,-0.117540341874793,-0.065130993832276,-0.465207972705802,-0.287965519123459,0.389641677237492,0.26926998280714,-0.0701317021129959,-0.552167147888463,-0.445938900995995,0.636056537714935,-0.259643420490061,-0.518265286063887,0.0620511527752702,-0.164479257933951,0.344423822841263,-0.298334121562623,0.0034196569955471
critical,-0.176613679771407,0.0961034198520689,-0.103893404594064,0.0461711933119198,-0.141440693096547,-0.153692401286328,0.0736554827015576,0.183264044845765,-0.165676270378625,0.114003969685882,0.126608818459966,-0.252342968292201,0.0247429855326734,0.225312009421903,-0.251983703673684,0.122387086123723,-0.0819069234538586,-0.13350411110556,-0.105041383369586,0.0645235402009766,-0.0799460266607546,0.0272155408182155,-0.0171822896463183,-0.158936216106257,0.11825464416519,-0.0648090918960176,-0.0089074588264975,-0.0041195347904028,0.0141311240969909,0.0997309899529357,0.0344752174614564
critical,-9.47539931602638e-05,-0.432548366370933,-0.214629281048245,0.394800891937167,-0.0780158744082029,0.233638729431659,-0.0296515788540301,-0.150279917939334,-0.0721338303495022,-0.375606267704241,-0.299953815157438,0.0991032007104091,0.399754550335157,-0.300025979508054,0.274858014247013,-0.170512681516302,0.0065216645898083,0.131744436376571,-0.0737207373820397,-0.231023858387323,-0.0372583163916249,0.086351974547993,-0.0337662856041392,0.145650569386808,-0.0228732631963535,0.110349300502911,-0.466895098865783,-0.140802885811654,-0.296452908943116,-0.0697401174666619,0.0367749088780202
critical,-0.0641864031224903,0.322407888503983,-0.0288711736366296,0.0789600026634022,-0.04127897591075,-0.205401726234017,0.377282683756084,0.409492469540162,-0.0303818181134229,-0.0953837528587843,0.762347834927134,-0.420632697326584,-0.161198326088479,0.24968286745156,0.140244361059088,0.210693355395543,0.462676084713935,-0.397341601391142,0.0317876858118292,-0.18517242502832,-0.293157617128789,-0.20147436905929,0.506508006474506,-0.0678201566736258,0.139775427145901,0.0304197120904416,-0.098143476303611,0.0566672376193513,0.315176581450407,0.179675501759083,-0.163875966593054
critical,-0.148372327216825,0.035958582566284,0.159812510113347,0.0893018070288565,0.225337601588723,0.299549078133897,0.517897686465136,0.102247042272722,-0.267344471031793,-0.0566839857237584,-0.006147922369327,-0.265659754089972,0.345011010988673,0.242525954780499,0.553023231296833,0.128684991591601,0.349497182892365,0.211869093808028,0.534913872668217,-0.201796809331005,0.117656386282662,-0.195722909567039,0.225665621914394,-0.203873813123017,0.200193748769515,0.422517304242663,-0.175630096891649,0.397196721701356,0.143806784590229,0.167211746993993,-0.044963423045299
critical,-0.0459307294066034,0.181048633926169,-0.257311356357445,-0.362628647963563,-0.143766009280994,-0.28676229533863,0.0779829817876762,0.507044600248215,-0.178526287875148,-0.153953368938674,0.842392765390474,-0.593154742680306,-0.244570395811939,0.549051243721701,0.0122990913917393,0.237208776963592,0.26711516464023,-0.624420822967809,-0.0530254898134181,-0.215814041089568,-0.270889061753286,-0.12804850717518,0.516916949299856,0.059679407061857,0.295270641063649,0.104834313748364,-0.316503711751046,0.352454847810258,0.386478124865309,0.027363232992816,-0.217700534937483
critical,-0.30351403715115,0.187674042487596,0.0423863833521434,0.183292960129445,0.0331738894075364,0.153223130854643,0.247755055269077,0.247394644740989,-0.162910145275597,0.193481969112988,0.134613823430474,-0.112283898178648,0.202340840689129,0.255722598111511,0.203523247826899,0.194798285507993,0.236357611511757,0.17177545874265,0.241817314427723,-0.0357511567879715,0.0634358936727284,0.169126641086321,0.0833291547070009,-0.201038682030391,0.268106015076562,0.135259252276813,-0.124287150440117,0.0386059769054038,0.191155918708656,0.232356536968099,0.124983109424312
critical,-0.247686895476736,0.364854465547564,0.309894918506357,-0.129132602839947,-0.197770932760077,-0.398079000642962,-0.204672134378836,-0.0192651724436085,-0.0309498418730453,0.224885919930415,0.158931886206739,0.45714147955622,-0.426488036653476,-0.0183779943512062,-0.159796002190118,0.307656982074822,-0.17966436279637,-0.076736060267901,0.509946829142617,0.157841697556991,-0.129246463258643,-0.24645842020652,-0.153024032500645,-0.069497161519994,0.411907785642071,0.108054724079937,-0.0418792409215277,0.25668708386424,0.314921548493745,-0.0052281516448815,-0.247183058531548
critical,0.250523037289868,0.539886135871828,0.376845888194989,-0.252435426105983,0.004719723063362,-0.613151963382304,0.0165179748045604,-0.0069462218818369,0.498698208461072,0.538407624256037,0.175516265889112,0.221239589205242,-0.551197466260793,0.207179047520461,-0.229125648910093,0.124794349335556,-0.229204075941469,-0.302805902064549,0.230633613125416,0.102237083096574,-0.208872112955699,-0.30409863000448,-0.32882434885192,0.335072686959692,-0.0384515590334859,-0.351485753023066,0.320833887738445,0.0749310706593307,0.398496846042893,0.0484708192070772,-0.0060586673977236
