group,CD3,CD45RA,CD7,CD194,CD25,CD45RO,CD195,CD62L,CD197,KLRG1,CD27,CD95,HLA-DR,CD57,CD278,CD39,CD244,CD184,CD2,CD28,CD127,CD71,CD47,CD52,CD49f,CD58,CD11a,CD62P,TCR-A-B,CD26,CD99,CD82
critical,0.148910845145651,-0.289647157878994,-0.303887484562361,-0.100134239087624,-0.162831329890737,0.107094894054253,0.328229450549043,-0.16754536658619,-0.461441060702234,0.2902328145292,-0.363865226382941,0.133359170173264,0.123503451152132,0.232225339709782,0.0154461619215564,-0.0240218773008838,0.199374892479638,-0.352194515825132,-0.0027043813933976,-0.30413374313721,-0.593442554048574,0.0911731042222999,-0.581276878233621,-0.359389460297405,-0.325436598494307,-0.0218391030033617,0.0852611961024575,0.096608586945929,0.0617309636348694,-0.485145493659622,0.137292376621632,-0.279658534407835
critical,-0.15091231340634,0.31607810681468,0.0205085279030918,-0.0434968562012966,-0.0765307367860674,-0.112287856690969,0.353216567301123,0.0061419514152418,0.0500404933856652,0.204552618383735,-0.0098120259518669,0.0944707799623975,0.128184631192869,0.345526289147146,0.0383920289939812,-0.17617581129519,0.336815523091719,0.0140471143707492,0.237433162674743,-0.153217289036344,-0.276601902136772,0.0203036615343013,-0.083425488137607,-0.0909508091493217,-0.111491259806838,0.106378064980505,0.305919771625211,0.0895002242149188,-0.0912523370362096,-0.0899756172639548,0.0146908458342266,-0.0772784643243193
critical,-0.585259549203592,-0.600616302800757,-0.251616976022201,0.319743798908924,0.169113230869228,0.722520487276502,0.176660806459776,-0.0603709798056949,-0.260352936202856,0.128771143109478,-0.236415499201449,0.701683336916328,0.157532160896621,0.0657639351140206,0.20123417393581,-0.0424994614368774,0.171691666920908,-0.11562549154932,0.521529853108502,0.432003299931609,0.233098736214895,0.123034892272577,-0.0629617988638635,0.144257570757833,0.586348931362185,0.347166591310865,0.614944526463216,0.0848155178069572,-0.584388333025113,0.356534601967875,0.573180172410942,0.592896312174499
critical,-0.179417787839578,-0.129441291988777,-0.089041334975516,-0.324725145701807,-0.093786836379744,0.003282160111391,-0.0864497598730783,0.0375862638404966,-0.195958624571869,0.152488136011926,-0.169144606258022,-0.0908310932495612,-0.0366493671882833,-0.231205036936303,0.0954975567824722,-0.167354011918243,-0.0521653455998235,-0.160926475744528,-0.103673389961207,-0.192202944532335,-0.0947709823673205,0.135227383368033,-0.249385207409335,-0.274512891178365,-0.162695683152899,-0.155816581557874,-0.0651171517635677,0.0295058466315033,-0.26473343374618,0.0039002320869765,-0.0875309552850663,-0.213227984288966
critical,-0.0962497028587749,0.0477893629403438,-0.278017443646456,-0.108056386992642,-0.150207213988404,-0.0868617653568897,0.564779570755452,-0.221859711345508,-0.248583843187656,0.742837826271824,-0.687745615218857,0.0723881366110556,-0.144083879981906,0.0876746400592001,0.063081424627501,-0.0879015737074556,0.126433146260736,0.0506726641077952,0.269654901096698,-0.265808358421574,-0.13833972354225,0.0364657905387926,-0.186381589212723,-0.425765593094346,-0.106091560824148,-0.0089405077536208,0.428979705278193,0.129594583383782,-0.0640334175434586,0.0185695256196908,0.245048757723282,-0.148030193154549
critical,-0.125448074697687,-0.0805059985480817,0.003650539571117,0.101429648172925,0.0669811625035294,0.40531424570152,0.0426280339123496,-0.289836082267019,-0.211159740414523,0.0734566148991245,-0.032982049198379,0.493826511899603,0.203923915764369,0.181007004132658,0.483749961882333,0.508950776467265,0.137476036331295,-0.244620546520553,0.223528638659627,0.17328337111035,-0.431531009564329,0.442292394498191,-0.329537157885304,-0.0689961920906037,-0.150953033195275,0.200701165450582,0.358174879094685,0.0673889593840746,-0.111949550294031,-0.209448822977171,-0.0150531579233483,0.079073606045181
critical,-0.186375828295579,-0.0068237541759624,-0.33062827097187,-0.14717473288321,-0.130508489983101,-0.149504626942467,0.392984120537156,-0.160210547406408,-0.268621068455037,0.541075320627977,-0.53665156555953,-0.0606492524590989,0.263759723186849,0.450772573728595,0.179628667424508,0.0274602933556641,0.163619687117545,-0.158237267584165,0.169991603168205,-0.55295480886231,-0.552574652490274,0.0935721345336942,-0.450744327156089,-0.369695356626853,-0.166969808566995,0.0356286286909148,0.365393892616055,-0.0934253126438175,-0.109122742852451,-0.447841423641734,0.107104609661977,-0.22050065602935
critical,-0.373932187506602,-0.628169169732746,-0.262357222737366,0.293688278259237,0.137583566207067,0.602995925458789,0.167791435726851,-0.170044672226845,-0.408978160466369,0.0109099395439559,-0.0252995532116204,0.614154584961702,0.192967226954999,-0.0318894463209134,0.270926974089908,0.230922127904102,0.0649734896894035,-0.20347098103603,0.244599387525593,0.361834175508341,-0.143781004391467,0.26661654398897,-0.212705134931946,0.126769698183684,0.472098697772189,0.312623127887898,0.306949797861327,0.0383255921868023,-0.345831873098343,-0.208780675574954,0.265337414225462,0.207584586070703
critical,-0.309371371361747,-0.612319941529938,-0.589026025631669,0.330441531576623,-0.0074313909700596,0.728684974367293,0.420028327597686,-0.159966807228882,-0.576870953446832,-0.373887559037511,-0.591965520600889,0.604102459479972,0.556839759760103,-0.234052650640523,0.562548361088002,0.600015589987274,-0.258203618650121,-0.556585611648056,0.0428130977964468,0.166399833934876,-0.676355672786486,0.506876983010343,-0.671449805835975,-0.0416197326640217,0.238634343374567,-0.0885963477899877,0.486991854984582,0.0724098209565992,-0.375830213066316,-0.38770923323386,-0.16736851910002,-0.0408018100455146
critical,-0.389446388296532,-0.497833662588238,-0.36304864653837,0.476253135205227,0.193102690480531,0.657952071166386,0.351937816063656,-0.321133822025052,-0.223145497817838,0.106867239328797,-0.343172345537086,0.679313740852362,0.349337678034793,0.12557437371267,0.627492321229587,0.135215222917335,0.0994457550989867,-0.0781172339134109,0.0767359233499462,0.384710073072694,-0.394570651355974,0.413085908292758,-0.298122297325663,0.104643971168631,0.150750216936805,0.355893456219932,0.331133677976841,-0.0991260129636573,-0.367509054923925,-0.370669788319953,0.235022662571241,0.196286607601615
