group,CD3,HLA-ABC,CD45RA,CD7,CD194,CD45RO,CD279,CD62L,KLRG1,CD27,CD95,CD57,CD278,CD244,CD18,CD28,CD127,CD52,CD49f,CD58,CD11a,CD62P,TCR-A-B,CD41,CD226,CD29,CD1a,CD49d,CD99,CD150,CD82,CD224
critical,-0.0292668882709086,-0.171908858219838,-0.617965016303661,0.241097826438853,0.245207895027,0.546200691877884,0.0551359659921289,0.232352478151626,-0.433983606887236,0.262441138715358,0.52027866984648,-0.412545630035815,0.608453659629864,-0.379819667303259,0.210788472767492,0.476229708260146,-0.022172501499848,0.0677840723078334,0.235836513167512,-0.0401807780549951,-0.0498554507247851,0.0447612128651981,0.0492367434758279,-0.0882040811917627,-0.0583487106483563,0.104598843747437,-0.104736962764045,0.0149456823098067,0.140471704863367,0.358441638286354,0.189158745287104,0.265095642456814
critical,0.366903936070364,-0.361918387198851,-0.0175863876008534,0.313131088410359,-0.128242481671179,-0.138686848870922,-0.506742393889839,0.41777553526475,-0.391591377342267,0.37311080798049,-0.398671894054257,-0.249837416784621,-0.339057288073964,-0.502601532189309,-0.32883426358601,0.0722064304672599,0.28387880773156,-0.107715935259796,-0.185828400499823,-0.467943513369983,-0.414306744528648,-0.124042135997922,0.440356839297559,-0.197872036137543,-0.481721133206765,-0.26098462800877,-0.0631995921134462,-0.390580403817489,-0.249946712523397,-0.242770874555131,-0.153089295730888,-0.378615054319536
critical,-0.607894754699704,0.385249577862925,-0.58303062137185,-0.342476655834012,0.0233237282562044,0.43967879539873,0.218920401688381,-0.289845441719013,0.0790946371037038,-0.4567743225644,0.565858278350953,-0.0781687585249526,-0.128371864497584,0.0828990998032684,0.27980265401124,0.194189190004652,0.307737932885712,-0.0288173977817257,0.629246484491161,0.228974539760383,0.405958710715259,0.114882568454552,-0.604152286080038,0.15666414359341,0.522141721617364,0.545402359865042,0.132414838543383,-0.0469972630735173,0.574986442311373,0.31705474683423,0.519372366294099,0.431994101585077
critical,0.148999552453897,0.124821439408844,-0.0576012648471575,0.109304987909676,-0.007926421761324,0.161836248872736,0.0866657152692483,-0.0399445572042842,0.335211264061298,0.0281626700498921,-0.0002201352186652,0.129405122459938,-0.0406541267487129,0.0093565625694746,0.281368445929734,0.0840883753927821,0.183085986753414,-0.0075991555795503,-0.0066567681099517,0.0578195623461718,0.192509590898409,-0.0119695505829716,0.121839942290024,-0.0106896242349717,0.159941136053382,0.0676325159553754,0.14847512738061,0.304350607613273,0.229799575281834,0.117617611248655,0.0987995441642068,0.165705319230089
critical,0.0239812636183722,-0.0843227848646902,0.134511898967511,-0.0638411691598135,0.104067297525909,0.0313632013696738,0.129851118236729,-0.0959349583458068,0.586374205089858,-0.170775845413988,0.043247293188776,0.0809572880484496,0.083884238799055,-0.0480666971792799,0.43315174096923,-0.0741753142686548,0.114440191046983,-0.213810779943439,-0.056182644743591,0.152925256433362,0.396036995941809,0.116952876067146,0.126779002634991,0.340687609690364,0.25178986592937,-0.105156987313488,0.0520922421123984,0.0490463243707684,0.156941530514362,0.0968866048929884,-0.0895882545587727,0.308437055776012
critical,0.127662850441453,0.0584830145373827,0.307859025851664,0.0508694753279573,-0.162086481569352,-0.347697814172884,-0.356984007075786,0.0333982366599067,0.153096535893443,0.121832913978038,-0.346851609857792,0.129794063258296,-0.355925230108839,0.027910462645923,-0.330927770869723,-0.066811443136802,0.22498956600902,0.0878525677947117,0.260156659648116,0.108388318668835,-0.35031842456864,-0.0033809236892979,0.0949813568678643,-0.167424713380892,-0.172998680310943,-0.0793668164330736,0.221322208088778,-0.398412495186879,-0.0791678077326239,0.065585504685167,-0.100577468829972,-0.193671820646408
critical,-0.0314429424050066,-0.145037247388366,-0.219776133468455,0.212929640681037,0.622409938127179,0.461509980025442,0.0589474945250457,0.13571379585669,-0.714996805921642,0.530939107490866,0.505429250512214,-0.390802441298537,0.195705915999662,-0.0927594866461106,-0.0577136514924871,0.636854052621838,0.0963666101613801,0.266383641004058,0.266863882841828,0.112847469088656,-0.317828776742897,0.0874289039143778,-0.121562301974852,0.0068217177196715,-0.134122504999532,-0.0021381844415326,0.0496052356949098,-0.289429249444418,-0.0117581270421661,0.0622726860031832,0.303135002883797,0.331267799764369
critical,-0.286295122406266,0.106417045491557,-0.483991102110033,-0.418574018164773,0.206243435586273,0.46506566049111,0.358727410549196,-0.482874397835184,0.0994642267959905,-0.228295926954624,0.519066880718203,0.101653724106773,0.206698509969659,0.136385017548347,0.320804043606365,0.276657857758246,-0.131192926579595,-0.0038035780016192,0.219951379134049,0.318929170062967,0.27392694266853,-0.0094739898418765,-0.312056897949143,0.0698060135178804,0.201523400905794,0.227292992427444,-0.0596242835404331,0.0246875519141747,0.114674489154374,0.381948396497306,0.186764826083339,0.234404630122668
critical,0.134163735049899,0.465721703427544,-0.475128970896681,-0.388883082863094,0.316172735682706,0.547610612144533,0.352069274027094,0.0209889732242491,-0.269792514822941,-0.529190305722948,0.540668737041938,-0.0463599728472363,0.125867526595186,-0.266406219795084,0.159635422550989,0.120144712598738,-0.177363924016102,0.272247596001692,0.381720112104375,-0.0415110063273035,0.287870520767905,0.124844518890688,-0.0783918494278431,-0.0119796012052238,-0.263298382990325,-0.0039314287702733,-0.517528636727879,-0.325366299001668,-0.248976981992162,0.176093653129873,0.259162659736772,0.0795773248522445
critical,-0.377129555327022,0.164995651430848,-0.491868737973593,-0.391415302053521,0.496088281220349,0.563319995302302,0.185286235875435,-0.420198359373253,-0.0152136676347764,-0.339042717428795,0.575814854842905,-0.0175123720753288,0.36585678325186,-0.0190069803833802,0.239916043205917,0.234652401112036,-0.487365877564507,0.0746538364483111,0.187171729315871,0.212436291428031,0.266313525373557,-0.0703901509612293,-0.406027804084597,-0.0518268218687922,0.12243784812933,0.183352719377708,-0.0124777995140384,-0.14950652554679,0.172136651467979,0.120563375965145,0.0552130846177982,0.280805313462281
