group,CD3,CD45RA,CD7,CD194,CD4,CD25,CD45RO,CD279,CD62L,KLRG1,CD27,CD95,CD57,CD39,CD244,CD2,CD28,CD127,CD71,CD47,CD52,CD49f,CD11a,TCR-A-B,CD226,CD29,CD26,CD1a,CD99,CD150,CD82,CD224
critical,0.077592105955493,0.156250414274958,-0.0611672319060206,-0.217916284674624,-0.170894408939823,-0.213616895278523,-0.368443070260821,-0.323483135513922,0.30732506569185,0.106341754336939,-0.0110823245411954,-0.37867592661271,0.0086390996683843,-0.237979823434935,0.0635120443258736,-0.0953756916818121,-0.211070069280143,0.095076602577616,0.0133449990240824,0.0158206533507241,-0.11097704146033,-0.077878273495661,-0.113860856960318,-0.0214463553364648,-0.100897030820765,-0.0773602992136809,0.0366446997864379,-0.280806084403205,0.102918642196445,-0.275722981299834,-0.223434295835215,-0.266206637000289
critical,0.168761069109924,0.516349056494406,-0.0334746035484528,-0.302432959489642,-0.165011470841532,-0.179842864916061,-0.430333201842827,-0.0002746806311738,-0.039510812162991,0.256269504393967,-0.05475299034486,-0.274025959041915,0.419645060014267,0.205638435551242,0.219394328495623,-0.0534108992369437,-0.341551090156976,0.141484145621022,0.175085362803512,0.0815319181911413,-0.0962838535758432,-0.236299330490151,-0.083207110872146,0.133597814944999,0.141751116579674,-0.0526326867727717,-0.0158236222536191,0.148922520737422,0.0138887386588213,-0.0411804690060736,-0.0935019533264498,0.0439021122099236
critical,0.0721700935798718,0.226072562490686,0.0440271170070765,-0.179544642300466,-0.23289232030525,-0.0963881533139758,-0.385928005256205,-0.154521364271223,0.0563926146907958,-0.413860612857283,-0.0744449861502853,-0.358037321459357,-0.159351241778443,-0.0981105771373637,-0.252848617413823,-0.31803753189289,-0.370508853315962,-0.247186556454053,-0.0808134788968352,-0.10989934417634,-0.176193554654512,-0.142220609206254,-0.306761173703457,0.116809861985202,-0.319676596653535,-0.21801459445562,-0.208041225858068,-0.0775317355507623,-0.190259700589494,-0.15680421411684,-0.14886111059569,-0.185943556006436
critical,0.318797606406471,-0.0200734182524525,0.165962148296007,0.188684140006688,-0.102665558017053,-0.143207967729939,-0.274845137966287,-0.356877026797866,0.206017073211324,-0.360595657813415,0.180661341160071,-0.303740373362122,-0.209505245469811,0.0363545559777642,-0.081810085925153,-0.474198880423805,-0.11384478992639,-0.108833432359511,-0.102620656219212,0.055832591270769,0.079605117175524,-0.146896865452792,-0.397130438693175,0.204117357772438,-0.31219291083013,-0.184261552663295,-0.0381601877773197,-0.102193154764749,-0.344520510440181,-0.295684000245892,-0.155179371837651,-0.303134685605322
critical,-0.107176684037221,0.0968049675527134,-0.153563893384416,-0.228165645163738,-0.0122926049113473,-0.14704540782972,-0.125699692785894,0.0874274661247622,-0.0349326991435962,0.305503381490723,-0.0807628508208447,0.0460907175834711,0.0257455924974773,-0.0447620391626457,0.0315590291228778,-0.0588560905766192,-0.0897835511019052,-0.184716906834633,0.0814257237013294,-0.178913723087926,-0.379477100199846,-0.281423975033806,0.164168052918007,-0.0481785796088169,-0.0325963889726327,-0.234169388070196,-0.107245183267137,-0.2997341791254,-0.0605343471190946,0.173951236022483,-0.0503231095168002,-0.0415955337069215
critical,-0.124645108192975,-0.122859958611456,-0.251234718503061,-0.0817483478279357,-0.119533104223116,-0.0829316028763284,-0.0086310154231218,-0.160217769788881,0.145768194084626,0.11022915200602,-0.0146125240752936,0.0740026425703956,-0.0585152332694169,-0.299873566979397,0.0766367056001063,-0.160169102547832,-0.168561465319036,0.144986032101591,-0.285314186698019,-0.0685691659308573,-0.201395956667837,0.122808948835684,0.242146521465097,-0.0285358143859579,0.176309996936727,-0.0895109816268261,0.0099368385059828,-0.10756369680499,0.137231246603725,-0.0726367617404194,0.0607147162280957,-0.0573516043484926
critical,-0.021642283250296,-0.160137398542376,0.053226675913424,-0.081668698199254,-0.130526516038705,-0.0547429982242814,-0.0187290785758609,-0.168634774115869,0.0718180626010746,-0.594877779104141,0.247844288968304,-0.134453145172453,-0.417885215505513,-0.046883230986876,-0.271045613916839,-0.400831430937715,0.248167338174908,0.22113787778364,-0.0024128236469103,0.0426496565416849,0.0397462835374704,-0.138984933903757,-0.512039683129365,-0.104160019463051,-0.357078558581384,-0.178945669524172,0.163909796620395,-0.0843328835433513,-0.326874713924677,-0.10011529581202,-0.0545271178697654,-0.068914452384346
critical,-0.225263316191084,-0.385385257830572,-0.219561198726846,0.0790861912043948,0.0202938669292032,0.0667140562460128,0.234315211377256,0.101886351912025,-0.22577209780559,-0.213710368548524,-0.0934196757488558,0.29382756048757,-0.298755099918602,0.241561002087336,-0.0864177399614015,0.203417597842585,0.234396333080507,-0.0237866126817845,0.201216633952462,-0.155943642930996,0.0292138730570381,0.234974692528872,0.100960326993632,-0.148705754584836,0.0621069796492972,0.245526304417409,-0.200557680758298,-0.0174885117544693,0.082584414101976,0.0958901839114279,0.121051508100866,-0.0462197293187064
critical,-0.267734350139364,0.464931543520311,0.578692235708307,-0.352320351947295,0.142281246589984,-0.362340240362749,-0.545950467369734,-0.234436158555596,-0.180955780453131,0.277032877077318,0.361195270453003,-0.63196587027051,0.114417835799445,-0.554812195023919,0.221707987468912,-0.126541759968999,0.0064045552619268,0.482975608474616,-0.524133888982754,0.607056085495294,0.234896553867314,-0.392270761165645,-0.287157675896008,-0.184653720966947,0.245389348831974,-0.127354465315824,0.176652095558512,0.526110410528986,0.437459318526486,0.0007129297697565,-0.0228917131941405,-0.240394784329766
critical,0.097303826777636,0.136751557916381,0.12810228511586,-0.510138581180364,-0.130655162434462,-0.192085821047734,-0.47496222891342,-0.169805617804839,0.182201791605129,-0.0788493518380345,0.0612402121242125,-0.514327133125051,-0.158918717056928,-0.0903701736960978,-0.0782329519312009,-0.140726684593842,-0.266789906731929,0.266595793413046,-0.0986844846675946,-0.0183426923038123,-0.33031422195147,-0.212434813485891,-0.311058529101086,0.107324079110648,-0.204483192285276,-0.180363884671647,0.255046493612219,-0.0637018947659377,-0.247845654485326,-0.112769026000405,-0.228425420246899,-0.278174704432752
