group,CD3,CD45RA,CD123,CD7,CD25,CD45RO,CD279,CD62L,CD161,KLRG1,CD27,CD95,CD278,CD244,CD2,CD28,CD127,CD71,CD47,CD58,CD11a,CD54,CD62P,TCR-A-B,CD26,CD99,CD150,CD82,NLRP2,CD258
critical,0.0736657371642497,0.410388516221327,-0.149552368840237,0.316355477342397,-0.059805635244471,-0.385915010874557,0.154267894617363,-0.144333902813603,0.192285839321557,-0.0490299803550178,0.195513111610057,-0.295112869777158,-0.289564871208275,-0.142328727110829,-0.318086344411061,-0.0464481069444779,0.336181634778982,-0.0935390502644182,0.178114482601137,-0.183011506975327,-0.0815848525211603,-0.1495006254165,-0.105267487184361,0.0839527007583551,0.0641811284276905,-0.305964106498948,-0.115599895982546,-0.0203979176141069,0.0562223329244413,0.0771058493582071
critical,-0.129804533888052,-0.0499701958288833,-0.0699081048547196,-0.180266778409123,-0.0579729791972055,0.0883748358523532,0.235907291552391,-0.335863580861007,-0.0129435883087096,0.058943794546282,-0.0971557366423959,0.369833521495749,0.275019962122987,0.122737123593415,0.171303662077087,-0.0347767681427558,-0.406379407178292,0.274307206064496,-0.167024433064203,0.162389343165091,0.270641924131213,-0.015521322440136,-0.0206845606858352,-0.19652348416509,-0.478380846733671,0.140506053320562,-0.0113731021218461,0.268844323544217,-0.0688194093087433,-0.0412425207057197
critical,-0.613358274093014,-0.661274984570709,0.134257905371639,-0.371360492872453,0.0466256434099006,0.610308414214407,0.327131091833425,-0.347403789563322,0.243383162319674,0.125596666496364,-0.352605214597976,0.597759735699099,0.0358960622174569,0.158357861682846,0.500714584665744,0.306540366464036,0.162738386809264,0.10060332292609,-0.0513340440346018,0.21342036339442,0.553087407200842,0.364655114684769,0.0904159635607375,-0.545717827269128,0.166894541052955,0.535250691269344,0.373263656174504,0.462563279685394,-0.192581452787716,0.0029270593723381
critical,0.0429114392047999,0.189440270171124,-0.0296118193381713,0.125402899940592,-0.0169991888328362,-0.200863355924951,-0.0618013728660489,0.119757704179565,-0.308828000149718,-0.448363614841339,0.138302190773593,-0.106306599121728,0.0405572263382609,-0.0400436171265798,-0.276954389254354,-0.0387255036307001,-0.0498796961830581,0.156222270847654,0.159743736491501,0.0150419149686441,-0.186163605231397,-0.342336002046516,0.0937930983573144,-0.0433336897119558,-0.262788457118534,-0.295006438850184,-0.135879785722987,-0.0376280145527228,-0.0176445975152482,0.0980281103153962
critical,0.109842218147991,0.189769414313179,-0.075720149148164,0.39750822707924,0.148159323278579,-0.0092965841193495,-0.374625883382954,0.0265553282584644,-0.0214102916057365,-0.118048763598095,0.390917254020955,-0.261850441712672,-0.0924455935256773,-0.12764959092291,0.0454704171989506,0.0613600407094394,0.314576425757971,-0.152064827212788,0.436917002124671,0.0610594105725858,-0.0043469034311917,-0.227802878291707,-0.150632776033021,0.0146096489413885,0.257342463023913,-0.0741207369379773,-0.0956173852579387,-0.057428149865033,0.0721646501118361,0.0082385313340671
critical,0.0583430168039041,-0.0682173599689621,0.0733372767287356,0.371147007458667,-0.165640558622942,-0.0261748753444062,0.163785407614068,-0.113136416561995,-0.250204130410834,-0.0847794071764462,0.237972866368363,0.0536415679990812,0.413930470580042,-0.271930427133972,-0.152031180478427,-0.0142097650025925,-0.258326574301687,0.313300419023812,-0.26844586245866,-0.169439877928786,0.073126819431186,-0.0186903664022729,-0.118553016050317,0.155753214735829,-0.531013021544451,-0.123279109593436,-0.0281874000783717,-0.244814562388099,-0.105581904965217,0.0534470593632299
critical,-0.0232066821135789,0.0744632812734746,-0.146043884092038,-0.22225964529725,-0.104040249435053,-0.143542151429681,-0.0533663161899383,-0.0511624867518684,-0.195132297470671,0.537220730270544,-0.420860354921783,0.0040675572854579,0.0815548897651157,0.121308690919688,0.297502507824188,-0.477792193723404,-0.540220964841699,-0.0656915451258489,-0.355343873179459,-0.0437910866206366,0.443003547417117,0.178814898884429,0.109752686093309,0.0181847115896639,-0.443938341562639,0.258441441958588,-0.0954808541466508,-0.194527769119201,-0.153407817553368,-0.106853799794645
critical,0.721688250960045,0.268538087634004,-0.15374882294776,0.0980164381777669,-0.0043456258077644,-0.421092736905178,-0.400140386481121,0.247668198886979,-0.251642970732743,-0.143491210063773,0.015017836812964,-0.525988399963752,-0.288006588412418,-0.153674336470364,-0.230587312032778,-0.324439342110837,-0.0640391646681796,-0.207033864297234,-0.0041771073196957,-0.446822745111467,-0.240140133408657,-0.306069182103764,-0.155116343334491,0.636029098864998,0.0615566607711748,-0.205521183044163,-0.320425037703529,-0.24729491554796,-0.147479014805336,-0.0829587909143766
critical,-0.0731910031174071,-0.296555417073272,-0.352280152707255,-0.28400105410069,-0.313197171044612,0.223052308671258,-0.161508370234053,0.1866477053953,-0.569307900662602,-0.133056493232079,0.131019482567218,0.117737731553211,0.36811209710166,-0.192226174658032,-0.114682176091867,0.134970072001347,-0.288883715705156,0.332165686682758,-0.333353126846507,-0.205775988508204,0.0168706619682388,-0.0544548770056125,0.0474409171784615,0.021821634333923,-0.129552779281327,-0.0723563406456498,-0.178707728952314,-0.18692922276666,-0.553518075232476,-0.605383445808591
critical,-0.461725987379292,-0.637162477317414,0.0400341128680807,-0.457487894792919,0.0928493920066276,0.593034861814858,0.208536109701788,-0.390708052676731,0.087634238349456,-0.0551358111783542,-0.423618148324577,0.572135126265675,0.430136011849423,-0.0441656356248755,0.0080533394940293,0.260540939035368,-0.470775752385175,0.27560899770972,-0.392345004753157,0.202878984889824,0.237851651483525,0.0739862146736012,-0.223458019234229,-0.499587609977862,-0.385387591009436,0.15580732032654,0.156798117870024,0.0069101694358603,-0.121710978670575,-0.0039718825465655
