group,CD3,CD45RA,CD7,CD4,CD25,CD45RO,CD5,CD195,CD62L,KLRG1,CD27,CD95,CD57,CD278,CD244,CD2,CD28,CD127,CD71,CD47,CD52,CD49f,CD11a,TCR-A-B,CD226,CD29,CD26,CD319,CD99,CD150,CD82
critical,0.0223405972571422,-0.137122024025538,-0.237958784409367,-0.0599618690338685,-0.168826971211405,0.147445918193435,-0.0467938218842933,0.315044384116718,0.119158053302386,0.388107756445443,-0.210076933788895,0.0702553229739881,0.277631249893462,0.0752658956839329,0.134028055762128,0.209699671237234,-0.244958678616295,-0.380746865246893,0.221140634558433,-0.277812786957204,-0.0165760946054239,0.121066677116912,0.0498378183814696,0.0205211838860421,0.190001016576149,0.212464188285565,-0.286835594021322,0.0355161919045034,0.314656618893941,0.103816937918304,-0.0290505116085142
critical,-0.538627754102745,-0.255963585516775,-0.320340891766982,0.0327522986831012,0.0039007678696588,0.296618295654578,0.34102288083437,0.259088858576488,-0.54232708414066,0.274000388099531,-0.434956304889227,0.586890868848546,0.223237904689283,0.0357819494333735,0.429518372091289,0.37407863604389,-0.0266084563569911,-0.346812840328398,0.178271251525411,-0.260011726694841,0.0173143285175413,0.304249026356873,0.53278446938085,-0.584461535621291,0.390534514222389,0.451187116471874,-0.32866003169623,-0.0524468365575576,0.114397826070655,0.120452148362987,0.0267210407093914
critical,-0.164962401930247,0.157461942196234,0.0890718099079992,0.106903866570158,0.0079434975969055,0.0170859238937121,0.131065843446401,0.170956610850042,0.339208663622955,-0.044164440333866,-0.0906440084057911,-0.037367091649052,0.214711484197505,0.0538090770479584,0.182243299204904,0.0897016038786096,0.0232682281107936,0.0209129753860788,8.35849808949303e-05,0.205911439404039,0.0394787633570397,0.2441001110221,0.0671119503517593,-0.275719831141851,0.0355837722192555,0.177005972987357,0.285399618279546,0.101129757734298,0.192719813952671,0.0931906430976695,0.228415266762933
critical,0.0408896534205082,-0.209251679344708,0.0938018670177751,-0.072895749022046,-0.159352609318983,-0.0584647152236323,-0.0498639379056546,0.110482534772088,-0.369585966851767,0.351048693302702,-0.199557292828196,-0.0809712368055447,-0.155605798947557,-0.198605099208508,-0.0746903627864098,0.281443072359014,-0.0514784099889565,0.219562702727835,-0.165743581180334,-0.0262331719750334,-0.117452302083235,-0.181052425635997,0.0578576703302854,0.0218386116919131,0.205926510341455,-0.0630767804918409,0.351443605615474,-0.100005684594024,0.0593482065546895,0.144057618511837,-0.177712369464958
critical,-0.20627133195653,0.0403808195051871,-0.1923862259816,-0.157530923742716,0.136086193529026,-0.0711886780274734,-0.121428024248588,-0.213292779868534,0.129938732335304,0.0547626935825098,0.0308137906181102,-0.0401825243801226,0.205249584632666,-0.0052645942498035,0.019874307156644,0.0716882850932519,-0.208995398164374,-0.39262666244629,0.258057698563053,-0.372678026018093,-0.192092563027149,-0.0615370210380938,-0.0263626908091685,-0.202292039253236,0.0988362695148252,0.129644898282612,-0.386128636578907,0.116660001339123,0.228261564287921,-0.0022658551874041,0.0560054379487801
critical,-0.462641063830232,-0.061240584517591,-0.21176656603852,-0.134670676505387,0.0725651525167874,-0.0862573112796481,-0.137291852004124,-0.0500693365903158,-0.116730845619563,-0.0810818078233834,-0.0510686942425719,-0.0593306917763602,-0.0992371847076999,-0.219537148739658,0.0110263556132041,0.0132989852000015,-0.0637104900798196,0.109243896096478,-0.269596863317078,0.207618802738878,0.167162078871542,-0.0828471669759157,-0.0408359085814421,-0.472210903140772,-0.0267635404940417,0.0116122832601544,-0.0133548290559131,0.0265374619112795,-0.0106138416018927,0.0212771681642243,-0.0286747535290847
critical,0.186019035013969,-0.120849888214847,0.235851522743369,-0.0055162981604687,-0.10658905426734,-0.018969565742438,0.0087415987973106,-0.540530652748272,-0.0008075835828162,-0.659836537180497,0.474355207087821,-0.0568791116839703,-0.585895763512098,-0.343659079069982,-0.409359764153808,-0.212306177412863,0.293604774513254,0.049889744227202,-0.264380876995407,0.0446697170549217,0.113846986447635,-0.0206610048341508,-0.373750688239416,0.0091926768737418,-0.486648907415157,-0.156656362670064,0.058026013667516,-0.508815552564189,-0.0751310939636413,-0.382622058691541,-0.171387593214071
critical,0.419179151549482,0.417019156840765,0.125069652343338,-0.229720767922463,-0.165016719821111,-0.573295811299595,-0.31996560681323,-0.203359853796085,0.131148231187249,-0.109902085091229,-0.0223913607937427,-0.576572681266995,-0.184462077228822,-0.362246153059425,-0.180836087057921,-0.257449649121361,-0.390072930098362,-0.014011901561576,-0.383080749459494,0.0091098860736023,-0.225916848438445,-0.452898794563486,-0.329766155049914,0.470829878362877,-0.404353290260611,-0.444083592698738,0.106838658635616,-0.120998038405414,-0.316469969538789,-0.369728135354143,-0.289661684048665
critical,-0.0996441533527098,0.120234783251618,0.354912233229971,-0.0777804148025244,-0.0735947428325265,-0.391201258004508,-0.307017543859649,-0.266144789683924,-0.24617575374882,0.041543062115279,0.539533949083518,-0.280768326604234,-0.187455542382303,-0.167625650404333,0.0076082097576462,-0.2828510754696,-0.0942892858005893,0.0940799944781062,-0.352397921271102,0.140290554628039,-0.108377309558165,-0.181731966414909,-0.23963468443618,0.0630929862263427,0.0992706065598657,-0.0289496118538309,-0.0991814317574991,-0.145631959246683,0.0478026316068801,-0.0072481193258584,-0.238287315062322
critical,-0.383120170403998,-0.542636659302126,-0.361913355574996,-0.314952252638692,-0.0430693744048303,0.312688098950997,-0.172713021405536,0.075975454910933,-0.478388219399201,-0.135699840867778,-0.399727301233506,0.309995460446989,-0.210763166084487,0.244694201721447,-0.138254103042931,-0.139487077115159,0.0706417403700626,-0.494006498257516,0.170815319523982,-0.442665752338579,-0.180467880992537,-0.0747009403555934,0.0694295105125315,-0.415536159037596,-0.106590018135557,-0.003618158328927,-0.383929278461114,-0.138813720734795,-0.0046208907580286,0.0118311112501308,-0.186066809370209
