group,CD45RA,CD7,CD194,CD25,CD45RO,CD5,CD62L,CD197,KLRG1,CD27,CD95,HLA-DR,CD57,CD278,CD39,CD244,CD184,CD2,CD18,CD28,CD38,CD127,CD71,CD47,CD49f,CD272,CD11a,CD226,CD26,CD1a,CD305,CD150,CD82,CD224
critical,0.191962026826247,0.116259183030255,-0.197361154954858,-0.0191044547407075,-0.234840846948834,0.134913087145137,-0.111291701443214,0.427751896728901,-0.255995527258832,0.260678242965,-0.307073096503832,-0.195022234679222,-0.24665025842213,-0.307627981270563,-0.154942446608374,-0.228343441586051,0.421176975503663,-0.145279016090925,-0.108558231807787,0.0713820148279556,-0.235139523492738,0.642086397227819,-0.183639946729803,0.591583205861877,0.173475769684217,-0.0654334573892418,-0.0834715132559267,-0.124456698893875,0.435962592935668,-0.0575339441548661,0.0894526955837147,-0.198239236123457,0.017701691786929,-0.0054138940451849
critical,-0.0800635829930387,0.0683304231862887,-0.214822836153886,0.0498221209620975,-0.0683136252606341,-0.136446721059233,0.299178066349027,0.123055371050389,-0.323670011731683,0.109324679397187,-0.290103478195681,-0.306603583818215,-0.293512355959904,-0.25224502966893,-0.159721517291748,-0.336344766436643,-0.0009630238202627,-0.125971965295414,-0.314665566534603,0.175380159775419,-0.0210562365273469,0.55859463999719,-0.359764843588761,0.258060337818712,0.0021821361284293,-0.0181306658840559,-0.341928204027327,-0.243725502770364,0.596273699787245,0.0038596841639359,-0.102788589295412,0.0593325766547452,-0.0793244747466022,-0.249366599815794
critical,0.334239484240759,0.22558672815704,-0.141204357280457,-0.11764571066565,-0.0918480485774871,-0.0465750938412818,0.286761607297898,0.200406817058993,-0.124168261560718,0.396163218202411,-0.207746594520155,-0.0390916235414031,0.115919050643446,0.0620904268486447,-0.123824630436229,-0.027795399828167,0.264491803665101,-0.0722236016308136,0.0651375898519557,0.0277547502368853,0.267832307733758,-0.0077286131839975,-0.0109848261734021,0.192151054597627,-0.115809834882301,-0.0653774111986583,-0.0852781512404187,-0.130683049150872,0.105784823524213,0.0426147269226985,0.0736249508348486,-0.0466730004760217,-0.048364167523647,-0.240745185976377
critical,-0.042649133295945,-0.188843983706902,-0.251971956792163,-0.0543870126168331,0.170700942882509,-0.0536995407750584,-0.401635415880644,-0.0714480892355831,0.392352038956481,-0.268220260243158,0.159645362604318,0.0814831524807012,0.0710279062468199,-0.0841866361442604,-0.0984379633056244,0.047879173002278,0.0990690337288078,0.438726396261494,0.435681402992136,0.119002539088029,0.0833941498111829,0.236707816148988,-0.0436909570330887,0.012754973088612,0.0626196276586446,0.196668677075036,0.371598838084622,0.399844585021863,0.244319872946023,0.0938236349027863,0.272723640103731,0.271801424327587,0.183645581834826,0.194219088680873
critical,0.0878210441916902,0.138282671598638,-0.141955087182047,-0.248977239980664,0.0007066084999139,-0.0850889961716708,-0.200809756018677,-0.0996430970071626,-0.0305989213947409,-0.161096659722752,-0.147262141255797,0.174015259036761,-0.1140757916249,-0.333620233988767,0.0146285710463696,-0.0853652891448091,0.204869666439189,0.0494895252360114,0.0744467551723968,0.191786316527713,-0.224339502444407,0.603746294705868,-0.317918735905411,0.250177772801069,0.258823229307407,-0.0414344850696917,0.0471852105785829,0.142491083474517,0.556098118443138,-0.0039641930251899,0.125336118107333,0.0202904776556267,0.0159054080697251,0.179759122228622
critical,0.0564836921643834,0.0645457721269973,0.104585002191513,0.0752992592696904,-0.209319738327894,-0.29663352745885,0.150181941530316,-0.0083783758817678,-0.126390668795603,-0.0445359324206469,-0.253491855735602,-0.0247110920878607,-0.231074832809967,-0.3366136433663,-0.313429628946447,-0.092504762235775,0.185017525889223,-0.135949096388889,-0.321943426422993,-0.15937312998258,-0.149021994878075,0.392097487070148,-0.184654171474903,0.142114771007628,0.0448315186090972,-0.003969720872126,-0.163228877124826,-0.0602113610917285,0.26280647442286,-0.163833261654071,-0.124174729831298,0.0323740839549279,0.0277849992721146,-0.0326237921478365
critical,0.0994176538423605,0.242406585270405,-0.274874200965388,-0.0808528407576555,-0.110221300778764,0.0313489730223421,0.13244053363551,0.232457324508688,-0.169287137935126,0.287220141942492,-0.253207539350592,-0.345367040086849,-0.23267945961781,-0.324728307205806,-0.216217514753313,-0.111325309658895,0.143314554695572,-0.0819061066283504,-0.135958451400777,0.20999969215449,-0.106949571768403,0.603412059329534,-0.123421672931361,0.324407386216353,0.10213352028752,0.0495481249146432,-0.255543211452584,-0.0365754739351885,0.395856379984044,0.0643422619695085,-0.0762461760912114,-0.0164018221031157,0.0678498212886957,0.0584374554913222
critical,0.23668476003098,0.3590306286894,-0.171811505530526,-0.118109722781909,-0.25780925965049,0.0959713848521734,-0.0857673073516072,0.266703952401256,0.176072668174816,0.228969388602353,-0.215225836773222,-0.165665429776738,0.0728899468133316,-0.0118541926789125,-0.204168950293557,-0.0494647372940753,0.160753909305044,0.0799912445468695,-0.0068660677576468,0.0061440532433361,-0.0510629363252165,0.471841863815624,-0.0861877499675684,0.344057671818955,-0.0030076894924146,-0.0071364034091383,0.0443963023375316,0.0324368264883928,0.409690917838068,0.0287183825520395,0.146152816216085,0.0153789807370893,-0.0327842644559104,-0.0445440825118332
critical,0.550779653060914,0.532487129039478,-0.528658887869617,-0.341004956609997,-0.617929601534249,-0.126126126126126,-0.206688024462521,0.536047335264213,0.371869753163341,0.249674150082721,-0.76606594518157,-0.640431122371965,0.144771168405308,-0.46681311701419,-0.73098647907847,0.263077628026113,0.532360421808883,-0.028107213788803,-0.158681663491685,-0.0766174573926801,0.260317524331769,0.692015898853459,-0.57935598809447,0.740468489516041,-0.333234545069999,0.577217173729788,-0.278841152390538,0.198659815994952,0.375370873302305,0.519912462783742,0.377929590034883,0.0405181752478318,-0.0589491267227348,-0.274363612550276
critical,0.468145939296904,0.381528890450091,-0.463432378059667,-0.205639429066954,-0.497787649958678,0.0710956619708957,0.361396128630218,0.18094968502948,-0.146649060841193,0.431382454783131,-0.571055451548141,-0.404300994957014,-0.129396327484743,-0.602485626528685,-0.16595982447547,-0.132249682216286,0.0342537672664098,0.11046881353049,-0.173159654095721,-0.246805013430983,-0.200239117489718,0.487466534816072,-0.443646446957628,0.374280197121394,0.0132440427990404,-0.0802614161693084,-0.175043619774486,-0.219485535145037,0.393471576720881,-0.185467706654986,0.068957283188054,-0.336022411036714,-0.106346088210461,-0.219230657305987
critical,0.751700052182161,0.704551973691676,-0.438521094804401,-0.202200921157241,-0.767011589869375,0.0333402944101909,0.32413322587652,0.450106015180102,-0.111281062725196,0.555999379967961,-0.788842079600987,-0.147215581740685,-0.035218496364917,-0.263518060723008,-0.263364896861563,-0.100821252642467,0.254643251261041,-0.280114780576321,-0.251352780587898,-0.327437762053753,0.331819584695779,0.200715959022347,-0.272555944029235,0.111674943394414,-0.374792218460256,0.203414437797376,-0.140638509576275,-0.503311861315164,0.22096685632613,-0.0313237927037826,0.51776420585106,-0.409664892962457,-0.442144074867401,-0.529577156819889
critical,0.419944930315206,0.335049843103873,-0.245203577864839,0.208402334516581,-0.4372291265888,-0.060282628680418,-0.034888440432183,0.406280872787816,-0.380336218196875,0.69619577971448,-0.253545235832562,-0.0010366321447652,0.10202862539496,-0.198957118506078,-0.0474881714606101,-0.146881421339224,0.0315022421086908,-0.306092415573132,-0.195873858737142,-0.144582017500207,-0.0821315856900593,0.0089304833112027,-0.0301130487420016,-0.167542192308258,0.145709234120831,-0.15633136085487,-0.432259092889017,-0.198910667699441,0.0785410844480241,-0.110235616971771,0.121735068091699,-0.325236737028809,-0.193705919199262,-0.317029298330427
