group,CD3,CD45RA,CD7,CD194,CD4,CD45RO,CD62L,CD197,KLRG1,CD27,CD95,CD57,CD244,CD2,CD28,CD127,CD71,CD47,CD52,CD49f,CD11a,CD62P,TCR-A-B,CD226,CD26,CD49d,CD99,CD150,CD82,CD224
critical,-0.0541221262145775,-0.210042406744322,0.470018638712762,0.284873356646644,0.320548102927421,0.341521839184113,0.0057962592646536,0.0898818432852087,-0.661151443989442,0.50143310631917,0.373867175660749,-0.455142291703476,-0.228916814208437,-0.115504393583811,0.558249837904418,-0.181432197413933,0.424611994180598,0.0549406542029323,0.256823773963632,0.0669314574880723,-0.251313789276874,-0.0232995101313714,-0.0980505514314626,-0.198834791184497,0.188170004365345,-0.034374188600575,-0.029045497344162,0.329208974188305,0.339601097487217,0.200843124692544
critical,0.172099581310352,0.222402052893125,-0.110273110717294,-0.18641716997508,-0.281071513582907,-0.263491282199088,0.0116408043881819,0.0071713622419213,0.089508047363911,-0.0386461835162595,-0.180458410492651,0.228447969405594,0.113046778908929,-0.116129502196954,-0.424152239516209,-0.280092215346586,-0.149641995207565,-0.0942737648156411,-0.231561078053461,-0.214326231263152,-0.0456217724307246,-0.110221022743581,0.289871416524431,-0.0457089185178418,-0.256922422173655,-0.175207423316071,-0.14599073211455,-0.409163988868323,-0.15926347559177,-0.088541589057656
critical,-0.0259960247945203,0.0261259234361062,0.10466807527454,0.0524306525183463,0.0783174424358612,0.0588046196725864,0.132981064164977,0.0866676115874633,0.1218000012303,0.0120227973749799,-0.0134245951736542,-0.0345484829729359,0.184356258632953,-0.0353999527508851,0.0625684994503177,0.140880389941304,0.144573422086344,0.0561439448753743,0.0214430132237854,-0.0393176543487904,-0.0461671315225907,0.0262793519147054,-0.0216493589351095,0.0263001932707742,0.218383678051506,0.106749113416312,0.0395979846936907,0.0604932850989262,-0.0205403354384302,0.242451652157724
critical,-0.0336321586188029,0.15517432652048,0.126648656937305,0.175256108596968,-0.152334736526616,-0.162354658467795,0.171511343839492,0.181965670132786,0.116075048316034,-0.174744304571475,-0.0053448831091922,0.148211094723559,0.360947352084809,-0.0364367034854316,-0.0677674295397821,-0.0558886879670852,0.112828854762462,-0.0038175754441448,-0.0118797343815305,-0.0737615693876528,0.0452263048673657,0.253165039274633,0.0878201991497074,0.0864178101792648,-0.127221541648264,-0.0648275160335404,-0.132163729889231,0.0856948764941739,-0.027598794162767,-0.0840439446002073
critical,0.137633828604195,-0.0950763074178436,-0.139153931868146,0.274040174031168,0.155964553033791,0.0732574233946913,0.171246073820791,-0.0590259912082269,0.427668935905994,-0.0533899763926154,0.271998231767991,0.12997097059077,0.121087642956536,-0.0051601259967348,-0.0448066242316223,-0.468080049326609,0.294010247855698,-0.164054628004949,-0.217028924198382,-0.253136864657601,0.200511574938794,0.151905488458817,0.0581145054796387,-0.10530617173974,-0.331918563392034,-0.0227605599033097,0.0821482843059011,0.232139419425332,-0.0153175809905547,0.0335233605330911
critical,-0.060257783084371,0.0921868119931804,0.218529763746363,0.155749332018054,-0.060735215841081,-0.0243517935152366,-0.106837355836109,0.127287880904082,0.0498025941572822,-0.0723200601693752,0.0428181421132052,0.0755157451179755,0.0971697588413614,-0.0417376760680841,-0.0305250066546702,-0.104521740587791,0.0395814150569102,0.0087814333247353,0.140343926597366,-0.215915145310637,-0.0112550331693339,-0.0400767455598243,-0.201283652755783,-0.0197534127437103,-0.312693279794652,0.21225819265722,-0.162915862463575,-0.0624829515808559,-0.227583281926382,-0.0383871525110685
critical,0.169063879610559,-0.0613079984557294,-0.0989298785998032,0.265371698703951,-0.0191001171392871,-0.0017641560556119,-0.0747316498237453,-0.517549199816076,-0.0509672524278388,-0.045625515770567,0.121015805904027,-0.112339002663612,-0.183753915237972,0.145727859078325,-0.136715026064221,-0.614770869480937,-0.196205488705407,-0.288742203956922,0.0020196362501412,-0.0626335376269928,0.168088312003,0.142042547403057,0.0294078225860609,-0.245574937257167,-0.441106153640225,-0.0667008774884183,0.0997813677890663,-0.347005439796509,-0.250226276746877,-0.10465090949405
critical,0.532871539041389,0.485515408573082,0.243350364192118,-0.387181168863559,-0.290798414811179,-0.609007694876135,0.0526589420152234,0.165041301458801,-0.0441517879398975,0.0459930802969756,-0.652981310778467,-0.107570316464744,-0.0984678002092061,-0.309044973242783,-0.471885610582552,-0.0294549235909694,-0.333979921709982,0.0467210513189046,-0.219635062914121,-0.388770248325464,-0.298177074737109,-0.161877232955381,0.532537604611749,-0.355922540881322,0.0451351660433488,-0.239586101677164,-0.341246903411608,-0.39665030219872,-0.315457948994832,-0.288839669980012
critical,0.396204133569108,0.0973498590232531,-0.392684017087779,-0.0711061662046853,-0.0908228624066062,0.161626952003681,0.531602073244682,0.100160272517821,0.209970505376939,-0.10724099208315,0.0918899717560311,0.185321323683454,0.122682382342047,0.082779895462382,-0.0603688634874213,-0.0998932602150888,0.509971324770913,-0.227334736451353,-0.298689762338093,-0.0553612709170009,0.0251871854737086,0.385829013143127,0.351399470279424,-0.0559805571042492,0.0372523559471946,0.213036045573094,-0.18812648567869,-0.138783661845946,0.226070494031253,0.246927251295248
critical,-0.403029088583876,-0.54342972809911,-0.411033781625631,0.436681931012925,-0.158584439274591,0.576084892107672,-0.444695880820443,-0.402913688646827,-0.0134333391651537,-0.381540264935356,0.594561585758785,-0.0351081496581622,-0.014320025892287,0.0014355120777662,0.262070452549616,-0.526829761083005,0.281724452745852,-0.347216839479691,0.0362745134858029,0.0900239205066121,0.25260067974836,-0.135220467676273,-0.426272268591248,0.11009026757306,-0.436975059159636,-0.0218899969363883,0.151895330778971,0.155623173670478,0.0221384962596436,0.262675019541174
