group,CD275,CD3,CD45RA,CD7,CD25,CD45RO,CD279,CD195,CD62L,CD197,KLRG1,CD27,CD95,HLA-DR,CD57,CD278,CD39,CD244,CD2,CD18,CD28,CD127,CD71,CD47,CD52,CD49f,CD272,CD11a,TCR-A-B,CD29,CD81,CD26,CD1a,CD49d,CD99,CD82
critical,-0.201924710260676,-0.0628219006598943,0.162080522168658,0.360011087140106,0.267613144332111,-0.224299560197503,-0.20970351259858,-0.194698596673715,0.227630905255191,0.420973517059751,-0.49583274652645,0.46910744504753,-0.156988984832811,-0.106582743046503,-0.39538191418089,-0.0262135377733201,0.131286294138287,-0.224400402167486,-0.270631938657858,-0.137321826571794,0.259545323207018,0.592350225806229,0.0592992918121908,0.496958785876644,0.143195614290639,0.0124968076546809,-0.0377350670255573,-0.271176624021868,-0.09509000279011,-0.208790481434246,0.0410230894284168,0.522125250855079,-0.189601303941923,-0.337920379814364,-0.419926731008789,0.172391040224622
critical,0.323591666551563,0.277703514853746,0.177084952222397,0.17390306030097,0.087141407595699,-0.148905347349557,-0.214554486697452,-0.245627529482032,0.507180670395088,0.386342682391898,-0.270296507048022,0.224320463224796,-0.505318233465686,-0.176821907724313,-0.181976504508796,-0.231610217851826,-0.170147203799043,-0.271858347101317,-0.319403103148921,-0.519574540797523,0.0830565508127757,0.589104168717347,-0.223551697410346,0.388340841082032,-0.0851697311801927,-0.284761539143714,0.0780003156940718,-0.513290149307788,0.279993213742636,-0.418643019683025,0.0248560416182555,0.546005326488174,0.0485999172324712,-0.254309569954313,-0.0891784202853866,-0.118524010116278
critical,-0.149153674733367,0.447686949342009,0.355350612562267,0.23746282358909,-0.0816796859111644,-0.345302738627063,-0.333529636989828,-0.131159130497735,0.234340796372169,0.176634929251323,0.0009573818357011,0.142858864109187,-0.396449860565725,-0.174440926609815,0.0220364951848644,-0.193445240547691,-0.134752491537208,-0.0612209698457148,-0.123428549657577,-0.114444928783715,-0.150868329846134,-0.0075754847031371,-0.250209440704213,0.107978883540507,0.0709095625464577,-0.384389718015217,-0.230545560063338,-0.251486837006769,0.447447060690472,-0.355016175961371,0.124550888682811,0.0857452286544822,-0.0633290271821026,0.0372617719331602,-0.294557573351013,-0.281689779623528
critical,0.0045086649099545,0.157589112112936,-0.269346433955044,0.106130565571455,0.13870307766726,0.195051885305184,-0.0745732088434263,-0.178733274917342,0.355730167606544,-0.0808523412942724,-0.270687180124943,0.0137987056236472,0.187015875017061,-0.1490275111445,-0.046020421092755,0.054266432135159,0.110816970501143,-0.170202744691827,-0.0442065941268738,-0.0270886332234542,-0.0134365695875794,-0.112026190910937,-0.017256268877803,-0.120119328853831,-0.0050433561508545,0.0937527861834618,-0.0646301912917659,-0.0665672849703375,0.0697417396675293,-0.176787937661661,-0.125269337408165,-0.23685736283662,-0.148750753679463,-0.305575803744181,0.107208030259747,0.0836814108269604
critical,-0.149545801097404,-0.0053139814644202,0.0660041611102289,0.239570948812589,-0.04689584039695,-0.0852953079594901,-0.639215951312107,-0.285654949240776,-0.114095871220899,0.0537188483993475,-0.51978106501824,0.243644324926378,-0.305276513081953,0.10851946854692,-0.188119911317546,-0.414974400793984,0.0006680901367559,-0.227852078341559,-0.124141051000656,-0.270140490076953,0.0923551209456813,0.47002130098636,-0.176075963511731,0.313616316278535,0.326292583901898,0.266578136786408,-0.0017150035210965,-0.266754973894131,0.0428055038160121,-0.0441637123830603,-0.111690194516545,0.364213020373,-0.167886148768109,-0.0685371293160268,-0.220293606349027,-0.0273808149630939
critical,-0.0473006667460068,0.0959589092169475,0.0757314880750475,0.0253156983301379,-0.0064656726469302,-0.312839080453786,-0.345902307361996,-0.0469510764205014,0.316274517565457,0.179584452128239,-0.0423277820679565,0.330731012237726,-0.420968739439186,-0.261745045106479,-0.143975837391031,-0.4491529723121,-0.351828127559455,-0.10222350516408,-0.236255150986781,-0.287834720514611,-0.0321723879661921,0.487130866682463,-0.392888760430518,0.290368618271364,-0.0571944436349732,0.199588758451225,-0.0122990459163192,-0.164914925230977,0.100619801204701,-0.222331446212507,0.261376315294039,0.299223930436808,0.0191184791673246,-0.207306999187193,0.115774551050023,0.0867378258824479
critical,0.024403615226911,0.139943600038723,0.0922006836740765,0.265978656171134,-0.0296885536895966,-0.0626039188044539,-0.0623192616592512,-0.235487233471161,0.103857140379745,0.260596378364901,-0.231186490990885,0.308056314616947,-0.192764544058277,-0.302094501625319,-0.285120933842235,-0.282617521523028,-0.162850618344871,-0.120472479788279,-0.0872527852550006,-0.176076686728994,0.288678884223636,0.619953414317772,-0.099640382689504,0.398984814347635,0.179101078704938,0.100492116350823,0.0424964971398016,-0.274500234842105,0.129673650360734,-0.0725054457756677,0.126351728292842,0.42811752876101,0.0737762960795516,-0.0580387350665967,-0.0526343946818026,0.113926640068049
critical,-0.0637650581583808,0.266273829252257,0.628223510983008,0.420289388421726,-0.22406722770849,-0.586296199022879,-0.322864759241684,-0.160686850981708,0.27582962502066,0.412885219099955,0.102856544517293,0.167667032754016,-0.63603598730841,-0.223571314505972,0.0827128687349967,-0.194172862862865,-0.300617048588395,-0.0929579429157558,-0.135632553918949,-0.306999121944424,-0.270466877082307,0.235085251172877,-0.239340169544325,0.255044750438838,-0.103963639858765,-0.359969568017832,0.10281934781149,-0.245160619571635,0.273280709361856,-0.360781728617554,0.111047548075154,0.285989443340377,0.0447745905684199,0.04232554769359,-0.186014933215418,-0.176878430148809
critical,0.128657239621626,-0.030960861934592,0.518883048825524,0.564438732365737,-0.45115734856943,-0.511324590638204,-0.129135547125465,-0.549295256277947,-0.0781453861851987,0.522518578075787,0.33958485917661,0.371657806265993,-0.691012587605354,-0.565519943928902,0.206663510671951,-0.394685448616572,-0.684355608484693,0.202806341352259,-0.0002371916775426,-0.127088394652243,0.0683152561272194,0.602800065502216,-0.612322629159007,0.698962408265142,0.306871419186576,-0.398435185336274,0.541736415113559,-0.339551773980467,-0.034392793243683,-0.2006220014891,0.508454723170949,0.345236801931008,0.52813666267647,0.0333313634777502,0.449321013714298,0.0251453015396776
critical,-0.0835801070903021,0.43480308164384,0.497264993991501,0.39570877407966,-0.176748370177466,-0.53450692708324,-0.353629746544575,-0.334875647639005,0.376807812200342,0.270699118478169,-0.085221433552251,0.410676393205398,-0.585776630791257,-0.33928611327132,-0.0681774749974726,-0.553139868468209,-0.133257299005155,-0.0729548509630291,0.065017497027677,-0.20084068927729,-0.250828099737596,0.514961035890419,-0.377892107213328,0.369388927273021,0.0002239101195007,-0.0358650111757303,-0.0211010824629791,-0.209583539018999,0.418502559629914,-0.136030054448523,0.179538724745958,0.412982525903586,-0.109238178413089,-0.0381775954524603,-0.111426822385982,-0.0744578049254636
