group,CD19,HLA,CD49f,CD25,CD279,CD32,CD196,CD95,CD66b,CD272,CD58,CX3CR1,CD11a,CD163,CD2,CD226,CD29,CD81,CD28,CD38,B7-H4,CD144,CD73,CD307d,CD85j,Ig-light-chain-1,CD328,TCR-Vb13,Podocalyxin,CD258
progressive,0.0201258064147146,0.0489807756132926,0.161547600629001,-0.0901038456438447,-0.0090493745196196,0.015408070591022,-0.0004312724821182,0.033352205183632,0.0099891776744166,-0.0383523034990889,0.0269048482951403,0.105588588768256,0.0511156760144571,-0.021099129728121,0.138535074096723,-0.0179940251664443,0.0740675300346773,0.132184822128374,0.111730747162012,-0.0303905941267237,-0.0736291700337743,-0.0766714625264324,-0.0613842872295019,0.0175343054840311,0.0477255429607247,0.107880246283978,0.0527917492880523,-0.0011817600075265,-0.18147525911283,-0.0543244329585112
progressive,0.0860236757046114,0.139516484649695,-0.0759061199613127,0.0127052715986532,0.0439129921406441,-0.038339739093802,0.0584636495847293,0.214571959930951,-0.122242943222683,0.0065421120674949,-0.0715648794645127,-0.0781011432966023,0.0658482643860872,-0.140510020071501,-0.0052408032114173,0.0037522416975844,-0.02209672275513,-0.0245284302939836,0.0131119862692205,0.0008073796060505,-0.107829886985735,-0.0464340565641371,0.105498387195852,0.0402677665883538,-0.0331747929077678,0.0750872590186631,-0.139968093937755,0.051510180298492,-0.0351502979657918,0.0346436337976116
progressive,-0.0109650267147757,-0.0242578686787614,-0.364131450642978,0.240608143757606,0.0490059604001579,-0.0026323329759058,-0.0524688662464476,0.219551187788345,0.0127385188184968,-0.0785306400073754,0.0129347269004743,-0.0135947797684537,-0.100227337160556,0.0380355496418987,-0.132855241883948,-0.161021647196409,-0.135824758919418,-0.107918029777718,0.0799451185065911,0.136785894531314,-0.0073020078233966,0.0263651875116609,-0.0383067252265048,-0.0551488890665727,-0.008388301360113,-0.028081130820875,-0.0243404284461157,0.0344770450535292,-0.0209342204025023,-0.0457595525202193
progressive,-0.507595162075367,-0.258883177289157,-0.206514290986285,-0.333667850416863,-0.360878415196522,-0.420577558612915,-0.350699612356511,-0.255402597771532,-0.507077306070443,-0.325443240604047,-0.37771576753155,-0.347028626611294,-0.273316459048466,-0.229580753257983,-0.153341591022989,-0.406967401438044,-0.270644702989424,-0.248553713450161,-0.338696525450649,-0.505893397984571,-0.29087982448957,-0.367281196431274,-0.342195676671908,-0.403725724054629,-0.365907254695086,-0.364715276622162,-0.343386117985096,-0.335443749316105,-0.455553757793415,-0.409801076269234
progressive,-0.275949289792392,-0.524263667942506,-0.372492310842122,-0.51861108669445,-0.577913462448349,-0.517766977706303,-0.587126066205657,-0.337543158553625,-0.290138884695129,-0.523138315904098,-0.54112679807762,-0.526736058814687,-0.574794909854835,-0.517381437469133,-0.509794436044492,-0.599327406058612,-0.525763753300037,-0.546545396898827,-0.5361646384581,-0.521077097967027,-0.538766216950842,-0.533066895302359,-0.617877075098338,-0.552973068868655,-0.562744279388903,-0.509696722672331,-0.585231774388217,-0.525156078103934,-0.518552414295498,-0.509058820787821
stable,-0.0370791518698439,0.0808252801604594,0.115603009591094,0.0202189360981351,-0.0508661863627417,-0.118923656564587,0.107785769691725,0.180989940572041,-0.0685644964671494,0.0547945967963078,-0.0111489959503567,-0.0984177239467757,0.279546060071622,0.0412819174783164,0.18438225427784,0.0966823702557119,0.189309312376387,-0.12347213095348,0.189190551538195,0.106848862968613,-0.0419635169718964,-0.0561639147957087,-0.0030307065843928,-0.0695928779892166,-0.0144404121289506,-0.180484764982928,-0.0206896223574305,0.0224396399351872,-0.0573340195648204,-0.0110966051709194
stable,-0.0564427787697491,-0.0511463529457427,-0.351607324246977,0.155461014635087,-0.0044538212868465,-0.0407795026669192,-0.047386554102063,0.0481411514701131,-0.0574644843263581,0.066352859653505,0.016645921598166,0.0235194636645765,-0.0367237376897328,0.0170636108958881,-0.147346669534202,-0.147275706376146,-0.347876474278695,0.0208106061897307,-0.0177472112661698,-0.0158557711731873,-0.0530115644160128,0.0147375986280779,-0.0881503089286693,-0.0213503524496847,0.085304540236599,-0.0140182071268269,-0.049140589408103,-0.0090534922215147,-0.039147036378999,0.0415451221599279
stable,-0.135203688697693,-0.294700256040658,-0.557066195939293,-0.170136046103066,-0.198859364642541,-0.187924131815644,-0.153344488797427,-0.386484288737488,-0.145461951205389,-0.143828110289233,-0.223308811867804,-0.169334340221213,-0.434831066983317,-0.231668910157359,-0.464389094654581,-0.374882610113232,-0.524095764272075,-0.196873560487341,-0.336270644420538,0.108930241586567,-0.189269315098937,-0.166098427969596,-0.0635138065514636,-0.158742120767157,-0.155279794998734,-0.164141026119749,-0.099173098111762,-0.197230545598264,-0.206100146988233,-0.143262559489536
stable,0.0545876263034725,0.119600970915688,0.0056582765343281,0.168449140869587,0.0105680837896198,-0.0675390443846686,-0.0946121240693333,0.359990460786322,0.21835669845423,-0.0199425324085064,-0.0999360349166705,-0.0603955692435842,0.0961051453503323,0.0086852470701501,0.103365403334985,-0.0780018238430497,0.13696486594409,-0.154920442776725,0.314351418235664,0.159208108133948,-0.154668290307097,-0.146217963174877,-0.122505892645093,-0.172488680664236,-0.0740858923056008,-0.0505516530411705,-0.0634303938041986,-0.0821668810992895,-0.153196384927114,-0.0752142449932665
stable,-0.0720818148112462,0.0958968015869253,-0.110621673172008,-0.152221701015844,-0.0221895885587796,-0.133567025929487,-0.0501168199609322,0.187264110834431,-0.217247088550129,-0.212260703395423,-0.0783853782419308,-0.186004182956868,0.110268086608081,-0.183535669855248,0.126839413233783,-0.118900574232988,0.0779298199249269,0.007107654140943,0.108055463014009,0.0995890445488176,-0.118711392540513,-0.17606417171182,-0.0847672523140088,-0.213547188201315,-0.133969708502313,-0.179354674678007,-0.0600549798209078,-0.0494925674872181,-0.207594800447537,-0.10320606892596
