group,CD274,CD273,CD275,CD137L,CD40,CD154,CD52,CD34,CD269,CD117,CD7,CD49f,CD194,CD4,CD25,CD31,CD195,CD32,CD62L,CD27,CD95,CD1c,CD278,CD178,CD24,CD11a,IgA,CD62P,FCERIA,CD41,CD163,CD184,CD29,CD81,CD28,TSLPR,CD71,CD193,CD49d,CD73,CD158b,CD328,TCR-Vb13,NLRP2,CD258,DR3
progressive,0.362022977638561,0.195249144044607,-0.0004115470569667,0.301133101898768,0.321113912091034,0.156387413390123,0.156008902932489,0.0575740027450732,0.339630378672956,0.165055214981752,-0.0069082755589128,0.280809240486525,0.06224659286036,0.040660151647765,0.11576436314102,0.101484419399192,0.217105703159729,0.195384480325824,0.0042618996161789,0.160462436814592,0.0648630187767254,0.182946779398359,0.0869464062930771,0.185055580511599,0.117966542409805,0.282127297579207,0.131874226903589,0.113917980755,0.175744584021674,0.102255588154996,0.306712702706742,0.14116312232673,0.295822539189789,-0.0140340018830003,0.309125437538109,-0.0407242900275969,-0.0018486124345255,0.134857052736486,0.208771439470607,0.107543889533791,0.292179099895364,0.162595277979659,0.145110940977815,0.293029270283358,0.174058301956996,0.19451393642796
progressive,-0.0552097273953664,-0.132243261234068,-0.0282140069117668,-0.0911844088804334,-0.298916141907155,-0.0925133671044264,-0.0271041412768685,-0.0167364116673304,-0.265646110795414,-0.307720513869016,-0.145661362548594,-0.0388479025358589,-0.121298651467438,-0.249545175867512,-0.134235254394981,0.15345752069039,-0.161867141022174,-0.0696333510855958,0.0203412916271124,0.0391050225528432,-0.144954139586291,-0.0341263711829278,-0.0726246953190748,-0.106089881139243,-0.0168635087414992,-0.0893719891805652,-0.218300429725391,0.02510010925385,-0.107596882560794,0.0645558707089236,-0.0059785689519445,-0.0237549585196774,-0.0089941139601836,-0.24340483244615,-0.174280640812929,-0.300145105054761,0.136680511342726,-0.0551238110638627,-0.0319712905611383,-0.003611944896981,-0.0877270683513657,-0.0788528908377002,-0.127663065656023,-0.0835934518020593,-0.0569929451639969,-0.200221408416146
progressive,0.0808474327549332,-0.0122194454427135,0.0150387334603304,0.0287757356650929,-0.0941045760610331,0.111565610415883,-0.008642295487783,0.0835777886480545,0.0604841721275416,0.0601438581606787,-0.0614706774767793,0.0184244473038515,-0.167584773877801,-0.098855878601284,-0.169769058634516,-0.200197815232999,0.0366948922703683,-0.0053766040244167,-0.343223287856399,0.0100012821909414,-0.113488741480257,0.0673279967890711,-0.0648034340930441,0.14015508540886,-0.0100359057476139,0.0274186095381114,0.0097553841389867,-0.24250531563786,0.0980747534406599,-0.257450059222882,-0.241857631088007,0.0074120794020402,-0.04560338450958,0.122733238036477,-0.0648455325905667,-0.0982486093705589,-0.122779141494611,-0.0180172448283824,0.0415117720412861,0.0763863129217913,0.0429721272843858,0.0456636503147995,0.0925259870901282,0.0310502648234334,0.0590402068236952,0.0452609447169687
progressive,-0.0956369676574045,-0.093819037209351,-0.314789662901944,-0.135478789489533,-0.213419229135924,-0.0297801821794101,-0.0885023318694176,-0.047821928747611,-0.095986821761735,-0.0693791713288853,-0.188443983827415,-0.0804519378378415,0.006843753723446,-0.145948774313834,-0.0360230321268216,-0.264817804059996,-0.103454761960701,-0.162426970968255,-0.138264299887804,-0.14797467956796,-0.0208741198718546,0.0008321912432305,0.0130099767980772,-0.0576503420154008,-0.155175841156903,-0.0685682718040372,-0.107688539853201,-0.118386534090553,-0.0161198855733193,-0.138780003042752,0.0032117472122147,-0.0354045187566867,-0.0503591856394767,-0.114369398699233,-0.0259006125006954,0.0082451719608538,0.208370455802992,-0.145767173106791,-0.133312393915553,-0.0450104604515535,-0.119376189480148,-0.139353209948208,-0.152866775467338,-0.0963965019174273,-0.100973619891222,-0.0071446465560736
progressive,0.310442256312537,0.161740494629968,0.278834530075984,0.242129212700643,0.282208099658538,0.322360753311627,0.183232257541423,-0.0143034852434857,-0.0031042131655413,0.240884529148138,-0.174482002868345,-0.0446941387221903,0.118012925821221,0.122974708166552,0.301999157297944,0.366234788900852,0.428153357417323,0.142614745651067,0.207058974218121,0.118181323776959,0.133480064976424,0.364667376918396,0.158779423436976,0.105262435536228,0.320775903544711,0.000431805577268,0.133366457219077,0.0196895140015773,0.230491134046841,0.33106649094028,-0.0065386856514504,0.382223938732959,0.0980561741776712,0.43024708490895,0.116981375663585,0.155142339492344,0.263481968559718,0.317591997786196,0.330489848505684,0.302178532739811,-0.257474107325551,0.297799599208685,0.363098370014597,0.538213698886943,0.39148369299944,0.302291103290923
stable,-0.214430697484942,-0.321885356319216,-0.173862347743722,-0.229995322367023,-0.181824802494127,-0.180605836061457,-0.0713816624197914,-0.0503161473950176,-0.28379297486349,-0.201970116894039,-0.291627641645556,0.0009906428626495,0.0170533614470798,-0.204456687228761,-0.109381311281361,-0.0726586250848264,-0.23816514746785,-0.312301112796582,-0.238802477290697,-0.0792792655050411,0.106042537813311,-0.0611726000916626,0.004333419042932,-0.305480373524914,-0.0881291347349468,-0.0353194851195075,-0.306539402307306,-0.123247673299929,-0.144113760557252,-0.0976735858570689,-0.19935251731415,-0.165992624142066,-0.0401402217441977,-0.259340100788147,-0.025008065239184,-0.26928812067893,0.0408485753528712,-0.22714260742501,-0.050027358923572,-0.1126001298849,-0.0864950145457022,-0.1722605882192,-0.278427663941874,-0.203920444422404,-0.195272045899529,-0.24384614542111
stable,0.0604213965573737,-0.0069294159637438,0.035515380664413,0.088040470103174,0.324377993713441,-0.0565455771874946,-0.152948387992086,0.106760922362051,0.110244525228039,0.0257616840477785,0.244831269610541,-0.300455818373126,0.0749513613869891,-0.0672012546076511,-0.0136093871482745,0.034041049442217,0.148677963307215,0.0674842921872214,0.280819988025623,-0.0764529817806791,-0.0369385356608525,-0.151681522980038,0.137143488076754,0.0364340348563707,0.220539079013835,-0.0740406464187285,0.181105315225826,0.0502773050653124,0.0787089951948733,-0.0217334024261115,0.14696240466176,0.025639556524472,-0.190186791983578,0.0171379098600275,-0.0719576426014703,0.0330309677651001,0.176299887588686,0.0228497875220303,0.0401616662545678,0.0434115295509004,0.0495830086002308,0.0971523085739952,0.0688194128911651,0.108995387174945,0.0574526224155355,0.150864473040436
stable,-0.0861085234224404,-0.086848185119211,-0.0279540965821999,-0.137342178440921,0.0150792738125223,-0.174852640830341,-0.114511788597158,0.0069284338888681,-0.0767033662546469,-0.0608094535177216,-0.423054540484603,3.31523004447797e-05,-0.0217263728977775,-0.26441645233189,-0.0393010032907361,0.0170185459565046,0.110466512308505,-0.0724521832966392,-0.478035651629611,-0.347429899955976,0.130266320547371,-0.0938825834773,-0.156497151628759,-0.181742728045798,-0.0884553138334856,0.154534495681915,-0.124815203101705,-0.0375234141067777,-0.12788418424267,0.0328799153847831,-0.10455725263589,-0.0451015861247654,0.0929208851605869,-0.0242341486758812,-0.011177076548663,-0.192276211157835,-0.0606668847629117,-0.0008750127812649,0.0470938448684325,0.03387763928875,-0.0533830920509411,-0.06399055676285,-0.104367931751685,-0.154558689098555,-0.106007656050659,-0.15981034490736
stable,-0.1488015143603,-0.23610043946623,-0.0881842244121125,-0.146789898602745,-0.0404737413039388,-0.0540889287751726,-0.335344202067076,-0.165915759105777,-0.156215875440829,-0.109199469563759,0.264693473942396,-0.169898779218201,-0.422761580402733,-0.415566868287961,-0.308299278289304,-0.116395716135368,-0.0918596420186074,-0.163024036590648,-0.207839305911893,-0.0036239908810065,-0.488295633048968,-0.19699077915089,-0.439713566033124,-0.146207488779698,-0.0464573945669152,-0.365249179654641,-0.188252676905979,-0.182005173491091,-0.161656805407005,-0.0690688816388245,-0.193181336250332,-0.113642644446013,-0.396333634429217,-0.143939211482126,-0.336247532693715,-0.0267099778660438,-0.394968415043257,-0.102675315842229,-0.229229926885069,-0.0920775433391571,-0.123401621631131,-0.32682474257263,-0.187159848449579,-0.16021391462306,-0.175507774821344,-0.107085831380371
stable,-0.0564672703377902,-0.0259364300587783,-0.0368908819261496,-0.0959993139463154,0.135359313776914,-0.0274472163840784,0.0381943311598103,-0.0525786835052202,-0.0161853098314424,0.105075195396447,0.139932717044269,-0.107124290205355,-0.1983019874917,-0.125502065495636,-0.186678520270912,-0.0341947133347538,-0.0254741122539086,-0.0543117245550333,-0.0866753151688203,-0.0897617098851554,0.133484955561743,-0.0822873953363387,-0.152575312861262,-0.251312792261444,-0.0048737819207305,0.0174778305735248,-0.0393557586198718,-0.0504660924387396,0.0154709476086792,0.0066922996420864,-0.120678908837586,-0.0148336882867238,-0.103316102332686,0.218544358221944,-0.151491510317421,0.137323492703574,0.044789199142563,-0.0931442608022375,-0.0290411328139394,0.0516374126310587,-0.145499734108351,0.0611570765480136,-0.100978570090081,-0.107653527541621,-0.0538180624901549,-0.03186750610902
