group,CD112,CD3,CD33,HLA,CD90,CD10,CD45RA,CD7,CD49f,CD194,CD16,CD326,IgM,CD103,CD62L,CD161,CD27,CD107a,CD95,CD66b,CD35,CD366,CD278,CD58,CD24,CD11a,CD66,CD54,CD62P,TCR-A-B,CD254,CD2,CD29,CD18,CD28,CD127,CD15,CD71,B7-H4,CD26,LOX-1,CLEC12A,CD23,CD82,CD101,NLRP2,CD224
progressive,0.141987678355032,-0.119209423763231,-0.12574118221996,0.122688676271015,0.06163280304652,0.182213862087985,-0.0599072447404407,-0.192992918967647,0.0573771202335955,0.245107706882993,0.227301337418107,0.187687902145497,0.225491312502237,0.317492862140691,-0.162310648129073,-0.0432523146121199,-0.135257533715214,0.189086013833608,0.0410383709744967,0.180297354064336,0.0412945999680293,0.103688916264399,0.113733741813137,0.252325558887513,0.32847705389319,0.0382332231875097,0.362835958291177,0.153226383895593,0.0530763325654005,0.0354472555375058,0.0818860901144971,0.0128000220070831,0.0893880835759721,0.0783197712244801,0.198967714533471,0.110423876088161,0.264993605131906,-0.0482812104735118,0.142239970044371,0.0045236271623245,0.114144196948908,0.13629651800454,0.034817708983421,0.193709125253806,0.313739644361379,0.319063626130647,0.163611267434487
progressive,0.0326723548971487,-0.0378338036010746,-0.331001717514768,-0.156626885517863,-0.307715419105051,-0.241479071912148,-0.0698502373549815,0.0075214529758444,0.0444105959282,0.0698499149943115,-0.379922930587091,-0.0763485634484969,-0.165413845207289,-0.0682056516921382,-0.339917018668545,-0.12408717882892,-0.217117886086873,-0.370759384045842,-0.0558783346043375,-0.428020376377906,-0.373478443516975,0.0004907060950292,-0.0322473223405751,-0.32440378638536,-0.355655203157182,-0.0444867651363002,-0.27647344819154,-0.118382533319932,-0.27953528120917,-0.15362901474312,-0.33104799270593,0.149952224696392,-0.134741621822158,-0.140784004897638,0.0195680225578322,0.0075863680445193,-0.326084836918819,-0.149859447327064,-0.324203824558665,-0.112267501396071,-0.311697434469189,-0.410853548791894,-0.101816755855396,-0.161682572982429,-0.0277142369057565,-0.175525673743445,-0.145157207621143
progressive,0.106953307072392,0.163602493296374,0.139469741558489,0.0733651146668436,0.164734756529052,0.304286431295433,0.266230634779434,0.32522604576295,0.307073665623734,-0.282684685680878,0.258706475546643,0.10556589642801,0.0990408129583284,0.0605423371969522,0.016993618033993,0.160604059125219,0.0783352073030424,0.16132487282271,-0.199621267624225,0.273068736841843,0.237305411077017,0.153894501912949,-0.298819209554036,0.182927701802365,0.231996375363684,0.190969346263981,0.188768365901288,0.114759809132264,0.167640435171757,0.155788473891245,0.177433547499331,0.185440524562498,0.236892770998981,0.112529599773731,-0.0155371292203586,0.308277928703439,0.260091224927849,-0.312246758231988,0.142953615974884,0.377600452779881,0.206301405861682,0.226512043320411,0.124988389899047,0.128235226027458,0.270174778659823,0.195758601698334,0.14953521270232
progressive,-0.0170154786215583,-0.132451587506929,0.154265467776872,0.104570637676441,0.0579159681613327,0.0975391730106554,-0.0241595815504407,-0.0843525754870087,0.178071314907505,0.133844704255925,0.160101530167163,0.0726734931358684,0.0381585324445321,0.138078093116509,-0.0033967391566822,0.130077631251794,-0.010617102538633,0.181546072864727,0.0539875719844526,0.268237177519116,0.21476799728906,0.191235080300742,-0.132465316954441,0.163013028189213,0.219686194727933,0.0822440506152192,0.157809954004284,0.165753901379892,0.0097146771647004,-0.133373366964452,0.0425420353251457,0.0707196807390222,0.152863401213972,0.0836498491439162,0.0262879245418967,0.0529518006335479,0.188838721514081,0.0691895142864906,0.0786833090091693,0.165719841939174,0.27154993164042,0.260221740408766,0.165571758260121,0.207633136093829,0.135452657091683,0.164878243322437,0.120625897453269
progressive,-0.307128879247163,-0.0149891100719532,-0.103122974620557,-0.0215296947315992,-0.0278572292737341,-0.285870372756139,0.0366132490707044,0.26645797174467,-0.0977221292779381,0.0252750112840336,-0.17195280306405,-0.309612204684639,-0.367673057320898,-0.0490520885468469,-0.109992312234716,-0.44211588355821,-0.379616554946672,0.0210591526448558,-0.11637873227551,-0.140433648493254,-0.190590393577273,-0.525773991327623,-0.411951338759712,-0.0810177289829782,-0.05583876839482,-0.187650366578494,0.070549773371167,-0.0661838686624578,-0.162064638981337,0.0159605467213721,-0.167044864876425,0.0179277916788584,-0.136809652707298,0.16316340413377,-0.216452800192813,0.0223988603176402,-0.279597080559719,-0.134662659334453,-0.0398096997193648,-0.104485249498518,-0.222128032147558,-0.259541657670133,-0.0480792851614182,-0.0100151762245791,-0.130723244096142,-0.0260715645186288,-0.0650448859670391
stable,-0.085333783554775,-0.34121646984225,0.0330654771951744,0.0639639685899615,-0.0695049202951381,-0.0801044202655359,-0.377183140892002,-0.595136359283543,0.284647494998563,0.110084458979558,-0.0912792874289383,0.059816898102351,-0.058486220691742,-0.112749238797169,-0.216337145706036,-0.132608085669106,-0.121573444219375,-0.089094801233033,0.207438698971637,-0.106207989586164,-0.0922809573176838,0.0508861398076717,0.144750784756218,-0.056515787539658,-0.0678415886322204,0.359528841239214,-0.12048043079985,0.0783539895381061,-0.105668463499517,-0.397147210950348,-0.0748070645045327,0.29647840627927,0.301246584228057,0.150024236518777,0.195286184901301,-0.0466815795451008,-0.130281266319719,0.192009488664453,-0.0466461385949116,-0.0059836051239292,-0.0763700818497876,-0.0155180528669703,-0.0262415974205826,0.0268647324678024,-0.175591652973243,-0.135244007848267,0.0115498033494497
stable,0.0201278427695161,-0.42553675551365,-0.0146270557538226,0.203073587858696,-0.091238446494846,0.0008692118058516,-0.373881782410107,-0.409030470283655,0.188898785062395,0.266392211926958,-0.0175149991441839,0.0378884008984352,0.0663448613360838,-0.0565294010718936,-0.316477491275766,0.129771348334509,-0.248265329640908,0.0167555579795082,0.416721273848546,-0.0859508222529334,-0.102699569170486,-0.064968074903689,0.0582746764356933,0.0607951968660333,-0.01853600354347,0.330925668434751,-0.0739885702337253,0.30709031824979,0.0249371009525281,-0.385395014961478,-0.0671294651234862,0.411238635696117,0.287208247190562,0.270930195229867,0.193828643764485,0.0648857919577937,-0.116482375493264,0.236316858524788,-0.092576159895362,0.166789204609079,0.003363651305543,-0.0197860772193355,-0.0236792249179238,0.210368617175763,0.0152685506381718,-0.153821607534215,0.148154836883397
stable,0.0041911695731289,-0.218064461796778,-0.0233608000173338,0.269758708079605,-0.0240311624528088,-0.0340116846093352,-0.523866185367563,-0.500593727021003,0.408286508802432,0.233700250760005,-0.082560672258398,0.0966469570874734,0.0198105221321364,-0.0309343074215825,-0.293771919506658,0.146658385128384,-0.190475546086483,0.0532458294721479,0.5063957000104,-0.0550476907873924,-0.0637958281225022,-0.0312792144775662,0.156721321896842,0.0924311887013139,-0.0370121919840651,0.444450069806813,-0.0327200865646571,0.268701728527379,-0.093901624423645,-0.285917361171808,-0.0427636923129508,0.472597864774104,0.42822275725381,0.399796378445641,0.300101012307102,0.234915742429217,-0.0989509036710982,0.140467312762227,0.0061846931952705,0.263439201081828,0.0467150828738298,0.0534176847016057,-0.0242479025683962,0.26500463272245,0.217339860479996,-0.0313859079161494,0.200236551793099
stable,-0.115568326675696,-0.362844716830954,-0.0456658847465732,0.0087700876242338,-0.0412606476701039,-0.0593696974000885,-0.25056481770292,-0.600615639741992,-0.0554238818147536,0.296055925599049,-0.182550756478972,-0.0455031083485446,-0.0585859649870513,-0.0480378165620708,-0.210790457683354,0.0581955358629127,-0.301808998580689,-0.0105736994580317,0.383918465127716,-0.0323781153328983,-0.135143534727436,-0.0781686180187325,0.229940314942503,-0.0576709967350359,-0.0530847271248818,0.162074440350359,-0.131083126833426,-0.0285123124493947,-0.0780740975964805,-0.280298727915231,-0.0545434295214927,0.147438294951311,0.137447362103611,0.133548678050093,0.245137909933967,-0.0887105426876226,-0.0699987073652009,0.189587496149134,-0.0618123605814765,-0.106958773835828,-0.136998486720885,-0.131664703533674,-0.0920367223375277,-0.0592006510091538,-0.0686770089209222,-0.106269569855756,0.0068087987416177
stable,-0.0145598064004851,-0.254021300458882,0.0069900895856068,0.0242178199379049,0.0048218165317191,-0.0302091515855129,-0.171304749002574,-0.391414459865955,0.318126970239495,0.14809738558531,-0.067252199510445,-0.149685115770834,-0.0689840052119486,-0.030389611516289,-0.256603170339073,0.10145782035378,-0.11990795280926,-0.030784090017819,0.193784895869981,-0.0359459757934716,0.0852494595610628,-0.0432525105639769,0.107029030623861,0.0323897052461661,0.0633719388873847,0.222349638136394,0.0108452259552884,0.0157587560675262,-0.127147983742876,-0.161453228388273,0.0813530557554163,0.253960745478634,0.312479220857524,0.123410399488133,0.145062401320465,-0.0275188818920844,0.0075579339774863,-0.0957166871620352,-0.0208868042212882,0.143595744144764,0.0337513919675523,-0.0436538666024124,0.0435658342946918,0.0456886860229463,-0.0723988777005662,-0.122592047524467,0.112894560814325
