group,CD275,CD137L,CD70,CD33,CD90,CD10,CD7,CD194,CD16,Podoplanin,CD32,CD107a,CD95,CD66b,CD35,CD278,CD58,CX3CR1,CD24,CD66,CD169,CD62P,TCR-A-B,CD254,CD163,CD226,CD49b,CD15,B7-H4,CD193,CLEC12A,CD88,Podocalyxin,CD224,CD258
progressive,0.156403957704274,0.264303097157524,0.174803696259296,0.205504229471322,0.2545927655806,0.339427829039,0.380522264809247,0.113585138535405,-0.0275507642045376,0.292027061895179,0.314749471632815,0.208638533869666,0.149461809564903,-0.014675772158663,0.146473168723468,0.209538838558716,0.305460892958747,0.30605656396372,0.0936310714007044,0.214230086407312,0.169020166263215,0.552448569945583,0.455985942462033,0.221028301937461,0.209017308898743,0.520083331221872,0.506664019783876,-0.0275612101931019,0.252867536564148,0.223477721752256,0.151491737917209,0.287307189168457,0.345744903234368,0.227647725733054,0.419942673166265
progressive,-0.483022257390094,-0.48975898757579,-0.165249598000703,-0.514942372729531,-0.487973365105489,-0.500429908150652,-0.0742104950520669,-0.0353199659121064,-0.683262043254028,-0.46901553352843,-0.561244574878999,-0.607217266221261,-0.187364579426943,-0.711078122234881,-0.648090276121994,0.0069109879556236,-0.517484023868146,-0.522600394379976,-0.625574546869035,-0.464311900982675,-0.238439340062452,-0.414611099404149,-0.415621431153143,-0.496605891901602,-0.3865079612195,-0.256105153054271,-0.331693679066983,-0.619629917494653,-0.458113908249536,-0.50423824487576,-0.654285607363996,-0.526393814259493,-0.452676339590338,-0.471947159113969,-0.51508485787718
progressive,-0.116574861338478,-0.0548216524494914,-0.129399735497103,-0.224011625199871,0.0576680653752841,-0.0399265769327934,-0.155897357050229,-0.0282749313659416,-0.193144172012655,-0.0366267726179987,-0.124324617697084,-0.0747662375035458,-0.119768143141087,-0.19286402053026,-0.216711489054499,-0.142814492091347,-0.0748591213915787,-0.0421577622456448,-0.060843066033601,-0.13622880692659,-0.0802483069050654,-0.0286903748589543,-0.121602870471493,-0.012337858909038,-0.0644678960102856,0.147510097182002,-0.0575112543065083,-0.146922017767288,-0.0394592139001646,-0.0593985996979714,-0.23309025556776,-0.100806514674673,0.0036219008670717,-0.0539723657288812,-0.0067991513330627
progressive,0.353825316696377,0.362105617041061,0.199270874390633,0.236485446741552,0.40147984542642,0.285476924012766,0.425463164315585,0.083946638116403,0.322228709773258,0.284219241152274,0.301294228428819,0.326103414723056,0.13962042078802,0.326507265816522,0.317335402369363,0.142993095001478,0.271276129867768,0.216170248035457,0.378687789957715,0.261961350320763,0.233722862113102,0.271431630015084,0.370000981728762,0.233646961018395,0.205716189402228,0.384959640919019,0.270961807775963,0.252037235274913,0.210030437555242,0.322028577787408,0.254506797428383,0.338430049351374,0.390289581811575,0.290126874166945,0.358073280014487
progressive,0.233327041465681,0.147789138768992,0.534666827457233,0.119578768442987,0.080073919123155,0.277493446269905,0.24429956201538,0.400439171313457,0.287908021826925,0.179629706631407,0.199945131261882,0.23757935549783,0.0555312938265641,0.251012784564746,0.0558883403792912,-0.163592815407309,0.257255990048085,0.237173320406942,0.149945539317781,0.134206038956947,0.455071024885792,0.356405126863994,0.132173277536363,0.21154860872783,0.454851288278078,0.21035422606796,0.274758018554012,-0.0206742140595409,0.307733326223795,0.19157928612034,0.233463605670341,0.172363915049245,0.155021571981733,0.285282418110189,0.0785072469908729
stable,-0.0119480184076162,0.0376423126749325,0.0003051611983021,-0.0146170893734495,0.0185207631940523,0.0196296966892677,0.587866103831522,-0.0946926464838264,0.0247548280718041,-0.0370351288996597,0.0551610949482498,-0.0001365250544318,-0.216670386602893,0.0538899492862424,0.0234250642282622,-0.345985914415419,-0.0450302749188775,0.044109816914473,0.0438971347988955,0.0597112085235822,0.065932872027342,0.0482594572725563,0.307289846644165,0.0492780459523517,-0.0035611343797541,-0.162017457961464,0.0525940260493944,0.047731286329792,-0.0320663837973874,0.0487060111190119,-0.001341933761908,0.0554893058444246,0.0593424532565983,-0.0638997883161049,-0.0426198082227843
stable,0.0338316910356576,0.0576898140352824,-0.0280404063193617,0.0152426336929301,0.0425521996709863,0.0059572601259011,0.449349800323687,-0.447226164919833,0.0574724904033187,0.0336420300445108,-0.0130471498267233,-0.0275160695102877,-0.465339149024171,0.0772159004634139,0.0843695706048731,-0.259484575435727,-0.100447554386184,0.0553529716396659,-0.0233445400838244,0.030784604706461,0.076829996155779,-0.102322956966072,0.249808898182836,0.0546235818039957,-0.0415801720491154,-0.0887087134865118,-0.0090537549901559,0.0465522727856194,0.0107102290075467,0.0222366468393879,-0.0223862374517073,-0.002263696821654,0.0234051398960138,-0.175006126396145,0.0394543212528838
stable,-0.0657266258113082,0.153886961892527,-0.0334799122241709,0.0327053096478844,0.106166767572297,0.0499896888940198,0.455917352044825,-0.219806672836772,0.101708230448029,0.101557878168204,0.0373411889054614,0.0033332126158502,-0.394679498289467,0.152850286322459,0.0498739206540097,-0.178532739806414,0.0254723424550428,0.130257184785548,0.0954426121860023,0.0803414934237072,0.0598179688330251,0.130032615049289,0.286504901825055,0.102449519978767,0.0613350987759248,-0.0608442323319461,0.0425997566898104,0.138597899838148,0.0859005814738087,0.0641007269345365,-0.0079698574497001,0.101484016512819,0.126417280052088,-0.0583530419530123,0.0493571470930332
stable,-0.138979396351507,-0.0220184902452858,-0.228652787945965,-0.130736095640127,-0.0621127675511622,-0.127957373353839,0.359233629339769,-0.142284211732556,-0.135441041799784,-0.0995892134821496,-0.0727197294248766,-0.119695215133681,-0.303954517631236,-0.19744832541596,-0.0898247625344568,-0.462942761633238,-0.114372749460342,-0.114239722648794,-0.0930744044283196,-0.0676567159058074,-0.0764785451502676,-0.0324489923396725,0.122849051728566,-0.101560105879859,-0.0582009726197711,-0.0659635126465544,-0.0878816746513481,-0.266536438777726,-0.0885224948492101,-0.0807622550225053,-0.0817011698028676,-0.153704691970991,0.0413551876730654,-0.109009009092144,-0.0757109151244584
stable,-0.0426988683663296,0.135141200613258,-0.0287425064308926,-0.0407505924109824,0.146265498741217,0.0437697150810673,0.274388988065305,-0.0316196801465102,0.0707358062624305,0.0598933887412285,0.0870745914917092,0.0703801893153971,-0.229910193567644,0.145125082295828,-0.016104297830786,-0.305887990584545,0.0631049474515369,0.155294140852892,0.112697269609761,-0.0297072117418553,-0.109137969107252,0.0187053812543502,0.269205911373797,0.0009279860086093,0.106530630360115,0.126620639354474,0.123172076971024,0.0956442338406929,0.0233048249677736,0.111922025565831,0.100887389574841,0.0782652725445388,0.150938612620389,0.0218023659521069,0.045175379144621
