group,CD52,CD33,HLA,CD117,CD45RA,CD7,CD49f,CD194,CD4,CD25,CD279,CD326,Podoplanin,TCR,CD161,CD27,CD95,CD314,CD58,CD11a,CD66,TCR-A-B,CD357,CD2,CD226,CD29,CD81,CD28,CD26,CD158f,CD85j,NLRP2,Podocalyxin
progressive,-0.0457891228021818,0.101201465528088,-0.0219879639844413,-0.0669548976291629,0.0716585426860109,0.143860363421845,-0.0004005521762396,0.0765124326079772,0.0867588718534189,-0.0752421827462187,-0.0128599711819363,-0.0340231982302965,0.000367162419846,-0.076210754429342,0.122436102280648,0.0977039304800431,-0.167734332901731,0.0090619674096142,0.0050244756700856,-0.0866475357809541,0.119514361669113,-4.76015069885933e-06,-0.037105574549158,-0.0510716915227506,0.0337716243386747,-0.034927129596981,0.0793060772159802,-0.0431700686257315,-0.0823528866264766,-0.124903369257242,-0.0632989245273136,0.0080869574768144,-0.120197261991856
progressive,-0.105413189052195,-0.292593748584288,-0.20856917386766,0.0104603687362469,-0.0137779539482435,0.0796769062312326,0.22933201039332,-0.14841368603379,0.003210735550631,-0.211559489580206,-0.146009450421481,-0.363965112746975,-0.144478065087592,-0.0744403868913541,-0.0452831131403553,-0.0835493273611852,-0.037832623045557,-0.207358351441071,-0.145966887431903,0.0298551196482415,-0.118147484616118,-0.0966654474788173,-0.123659546639708,0.274541078158167,-0.0981299147083124,-0.0727359010611134,-0.0440588392117311,0.0053917898694507,-0.110286794940885,-0.0443978764119615,-0.184780691831459,-0.0923143298434345,-0.180395753386245
progressive,-0.0227680331030486,0.054954592629736,-0.0665149894254911,0.0325033587397782,0.0411332495436193,-0.249647083457917,-0.093346123970642,-0.15558632641956,0.0154821419181706,-0.138496061727136,-0.0320934902354488,-0.0007926700205433,-0.022594154576221,-0.0470167074085999,0.154972161145535,-0.174272567420939,0.0900100928394248,-0.0201962034033646,-0.0426419024716337,0.100318154939807,-0.143013966509626,0.0320067521667053,-0.0297748754801129,-0.0022364155774672,-0.0417793329904619,-0.0254503013151995,0.0132188952683305,0.0252433692838807,0.106989341520203,-0.0837423067054246,0.0201562927725641,-0.0772745823207545,-0.007494951835218
progressive,-0.196923363754429,-0.0472046287578491,-0.062058505918166,-0.114093262496842,-0.0508560254111326,-0.235160376341332,-0.0329724606131434,0.0187629561402534,-0.161969588668188,-0.0125198247839774,-0.0614717830604049,0.080572977194999,-0.0508918894471918,-0.0726700207767551,-0.0657778620175581,-0.231610206143947,0.0159642280150118,0.0094834491379788,0.0079725808660173,-0.173418614752834,0.0202180011589655,-0.180715256942033,-0.0685372384843273,-0.20749378412845,-0.0313887828999664,-0.0031192747028804,-0.0693418751506654,-0.0904419660293765,0.0250324618857548,-0.0506646207153263,-0.127007433911657,-0.0868872864286788,-0.0957178320062814
progressive,0.464840487424875,0.48812401754061,0.400015487621886,0.0945195704893628,-0.124044887561949,0.294434511402879,0.0922896925271746,0.350455007206973,0.560685490352931,0.354312981755968,0.372335275087444,0.0061986344384747,0.0815432448316454,0.157603981084082,-0.0597711679195624,0.18709943049977,0.244926952240809,0.0064397133400588,0.141534020448922,0.538646614386394,-0.191838248189731,0.433179213359739,-0.0200918444198847,0.497387659796147,0.309449774303674,0.365566252881387,0.357269421889856,0.403101428242037,0.0945195355356855,0.105764462794756,0.198015218019554,0.0881850543337943,0.279434576699422
stable,0.0921223296758059,-0.003995314074994,0.0422758377498187,0.0994039310740394,0.0755429455758456,0.32096522412585,0.17596969377447,-0.0117479414262703,0.132282438125735,0.191211418582929,0.115286425897757,-0.0730105045219098,0.112462316655264,0.14271357892578,0.116620929408701,0.198360715071644,-0.0073943844793899,0.0560881516668348,0.0979418023656209,0.101664699301039,0.0147086585166263,0.127567062759834,0.134066440308703,0.0792574165374268,0.118491095759535,0.0727494743803078,0.17962314103883,0.0016700337758942,0.195466889357467,0.181009342391376,0.134721231069898,0.119527753169083,0.174198362907163
stable,0.153226338571157,-0.0694415342746907,0.192168974870375,-0.0274288117018685,-0.466335197627463,-0.4144185944843,0.359007341414949,0.156367997910018,0.0755866826254086,-0.0521083758414968,0.0109185495895312,0.016057241681495,-0.151352172130079,-0.0762711016818659,0.115339881051239,-0.123691354601925,0.306382077555279,-0.0568693985021706,0.0221392123630629,0.284879196308002,-0.0746440501372397,-0.368792846073299,-0.10757018120417,0.500550329625176,0.124476587328234,0.38955807426433,0.0048774315638578,0.214346985794236,0.316484322533772,-0.0860729824601734,-0.0844793847499834,-0.196747800290163,-0.0249568693379357
stable,-0.117735496101379,-0.0232038864742243,-0.22140799913915,0.0408487568748021,0.505851858922374,0.620792214120025,-0.280364288634661,-0.190636532035854,-0.0882628461466663,-0.114233043829669,-0.0945148856515027,-0.120136351107037,-0.0047511013678429,0.0504172199026336,-0.0326963139722281,0.288708093047921,-0.551019037882284,0.0085074744241417,-0.0863929959216147,-0.273987422081617,0.061499296198737,0.245753294159216,0.0034323888528405,-0.263405495755808,-0.155715707232938,-0.301807820249545,0.0078960964774228,-0.215026166869975,-0.129041616117493,0.0657047234028924,0.0064073864460077,0.0642105416254009,0.0419094846603477
stable,0.175365560337233,-0.0547495479360088,0.0886933886807392,0.0628630221112374,-0.333804741380352,-0.529560341364737,0.117547688053203,0.320235122475729,0.202759879391874,0.102951011013992,0.15643252717088,0.0461157744554067,0.0606234094535252,0.0657318934841888,0.063718183654566,-0.351961744122606,0.350133273588769,-0.0046508588570679,-0.0040436973117308,0.29861250890888,0.0208723172520537,-0.16430886439435,0.035712408869188,0.397446234507858,0.0361913790318996,0.259829446483104,-0.0241738968450564,0.249045780255072,0.211225784018557,0.0094670834606932,0.0320802987435637,0.0317638987997378,-0.0119673217520268
stable,0.107881239732217,0.0277739559534777,0.0228126224244158,0.114874609225283,0.101017110532924,0.353062859635997,0.291266661340984,0.0359608237446744,0.197724214120571,0.273549765634463,0.158784121722703,0.0627845360297594,0.218734662695968,0.263620831425836,0.351731494964006,0.386671451744304,-0.0476487257349926,0.136081190227874,0.237175911286571,0.101673050472145,0.0633250511235785,0.358623759004523,0.257835312182676,0.0981161283949337,0.31920857802755,0.095662453124828,0.100761555525916,0.0730596302552792,0.295608628888459,0.298783646278654,0.227422936814393,0.253792154124873,0.34337306591287
