group,CD80,CD275,CD47,CD3,CD8,CD33,HLA,CD45RA,CD7,CD16,CD294,CD31,CD27,CD107a,CD95,CD66b,CD35,CD58,CD39,CD24,TCR-A-B,CD49b,CD15,CD193,CD36,LOX-1,CLEC12A,CD94,CD150,HLA-A2,GARP
progressive,-0.113433775716981,-0.146042939023998,-0.472098253901482,-0.566409881676575,-0.0859108804917545,-0.112082098716451,-0.270026624400879,-0.411089817689247,-0.542633085170839,0.0686033534500832,-0.284038926903886,-0.329209051755332,-0.467765035173678,-0.160036646212643,0.0239200055810245,0.0416713184358055,-0.184160274473368,-0.218672336370075,-0.146123067020557,0.0032262391643688,-0.517810779738818,-0.42716890676882,0.0462053706639273,-0.230538568554921,-0.28528283242689,-0.0321450804211084,-0.116101324475885,-0.324481662947009,-0.233050795005494,-0.22839183608659,-0.193614998023503
progressive,0.232830694958706,0.464691005761463,0.200803557442082,0.327786640036039,0.0285209733765145,0.455750896876621,0.274749464872248,0.166483098776838,0.178665333803255,0.654643154514735,0.152059448003005,0.18373577182227,0.0969900010166475,0.578177754976007,0.216222629533401,0.702650607870508,0.523213254785129,0.365969039229479,0.209029083240002,0.587919885804349,0.312907041551427,0.185486967275332,0.542667034995186,0.4605898026117,0.042699293020973,0.485568827464327,0.615064118799277,0.474202790644574,0.214420643926772,0.301473684293415,0.370720005280271
progressive,-0.11267675588758,-0.0905195375843603,-0.216275476589149,-0.315644677111494,-0.0496454581321025,-0.156233488127526,0.005112068989787,-0.538352053359741,-0.554656376052197,-0.112970134978826,-0.173694617550915,-0.187136794278746,-0.238917686514009,-0.122410547138697,0.350246718056572,-0.17251716512378,-0.120296879464597,-0.0631903717378246,0.262966935601099,-0.117894398736928,-0.343414619629642,-0.26204566249769,-0.160894305695851,-0.151261460437102,-0.209265394064287,-0.144740622282639,-0.181764192314491,-0.167060472177035,-0.0417658805313687,-0.139498842599714,-0.236043745229255
progressive,0.0199739532650507,-0.210049356715612,-0.291273201122398,-0.315832543195779,-0.0480090713646786,-0.142267995769897,-0.192046524383688,-0.291085335186564,-0.428621615741559,-0.210483539295336,-0.0761446012643603,-0.296510345164653,-0.389014110026309,-0.261174432980622,0.0310968893856804,-0.257126873992463,-0.286625384878009,-0.189061122334356,-0.0333317422238605,-0.0890217699849152,-0.235097677321185,-0.117905394743167,-0.174915838158146,-0.205528813030093,-0.210808384345636,-0.221285442828241,-0.220432276314834,-0.223005371664033,-0.118285079917032,-0.160570906017858,-0.108382539480131
progressive,0.325681620634426,0.381926734096039,0.354495887621678,-0.270689413957636,0.473714036945963,0.459600641581733,0.578368726876698,-0.0160057919434773,0.0665990191863566,0.344957494451989,0.232507787319727,0.501861091978528,-0.201273629780056,0.446194656478249,0.43144036357063,0.453813313044661,0.264880992374135,0.521366376374455,0.484257426544577,0.190089424322791,0.167211665260625,0.489791437282101,0.0369536101603171,0.16279243771699,0.59871059237173,0.358156991874181,0.518278054827208,0.442075307769141,0.462500475978299,0.484724957542563,0.501370879639495
stable,-0.0858449298763069,-0.111833024744148,-0.0214084595486404,-0.296941478044985,0.0583132952838661,-0.0114446749815361,0.0759517139958787,-0.374688980613218,-0.472857366456745,-0.199342555639524,-0.195427555459644,-0.14294988813462,-0.0812963493562046,-0.0998664921568441,0.220523850515256,-0.217463255192592,-0.169112361935763,-0.0497883136198835,0.0144333296438405,-0.186240058416769,-0.342563077055398,-0.118914025564107,-0.199716105535447,-0.107915943668259,0.0269119780459439,-0.0784821194682898,-0.110457434478094,-0.0975342415393105,-0.0546496715147056,-0.10387233512125,-0.182355122533475
stable,-0.0809687953839678,-0.0897112795724051,-0.0485983145380741,-0.434008625112825,-0.0111927920016541,-0.0933579474817581,0.135156533368139,-0.433050566840072,-0.503633410388636,-0.118070517069387,-0.159399572778447,-0.0636967128250811,-0.24783984190931,-0.0596566689962023,0.313066538967763,-0.119892792229523,-0.113536455615141,-0.0115188502175955,-0.0686667703803873,-0.124289730820506,-0.470968322919728,-0.0611514854741797,-0.194586448579838,-0.0761106892041955,0.0011501410142874,-0.0783990825063085,-0.0818136053281271,-0.0572605394901392,0.0851826256116112,-0.155680367470605,-0.15545425440319
stable,-0.0839330318469332,0.0861238909937049,0.0041454294347982,-0.300786957224801,0.0338622744708963,-0.0224489711517929,0.237115927295129,-0.518092576279333,-0.496053380005996,-0.0619112454659079,-0.0479518663569539,-0.0478891922289021,-0.27928681329445,0.0592126511390939,0.534236221869809,-0.059260862326074,-0.0487939243121736,0.0631455199166246,0.0693477015560004,-0.0564103390824265,-0.357884250712952,-0.0262725227596514,-0.0998064193431218,0.0260948937697366,0.102365357997673,0.0053968721437813,0.0547266310499734,0.030747638033819,0.138186890613763,-0.0347152428636503,0.0012434916380387
stable,0.155161356180407,-0.019467494077473,0.137024662576996,0.219705426291502,-0.0562786919576096,0.0597993224122449,0.0761104236808982,0.26865508024678,0.407732645572872,0.199589037463723,0.169165703431914,0.219837116025908,0.064694257271995,0.115224770090711,-0.240400870102835,0.146249295702016,0.16384241753357,0.150537680158895,-0.158691535849877,0.200970386099053,0.235408123319437,0.167253914863157,0.081507526269222,0.134904251483966,0.142177685197633,0.178921467003374,0.202753525832559,0.0930575204309717,0.0729218755243803,0.182781711456384,0.223445730729443
stable,0.0039519483443548,-0.0996688935204848,-0.135352394310373,0.101404023432823,0.165705822096625,-0.0958783184401876,-0.0547642554330303,-0.0237044459117233,0.137197005395855,-0.088702375148866,0.116585728853456,-0.0034112146744367,-0.0739114088123961,-0.0296169632965846,0.199335132499016,-0.124811651055663,-0.0141704540841238,0.092781085919675,-0.188515331495199,-0.135456222020749,0.124426584885765,0.005929890751119,-0.089776527291972,-0.0305493561330175,0.0527475166599975,-0.0058707715999843,-0.138950983735225,0.0230414385849124,-0.0212846918179952,-0.0353387858665,-0.0194492990557071
stable,-0.0327970259862481,-0.146958901460645,0.0343093908576025,-0.264664444510537,-0.0070393755650174,-0.0607196230855101,-0.0821698760518435,-0.0011949924861495,-0.0432374990648406,-0.0400607890247336,-0.0459746827309056,-0.0289172257076093,0.0088343433438012,-0.11247001233508,-0.0835168062850035,-0.178767643110046,-0.0859617330139392,-0.0171926042310171,-0.160745686177951,-0.0881348860362259,-0.100582728615533,-0.0276228763362141,-0.132142180149956,-0.140700471422973,0.0549922328851117,0.15084284807579,-0.0836216700332896,-0.0378103925900767,-0.0341286847642764,-0.0143826068133765,-0.0595882843630112
stable,-0.4700047751891,-0.310538688556008,-0.305370847441804,-0.330269214475159,0.14613490878493,-0.155456427656167,-0.245998055326604,-0.199225522025383,-0.439250077816524,-0.310032878798053,-0.498691506327065,-0.021725683984365,-0.288980149608207,-0.170777055596013,0.0443214368930053,-0.257311749708016,-0.319574743646744,-0.255954218936342,-0.132349327829995,-0.0930759713268381,-0.303252442209597,-0.235552284130761,-0.464576476003346,-0.355487713825328,0.108546752895133,-0.232166763203967,-0.22542882712258,-0.129333909339089,-0.370226845545893,-0.222103352658588,-0.143229644812393
