group,CD275,CD137L,CD33,CD7,CD16,Podoplanin,TCR,CD32,CD62L,CD107a,CD95,CD66b,CD35,CD272,CD58,CX3CR1,CD24,IgA,CD66,TCR-A-B,FCERIA,CD254,CD15,B7-H4,CD193,CD204,LOX-1,CLEC12A,CD94,Ig-light-chain-2,CD85j,TCR-Vb13,CD82,CD88,Podocalyxin,CD224,CD258
progressive,0.207905213630002,0.127267862968385,0.0637249971928068,-0.232010973379842,0.319796926722998,0.288295299024502,0.11024940603288,0.0843179714822069,-0.159712586509683,0.278802805996464,0.174700383052724,0.443789698222832,0.357631618303952,0.193760753587915,0.279483688879948,0.21437870204308,0.35890794909426,0.352825296133636,0.21467732749999,0.10195132095127,0.103758650862716,0.210278653690978,0.361988845378134,0.186709668917264,0.0435317529191507,0.150430952774691,0.038452951952736,0.321871912206529,0.174056779225589,0.312660340143662,0.155515319665869,0.11482081617364,0.225820103791042,0.221986283191532,0.104418593002967,0.308350947239982,0.0748744450996743
progressive,0.547878024144734,0.527610782005236,0.517054419900861,0.156749780928674,0.679705936714306,0.570424693865681,0.508973574446841,0.573669245668874,0.527743674018389,0.676344981760099,0.29943508709751,0.731047284664032,0.595460801082942,0.505415780997863,0.540128240812517,0.56108340035329,0.716724185305339,0.539157852535807,0.551605150929051,0.557561313694746,0.563000305448354,0.511997782490665,0.62498712622916,0.561817516649063,0.6179734790897,0.531203496594849,0.577051692484376,0.679430302207624,0.598269166751453,0.515355999439809,0.518450394089874,0.563744436494146,0.513562127011315,0.61269293051954,0.519843597885041,0.604604669420663,0.550682336217677
progressive,0.220218886900648,0.258026184377593,0.122210089250593,-0.0068449514173174,0.176097694706991,0.258212649126448,0.281261698047765,0.130972034646386,0.252907220235713,0.239349785850111,0.375170007708938,0.165731834917962,0.189964920459426,0.200911049994774,0.292427277768052,0.25910693034472,0.229345491135325,0.271221553247955,0.201023919751861,0.180426522942311,0.263677177028761,0.232159401188413,0.175687632239862,0.316062964809321,0.202222398102473,0.227802102398211,0.080743819200505,0.16413385336831,0.21190164079022,0.24749650018099,0.252568186811049,0.282394312859901,0.209203442442418,0.234459716225448,0.264206483630726,0.33851183686052,0.186901282956972
progressive,0.265082168553922,0.197733721830199,0.186005352385443,-0.0547973730346317,0.052829781613422,0.17386947922766,0.224799973547984,0.108301607779868,0.260637951675514,0.162184568108027,0.198820668554826,0.139093702994683,0.0904566946604435,0.112887647523472,0.169059307948499,0.208262649934087,0.0865792566399464,0.220545726909803,0.11369202371782,0.118387242211607,0.227696027794403,0.172186562995473,0.182143277335248,0.131204060101679,0.190583232321392,0.24748046240489,0.191050528442185,0.140623579890324,0.196924733232789,0.173123392299347,0.175370928324794,0.0394766146226449,0.244157326488248,0.142456852198341,0.189416933196707,0.0974167434351048,0.1791925754597
progressive,0.137269510787574,0.142654564253368,0.258323696749744,-0.291154076442957,0.034217308418287,0.158950685421262,0.166867537965983,0.0994468824834848,-0.0488440437381282,0.164088470901413,0.271699825158345,0.187100639959982,0.0414515517890752,0.105111361481442,0.110967118126838,0.0899516422277955,-0.111052242630683,0.0170491626644119,0.0997385000300124,-0.195392005565547,0.223346530161292,0.0531053077890723,-0.111975009681765,0.0820415184544164,0.0058697695225919,-0.0558779059876181,-0.05889328047561,0.301662976814689,0.0176285802034707,-0.120682792364309,0.0861097105539577,0.146278893441463,0.109301429413925,0.144202702128265,-0.16646113752486,0.0607786339406839,0.0785691612235156
stable,0.102054115787239,0.0449438041888634,0.0668092235367118,-0.350189972065004,0.244058809312514,0.103924923880253,0.0470565690360043,0.109845764812047,-0.194911975202425,0.18140294833807,0.349541356581916,0.209786526563978,0.224421125802153,0.0638586760108324,0.176005743601934,0.118091544274463,0.177496616661679,0.088664471109575,0.0957883820268454,-0.136590074961474,-0.0031516865394626,0.061766678069903,0.212891900003974,0.126805916243799,0.104580129766506,0.0906895782376721,0.206266760796747,0.199636879313702,0.0860912032204154,0.0909844461001251,0.159173751284376,0.146492628115748,0.176164526311597,0.103764113989351,0.0585255551090084,0.206922333949856,0.0887841455167083
stable,-0.0426252702508076,-0.0264827236822709,-0.0106780465447382,-0.324629115740202,0.0054254264227704,0.0261721699394208,0.0390953672900903,0.076156361188534,-0.328037161917748,0.0513140076277467,0.511193443106228,0.0119265582868829,-0.073213979637728,-0.0394210873731689,0.148413724940442,0.0071311750442263,0.0865594927624683,0.0602840072960258,0.0354032792947012,-0.0548883430748872,0.0007132129131678,0.0138626478198099,0.0047889181023257,0.0561809581187302,-0.0379802880619908,-0.0166196290818111,0.096776076510943,0.0732652778450116,0.0766783604200081,0.0868177522373631,0.0934593971941675,0.0905221042591158,0.271891815611682,0.0641474715222533,0.0254103556415379,0.247324126648774,-0.01625205923894
stable,0.154700797346795,0.0386650366835579,0.121950432459332,-0.170166036998128,0.136536245278349,0.106624183064993,0.115938994650091,0.13966304018971,0.213903875943895,0.117684572882346,0.300901175572943,0.0665171180890321,0.0855201059050957,0.111418481567822,0.152967874325397,0.102986181387856,0.128903040611372,0.119520890962726,0.0295779661880978,0.0237212623033067,-0.0077442881791605,0.12433836033062,0.0658016140996729,0.143323767981846,0.006374093025762,0.0351248750671528,-0.0288194369869507,0.0715172403154962,0.119760691126252,0.0979210932170242,0.117038919949864,0.151286637382241,0.109978811854345,0.0725490312924461,0.10011524139956,0.189677076244511,0.11685078798246
stable,0.0229400908628092,0.0172238740980495,0.0091008492267801,-0.481695033129276,-0.101679179362193,0.10937812254085,0.0342826048649993,-0.0149067343183924,0.117822861696275,0.118381404095065,0.382789102229943,0.0862654578562769,-0.0581015344387089,0.11867355444437,0.0850989284766272,0.0983173245517999,0.085505649430955,0.0267399200563299,0.0263498895823053,-0.0666183001261305,0.0165910684480974,-0.0112298833547184,0.0444150086100333,0.0919228825738578,0.0002234369889179,0.0735571968037249,-0.0470763303213648,0.0481398078913335,0.0335386478114165,0.0072672707708576,0.0424221770627895,0.0927232835832758,0.112517072570051,0.0643841137973486,-0.0076382051692592,0.165356571909363,0.0557478222390821
stable,0.0620998458102837,-0.18502401601136,0.0021124073683663,-0.112237315530872,-0.134547993544644,-0.0773051656849187,-0.121662126808592,-0.146259704204807,-0.0373161086788202,-0.140182803244905,0.185670275312495,-0.184045405411944,-0.100214858616174,-0.11553375159718,-0.0403371003018878,-0.137391575827792,-0.161357824355398,-0.0969786367070881,0.0667239326317325,-0.183914817416537,0.0017438890553741,-0.0061359892988262,-0.152454582288101,-0.0386418467825008,-0.192629472131275,-0.127279549724727,-0.11899543379032,-0.208847936360126,0.068044206916014,-0.14297741958342,-0.130348140862151,-0.0453676516322161,-0.0507960214647036,-0.161915215948069,-0.156987959271573,-0.0612795217611929,-0.0911725175847485
