group,CD252,CD137L,CD90,CD10,CD7,CD49f,CD194,CD20,CD294,TCR,CD32,CD152,CD107a,CD95,CD66b,CD96,CX3CR1,CD24,CD11a,IgA,CD79b,CD206,XCR1,CD122,FCERIA,CD137,CD357,CD309,CD124,CD2,CD226,CD29,CD15,CD193,CD144,CD1a,CD158,TCR-Vr9,TCR-Va24-Jz18,LOX-1,CD158f,CD336,CD307d,CD319,CD150,Ig-light-chain-2,Mac-2,CD85j,CD23,Ig-light-chain-1,GARP,CD328,TCR-Vb13,CD88,HLA-F,NLRP2,Podocalyxin,CD258
progressive,-0.10364062991339,-0.263888848881831,-0.221618473502241,-0.135988300815963,-0.224221936250015,0.119693856237419,-0.079147057322421,-0.196294349287253,-0.309929347984642,-0.196902309220147,-0.240659161822756,-0.262017334790622,0.0253122263279406,-0.137140926904638,0.0318091487419918,-0.355881683710443,-0.137320555096079,0.0315865391705202,-0.213101060462647,-0.133193649450437,-0.17985377872952,-0.338911269210455,-0.128771936202881,-0.241547881595606,-0.212760014816333,-0.143858649299245,-0.281531462637114,-0.10293319781721,-0.312076661073597,-0.142127005968927,-0.242965218657656,-0.165491078915454,-0.0366026393642942,-0.0249530197976324,-0.325085096428189,-0.307029041509857,-0.227842156806603,-0.127068732984078,-0.206739188424983,-0.178013404571236,-0.326917098257512,-0.183896763918553,-0.258069781283551,-0.272415483300695,-0.224710243113452,-0.170829910406956,-0.13282332788186,-0.268355837241024,-0.138787433907384,-0.216307191035442,-0.146266078721334,-0.165688693720435,-0.143720075982361,-0.195845573102665,-0.228059992467911,-0.144480205372355,-0.232982947463464,-0.18446711985049
progressive,-0.200732599194379,-0.008241165050359,-0.180807981730408,-0.194973951652026,0.054109250506553,0.0024586165942942,-0.106202524627899,-0.191099762653486,-0.155253283513184,-0.136959287583951,-0.250495690248976,-0.179704864995753,-0.128495360837055,-0.19205706796773,-0.100567165149806,-0.254395678503511,-0.134300411166167,-0.0919841152633444,-0.109699253176591,-0.16068522848193,-0.19951522156785,-0.168805495710215,-0.0867245273218213,-0.17324947896902,-0.119155808135096,-0.208826973351461,-0.137763661637667,-0.153635539291626,-0.1850421109344,0.0446805662460767,-0.215566285526227,-0.175140354758411,-0.0578073367941724,-0.0902456635076354,-0.156397060699289,-0.263572001302278,-0.291061597008292,-0.03661960819084,-0.222338714343564,-0.172475228474872,-0.161792300964691,-0.136508592186506,-0.210950456247655,-0.156031352758117,-0.22134936684898,-0.108810146509556,-0.12277642020382,-0.244745883080151,-0.239892452491641,-0.10424465273961,-0.143378579988104,-0.1263012055359,-0.163365050450944,-0.127878133123892,-0.221880054766412,-0.163339370959643,-0.154842035392585,-0.164407580318079
progressive,-0.367030949812691,-0.338970953682006,-0.288080198287566,-0.387849336456051,-0.225018958598215,-0.350783931744602,0.0810629421522724,-0.229102914342282,-0.378111949034974,-0.360598379707006,-0.35335721951913,-0.350163480921809,-0.265944003172841,0.10047327399056,-0.25595201590966,-0.340840244734039,-0.329885417714855,-0.282226261565299,-0.301196366904235,-0.360809875502326,-0.274548884018691,-0.227599641362054,-0.349050633862439,-0.339127560265978,-0.312327914655421,-0.312670614982626,-0.263479117167158,-0.327895765247169,-0.384422952885761,-0.188092607012381,-0.373623925865996,-0.321152751254656,-0.297274047422575,-0.165894679397275,-0.328541529183995,-0.274256107528428,-0.163110499180171,-0.272934604252305,-0.379069221973303,-0.337142519222246,-0.326414400516804,-0.318806359290152,-0.364785344270463,-0.308654363015076,-0.286683797938448,-0.340352356762236,-0.302009640592872,-0.315572041962648,-0.27569976430898,-0.336995596299259,-0.356394146145272,-0.280567077398155,-0.345000717692301,-0.361051426960387,-0.317548095833213,-0.319017808522712,-0.354428392472056,-0.341432112574243
progressive,-0.570921525572843,-0.535303899643273,-0.55392575585943,-0.527114659462494,-0.265483133913166,-0.215039010385388,-0.315877895618597,-0.51539555677944,-0.527713309325144,-0.582895257748914,-0.516661134151644,-0.509621131001032,-0.529930713329871,-0.261368965915229,-0.563870639933007,-0.506750442583447,-0.456254930665832,-0.519304059231589,-0.345366034942361,-0.554264746224076,-0.53427856532128,-0.512627677562163,-0.532434614978526,-0.503343289821022,-0.511731654990378,-0.524442568095818,-0.516069889397778,-0.535115496648124,-0.512756013608338,-0.0922838411971525,-0.518124912465716,-0.346435393727298,-0.547674223564833,-0.540015034987382,-0.522184850906408,-0.515474531253352,-0.535468415764836,-0.504115359801605,-0.5324144736893,-0.552836318083945,-0.551807910743126,-0.50615058076971,-0.530118017102969,-0.602468264003069,-0.581773409860084,-0.549129828461539,-0.544069139466856,-0.536129928048096,-0.545959566200083,-0.517992298586592,-0.535452724754164,-0.53058968006917,-0.544144993241303,-0.531298001170475,-0.518832533526956,-0.540524227074314,-0.639299946743384,-0.57863802164668
progressive,0.118044763396177,0.110176833883456,-0.0646462607585534,0.217179575569022,-0.137406898321293,-0.141737213406283,-0.159257720354371,0.24679381348978,0.0304622502103385,0.254686057206408,0.142491055498725,0.112564585416672,0.259132564509721,0.291106955526798,0.418766711506071,0.0438451936620104,0.125351567362773,0.227419485612498,0.259145032871878,0.0446613935013398,0.0290224453200654,0.244587284542215,0.0483197131077783,0.0114877428662611,0.234591515407243,-0.12137071390195,-0.0954050624782722,-0.193513441919955,-0.039695569129205,-0.0813884521891425,0.119099883206661,0.224930619809699,0.198880987345224,0.223363463641609,0.118610792560883,0.00018599721934,0.023971481899981,0.135271945877925,0.125505681987793,0.0910226264156802,-0.0116829242946867,-0.0460265991634381,0.112007092596295,-0.0064050617476831,0.233139385507208,-0.121361825978635,-0.006631061579238,0.238038912508354,0.0788849490651024,0.200038932470429,0.179233734764162,0.412772469280498,0.1858187466179,0.255612412894598,-0.0008680411290582,0.444207440123811,-0.148405174613546,0.236264711764331
stable,0.140587232474865,0.225736295078632,0.118470444963924,0.0993721031679228,0.525316150579546,-0.11592902169926,-0.0878085332970799,0.0818083629196056,0.23264500944265,0.203190192174437,0.140764276206721,0.167044177505219,0.0607117305453029,-0.0937556318027482,0.0951513680060581,0.122365113977197,0.1609073253688,0.0574268115111777,-0.140615840980298,0.173673579045004,0.199918930571893,0.125062671295924,0.177560296408891,0.150211287273967,0.136492286439215,0.28135722142187,0.205064453126853,0.142274366216043,0.0764799529792862,-0.151562546453111,0.0117884555605223,-0.122416194594556,0.0321775650335278,0.126878768964791,0.122868468861912,0.165701299689339,0.0999525069533997,0.22623636957526,0.12440804907379,0.132219005139982,0.184982588926731,0.115581790437285,0.202769953884016,0.136716281155617,0.124048222665149,0.111925689341502,0.0876190799691854,0.100515399433513,0.0632591213878246,0.176596147059115,0.170740488009031,0.0469445617038383,0.154677331122528,0.155782674775789,0.247213915318572,0.16186795375172,0.205656867768897,0.152636864033625
stable,-0.153490866014889,-0.145267827411289,-0.0941634211943338,-0.176096725541962,0.117285413150796,-0.512269044430068,-0.594141317573075,-0.175376503688628,-0.19349107043731,-0.186168011510263,-0.197247202007108,-0.191865510376612,-0.150642360344871,-0.43631644146459,-0.190170565790373,-0.20270044762489,-0.161827645064788,-0.169652312783886,-0.325636065499461,-0.202147914867554,-0.235254047757336,-0.228914056388589,-0.0485155386580862,-0.159279694004907,-0.105454072287274,-0.0926062975082932,-0.185906345620485,-0.116365646118906,-0.213740104202398,-0.341413019476208,-0.30953825515032,-0.483695187727968,-0.0051358520177062,-0.125312017854682,-0.187895853738008,-0.116484307257935,-0.0776032276205206,-0.122588593106643,-0.202234989530722,-0.0185303832237769,-0.1662622835202,-0.110609635926127,-0.157715062864611,-0.132618923977743,-0.288359380868377,-0.0920954750199041,-0.15079435680001,-0.201798923334754,-0.10493067334546,-0.119669092775845,-0.0785634534886796,-0.0718260767476629,-0.26553318657479,-0.175049928923762,-0.214341076559025,-0.062705282791507,-0.184206445148522,-0.132050453488465
stable,-0.0790612379543777,-0.0794790812747697,-0.0793925560319317,-0.0759050022956834,0.344530364605086,-0.486567158599457,-0.333374367754594,-0.0135743336407778,-0.115050787738825,-0.0901071236809041,-0.163448023124385,-0.136153436220317,-0.153930479267592,-0.588977507090873,-0.0381373169302037,-0.207985839837753,-0.106278210044976,-0.0536192162989883,-0.517445984277695,-0.140723630419847,-0.0705658221175708,-0.0542371863400417,-0.0522108235786193,-0.0536630319766698,-0.127093916579663,-0.0229928849662074,-0.141279637515014,-0.0340944787510152,-0.0697557558571261,-0.589288114521963,-0.38193610020086,-0.52972160273348,-0.0265054440768081,-0.132078159457694,-0.0918249065670658,-0.0686037864078719,-0.0884853788975011,-0.0505864905387979,-0.130200052486762,-0.0469897150173225,-0.0886999529032438,-0.0933770322600239,-0.105587671897557,-0.131057581014837,-0.297232747635419,-0.0464477429640391,-0.122752520841609,-0.122683473801091,-0.0801602256296291,-0.146190321208592,-0.128094131140288,-0.0446758022036975,-0.123802581928979,-0.0576941846768624,-0.118305555274588,-0.107257925362419,-0.108808380012935,-0.101076098468917
stable,-0.113278359639402,-0.0870113515046238,-0.0497428789442605,-0.105347388052027,0.453159342681717,-0.130019973738862,-0.451595023357262,0.0806467083334765,-0.119239853998641,-0.131850177917198,-0.106017988200746,-0.0597575397340422,-0.177921729187963,-0.497075011557607,-0.092097001891857,-0.0900879602230437,-0.116870375944969,-0.139225429969242,-0.335901572645703,-0.10385159423685,-0.0756010918765615,-0.133369156633501,-0.194844027516663,-0.0440426951438554,-0.0690637752213843,-0.0157265693748407,-0.0709092450681277,-0.0669665993129896,-0.103529128063412,-0.321718595915093,-0.165644351825068,-0.345523152471442,-0.115340364289971,0.0042083025960207,-0.0900467528794346,-0.155787037451221,-0.0788734239198031,0.0667013800935136,-0.0651588780744702,0.0250812107701419,-0.103796514323527,-0.0331715718314612,-0.0098197581489409,-0.175881798562962,-0.162018596426711,-0.109369938169631,-0.0939784146828938,-0.115913245079421,-0.0863844903346185,-0.0288591406105254,0.0114109237279807,-0.12856889849174,-0.108884275826781,-0.135123585568435,-0.087333344671668,-0.0987024121781677,-0.0748452196513395,-0.0913261587693769
stable,-0.28414740815277,-0.153948729919323,-0.245107363783116,-0.15166988983164,-0.166642342412242,-0.366800625937737,-0.124024735999402,-0.156932279076477,-0.235758467420211,-0.360512439956458,-0.202085285270104,-0.257754829715671,-0.240411461526883,-0.0954530178413647,-0.198844298711757,-0.256815918717813,-0.336291354862227,-0.10091900765521,-0.154792303290136,-0.256740474737986,-0.220432545521628,-0.128587582622641,-0.330652848701063,-0.207522893061011,-0.248336945745059,-0.180095577860548,-0.236812650812971,-0.0438944805060548,-0.240334865494994,-0.122106215884834,-0.390443656534333,-0.232209108645459,-0.141910518143475,-0.137461860831964,-0.310685027132474,-0.312190717180314,-0.218470349632717,-0.282776245009972,-0.35235310183078,-0.082930968048803,-0.337527152186544,-0.246090178733331,-0.286018350280809,-0.180052602058674,-0.233282462337898,-0.266849828028807,-0.247363489907261,-0.249983769878734,-0.255849096916579,-0.249334760640456,-0.159015486368925,-0.1900834560331,-0.262374052359922,-0.290176634506777,-0.263677044315077,-0.240576990905511,-0.270968180406917,-0.206797631745658
