group,CD47,CD52,CD3,CD269,HLA,CD45RA,CD7,CD49f,CD194,CD294,Podoplanin,TCR,CD27,CD1d,CD96,CX3CR1,CD11a,IgA,CD79b,CD62P,TCR-A-B,CD2,CD81,CD18,CD204,CD133,CD158f,Ig-light-chain-2,HLA-A2,TCR-Vb13,Podocalyxin,CD224
progressive,0.426622214527077,0.463475112447889,0.567794339317638,0.171223567765103,0.407323100431483,0.367356152765526,0.389933423968958,0.294636998222796,0.0939656266806258,0.292731910655575,0.339398927038512,0.235290933082442,0.496681454206705,0.279890013922952,0.0922089589934239,0.359806726267753,0.312207429762864,0.13251178959709,0.260423590683125,0.432976387149274,0.532356213557632,0.274239084502467,0.562002216792582,0.140595004871859,0.197220523942761,0.111913764748951,0.268584654838304,0.0781682488457202,0.230775824875043,0.242948313397177,0.283914795076986,0.289814910779096
progressive,-0.178602454674244,-0.0705291826891063,-0.0530825099236623,0.0548116112140743,-0.210924953697335,-0.0169508725189526,-0.12228672999837,-0.254475619239503,0.298185490887522,0.252295392240662,0.014567466795706,0.0579625825536721,-0.0709706942486497,0.0061671702739608,0.0767937589214821,0.0650456661939179,-0.0815873912506949,-0.0296006048417661,0.0734131764953965,-0.118945682546268,-0.0509234471279715,-0.167358863293146,0.066293779362865,-0.155787268372024,0.0545719373289578,0.102078392645736,0.0618743537526451,-0.0205067080190308,-0.0456025959340704,0.0437029392959855,0.0538183011338356,-0.0568205386602827
progressive,-0.087900449056759,-0.0267353993274747,-0.160290666152559,-0.0345701538344575,0.0647505897595643,-0.369322784916817,-0.33463929849345,0.0272901815766836,0.436559477051339,-0.0224822654163019,-0.0142619238553152,-0.0311927092845435,-0.04604830499303,-0.0321632273293278,-0.0492144744993681,-0.0386748687858801,0.0294160686946339,-0.0348152435141302,0.024721115448579,0.113552382821775,-0.105343817526547,0.0102453059497576,-0.166484920181672,-0.0187373669330366,0.0391132121587271,0.0105196844112893,0.0040957678088228,0.0276990868644022,-0.0252450499728996,-0.0086238666065224,0.0279962387503441,0.0599411844491316
progressive,0.235124588753765,0.10338771877586,0.333093731813771,0.272838989680226,0.0965279922147578,0.529721477995677,0.426709764767002,0.0317210064731518,0.147851398373377,0.179133566170879,0.274367521555223,0.286867253497836,0.203164077083117,0.242790808424615,0.242330355412455,0.192765230145774,0.157096958260676,0.282643648201055,0.317462875202782,0.270108534761737,0.31970652384819,0.0969685942702367,0.289296578130188,0.102409505537189,0.189444386170308,0.0897483244705358,0.284981928188068,0.283921713762353,0.245975065475867,0.281212471815682,0.382690513841029,0.207543313238086
progressive,0.232227630085498,0.275564867427989,-0.0465484599702851,0.193951238583021,0.405195095339923,-0.0278767543015564,0.306008876261475,-0.0096302287854443,0.262684072499235,0.0126822429447124,0.170925999196689,0.181133415564111,0.165113672505016,0.243119724105874,0.168425163188913,0.106632235223335,0.455616570528849,0.407820912719011,0.196102620936646,0.0508438083078704,0.281928094820486,0.0910037037816098,0.114031533846057,-0.16540130618548,0.0048320140432751,0.499281953642343,0.1154693258332,0.0335195684162762,0.17330602667274,0.259700725792649,0.142221625671315,0.201441291331382
stable,0.195081482426885,0.128330578102852,0.307561050707243,0.327150868740503,0.107699786744608,0.360872849992787,0.467107418537684,0.0241678385943764,0.0338206003633589,0.407488112658771,0.304975575441793,0.332689405941739,0.128874031798137,0.313614826328806,0.243132330505516,0.326975238893703,0.0196268606499805,0.328775146646565,0.302946946504704,0.196309654958231,0.436770288223137,0.0291833145412967,0.291516653423445,0.0896792188859636,0.300555224573357,0.164482355700343,0.406304761342209,0.301496298044026,0.263634502845607,0.220953882961504,0.353210575565283,0.265048399495809
stable,0.0244442925070241,0.212858824268563,0.227929507737527,0.273564683385408,0.194192853855307,0.177625566794927,0.0309234827575562,0.0109785190068707,0.428426791143952,0.282762788385191,0.384748308391125,0.317255918610447,0.270576079455184,0.276290466375092,0.200144032907919,0.32364105031621,0.239572242083393,0.366317532102318,0.339927238220908,0.0863013428503047,0.286510101904332,0.0528287307274752,0.184265883139147,0.124247806951253,0.24038319026595,0.210048964760971,0.309480916472134,0.285120681041879,0.20118516951967,0.259838809607833,0.279686317866428,0.284680975180243
stable,0.257513646497661,0.217556106623857,0.0290902318158016,0.190133931372133,0.257660418553724,0.0818384697058863,0.0931842808515243,0.330357217905099,0.296099806639697,0.267149780518076,0.240175786375636,0.330530633855387,0.0426809274547161,0.225629390884604,0.265671085693818,0.246038353364005,0.213129909509623,0.310402542066443,0.224226138895294,0.189887231954789,0.118547004193985,0.187269504851261,0.0244474110319894,0.114282295415766,0.261667637605342,-0.0082586898572357,0.298356132349828,0.278349446036399,0.155374400265908,0.287945456891399,0.29387631544835,0.280409332783381
stable,0.0481447439778335,0.133094266214493,0.0456721407753803,0.312140259374293,0.034562194999216,0.234315703136636,0.06026179915669,0.194019984812359,0.171941126043344,0.294103402738204,0.267375891522042,0.358708292643354,0.0450446514266224,0.331277801751911,0.288889358741236,0.29249718999947,0.107414836942557,0.246597805199373,0.262505329047633,0.149870369266466,0.0574191040537848,-0.0149104122393367,0.107148665477059,0.0677410092871545,0.22842929572257,0.198676727300007,0.319886944209328,0.113776911598027,0.248392583744226,0.253150829745137,0.335927409427729,0.194609852668487
stable,0.0005548191146238,-0.0020907241019079,-0.217404920608502,-0.189195946513802,0.0421717828220794,0.0014276891748995,-0.194393346388119,-0.117314255797383,0.12378418075533,0.0169853711080094,-0.0596688442083697,-0.124846644241924,-0.221597150349275,-0.102794784696982,-0.0552747598630258,-0.100862341303806,-0.0225439904445064,-0.0392788751047474,-0.0603373501748959,-0.0214781524707975,-0.267108266207425,-0.0141096574062373,-0.0307630470909524,0.0507293112320463,-0.105961090184445,-0.120445862613248,-0.140497056930931,-0.0471635270043284,-0.0024672219036001,0.0299844948820029,-0.174908142960774,-0.0352312423366062
