group,CD137L,CD154,CD3,CD45RA,CD7,CD49f,CD14,CD16,CD31,Podoplanin,CD32,CD62L,KLRG1,CD66b,CD35,CD278,IgA,CD79b,CD66,integrin,TCR-A-B,CD122,CD81,CD28,CD127,CD15,CD71,CD26,CD144,TCR-Va24-Jz18,CD305,CLEC12A,CD94,Ig-light-chain-2,CD85j,Ig-light-chain-1,CD328,TCR-Vb13,CD101,CD88,Podocalyxin
progressive,-0.0087468285338933,0.0676539547794081,0.525363570444478,0.321990869783608,0.466642054022798,0.0590220756134886,0.0023361912354045,-0.134896140881286,0.220855624497668,0.0805731599965715,0.0995136262852457,0.251304568361513,0.0081560809774724,-0.128065322041401,0.149729293958694,0.0781261275064936,-0.0928753237832707,0.140620969153718,0.0215894015633834,0.211304484982834,0.367804150765664,-0.0236313569353776,0.263605495904391,-0.0442081693310015,-0.241565177333575,-0.202258524628723,0.0355197674919546,0.141769966994538,-0.0338303602585318,-0.044449996041479,0.231599890102809,0.0612064093201191,0.185679178961326,-0.119090546765134,0.0532607749612122,-0.0027572618360158,-0.092539913788482,-0.0501440097563589,0.0169539735680048,0.0263591693629105,0.0052648295964529
progressive,-0.105261352603303,-0.137853958159909,-0.269635995297432,-0.382843004563643,-0.408166530108354,-0.247416631738462,-0.156908411966185,-0.335827795827031,-0.119043627651597,-0.243828364605317,-0.237654123605566,-0.239225712509166,-0.0726042483261437,-0.261217757344153,-0.301586680585815,-0.174622572494176,-0.115807932362512,-0.0357005253224928,-0.169825372301473,-0.166754132094763,-0.195309960610873,-0.156092625841096,-0.264028372380035,-0.21244063672649,-0.207635400245627,-0.2610611284905,-0.05726723213813,-0.202767833486702,-0.169365395715871,-0.138848222371606,-0.154949648683847,-0.295374427379971,-0.25025874742435,-0.211771703669868,-0.221332524328583,-0.0562017201566308,-0.204092791390631,-0.195932398632828,-0.102505395457273,-0.238167963776706,-0.235235029705132
progressive,-0.116537431236343,-0.0668482948702461,0.105377177081465,0.123765487254424,0.0943770333001743,-0.422852202239022,-0.0886424986514388,-0.0346253123713074,0.117906340676777,-0.114730736844131,-0.143534743326408,0.0377719702843744,-0.0113594785345445,0.0312219434394226,-0.0679624483150086,0.169158619579011,-0.113227348411046,-0.0823536515711953,0.016325838253109,0.0803311269789534,0.085671550833514,-0.0775362149650322,-0.143067686021337,-0.0090096290749886,-0.36251157350998,-0.0293131513624938,0.415635618848216,-0.291954150363003,-0.0669212022618211,-0.222811941992562,0.0353248572146333,0.0377737989053449,-0.05180745229895,-0.0569123363077727,-0.0622541236519344,-0.130126771710295,0.0304243903628404,-0.0673880450752731,-0.0693398509620256,-0.123590093828948,-0.130607331878087
progressive,0.417146346908849,0.453879839123276,0.406821939384871,0.427843790115354,0.380396095108428,0.0075823397893608,0.434544956789102,0.498485105396349,0.493177406668551,0.465025742850349,0.45348267025295,0.314008158935676,0.405597456503671,0.411210608898885,0.53056009556089,0.229798976307269,0.444474971849605,0.423023564539326,0.420410316617105,0.401016799384198,0.471982178499961,0.416270179843543,0.371638151787081,0.255198549709606,0.2123838220556,0.426397241591689,0.146191999324703,0.219280441074294,0.437082370365283,0.428524941627386,0.42243356923905,0.412125098237329,0.429550603583473,0.452525995732234,0.422159073320957,0.408052966856514,0.433905266525078,0.408264136962313,0.417054338266648,0.421667409410662,0.439648605910917
progressive,-0.0757195085195675,0.145838958498606,-0.0916422805664989,-0.0606886277856849,-0.235200997126538,-0.314525741422043,0.0303628971572298,-0.0239459283144251,0.0305143549570797,-0.070679042643629,-0.0868923320207066,-0.0283991450233137,-0.120010974749639,0.0119294428517597,-0.161654855930788,0.264924093120434,-0.288167912425657,-0.0116956122931607,-0.0672582786628291,0.0896304843494249,-0.242961916301512,-0.012108701940113,-0.237445010565147,0.0206766444246146,-0.442537483132806,0.0449385610994811,0.454519676106671,-0.290862670256834,-0.142407315206326,-0.124637559681553,-0.0960279750745215,-0.134850164378969,-0.0546795259644496,-0.116238208706903,-0.0156506873348788,0.0050783877593112,-0.0274395294663829,-0.149682167189044,-0.152995069876838,-0.138459296861486,-0.172768357445936
stable,0.129996203301535,0.181218264661331,0.262965194186072,0.0838958719615554,-0.0238523694690867,0.169192298322942,0.15021469436964,0.436861095106915,0.120117032344825,0.308791201082953,0.329683898359979,-0.0088593843292273,0.236958182341311,0.400995413015854,0.422788233321756,0.407160122369339,0.258614977435656,0.289491119166308,0.240229397817684,0.186987419759768,0.25396394623028,0.227006642482567,0.12287833333083,0.456507754996594,0.120139495092073,0.279405697568899,0.242572111863173,-0.0292029252492735,0.252692845118659,0.203633713413034,0.201345216714832,0.344231388874283,0.18114607445012,0.227218999384422,0.300918280096139,0.241793212067683,0.197691909530049,0.298620944154912,0.22057626158158,0.287880849951654,0.198122933802844
stable,-0.138400113011148,-0.100070351691298,-0.0657827559465226,0.0624454651254188,-0.179545423604595,-0.0599019578358684,-0.104404161620702,-0.215317201825503,-0.0647396222016015,-0.142883440545156,-0.0487455708606074,0.412934874984978,-0.131276221934953,-0.138199571679432,0.0088348499996925,0.132757575766249,-0.0969065586081536,-0.0613298267702385,-0.0928455604267396,0.0063121005303359,-0.0327864822774548,-0.168036081614476,-0.110102187025756,-0.0053658498148822,-0.167274003621226,-0.106684751295838,0.136985881420259,-0.0912327225568476,-0.101140935001016,-0.116552078562915,0.0565369541949771,-0.0389625411614464,-0.0207818993770113,0.0306380624835038,-0.0469746087292335,-0.0396195366634025,-0.0927488297888367,-0.1289473636021,-0.0734356665210282,-0.0188452731445789,-0.097512131755546
stable,-0.119583681605687,-0.130842738185368,-0.143775483311888,-0.120884561557759,-0.252669986706527,-0.0956748804263462,-0.069674378138391,-0.179792397409247,0.0753557179359122,-0.102475326160905,-0.0559556482025192,-0.103762100848838,-0.0910155040778966,-0.11506676413294,-0.0294020644581838,0.134025420757149,-0.0999436243900469,-0.119978371378399,-0.0673145414196262,-0.150604331210169,-0.161357006520661,-0.118050428793048,-0.0937088230997691,0.0302462820011577,-0.256252178532403,-0.122802604522103,0.337654525495797,-0.152530753685189,-0.0928136282339011,-0.0992910355304687,-0.0906729304379301,-0.014402884543584,-0.0941028735870166,-0.128662367348305,-0.0450170985418275,-0.0465778953809391,-0.0836961001242264,-0.108113667786902,0.0149090507103204,-0.0979683707156741,-0.139774995776963
stable,-0.151912025391512,-0.180814705962919,-0.197642941153203,-0.104071669579945,-0.317047637867094,-0.198510685648435,-0.168727287307401,-0.186046946403156,-0.0020089861956135,-0.211348551229717,-0.209214712084827,0.05350791812078,-0.145207223314866,-0.0663165114644616,-0.0830269904858413,0.27660793777592,-0.0968136644776058,-0.304816500526865,-0.0717974491295893,-0.190202305467461,-0.211941075300748,-0.254611867727375,-0.251609287305326,0.0907551649287197,-0.295322579850406,-0.0967554312951748,0.311468510350166,-0.455558462464442,-0.188445645627458,-0.189131572079026,0.0315556359607036,-0.104497797415207,-0.0743129673321446,-0.109194658349192,-0.153780174485797,-0.107376989716636,-0.170972412346589,-0.110058926284087,-0.146349559552977,-0.143752419075816,-0.243606890669672
stable,-0.226117701399571,-0.0407276594951041,-0.170251262845079,-0.0765410054347154,-0.307831534119745,-0.104586793966195,-0.0818803950721628,-0.131451376083159,-0.0587592625143602,-0.199252964671207,-0.193119936543067,-0.108650562074909,-0.161044422578643,-0.192049284410641,-0.0437604856063821,0.139425357519124,-0.204368582753943,-0.249330991236257,-0.0694810297565975,-0.11993520411938,-0.264434101600852,-0.217569958292025,-0.0272479681444694,0.118488591846962,-0.116166134561973,-0.109837101682007,0.220016745950122,-0.112260381624114,-0.2933359706055,-0.192273629065971,-0.0709206247860128,-0.178107355336919,-0.0951775691150787,-0.214738510197003,-0.189963458642874,-0.194797855176867,-0.195704733397739,-0.163944443241521,-0.234644418983559,-0.204288805372002,-0.273230053501358
