group,CD275,CD47,CD52,CD3,CD33,HLA,CD90,CD10,CD45RA,CD7,CD49f,CD194,CD4,CD16,CD294,Podoplanin,TCR,CD32,CD62L,CD107a,CD95,CD314,CD66b,CD35,CD278,CD58,CD178,CX3CR1,CD24,CD11a,IgA,CD66,TCR-A-B,CD106,FCERIA,CD2,CD226,CD29,CD28,CD127,CD15,CD71,CD26,CD193,CD305,LOX-1,CLEC12A,CD94,Mac-2,CD85j,HLA-A2,GARP,CD328,TCR-Vb13,CD88,HLA-F,NLRP2,CD224
progressive,-0.152021624589855,-0.230273311114317,-0.18792566212212,-0.0150004080192186,-0.0132074222727019,-0.0877468955104228,-0.141507485184423,-0.194763888937667,-0.0333370742480158,-0.0023682347994897,-0.214854287482707,-0.514871614464219,-0.224015795367562,-0.165658227109319,-0.161038038893378,-0.330393952172459,-0.135815976343807,-0.160909714974636,-0.200409207407308,-0.276556393536979,-0.247959818662379,-0.0134556969409048,-0.313938326454203,-0.33235372029865,-0.0995374302840138,-0.2232741482078,-0.132466071751876,-0.265072935616425,-0.269963213238636,-0.161473247673229,-0.335451317225384,-0.295316980428858,0.0184598644101765,-0.102024390839551,-0.189268780211578,-0.191702323401933,-0.127038703612682,-0.185603753570626,-0.30931908935163,-0.0531377865254298,-0.161776203223245,-0.0972794686273233,-0.0366258141629364,-0.0973811122156318,-0.135344058303873,-0.183350834328767,-0.294811083264877,-0.0863715955245341,-0.101765231712394,-0.151664723491617,-0.155228917353266,-0.138978450004242,-0.158041082583517,-0.197160657555962,-0.151878269644285,-0.120613992925575,-0.199467709094657,-0.222677769752593
progressive,0.422958219358941,0.32674049507593,0.464431688233879,0.388258703168905,0.380938696075641,0.517279655231869,0.420543716101257,0.431824858459885,0.20471768812987,0.323055506211904,0.150010819172152,-0.091479214719326,0.424181015177156,0.634007182599566,0.1738174524161,0.382695887317192,0.41094236661225,0.451377838040937,0.366075572489611,0.411419983436245,0.195153205101394,0.330672569596815,0.574563532383317,0.597754280636574,0.0419879594419776,0.388490030323674,0.373399191158972,0.366081326944918,0.419497103447827,0.262147873456959,0.287211177215789,0.375508448553901,0.380162926477444,0.37046175729375,0.165735806331541,0.251549736195348,0.321101014709616,0.331823274477567,0.271056507182929,0.3751355995379,0.47060317890425,0.231949890893989,0.318225655532732,0.493464543363252,0.409772552820515,0.354996320132719,0.508417553079881,0.419956096806413,0.373724507775453,0.419911840998216,0.418372304663806,0.327215253353176,0.349671907216062,0.353304070840495,0.425380588695228,0.369137841830224,0.390728844177326,0.461641214401868
progressive,-0.102681832989375,-0.272988033072372,-0.347909896689355,-0.181731828831568,-0.123386880213951,-0.238225323358842,-0.205467049429597,-0.262980571226848,-0.203739175540131,-0.0558077331201185,-0.240489323125765,-0.0108207990275957,-0.226264159924138,-0.192979726023646,-0.301515166020763,-0.322506377823401,-0.314839910226626,-0.220617080782342,0.169270014738196,-0.190154978606798,-0.108992669574397,-0.370897150027755,-0.200601315846519,-0.186208827546178,-0.195264356628264,-0.280190131719452,-0.309643508208727,-0.255877526345822,-0.26346818292601,-0.377977669386085,-0.267075193645256,-0.237775885201785,-0.165522092773744,-0.120676925507572,-0.350240449786946,-0.405098633473144,-0.354780181780438,-0.348856599266647,-0.210881856677936,-0.209279814516702,-0.187676746887526,0.0452007659927273,-0.364197370160077,-0.203690154493258,-0.0637812899208662,-0.220952206186822,-0.130892317679231,-0.257648608448469,-0.249204665641052,-0.259391877454474,-0.168582893327677,-0.182517060642377,-0.246245054692423,-0.234303340634368,-0.292594285348297,-0.272246964564555,-0.265647819895603,-0.244340208590732
progressive,-0.145891623688617,-0.380416286109604,-0.231147725700492,-0.226272410497302,-0.222015255042863,-0.267428928106298,-0.0357341126829764,-0.191671997657313,-0.324269412107428,-0.289318480972524,-0.10667401584725,-0.223679167361799,-0.0841736920689736,-0.19027629259476,-0.12181457278695,-0.189258257184896,-0.141384312027116,-0.243442614400985,-0.0120641683321731,-0.311106592144551,-0.110854858713691,-0.0893336886471498,-0.31671727169844,-0.301872557417433,-0.0903249066826762,-0.209758981458413,-0.135506857470466,-0.203616184917037,-0.245250914497202,-0.204119453120647,-0.259530068467091,-0.238637945038396,-0.159296132738288,-0.0896139639655572,-0.106303597211193,-0.179104212997201,-0.259786071701809,-0.171246774159296,-0.228064497323855,-0.0779184430363333,-0.223300837425409,-0.0016420649976841,-0.201319023507331,-0.211689054934791,-0.20499708632186,-0.185349757279609,-0.27261080037629,-0.201841792666357,-0.143657416811136,-0.156549938990044,-0.202237040918492,-0.211668354129878,-0.159209603948603,-0.0856269650579755,-0.178910320743583,-0.214757346929121,-0.137255023608569,-0.196895139567392
progressive,0.266695049530144,0.17667984142683,-0.127222125093365,0.0585650461039185,-0.228896865443753,-0.000374429473593,-0.136537899534491,0.254038052108451,0.0279434451013208,-0.378797395372214,0.138897530559293,-0.0626845429108992,-0.217556362485796,0.195465600892167,0.368779731117813,0.297654448583039,0.0827544414783189,0.145459619154948,-0.100608787292658,0.258082694729772,0.0588618904574538,0.0293225782183263,0.360355708941756,0.293196925360095,-0.130336652703187,0.147585649595517,0.0675045825533212,0.215735669408971,0.0009379412384348,-0.246992790197334,0.0773389552747958,0.386533265371605,-0.167398702917516,0.273873007384744,0.15134134839302,-0.167925716521348,0.106689786511722,-0.0522061191657079,-0.14125935755555,-0.105082653261615,0.311227390093927,-0.174437281100398,0.359694185329318,0.006494213088825,0.0710361617901639,0.255835440265431,0.15442418915791,0.283727359274808,0.0867042580077728,-0.0118772014557183,0.247650724767184,0.374524729059254,-0.032716362056072,0.0792653394663767,0.211950181457903,0.0132686286870326,0.144353484306232,0.207005967887497
stable,-0.0402185650722249,-0.0716841680095511,-0.156652575218626,-0.0294286143299311,0.0638491568692279,-0.0741904083678491,-0.0114999568492511,0.0384931232926285,0.0916871057244973,0.220543986972915,-0.277930771650974,-0.192095737052394,-0.151560741856341,0.083164188658103,-0.0294076311623919,-0.0009865480696516,-0.0626514648714893,0.0586628645205955,-0.0098359153325679,0.0288104600306308,-0.17939256070752,-0.0583421066162985,0.113557937837931,0.100642553512996,-0.416167719302503,-0.0496797533821379,-0.0530009216276115,0.0027787975370637,0.103106785127175,-0.292091445834929,0.0883009144568671,0.0249048743663089,0.0649055049011347,-0.14354671607748,0.0225499707729854,-0.230052514873162,-0.147401539697959,-0.352038017253337,-0.355783628664755,0.0560202428132567,0.121044186856282,-0.234645907929271,-0.0113489264155657,-0.0045864639057269,0.066299753216702,0.086269289954112,0.0902769644889833,-0.0075530743149086,-0.0462383685990573,-0.0515718607421451,-0.0363137862654305,0.0121709565622687,0.022739149207122,-0.10349788765186,0.0642039147116401,-0.0155305572794163,0.0004939725326541,-0.0345388438492614
stable,-0.0175517613268078,-0.0269399366139666,-0.162336267268388,0.183043716314099,-0.170469802783494,-0.234773130479255,-0.129304008385438,-0.0579275413078734,0.169453032794982,0.239197538621047,-0.177720550066454,-0.524154738458834,-0.133490007271434,-0.0473839089094311,-0.117216253911023,-0.123491783927622,-0.131648724307982,-0.141134736723572,-0.186548728559158,-0.167200338146334,-0.436255794571653,-0.079880409132317,-0.0193391484419752,-0.0290771922852452,-0.280291449554114,-0.254917176936584,-0.0462044867899088,-0.124533342320534,-0.142866774117803,-0.161395774750204,-0.157945353043002,-0.0435084040295921,0.0522989672231481,-0.0768929007589064,-0.0456197238588256,-0.166513202850487,-0.145714261265991,-0.258827573218985,-0.255941470563252,0.168387696540769,-0.0746135751802094,-0.366781802942917,0.0430262228785178,0.0271718729987957,-0.0381330991527615,-0.0217124245198594,-0.122799548719687,-0.149272426096092,-0.121567199905391,-0.14353625239991,-0.0990547069363041,-0.117840643936893,-0.0755625875741225,-0.213745053635849,-0.19859985061278,-0.099916159179146,-0.0709492978963463,-0.285562593457766
stable,0.0044809111697866,-0.0557789255264327,0.019663286879629,-0.301640256444303,-0.0765041223581873,0.112441043883545,-0.14921891566135,-0.0847550718058867,-0.482879625171683,-0.496447177007593,0.153943724340732,-0.0890070151791251,-0.162758090296419,-0.146314502887065,-0.142866863534907,-0.139380982604832,-0.18151980373365,-0.0518475828134136,-0.417881158396083,-0.0358593328617472,0.234660593952715,-0.0580219037201262,-0.0873837331153004,-0.107843706846725,-0.0721848748152052,-0.0655952467825092,-0.239087029012353,-0.147836016108105,-0.11546380982833,0.257490972719387,-0.125206911741473,-0.14340808418731,-0.35758789929091,-0.0944926117079573,-0.110733273412688,0.255489292482805,0.0433054640316664,0.190118223862117,0.0751322949491223,0.208431144817208,-0.204640016811592,0.0085135478105259,0.215251232674728,-0.0173095753274652,-0.0853760334786989,0.0192049124034064,-0.0633503790291258,-0.0603410993914106,-0.0649333558525204,-0.178576520524469,-0.10687172229579,-0.0679414743989632,-0.107787833578138,-0.119681001419235,-0.155033316470406,-0.126707073881241,-0.177109096094913,0.0255570589033586
stable,-0.241021782454855,-0.110344405030808,-0.178023182819354,-0.189821705663281,-0.214199917513646,-0.345956501064992,-0.0403001714956097,-0.262201239723368,-0.185868998867431,-0.0359210771442224,-0.0911332707814609,-0.351504238958719,-0.264658670720541,-0.300302463594344,-0.299974784271092,-0.331474306100639,-0.310027163290577,-0.252010439685695,-0.374830899616335,-0.27841884646213,-0.406488650665413,-0.296871025449796,-0.299974664426135,-0.298565551629223,-0.350753481783326,-0.388442524103127,-0.256907178051019,-0.362753633015014,-0.252059702187042,-0.201729861592376,-0.376678761208673,-0.282358554529403,-0.200374648041755,-0.255582264658948,-0.298382355310079,-0.109135578920473,-0.311452414391041,-0.324220485699322,-0.276300969926435,-0.0009766402499253,-0.317993974579759,-0.383237839060847,-0.0209132432289148,-0.171280853583851,-0.106254777562541,-0.217076806847926,-0.27247927828868,-0.270541063862451,-0.25601484288651,-0.30507747652842,-0.167347608317818,-0.191799683005475,-0.354794894340207,-0.262776652265169,-0.378440923595379,-0.305178657435823,-0.340599175662013,-0.249460718318568
stable,-0.223159139962756,-0.0161222161880106,-0.0833634963773639,0.220136600482358,-0.067029839947061,-0.137290596477882,0.0319950643352851,-0.0274749815678705,0.155517312761591,0.289989664396239,0.0089227991239589,-0.239214574486344,-0.0555111916846155,-0.0880365918475845,-0.0004129750978866,-0.0313694686201893,-0.0337227906852919,0.0271744676963045,0.075633274038974,-0.0369884243620179,-0.182018227040626,0.0142764685030604,-0.09110200017395,-0.103509555369747,-0.168748366190419,-0.0561487691436355,-0.0746696190623462,0.0421132379514774,0.0093922005424467,-0.194659939884423,-0.0853914308654522,-0.103783403373228,0.180567282337735,0.0570779230353738,-0.0608828867128267,-0.207407498090617,-0.0581687455953546,-0.209033755634594,-0.294596585104762,0.116387708633203,-0.0909984666019453,-0.115966988293879,-0.161820375519801,-0.0045687223876056,-0.050826063140282,-0.178419071265312,-0.0172086171948786,-0.0742398165052262,-0.0324158525481246,-0.0232633547987363,-0.0735217131644543,-0.101731168250497,0.0195536772936196,-0.082436728867662,0.0129619670364253,-0.0634380108497035,0.0268247905079319,-0.0889297044809834
