group,CD273,CD3,CD33,CD45RA,CD7,CD194,CD4,CD16,CD31,CD324,CD5,CD196,CD62L,CD27,CD95,CD66b,CD35,CD278,CD24,IgA,integrin,CD62P,TCR-A-B,CD267,CD137,CD2,CD81,CD18,CD28,CD15,CD193,CD73,CD319,CLEC12A,CD23,CD82,Podocalyxin,CD258
progressive,-0.276321712620896,-0.301367215132937,-0.0735017507665253,-0.142910839005906,-0.141910331958185,-0.0163891497502493,-0.269853122094611,-0.0936215343106591,-0.208928928851538,-0.365744484594482,-0.0794536515932061,-0.0955616348280624,-0.0476850577077792,-0.262451232941962,0.0279529819842311,-0.0675126796892194,-0.178760957432925,-0.224231300772622,0.0656740512900991,-0.115788029713723,-0.407341015149978,-0.350542358236387,-0.362379165685864,-0.134675364565174,-0.362654897365033,-0.059222491914134,-0.254318524857358,-0.165974702968282,-0.0949512937133739,-0.0487838523164526,-0.171892890612115,-0.345212887391883,-0.29843045385328,-0.12041854526403,-0.0480322930885198,-0.143605978423451,-0.230611559372995,-0.257027966449876
progressive,-0.0919314653027802,0.199125126665734,0.357369212400145,0.11268770664618,0.201467490424404,-0.0689770499575291,0.147150886447067,0.442443563782559,0.414594211361913,0.087302230473714,-0.112354137111616,0.150691412344797,0.423165365654552,0.264377991146159,0.164575078809567,0.456029985705843,0.478452178830076,0.0783403493064081,0.425208699256934,0.199215559217329,0.178025969864066,0.218159856521314,0.33532370941864,0.0978178783699288,0.144627720649089,0.016980437550397,0.101422899810618,0.354507912971482,0.127450858462612,0.358759698306644,0.202660460548017,0.02050896136739,0.0783755108245059,0.411474151273121,0.356837481566775,0.198848311245677,0.190406004338527,0.192315604189774
progressive,0.0119648752620374,-0.232715513627082,-0.0530083673647934,-0.217360547306499,-0.0313113647559535,0.226336260804179,-0.128083857403608,-0.121911676460777,-0.001903342331386,-0.0321946790407984,-0.0130141531678047,-0.0487159332029441,0.0890224882219352,0.0842475894291731,0.137471459939199,-0.209233024444071,-0.163785558638558,0.304163840769084,-0.157273093386762,-0.0807025814438985,-0.0587839864244795,-0.0244887638317816,-0.0648326299355677,0.0610160370693877,0.0105852795725032,-0.136624923532708,-0.180196219260476,-0.129955716879229,0.0910695656105195,-0.120418336484218,-0.0314503115110457,-0.0900268341042689,-0.0231881275738718,-0.0794034277682193,-0.0605359865089231,-0.094165349354122,-0.0067421100119484,-0.086448983606609
progressive,-0.225816518141926,-0.0095343853103619,-0.234941704613577,-0.138661646520223,0.0423129645190071,-0.150840986643797,0.0295818848099993,-0.270850923202489,-0.192823558342881,-0.178024857268309,0.0911490705726053,-0.124316177845114,-0.258358646491563,-0.0165597496074073,-0.0459458269700341,-0.213765617766171,-0.202917936191853,-0.131631949242617,-0.0851157022095129,-0.181956517037349,-0.0837326703874766,-0.181126295346808,-0.160740441376591,-0.134574308410211,-0.133436078637449,0.10684172084849,-0.130944177416203,-0.164912993092302,-0.117583602147404,-0.182085852213235,-0.0170895277720164,-0.0054477261502269,-0.089974273722713,-0.155984995466363,-0.0706701770288853,-0.135891608482257,-0.116568847319634,-0.125693720645974
progressive,-0.458057534561198,-0.163678552178122,-0.0042591466363934,0.0538194754099425,-0.332995095931783,-0.461614758326802,-0.4200811082289,-0.141881172157562,0.0030639413788871,-0.0343485783962973,-0.326322754484088,-0.355767358619331,-0.427230026335408,-0.515121900066203,-0.12182297676831,-0.106870500988044,-0.111157076098058,-0.0805149202310333,-0.458278089099256,-0.402384947811518,-0.200265156797624,0.03252508325577,-0.336605436518312,-0.397236787081783,-0.116394955521953,-0.0865372643322056,-0.553030901032535,0.150956665669897,-0.116795099587688,-0.205070871794189,-0.412444975497016,-0.383930366602515,-0.397365007248422,-0.052465819581528,0.0112870954788803,-0.256685257311435,-0.44101071055992,-0.382506129266256
stable,-0.0477723849146643,-0.0886145804562164,0.0152907604391653,-0.273229166730864,-0.403476109192119,-0.0127765557462601,-0.0711997504900339,-0.0403784270712885,-0.0517504078092305,-0.104537653615305,0.0010981170817759,0.0071614738637634,-0.0338033282390684,-0.110422750643193,0.186640554861225,-0.0304663720312227,-0.0123685070962634,0.280795797710517,-0.0632658924641527,-0.158602015747651,-0.103892899083912,-0.0945781229531267,-0.181899368714952,-0.0936089782350118,-0.223805351062266,0.15556710945519,-0.173936790457782,0.0939688176002866,0.157581386960271,-0.0831287320043494,-0.139105416451502,-0.0748740247761844,-0.040890044278883,0.0414444470264863,-0.0508582599501911,-0.0644889297068234,-0.161245380267743,-0.109581268293115
stable,0.0061280461967043,0.0593687967937377,0.151761833912407,0.252791962185223,0.388959246063547,0.150425737534901,-0.110654717433417,0.138394795882241,0.0514264856301726,-0.0105742990605477,0.0479683223551289,-0.113911521477439,0.275494867010113,0.131519988844073,-0.0833652972852068,0.0154573730416307,-0.0197003386304896,0.0308781708527593,0.0798008871611168,0.175205876108017,-0.0049385984322267,0.0502467113695097,0.139081322421944,0.0297662798675695,0.104754280719648,-0.305780311160706,0.0179712939938276,-0.094652237430913,-0.0548390669446021,0.121478742206158,0.0293785938396102,-0.0447665293593628,0.20888910701046,0.028017997504668,0.130960460892574,0.0842637453886152,0.0975615503820806,0.144326912377231
stable,0.250116306468547,0.365070751417882,0.109993857503907,0.16605926775113,0.181338608616049,0.271281280670474,0.358943518329666,0.0739590191104572,0.0354947747103805,-0.015521447474485,0.365963537000651,0.0890624831200992,0.358031809119897,0.341119556312376,0.371291847730521,0.0340208012528368,0.164856335141328,0.497511690871995,0.193075287728105,0.230869334230601,0.0982240499170859,0.0429011643773888,0.315991173853165,0.144803889205861,0.204139945074912,0.326480813479131,0.164159870962354,0.173037948567332,0.261774917885653,0.194994687101521,0.217518362444456,0.12892179223815,0.193267500334735,0.144839397480742,0.237834618101604,0.377432371252609,0.287310191612954,0.211195188417611
stable,0.0021438073695065,-0.212322912905284,0.0022192453582836,-0.274398096113459,-0.564356918796896,0.370976147418394,0.132314395299311,-0.112852645003987,-0.136716695349599,-0.0516089168831773,0.0328679392339206,0.0383693390416958,-0.0444909212641616,-0.162615875981274,0.444107386218667,-0.0141747303598744,-0.0978719157889547,0.349235486050437,-0.0456332651848313,-0.0222650971220509,-0.0786926394102284,-0.0455162717250035,-0.142373727150478,-0.0009530975298734,-0.071087010307884,0.233340961184888,-0.0324659462653914,0.167268474987011,0.358137212378834,-0.0216225233677205,-0.057601348873669,-0.0506393364971162,0.0261286630618363,-0.0516474351273615,-0.0308518301112574,0.0423000420028455,-0.0827626315466003,0.0122465907200635
stable,0.0704976107750037,0.0281568038282072,0.0630439508339967,0.116972374821743,0.0136263042638606,0.128984794257788,0.121087603308144,0.0453011263097795,0.0103123506020596,0.0403360167361834,0.0665482976509965,0.0034984995069666,0.113648812502346,0.0802550695583713,0.202647813892664,0.0174816034437607,0.0131903849418104,0.34054734464661,0.0387748729170158,0.0859433948227782,-0.124035347877264,-0.183870747160753,0.0196635821184412,0.180116805976662,0.0068011299718469,0.209918239797726,0.0439405522003342,0.0201271285331372,0.159743542464535,0.0043710711208718,0.0532197972399007,-0.0453485656433784,-0.01173997864892,0.0042075420111576,0.118698959475998,0.14659158522368,0.0965710890058892,0.0751886437451461
