group,CD275,CD33,CD10,CD45RA,CD7,CD16,Podoplanin,CD32,CD107a,CD95,CD66b,CD35,CD58,CX3CR1,CD24,CD66,CD254,CD38,CD15,CD193,LOX-1,CD336,CLEC12A,CD85j,GARP,CD101,CD88,Podocalyxin,CD224,CD258
progressive,0.0561247298938391,-0.074812709718038,0.0062925014277982,-0.219721248873642,-0.240527114036736,0.104061106103583,0.0560302513458245,-0.0190143834093939,-0.0566730968047432,0.125561533179491,0.124220155428649,-0.0459291727515662,0.0947463509155528,-0.0001788295942867,0.183006185010468,-0.007173490644204,0.092015015409229,-0.210265359620719,0.172173049465957,-0.077656511843273,0.174242499200698,0.0316754360090521,-0.0211494596903597,0.0170680208710683,-0.0827918500654424,0.114770967743619,0.066224820799231,0.133974726221275,0.12153599997315,-0.0131135586453704
progressive,0.44651088472337,0.560516860694353,0.457644374203697,0.192799297676646,0.14653622319918,0.759098287251982,0.583845416244814,0.614122822893278,0.712452838611192,0.227713945522672,0.780674025479151,0.627440139064099,0.55672558925179,0.507198392522822,0.654725210869466,0.61002427513564,0.501364082173723,0.530653258687173,0.717445969958483,0.554474069900285,0.592498429883749,0.503078496924069,0.71444581187114,0.501796982526729,0.410815681827775,0.275457381028341,0.634431215981544,0.467368993977508,0.521819836925371,0.501346561553339
progressive,0.300731037929157,0.254131601497228,0.269875384685103,0.0273653508476831,0.0802316468159355,0.351161250807798,0.328812439856142,0.263355280412053,0.323810922339528,0.374651239061019,0.313719892797008,0.315718214504645,0.365642835069433,0.319078717706857,0.280574796966772,0.338952575786364,0.284781145807332,0.217238644712948,0.33283574921316,0.245181527797031,0.1360483213363,0.275632570064258,0.264672211860616,0.351980178680676,0.201162463031853,0.296270306895412,0.340331616409352,0.328737303968008,0.378119707881432,0.292395622225636
progressive,0.400693439190787,0.316917963582123,0.437105223575311,0.533672248745598,0.446030718528566,0.426296111458735,0.398355835617903,0.46926943750055,0.454939557131946,0.0368682995341742,0.488911277725705,0.440721156051847,0.319286979368054,0.345302239923728,0.423332440677685,0.365421570076443,0.305593385298157,0.341918343744497,0.358038593046216,0.409303388592539,0.422987842559947,0.336257847208075,0.377229047296522,0.369642433057726,0.388335835730551,0.361231996112532,0.395842164171391,0.503367199570615,0.367856431055812,0.386016588229223
progressive,-0.530401919233619,-0.085441062827045,-0.509441232977621,-0.178064435371185,0.229506657196106,-0.52408788843199,-0.417654500023401,-0.239216754630671,-0.493685824759464,-0.315509980841586,-0.679545568457232,-0.437069127533836,-0.465049174520434,-0.341457916616089,-0.449086264962595,-0.682022545037109,-0.286220156534531,-0.187741476477057,-0.33512034406693,-0.530027699018724,-0.247440149479519,-0.222947147226398,-0.566345913145113,-0.310415608879138,-0.507880579449332,-0.544422407972573,-0.408399344400092,-0.0776653747144223,-0.306428189023428,-0.360712319376046
stable,0.0161892748183321,-0.0673739514416414,0.0426892633013593,0.267795858701176,0.506099625844658,0.0747441855927455,0.0161319268930541,0.0917746590101498,0.0061181642435566,-0.100648786263444,0.0611387010342122,0.042513132602317,0.0656976057623269,0.0754926818993656,0.0198621604365923,-0.0007670790776152,0.044591114801473,0.0065491067532473,0.0309416893847104,0.0169936170533508,0.0739262760425987,0.0323345193954597,0.010560161316242,0.0428139828797637,0.0745721653717916,0.123863379315002,0.0981340541242963,0.100142111180857,0.0447653644402998,-0.035696142345706
stable,0.0785178158533136,0.119239511388035,0.132951557209677,0.1668643461335,-0.0438826713471232,0.150550289145097,0.164196752173109,0.11334595788885,0.123115256080371,0.0569008713048452,0.137543543756094,0.157402338294257,0.084789166825538,0.157244354675308,0.131966537700848,0.149210987283809,0.100107588912959,0.166513154630539,0.195474265195493,0.158439690752774,0.0374715575344381,0.156301068835345,0.0962639703216598,0.103329841038509,0.125584721772403,0.0728031519628601,0.211265873505471,0.117067903990162,0.0347501387893054,0.136089325992754
stable,0.0626062574930949,0.0923577707823843,0.0846048945547702,0.543024020960342,0.508529495727143,0.112827309155359,0.122800388367974,0.0398225966344494,0.0398947731072378,-0.327441710718527,0.0955474233883192,0.120995611106037,0.0241230642792117,0.113697852502937,0.0420461754598144,0.0617669361286843,0.0536388225065995,0.256884570459825,0.133035319819522,0.0260863712220436,0.0340724766032938,0.0718402958612257,0.024666054962904,0.131836099389656,0.0941787740385058,-0.0767012438995888,0.146158798814918,0.0872434143046244,-0.113645735317929,0.0898148220349896
stable,0.119657525871607,0.0112064196190981,0.111918600779601,-0.150817652412236,-0.388216899190678,0.0189135289216138,0.249214588939678,0.219211921595709,0.141976382298167,0.371626661304393,0.0388819010537372,0.0270500060766886,0.245473163731354,0.270751745940048,0.111023430106146,0.0979655444976473,0.206847396771261,0.097277340631523,0.128944042926056,0.191929612272016,0.0851556345887095,0.185337542320098,0.0810253152494791,0.219206172885854,0.144439110158624,0.224100530231187,0.254537268171556,0.211508872613677,0.262488589304763,0.238513617750855
stable,0.28985090778626,0.108973499471157,0.191345646312783,-0.0629948975824413,0.0630680843953459,0.239318114815472,0.319359516058048,0.29814361098543,0.30181999158926,0.0776501880515981,0.317404709041425,0.23462439158132,0.366554606898216,0.372996739528162,0.183180732450062,0.258981463017732,0.265839654323329,0.0093196063715877,0.318228135557277,0.26578770805261,0.243638233608046,0.33671455187184,0.255315133005011,0.312228162117631,0.221575672200751,0.312588768848727,0.320372009052283,0.378276886070576,0.290580900263758,0.313872366394527
stable,0.291307325963707,0.139080079715305,0.177043051434051,0.0543369929221463,-0.0787994661127964,0.14450841917468,0.257007401243199,0.279524607600022,0.259895922584894,0.258411460571773,0.122175390564027,0.195099510592971,0.265092321526428,0.325153757236184,0.169166826766797,0.32613394445993,0.294821199855892,0.201928098993793,0.138377692330531,0.201317460271585,0.0418526748462777,0.171072532251233,0.0781915699255592,0.220245981440579,0.144744799626013,0.157444329135828,0.302302262084608,0.21807749542142,0.174458537942483,0.243300910837287
stable,-0.0791460302056826,0.123585630756725,0.231848747711618,-0.257398347374052,-0.312781685038945,0.130160965369203,0.0934992509893598,0.174830900693948,0.109117342729917,0.54447867365723,0.0534873747787641,0.0948202001249809,0.169167966261429,0.161032117965509,0.0389379966758659,-0.187275642923571,0.0884746216744103,0.0935187174447522,0.111734206293382,0.086991069220057,0.0160215636277056,0.0491744494809861,0.125292396911601,0.186168434966583,-0.0480177630622891,0.164458975644115,0.18678315965255,0.085395459779666,0.242546120504978,0.0759179800037769
