group,CD275,CD33,CD10,CD45RA,CD7,CD16,CD32,CD62L,CD27,CD107a,CD95,CD66b,CD35,CD278,CD58,CX3CR1,CD24,CD66,TCR-A-B,CD254,CD28,CD127,CD15,CD71,CD193,LOX-1,CLEC12A,CD88,CD224,CD258
progressive,-0.0887494797926009,-0.250838298785881,-0.300593333744198,-0.135119199518643,-0.188958207239018,-0.168942497682484,-0.28131934810462,-0.234935828488433,-0.364817444146963,-0.185691787799417,-0.190490315941593,-0.193393464464251,-0.23708502878499,-0.102608763071431,-0.285988279468601,-0.244039093690183,-0.045870298632926,-0.187108681220879,-0.470164844677035,-0.176735740336724,-0.19958200348292,0.0155942789361962,0.0290059253305093,0.0322370596968297,-0.194903057277736,0.0307906393357386,-0.256054539602565,-0.268703324034055,-0.298248008060592,-0.300796309331097
progressive,-0.552243031200824,-0.541920616298356,-0.487933274292185,-0.151045039464229,-0.0988269600022838,-0.583960773086303,-0.444959990605524,-0.468138069434212,-0.303599344429709,-0.50650508277593,-0.231914552627993,-0.62437794227266,-0.589594786070767,-0.149971404726284,-0.428010320844623,-0.418916264947761,-0.650685517395807,-0.420527850538975,-0.43317130309746,-0.400416156958114,-0.260023035329031,-0.0181105503967155,-0.534158354236487,-0.314840087136627,-0.414336013458109,-0.456975615229755,-0.581807473039901,-0.433064656141322,-0.404668168876182,-0.42102991613607
progressive,-0.0483375406119294,-0.0033065276227843,0.145255268849613,0.411156493368608,0.379673410172943,0.118332428123677,0.0874263741815881,-0.0315761733889787,0.083802293918679,0.0128787754856985,-0.447291239882852,0.142037685956419,0.047609770601304,-0.414018031303934,-0.0214847142180022,0.069332714946872,0.0343302441328317,0.0685529519802161,0.157100064964676,0.0650931868436384,-0.183153997071256,0.328253350317694,0.115886392316715,-0.364837019898294,0.0330552456984283,0.0699807935325994,0.0550068469164522,0.0896951966927019,-0.0903591795292826,0.0882048773946815
progressive,-0.0559430202800839,-0.0160483606422619,-0.113847370667409,-0.114231815032951,-0.117202635493782,0.0137184578219264,-0.0408447756889909,0.0086289530299699,-0.141627752336074,-0.1246139517169,0.0115918320834911,-0.0568577524027932,0.0107310572483991,0.0416781516191123,-0.042227074949419,-0.107288788233028,0.0097114460834397,-0.0833688256239678,-0.172375661697683,-0.124348883653627,0.0067484383346648,-0.0688552509754136,-0.0583065434610614,0.0155710766925183,-0.250645863035762,-0.0981970917920754,-0.0443945831388104,-0.0711878169622836,-0.0623388783789199,-0.0834871915143284
progressive,0.146981095224246,-0.145585375934904,0.220095987012378,0.155456254251024,0.173801157876663,0.300901936416147,0.195121215320519,0.243909505944215,0.245812113740776,0.311564296461283,-0.0741057750372949,0.34922980369141,0.439113822913566,-0.193035771485583,0.261146323070895,0.155809094573146,0.291387078073753,0.238478107170142,0.168895004172644,0.181941776333688,-0.118161124144269,0.281201692102031,0.386991575749251,-0.369459090994524,0.237975443091465,0.23853987879671,0.2303045067345,0.288034861981253,0.268031920786231,0.177755761917032
stable,-0.121195224036308,-0.0579014350503776,-0.100828081940783,0.156404850123947,0.30818553384779,-0.0818007212551932,-0.0043044499117634,-0.189832709267372,-0.0367783423223879,-0.0893518487737768,-0.22221774343021,-0.106426043957442,-0.0924468842663193,-0.490869490046736,-0.100514890699358,-0.0359970668505054,-0.0808033579944449,-0.118723817164522,0.038074199510106,0.015651696854342,-0.241221741181688,0.041874198375949,-0.139062310537839,-0.266668878640726,-0.0311075498075879,-0.121261860934517,-0.0871472642594587,-0.0473085650886942,-0.0797686465251125,-0.113348162542194
stable,0.0308029114742031,-0.122870764675583,-0.0189174146359262,0.004627504962861,0.0355043268913976,0.0115727772771542,0.0044150926873744,0.0626486005525279,-0.132667360637554,-0.0768590764436334,-0.31423424598248,0.0995213520570435,-0.0189809314703455,-0.256420126663139,-0.0900542652421911,-0.0253743826591803,-0.0214419682165931,-0.0124102038966964,0.0325515302620387,-0.0632553354904532,-0.149049560868593,0.2853527275232,-0.0500513966550936,-0.260433272859683,-0.0114402954801684,-0.0141448959583689,-0.0592495834679214,-0.0354048808247803,-0.103432707508796,-0.053351404821662
stable,-0.0826601049307694,-0.118647402376876,-0.0256806585417868,-0.163269534772463,0.0052163717485734,-0.0188450331593934,-0.0110177253778119,-0.0804779377433094,0.106757456864416,-0.0330612901517399,-0.0141035260646321,0.0421504580981779,0.0105674802035008,-0.169123710746371,0.0140142247104686,-0.03489890572128,0.0380724296578635,0.0094565095059518,-0.103407988329589,0.0312602755540066,0.122691108206845,0.521088025851447,-0.0155103940529611,-0.248213339947954,0.125274169458882,0.0414441876983886,-0.0496048808833839,-0.0273427228663496,0.0772271454708116,0.0119768118832606
stable,-0.0851720861200931,-0.0388312335814103,-0.130977744861073,0.223682858742922,0.353288181341285,-0.0505014400284646,-0.114607233595746,-0.100581750480079,0.0626838801870622,-0.175693972121156,-0.512460854142235,-0.114290786479404,-0.103017308681617,-0.518726561881497,-0.189116808792875,-0.178360728264293,-0.106057217875333,-0.0583212627106363,-0.0645198175741333,-0.0718580889232782,-0.45278486961199,0.0390992450016286,-0.149916271419775,-0.403874581277309,-0.0606385677358803,0.0007521536835679,-0.129970533779593,-0.168283511499296,-0.233780816419928,-0.167553110352158
stable,-0.123181017103157,-0.154344667356001,-0.0893611488754905,-0.206036685250006,-0.0348808081663193,-0.0052625445761355,-0.131814949683631,-0.332729544134401,-0.0127829456285545,-0.0682282168683225,-0.20208034492005,0.0289671816835169,-0.0168500180101632,-0.459950766315035,-0.160766640185716,-0.0818805601471864,-0.0114955503135224,-0.137602650005671,-0.0630146509364903,-0.115944681015074,-0.249432633074365,0.0942926220566773,0.0134196458740841,-0.3949747581731,-0.0180418781789696,0.0272537737830939,-0.0603809657652836,-0.143816763306542,-0.164984706427755,-0.174735116450942
