group,CD252,CD47,CD34,HLA,CD90,CD45RA,CD7,CD49f,CD194,CD4,CD16,CD294,CD324,CD32,CD62L,CD152,CD95,CD57,CD278,CD96,CD11a,IgA,CD66,TCR-A-B,CD254,CD357,CD2,CD226,CD29,CD28,CD38,CD15,CD26,CD304,CD207,TCR-Vb13,CD82,CD88,Podocalyxin,CD224
progressive,0.0595524516340781,0.0888327043620149,-0.0227159558812312,-0.0303214325225145,-0.0976615121666133,-0.0027823730707868,0.0485670305803046,0.150404967362699,-0.271288294432327,-0.0577933060181608,-0.0584349599613654,-0.112744212813053,0.0589792728777183,0.0215934915216977,-0.126286731462659,-0.128430883565565,0.147671385063031,-0.0664275000814818,-0.116491379328884,-0.150988563608812,0.0261837829544029,-0.0318860448821555,-0.125112088893596,0.159471395279386,-0.0658587051808155,-0.120289051524557,-0.140365913157798,-0.0408860195535068,0.019456328033964,-0.0793781958243769,-0.127825330435207,-0.132861170566944,0.0099399082801359,-0.265646722589961,-0.0756790759045367,-0.105010307156735,-0.142321729541055,-0.0626503205036661,-0.0687797465039012,-0.0097800503195126
progressive,0.0092863102177874,-0.158502345994168,0.0939660921063449,0.0540028576745,0.086612884382289,0.0788289218210306,-0.0601951099987175,-0.0680755141257861,0.0077315130207199,-0.0170251160230446,0.20022961298965,0.0277317684417836,0.104126193173334,0.0989511116025349,-0.164381058404258,-0.0111542166902551,-0.110365519872789,0.0846363021104989,-0.0778657750261936,0.0587528257016706,0.0520633440774536,0.107379514127385,0.23969661905071,-0.0160354309169503,0.0976018620440741,-0.0400054180061328,-0.0227238640647601,-0.0655000691334587,-0.140072987710522,0.0244953070841133,0.0954605879735924,0.162214165793219,0.0150686731806188,-0.0654997101142926,0.204183225351524,0.151263826897059,0.0643955281495445,0.129077668843531,0.0216605166414691,0.12551901587606
progressive,0.0249385864182975,-0.043398312010309,0.0224200628197618,-0.0507389388007377,-0.022104344518684,0.423005576011625,0.471898167286063,-0.224284217073042,-0.205763733123599,-0.178066984002215,0.100045151826936,-0.0276680727922387,0.106579506133986,0.0563432031978853,0.0607648853945545,-0.0615076760305113,-0.376255489355416,0.0304436480873227,-0.174010063404991,-0.0032788069715291,-0.088301480781186,0.0100144365420756,0.0772454665668594,0.168507731335359,0.0344863392585078,-0.0427399122680172,-0.106026623064877,-0.199136346501881,-0.169103793895662,-0.106972482252085,0.222210608763888,0.0911506798361683,0.0462211227859723,-0.116888489699023,-0.160546184670424,-0.0159016789527495,-0.129581407732298,0.0558509899451617,-0.0546320684432017,-0.0637610094243599
progressive,0.056315807139278,0.0575369156645385,0.131864019771617,-0.089565750611135,0.107172991219357,0.38844396464738,0.285797903753237,0.103562160375446,0.0255349336447661,-0.0532211929210494,-0.0635982487616602,0.0211825999832971,-0.0461936274555231,0.0184629125338041,-0.125045305272464,0.0529443915229542,-0.369004294831043,0.0416326291057282,-0.204438229592538,0.0212986648114089,-0.0167637182642153,-0.0090663776999649,-0.0831308261478437,0.0957882831464793,0.098239079788089,0.129175570012573,-0.0290697294782374,0.112547913525604,0.066410678866773,-0.105481048826398,-0.0378820023393443,-0.0611870092510812,0.268648181452875,0.198960245510123,0.0049845361293441,0.135050835428686,-0.0277493726662446,-0.0185551268262445,0.159955589745467,-0.009971059592412
progressive,0.0455589647926513,0.143161800770293,0.19177962451463,-0.0215920996438647,-0.128105778565984,0.0862978948952486,-0.339617860850872,0.160935938741367,-0.01879907555703,-0.31337518690732,0.0283391089612576,0.20502959427285,0.0809371847289143,-0.0760694436907253,-0.0024235594221208,-0.039652023198045,0.0180620817290555,-0.124384954799778,-0.0851407774492759,0.0133522898545783,-0.292332375810481,-0.0106866128295045,0.350016305211177,-0.423702638743924,0.0135256476411135,0.0237108722967583,-0.176052154964014,-0.0240175503200577,-0.0757173855984913,-0.0166406627801703,-0.0084420663919213,-0.0589895987986302,0.283249112384608,-0.120086602073522,0.120073277600522,-0.034589636816319,0.0717136075340233,0.0642890847603955,-0.114024642494741,0.139611551818987
stable,-0.161893999307723,-0.0991236127250772,-0.172755540647402,-0.0377830260563286,-0.143389856603503,-0.102545815782191,-0.220110652186257,-0.0225875512778886,-0.0058822002391768,-0.298372597839128,-0.046812263800278,-0.22413463756418,-0.072954336583657,-0.157069505351509,0.0700575686433041,-0.201245903217931,-0.0095668169125564,-0.173142385794194,-0.201289900819075,-0.280374223813157,-0.161359071194111,-0.167750271888456,0.0643726851527992,-0.241667221156272,-0.190312501418018,-0.190524715998993,-0.136845724565917,-0.0998706789815675,-0.121760475546506,-0.212052805843128,-0.100284542582421,-0.0661942205480901,-0.0315710204365568,-0.111837730135435,-0.0572708291514598,-0.225269107542456,-0.176804403713915,-0.135363123011486,-0.224622008072041,-0.160484881496037
stable,-0.20942484476841,0.0085150656193216,-0.102095735647802,-0.0893859665024899,-0.167358142619764,-0.0311081193149654,0.0945341763712534,-0.0571977724996978,-0.475947813836877,-0.16050872189942,-0.0939032134090196,-0.200385912343869,-0.0058348052438133,-0.151531911746448,-0.419853261220025,-0.125612955483444,-0.361631866545186,-0.0723123141815772,-0.368105690077748,-0.130638690801672,-0.0187774816049995,-0.210607642271676,-0.0733969160395175,-0.0576525525709656,-0.0259472039161477,-0.222773785757548,0.0169770296330799,-0.0376683209621621,-0.052101922896677,-0.206414364866717,-0.169302262338843,-0.165311244955181,0.219182020691768,-0.0755712113215467,-0.0903058697784576,-0.176947327234142,-0.227452395237554,-0.270413374605971,-0.151308222422001,-0.226860269165175
stable,-0.0900413775235562,-0.115019286720516,-0.0380907012116707,-0.333627389805493,-0.0767751982784922,0.21199661870658,0.438008797327588,-0.387138300319818,-0.260444407198982,-0.36101289486421,-0.178525114089431,-0.0581300780741327,-0.145172265601811,-0.16005588066725,0.0324938130526788,-0.151216761934655,-0.422461796696758,-0.0899622098008838,-0.152192849698324,-0.0741092708701917,-0.229731279921022,-0.135984497155503,-0.0157377564715119,-0.0163459268229207,-0.0311102946185589,-0.164205481789742,-0.24221340143329,-0.222404939590499,-0.369152932566966,-0.186175659495788,-0.0801101885175223,-0.130648964385574,0.0003032108786508,0.0154580477142957,0.0291981401471413,-0.114144471558603,-0.28492241535216,-0.146605396559975,-0.110033985215507,-0.201676465562378
stable,0.0672390531640106,0.0772967791521714,0.0234317788543977,-0.0607383316174489,0.0957434776326783,0.285468162272665,0.56738678754,0.12737168692803,-0.235155648833581,0.0288207357787836,0.146248119708541,0.0859772925823234,0.0432893547105863,0.166514925112476,0.173900951657571,0.184157927148988,-0.279758521258606,0.0799016373281357,-0.360892520794392,0.160993661712628,-0.116518966161302,0.082020178481413,0.122370368522778,0.247310921944893,0.150223444004061,0.0865933356048758,-0.0804873942543835,0.0617087374049294,-0.0843596502401927,-0.276665352576733,-0.168330253549791,0.058734405460405,0.208762049098493,0.109742208173403,0.0341228029343775,0.0337075170736594,0.0643968752222396,0.0995902546981791,0.178745973171251,0.005359905490968
stable,-0.201399548375716,-0.21128599941811,-0.132264728638024,-0.19431927339889,-0.262130503477396,-0.0489418072510486,0.0985027142362862,-0.0036595901159537,-0.284353869640463,-0.149560291016694,-0.259227979911984,-0.314696876178741,-0.117369081690056,-0.252547579467031,0.151647295991082,-0.193435575813095,0.0119304082399471,-0.178363955558441,-0.269735652988907,-0.148020524283852,-0.0994007158675943,-0.237631586099913,-0.173503224142002,-0.16090731669681,-0.250204735317721,-0.151698858827047,0.0061242218295356,-0.276883292246184,-0.186975013242841,-0.221510815952402,-0.251327886623908,-0.265066943433153,-0.0300141369982933,-0.0332367645224088,-0.214372298241392,-0.269299033208321,-0.149430434111357,-0.303164703179323,-0.244817853044564,-0.262598810631097
stable,0.304431685708063,0.0953264707086585,0.117994094332575,0.0972131174602883,0.276897886672462,0.0232431552625549,0.190595913657026,0.404027849523728,0.192624831002967,0.328029512013376,0.188728101530294,0.184514787460485,0.0157402362188952,0.259955297449112,0.0206856890374715,0.171570195626667,0.115793492722665,0.192901370352462,0.0530431575968774,0.252555896009669,0.378836908297719,0.24599587115815,0.164693224662887,0.0897999094097855,0.12109879102293,0.17581962467724,0.186407238759477,0.37113169806813,0.359444574922205,0.181305089427046,0.0614645223735669,0.114175910730297,0.261023528621058,0.0103989481371422,0.0699308618229224,0.179834700783201,0.123875269965298,0.180075393043208,0.210691215458957,0.282018081729954
stable,-0.420370077895737,-0.452705327929988,-0.412763817920792,-0.39372054094085,-0.357688688752147,-0.103735357021952,-0.194604464855422,-0.317723224887156,-0.368555625104084,-0.349353189649178,-0.490178121844035,-0.449787510678855,-0.357002100100208,-0.430915501140406,-0.230038333569632,-0.374406529101697,-0.260685763230801,-0.370891216787776,-0.33559950111066,-0.439991605353379,-0.396561625332648,-0.447381191162514,-0.147489676665018,-0.1108214502414,-0.404133298253128,-0.403185337850521,-0.395981479840828,-0.417083124550622,-0.404489607130955,-0.378887165411992,-0.379434396798582,-0.457885088712099,-0.381038575544353,-0.404401536872943,-0.368960948742781,-0.369132379346683,-0.359366212087501,-0.477689458527664,-0.391755879794069,-0.365821520560381
