group,CD52,CD90,CD10,CD45RA,CD7,CD49f,CD194,CD16,CD20,CD294,Podoplanin,TCR,CD32,KLRG1,CD95,CD1d,CD314,CD66b,CD278,CD58,CD96,CX3CR1,CD11a,IgA,CD79b,TCR-A-B,CD122,CD357,CD226,CD29,CD28,CD71,CD26,CD204,CD1a,CD49d,TCR-Va24-Jz18,LOX-1,CD158f,CD307d,Ig-light-chain-2,CD85j,Ig-light-chain-1,CD328,TCR-Vb13,CD88,NLRP2,Podocalyxin,CD224,CD258
progressive,0.0168390007308384,0.06744306107834,-0.0740378452482482,0.141841333266539,0.048746034280868,-0.122043340148642,0.0434840508341002,-0.237171593356002,0.0239149706702452,-0.0257985324243683,-0.0523728705170989,-0.0727484993176066,-0.0144791478167073,-0.145444562410518,0.0689305212722546,-0.128429751410925,-0.0741491732741592,-0.134987256984258,-0.05532880378374,-0.0740817304375132,-0.104484567973275,0.062140910170479,-0.166969233989707,-0.0702521314332423,-0.0456627280476266,-0.0584054623581044,-0.14707322620685,0.0878527171569969,-0.0736071750412479,-0.202535914839657,-0.0803797884008683,-0.0198216047568156,-0.0476378602009969,-0.125191317617507,0.0236781975562074,-0.020299590450828,-0.0889761186683931,-0.0808390851355851,-0.0636290628306204,-0.128384092052156,-0.0949522598598678,-0.227440086280899,-0.0984120626804178,-0.0976462775292995,-0.184684059942988,-0.124295411739093,0.0300968701858771,-0.127207015580162,-0.0709374162841747,-0.0962811696218476
progressive,0.2492566104188,0.185264454015706,0.383540805615205,0.0095248928853781,-0.0002231188236394,0.0495332028179824,0.214369735304692,0.256886921305116,0.380867569906147,0.190896252965935,0.164782186816336,0.226572741636783,0.155141039354758,0.0956934182801845,0.279968049427662,0.138629051534792,0.104983446501365,0.240248670628901,0.0742323156933014,0.241261544901867,0.267791887185714,0.209673719435698,0.225823656244113,0.190584858944559,0.288034050463626,0.149353291920226,0.206615260257951,0.119010292250086,0.221613843824756,0.0875423182065217,0.182574119123572,0.111576305730572,0.179858741291792,0.13714990604566,0.261397348860485,0.351171845294247,0.215423037574431,0.0622286237238634,0.174275080165914,0.0515684740632149,0.169430262080324,0.171920948547233,0.167616127587763,0.157374678170964,0.208286036745441,0.112096466357697,0.197267613370021,0.205480057501721,0.195851076246259,0.267616494764607
progressive,-0.0417324291698548,0.0039917524520973,-0.0689343249660263,-0.351790787639992,-0.250694673043611,-0.0269221791448729,0.419099164233346,0.0363139642686228,-0.0347518874077003,-0.0340129074312879,0.0045843664254569,-0.0111426654610545,-0.059216457953443,-0.0380483495188043,0.362150307571913,0.0052943781577141,-0.081877782280978,-0.0425147389942352,0.421634086907495,0.0407539682542441,-0.0789205463958273,-0.0036959098134341,0.0338602120228676,-0.0403157337640972,0.0010887198498372,-0.185254223039376,0.0032134225188083,0.0003751622844654,-0.0357094223084098,0.0772962412455171,0.204145716018888,0.384913961713907,-0.255966111462321,0.0311973713626472,0.0939985269611251,0.0223358971208877,-0.0926446598136294,-0.0366068010696962,0.0122587787179847,-0.0133315006205317,0.0101494237022469,-0.0210788636018126,-0.0360878592689179,-0.0719385418241482,-0.0036241386265152,-0.0167452578510105,-9.87733290407665e-05,-0.0092525461827745,0.135713897835848,-0.0764962552491484
progressive,-0.215425259272668,0.168304611058106,-0.0468645245324633,0.0651302347762449,0.100993581860398,0.0133243058434398,-0.0904538048737905,-0.059608644790567,-0.0032462686597132,-0.05477623650825,-0.0634877768999114,-0.0903993536869242,-0.0891052452333606,0.0038094701885903,-0.0928914943847402,-0.0845064715484194,-0.0515265410119049,-0.0727664251781428,-0.0925857421352634,-0.124867503294827,-0.0278612695125151,-0.146590205838505,-0.0577364056904446,-0.111725378353878,0.0086717823172858,-0.0505345437067513,-0.0163717952143961,0.0553254894398264,-0.0121396372240542,0.0436849984585911,-0.100151310122372,0.0016997007586558,0.203041380925165,-0.084612422378988,-0.0559764476686409,6.16717042587077e-05,-0.0387887787581817,0.0143538831672837,-0.0068415669436094,-0.0735077671900302,-0.0626390483149099,-0.0222307810912223,-0.0450357414082377,0.0449935823195541,0.0527466609501731,-0.0478575970933285,0.0013346932840658,0.0050649625940318,-0.0620417275963646,-0.0192325805788841
progressive,0.154012288555729,-0.0549024765282787,-0.0652159239780121,-0.0544863834075874,-0.354348870670903,-0.276745613109916,-0.193272101211739,-0.152833185882765,-0.036392068359022,0.0034192321664665,-0.0662963247155088,0.158098037451117,-0.117876715182539,-0.0171887487102636,0.240251306970521,-0.006202033778211,-0.0779017749680908,-0.0137219498087598,0.04913410504782,-0.0561936992183766,-0.0372001005715924,-0.102554756935536,-0.115292089130574,-0.19044408874776,-0.0415843992645713,-0.152373344480599,-0.136797283969585,-0.148629731081259,0.0492081943575475,-0.0227707541041917,-0.016516478729572,0.397480610836309,-0.280216069004616,-0.0916224201282563,-0.0854967218233035,0.325087429389263,0.113227952228117,-0.284745539362783,-0.126101405085507,-0.246688187344273,-0.288897937731441,-0.0568497298844017,-0.0486162730616987,-0.0124160766816212,-0.0438094147870372,-0.119499883776528,0.160888181993819,-0.186124823161155,-0.153275924251226,0.0127543319243847
stable,0.195902565338335,0.170520729970361,0.245545629311157,-0.118597355288629,-0.338559388753902,0.346664580949667,0.344574841480806,0.354114714110166,0.0280801874328769,0.121565993045826,0.246470435852029,0.131103771187496,0.251667809172221,0.203764352671392,0.407003689711783,0.148943197303079,0.270100318545018,0.332269634620777,0.388374629753153,0.292517115765917,0.211281146173761,0.222595888059867,0.409126859343683,0.172896297527655,0.232173713216371,-0.0057642519278581,0.187319557347326,0.178978662194082,0.29062758257859,0.416245900116892,0.406522220633823,0.291318445914672,0.0025671265800532,0.159491688038435,0.174878294273735,0.199585584713531,0.120911883522376,0.236741680805914,0.23181647341003,0.180866166903438,0.169751137232257,0.266075846814158,0.14781126596658,0.201760817930724,0.243091219109909,0.231679033967842,0.106705773568805,0.120123457930557,0.280506597584248,0.245743364578289
stable,-0.052915024911747,-0.019985999069213,0.0338514938749061,-0.0292635734173954,-0.13069515066611,-0.0001833685799256,0.227279788546621,0.0482083592621401,0.0283064213046455,0.0083636687482562,0.0726416013676957,0.0739253680708784,0.087904979332875,0.0801205159439459,0.354803495924816,0.0610678390762643,0.0305636831864742,0.0753484498779669,0.254422863157958,0.133813699049087,0.0100542622662139,0.0102895579304966,0.240288910146226,0.0360310062314944,0.0763681844359944,-0.0255807723157543,0.0779726737221024,0.0917559042489525,0.0663425237574663,0.0736016871546917,0.110285499727506,0.335528069024341,-0.102269244946865,0.0191385790407385,-0.0011178369054691,-0.0138727697409981,-0.0402884075953455,0.0812277947976009,0.0513401569080079,0.0163004578009229,0.0785257761715637,0.0962891910404124,0.137145168943623,0.0076683075116514,0.0568092969561389,0.077732548143222,0.0784112877935712,-0.0106990747775007,0.143996636335755,0.0457551925805986
stable,0.16883775635425,0.0761692980060197,0.144684393822629,-0.230069756475235,-0.263255618001489,0.189062113409448,0.4640913507588,0.183113047974366,0.0217038339727918,0.105893283978624,0.140861497352273,0.0983484743023025,0.121221119222235,0.0964995477617213,0.330791934243037,0.131451851865064,0.0901910522821389,0.0810521023343817,0.420472749928919,0.21500079906382,0.147755634158239,0.140458539388024,0.244753728329341,0.157853122795038,0.0577054252617856,-0.0066957087502071,0.139216246320988,0.1266526512201,0.148410717128387,0.254299925858336,0.270732708610803,0.317346034890627,0.0153975302197435,0.0946341288152206,0.111288307877326,0.0230319856147315,0.101690943485663,0.0951821748494646,0.11148578075367,0.155475979808943,0.15173272565259,0.171110093117286,0.171267121111902,0.0936643865302435,0.101686648566444,0.155835839857014,0.102821558390665,0.147959715147423,0.23634510881939,0.108859213963333
stable,0.0518692337961036,-0.0467977039440382,-0.0392466583244593,-0.309557758692611,-0.583874950968845,-0.129083935711648,0.294174456841496,-0.0537748810101112,-0.208860152233102,-0.0593752997106666,-0.0257398128213581,-0.0551517376104796,-0.101376138835794,-0.0602423197813366,0.379245340043209,-0.0619399522698658,-0.0563398481114045,0.0543460755410917,0.336816664414085,-0.0592352857047651,-0.110793690171668,-0.0966056933868192,0.102716190536324,-0.0141585999294454,-0.166835931233873,-0.259467659717838,-0.165003847474583,-0.0422030868413986,-0.05157200658848,0.110778838716511,0.34097872675834,0.331836475794841,-0.153732459197208,-0.109598166435207,0.039227807724029,0.118818263232588,-0.12694667292692,-0.0730566673339328,-0.112115772978654,-0.173698530598565,-0.0304237550042245,-0.0631202799110246,-0.0661824813469422,-0.0266912545672958,-0.0303318796038541,-0.0464744590601958,-0.0808773774321023,-0.130213543028703,0.0015826355715517,-0.0366793883873949
stable,0.148340057279046,0.0104222651665432,-0.0009235949375461,0.0798150793202021,-0.15219398526015,0.189900900674839,0.217465954355219,-0.0253036327048345,0.0328691691722886,0.178763241999143,0.0541974599943728,0.128864750261492,0.0924056817488438,0.114376378925365,0.242505868624422,0.0859539632050273,0.0541769173986753,0.0111082533952821,0.400564445692304,0.0406368992154205,0.0865713666745668,0.0211065647890544,0.182905263219577,0.0482305386225573,0.0971652721909083,0.0024693484896591,-0.0010259959613099,-0.021404735305674,0.111156716705375,0.286823417801231,0.355528296956878,0.173603259046504,-0.0453146100827369,-0.01441522697504,0.129143913055206,0.370057008011448,0.0830284442730656,0.0786631853080119,0.0402424886498601,0.0797672590784857,0.0779408484449661,0.0493454956784808,0.0672685126375014,0.0297698856409337,0.181096941924718,0.104955206147453,-0.0461450695437254,0.0239844630947944,0.148738486795812,0.138603753144285
