group,CD252,CD33,CD90,CD45RA,CD7,CD16,Podoplanin,TCR,CD32,CD27,CD107a,CD1c,CD1d,CD66b,CD35,CD58,CD96,CX3CR1,CD24,IgA,CD66,CD62P,TCR-A-B,CD254,CD163,CD2,CD226,CD38,CD15,B7-H4,CD193,TCR-Va24-Jz18,CD305,LOX-1,CD158f,CD337,CD307d,CLEC12A,CD94,Ig-light-chain-2,Mac-2,CD85j,CD23,TCR-Vb13,CD101,CD88,NLRP2,Podocalyxin,CD224,CD258
progressive,-0.28615333942701,-0.167041280830487,-0.232075021963464,-0.421992143637056,-0.474496039397962,-0.196878620529841,-0.348479866543154,-0.333870260756524,-0.233612981393014,-0.401481311411887,-0.308150636898265,-0.236036147569296,-0.353399878305151,-0.190785038062619,-0.282519741112653,-0.439554555549047,-0.287466130318156,-0.376839849482872,-0.149012718400127,-0.279046794368351,-0.190383640189842,-0.469899262120336,-0.521000080707054,-0.326731054231463,-0.333373710958674,-0.369599644740747,-0.412913359987014,-0.320048964891068,-0.207233702585358,-0.303727853152063,-0.255866075694309,-0.274331666438748,-0.360896953887026,-0.24141988499002,-0.305566040863194,-0.35542952048026,-0.324999778988735,-0.262164383513114,-0.374275856300214,-0.2297258118271,-0.363554469705822,-0.371734528032737,-0.268645491111129,-0.22559735178533,-0.227361074719774,-0.330255016014638,-0.256929840840465,-0.351482744864877,-0.328670786372835,-0.354932297237224
progressive,0.505238832343424,0.534997795014552,0.592231750566992,0.275077310864675,0.0207441790504749,0.636252836028606,0.506702658216335,0.476020897765131,0.652069153223885,0.314078058711032,0.527575093057789,0.386196243970038,0.454386405833197,0.6047372007234,0.593305518374208,0.521268817837858,0.455335869037485,0.437585802525516,0.499427009280283,0.460886430462883,0.530196331393839,0.379062750294873,0.349394777993298,0.577981558618688,0.458541982259977,-0.0065958286070782,0.341515554695537,0.510414541547444,0.514027702555395,0.512434426133356,0.460918431594357,0.477219888997955,0.508180294687497,0.512920016484481,0.495191293776501,0.421758536203887,0.508038330037644,0.561012878052832,0.50024696710406,0.463445737982628,0.454176904586534,0.476995839478231,0.553472619904588,0.434957245535882,0.44831542998454,0.545416280463832,0.451342914608482,0.481477814853687,0.483913082399504,0.558677020940203
progressive,0.115289144829733,0.0722874949595149,0.115559043415317,0.426892744867744,0.44239011027255,0.158164410839875,0.0235317673320391,0.0840011293062202,0.119393787451947,0.138255857087586,0.0141524938306374,0.0719343489595598,0.0380914743615955,0.195338444676582,0.0676481737467826,0.0116455451429217,0.0996721826672599,0.0701823458889364,0.0945262397192137,0.108996260570813,0.0965782650236957,0.0580158358356506,0.184124659877535,0.0667239114709227,-0.0463337896156306,-0.0731624664852409,-0.0388055055640153,0.0808257922999419,0.142769272425706,-0.0092020558047223,0.0702572810535338,0.0813281524298143,0.173312595272066,0.106626912649197,0.05060032267586,-2.2155618823541e-05,0.0710953190071261,0.147961851678037,0.0586661132775762,-0.0006717945720174,0.0295515844414648,0.0384961362808421,0.0342006846059053,0.0453133032803213,0.12509965876246,0.0865270473985898,0.039907473492008,0.0184901846066726,-0.0556446417885691,0.107375420300761
progressive,0.163383278292064,0.282837055512934,0.223109271824946,0.344741934539855,0.436606245901721,0.394811144037376,0.191497874943605,0.140367773979693,0.278831712836811,0.272242804497396,0.271441405085487,-0.0660192012133064,0.143602686920788,0.378159567102949,0.375301427409066,0.153392888860456,0.117638156958056,0.146457032077093,0.339769831823716,0.243311807271625,0.230124301677865,0.263961314428284,0.332857590796423,0.144839119375622,0.105838083286449,0.247167702102484,0.216920108820866,0.192681388861564,0.226020404524506,0.0999186764090557,0.130566321727185,0.11845050137132,0.327364663490945,0.296944969820453,0.178687286522133,0.128614210670406,0.185722462671448,0.269042889833635,0.163560947886656,0.283249910226313,0.189304904097815,0.199607628510606,0.162428447842514,0.243785191125458,0.255732632410854,0.249438103867669,0.134653916112216,0.245317208153647,0.224024627133914,0.209657381598365
progressive,0.258559505351772,-0.0858927905006018,0.164145288186936,0.216278263636237,-0.245351777002525,0.159639522096167,0.232222321768849,0.273027899832573,0.0418072714918133,0.111881679652388,0.253203888105304,0.48435109382523,-0.0160012471477845,0.269679581151438,0.198273491367774,0.148944178587609,0.0526018116596641,0.279554382610422,0.331656021910555,0.0623900517791883,0.513597381848196,-0.0430552347312971,0.0658996011112902,0.190356349750971,0.083923712924441,-0.271460264313786,0.0458123967544545,0.165943305047171,0.315065118452285,0.170542020950664,0.393649224153397,0.145782538712105,-0.178107031106611,0.0626175072152252,0.0684285565831651,0.180495852428698,0.0726683183713794,0.1171344330917,0.275995525852233,0.0667304851896769,-0.083326170033444,0.0920483112818169,0.0589298631355904,0.143556274443399,0.223336919634203,0.174340140517384,0.27390624671234,0.261007600851574,0.138189467810202,0.191500721563699
stable,0.226373462871521,0.0859676490619979,0.17473308159792,0.453472339725893,0.534813709724961,0.229424005059239,0.175544712244618,0.253387968360179,0.247687253986331,0.112776558842906,0.174300928090386,0.180770882777675,0.274367960031741,0.208090280405084,0.168974232678796,0.179610956857749,0.139615050632806,0.247888219336111,0.168528951603005,0.303512720502276,0.19495068915243,0.116714052159212,0.46634567235478,0.184318525820539,0.173905321280954,-0.219051972151748,0.0010705065257617,0.0829447268133622,0.212421368274037,0.168259405908296,0.108914965825988,0.250752080835535,0.0814252809955269,0.215196637249151,0.272294226485923,0.217898689520202,0.231342578460888,0.12691977563322,0.179901678919945,0.267536377944197,0.176810436849627,0.167889617353226,0.142310193625816,0.140836398200508,0.294275339439051,0.238350076416959,0.20343765389263,0.266044322579932,0.136559891097686,0.20322288214782
stable,0.0698193120468712,0.0846019010623687,0.15455201559963,0.3230235003802,0.320844180988494,0.124794990885184,0.161001868983062,0.1319923053806,0.109335039077394,0.221205747265396,0.0404496532520691,-0.0633470483851077,0.116265761775767,0.127423824359233,0.122625888388499,-0.002867959413323,-0.0234110208481578,0.190945786569402,0.134921049874232,0.196582406265847,0.142499624329254,0.0011695454807395,0.406199678074454,0.144029039979179,0.123080601749282,-0.472947523607739,-0.0705441128221496,0.125968043899312,0.201812646097283,0.123738051803303,0.11207836884015,0.0682989879333503,-0.0349462147584675,0.0816888259562617,0.17349436723791,0.158689098958861,0.0996462044689172,0.101994568695877,0.0707669922925861,0.163200505506004,0.0928117594004608,0.0883928514057231,0.131641086962265,0.0370538924808283,0.0692153356011822,0.152531259338689,0.225837489852642,0.127098573519155,-0.106329381649001,0.103627350323261
stable,0.127138615736455,-0.0292711311312859,0.0688871000269715,0.266880830139817,0.531540403390896,0.037382359639461,0.129806950212451,0.147192956570563,0.0485444416094877,0.299486197252072,0.018215956554287,0.0859812322724285,0.104296556887054,0.0963435368500537,0.0815947672521965,0.0766526923713701,0.0932574083391171,0.14919566444297,0.106438170500184,0.097241149363902,0.135722633911933,0.135275301671847,0.2796821059551,0.0846227059519831,0.131195246197744,0.0063615720312697,0.0342807769642652,0.0165932222242389,0.0647110467667774,0.149611970007986,0.169570485710402,0.125285607250864,0.0958001409600917,0.0581830803620643,0.154262330370685,0.1513005982195,0.097266086750988,-0.0018579608261203,0.109208162287842,0.144493173757122,0.0747540278242692,0.115891812663158,0.0920544940872385,0.148864505397563,-0.0221185955767433,0.0836194350653456,0.150569605572467,0.166599124711695,0.0292600874006161,0.0809642858757705
stable,-0.0765500305015604,-0.147354095136029,-0.101317179901847,-0.468861606302892,-0.578244180026558,-0.248751589857117,-0.193140524063119,-0.19548947366928,-0.233055468222605,-0.323148607502646,-0.179088955751512,-0.106977983286035,-0.166360963784259,-0.188331864974138,-0.288507677206677,-0.250390245755149,-0.138262116792192,-0.248868910517666,-0.187314154405455,-0.217035047264262,-0.151358151794684,-0.159269299032822,-0.279928926309368,-0.203150498964839,-0.0625532121398098,0.190921929077848,-0.131139984715529,0.0274628938102618,-0.165719837223832,-0.130282394558998,-0.125425022826586,-0.129019459320681,-0.0675775447879142,-0.180936298960329,-0.226923345569945,-0.236670495921837,-0.337344694023478,-0.271706420528017,-0.192730188032095,-0.217245871079173,-0.162304520975168,-0.177326543393051,-0.109127974478446,-0.111810836646535,-0.158226820126857,-0.200535482546575,-0.133572412900371,-0.181457754917448,-0.0954672460037009,-0.109802831647668
stable,0.281241148309821,0.0318376198564141,0.184914110298414,0.161167769202641,0.396527507227909,0.126981706907797,0.197224772327658,0.219741627619146,0.168459619527415,0.402609727022739,0.17281656104449,0.107273286060991,0.243017068835161,0.166898898804883,0.0387187514196324,0.232773471437906,0.164797341378417,0.296854281236885,0.157826989260374,0.207138758995807,0.104023625342781,0.0491719285008484,0.36319648610052,0.122891760063373,0.152749809259895,-0.0389831736667081,0.183939267353803,-0.0233618481050684,0.09200204189267,0.178100764140663,0.145919592205382,0.166502234566273,0.0088903560404849,0.122475370673473,0.284678791156072,0.298542757295807,0.308291502917169,0.0867350694264799,0.0804392243181924,0.201037320416638,0.179985247980708,0.187597379500653,0.0635159232826223,0.14262374097428,0.207336207010365,0.242368104406138,0.215074747825326,0.29500991500686,0.131716002081253,0.169078360927843
