group,CD80,CD275,CD252,CD137L,CD40,CD52,CD3,CD33,HLA,CD10,CD45RA,CD123,CD7,CD49f,CD194,CD14,CD16,Podoplanin,CD146,CD324,TCR,CD195,CD32,CD185,CD62L,CD152,CD223,KLRG1,CD107a,CD95,CD1d,CD278,CD96,CD24,CD11a,IgA,XCR1,TCR-A-B,CD122,CD254,CD124,CD184,CD2,CD29,CD81,IgD,CD18,CD28,CD127,B7-H4,CD26,CD144,CD158,TCR-Vd2,TCR-Vr9,TCR-Va24-Jz18,CD158f,CD337,CLEC12A,CD94,CD85j,CD23,Ig-light-chain-1,HLA-A2,TCR-Vb13,CD82,NLRP2,Podocalyxin
progressive,0.0255595749005687,-0.022136730368875,-0.102520053398101,-0.100657569519055,-0.0713650677402245,-0.156302708000414,-0.176832710030115,0.0379444350256846,-0.044357249694171,-0.116153725825258,-0.171112627556528,-0.0252565728681456,-0.427647761163775,-0.052416922730992,0.0622577430254151,-0.106110739744547,0.0140124648886948,-0.184144614325917,-0.366853630431972,-0.0589360039779643,-0.149652337722698,-0.104507540167695,-0.170929716436143,-0.204576363549349,0.0552793916721501,-0.091385648091636,-0.133083110680315,-0.0545862958947103,-0.0757683964956909,0.0091444821665858,-0.0624767239242472,-0.0727468937917944,-0.122182181694323,-0.141144775457773,-0.047524395913497,-0.101456316462051,0.0283851432172441,-0.336901252428669,-0.123829008461229,-0.06064144919148,-0.135483700632485,-0.216518067524201,0.0518198785676228,-0.0731391554162464,-0.16446687930811,-0.115713695075526,-0.0109327134006549,-0.0221905930576066,0.0160214754549427,-0.0803034278606209,-0.228401874539309,-0.0784285334097108,-0.228400021751426,-0.123647385321701,-0.141206631650367,-0.11807550595098,-0.161940142697549,-0.111684560614056,-0.038489793720271,-0.102442426717957,-0.120453044880173,-0.0651874811703896,-0.141409500989874,-0.142741130439433,-0.010059217222243,-0.10249574475476,-0.0836598764946488,-0.14048773807482
progressive,0.0489203349301486,0.365845672860624,0.124300028149624,0.0893135528087731,0.0079184916815246,0.351377296840649,0.237319252205866,0.463813982943806,0.300172993560424,0.303585871996512,0.0317598715733453,0.0410130718765607,0.207888028152028,-0.0538753896432276,0.130716717271093,0.0320558176134336,0.35453180219424,0.26046642362123,0.149728401397397,0.124231451166567,0.189837793140908,0.205223981318634,0.312569134131375,0.24476715903543,0.429297472084597,0.16125264565941,0.12990101413747,0.113413767210473,0.228112655199754,0.0302944646051166,0.128043741641307,-0.0400125440005848,0.0972922805675218,0.36486688374967,0.0550166277482511,0.108695813183932,0.104854331417546,0.278642445724487,0.161203177836648,0.243702477599099,0.179753761691631,0.122766771309682,-0.0301133084133317,0.196917430163799,0.0110742809754743,-0.0979935118823945,0.1676119007919,0.0714632650744871,0.118503786077552,0.26862249932906,0.0928312674732576,0.109206566981439,0.0747519812228873,-0.0806220197016164,0.152226962466478,0.196503344119369,0.130267198969777,0.140651756124526,0.343607887520415,0.340153352656702,0.263852122702985,0.39434581616242,0.116027937670621,0.20500257654242,0.192008232760516,0.137548213167412,0.202002812063872,0.226002245488593
progressive,-0.226976675425673,-0.203193009925577,-0.222952970847563,-0.140868790087245,0.0164379872413105,-0.0265152906142766,0.0545075487236594,-0.0971285245322062,0.138560344715051,-0.190651369481854,-0.227928696006516,0.0572544756947861,-0.174890895991144,0.202783555266385,-0.0846228221271162,-0.0269244875650915,-0.279937958754843,-0.248705435331796,-0.272062481828223,-0.0944150748587881,-0.239055546915783,-0.208620294326648,-0.148310717026506,-0.241552968309281,-0.095642118706457,-0.175838857198416,-0.277097830521814,-0.244788160507347,-0.196539963593639,0.043840991447389,-0.184732974446219,-0.0802614210036538,-0.0996625097715971,-0.10658524508507,-0.0848366495060265,-0.249357332677328,-0.074129009893548,-0.174468345735732,-0.283207986368283,-0.211340567461415,-0.194698556016977,-0.169460209095813,0.137115599105014,0.0128272321880163,-0.0622168633096641,-0.0301853252019398,-0.117911056249082,0.0661258647387647,0.0585082812940416,-0.218252716213462,-0.0287385862362253,-0.247247991759734,-0.367263388214716,-0.270226468727511,-0.127752633567458,-0.148165749998952,-0.273967958707874,-0.234692338385649,-0.201225338314803,-0.255266731962587,-0.238542248577764,-0.204486655637412,-0.15759725925277,-0.21650616143806,-0.317669795007602,-0.0516934840398349,-0.250664607048813,-0.256860989684246
progressive,-0.277894642438408,-0.292750004013718,-0.354005053807185,-0.36782139764415,-0.132039387572046,-0.258274520183703,-0.367588466866205,-0.285158952964888,-0.153411390730604,-0.369337047483415,-0.456647202737589,-0.133470299170008,-0.381553382023378,-0.0275162937744258,-0.235274833034172,-0.375277167357714,-0.333000965205245,-0.396596947994493,-0.310480573783404,-0.3591012884786,-0.40133225233302,-0.358320235783094,-0.361525901280163,-0.356391605812441,-0.229823436371228,-0.436012381058565,-0.363780039176957,-0.354587523231378,-0.288449904045277,-0.132894914528924,-0.359127032041362,-0.138898416537193,-0.384174619125954,-0.238572938664457,-0.242558807356215,-0.378510172809783,-0.350155931091621,-0.464003524926571,-0.345313631545905,-0.354038761494378,-0.494820873586059,-0.374047101566305,-0.130897448627076,-0.13214003107655,-0.424074655252239,-0.36266312477738,-0.260063668214039,-0.165642796966111,-0.245467913137602,-0.361732303871883,-0.194430678102549,-0.381131246209087,-0.397386403787296,-0.427198111535992,-0.253302493631578,-0.416973409149526,-0.390075411768088,-0.380041916948904,-0.235641958149691,-0.416400492270013,-0.377684517330613,-0.297576675884121,-0.333946090880675,-0.344360535678486,-0.358687040302863,-0.261769786216692,-0.387845719807165,-0.432279615869236
progressive,0.364224198746817,0.181469670723709,0.212691036722214,0.237242087559266,0.489251033312916,0.141925563644802,0.109034707865179,0.127064541319072,0.418674556389272,0.0250687281513957,0.0402812430577513,0.373309667723531,0.240400177063019,0.217729595681167,0.191323033177398,-0.139820825786412,0.180924791708989,0.291172964323142,0.100833910138049,0.134487306950313,0.257588638362737,0.263191608004691,0.228826781833889,0.353508110789178,0.362912487825278,0.0610603925303228,-0.285015045343063,0.243621037676877,0.373691884615901,0.223662373751282,-0.0254903588284475,0.147277291975399,0.137497533665285,0.0956700063203523,0.284683248441733,0.359329634851028,0.371512419514714,0.148507899571517,0.359473207852894,0.297813568798342,0.323858512974063,0.404138444204254,0.406073786608328,0.250169748342529,0.315208094110084,-0.18630980124188,0.0421132477003621,0.306113684724775,0.377708781699178,0.332078727612237,0.384577520814155,0.262691300765717,0.223775997261564,0.135432340709682,0.442141744794912,0.0855100471646078,0.155895952757671,0.0797785454452489,0.381569596956567,0.282366556592435,0.277382142330421,-0.008169113302394,0.367068344505335,0.46950965327365,0.278140281734085,0.257798054669722,0.330322387511558,0.199604959855219
stable,-0.062682579588933,-0.101504407178556,-0.16739724563324,-0.167060170550188,-0.0469707860597443,0.0962788851998872,-0.383653579991957,-0.0193804396692577,0.0671933493232407,-0.167597646392037,-0.428564717037996,-0.0248549461175971,-0.552767992059643,0.218317114664907,0.0312912058515361,-0.0849655024924461,-0.200960218627997,-0.10757637564344,0.0782274744370569,-0.0137577863775359,-0.177220666300306,-0.102088964310429,-0.187192317545995,-0.145378364688171,-0.0118807592100152,-0.205384704833381,-0.1764239747706,-0.09981223492598,-0.134821233829944,0.134936328345403,-0.198646455415093,0.116624144426946,-0.0817544992460329,-0.169604199655792,0.261215103566774,-0.224679113971593,-0.1524725103278,-0.456003307296034,-0.149392723602403,-0.183377330555799,-0.0547059783767453,-0.111750355715554,0.246385629007556,0.236670965340001,-0.202663829845661,0.0192428023792046,0.0715045209931296,0.109129035543335,-0.157351496978454,-0.124044692330861,-0.0512733625162766,-0.125008253305325,-0.0810444240452043,0.0097059284905013,-0.137577146712021,-0.158641089483874,-0.190078756356527,-0.137912240287602,-0.0980223059502129,-0.130529740914651,-0.115035819685391,-0.0708916989683091,-0.231276761127892,-0.148410504917683,-0.0648677930891086,-0.0360971198258115,-0.149522972202246,-0.173124014422222
stable,-0.10089410757121,-0.0596098174396683,-0.117261348032528,-0.0916595806627643,-0.0437021701032027,0.0937732966554879,-0.247075463842742,0.0256098853619611,0.226103547227129,-0.0636683217096091,-0.334120815052507,-0.0443274486741375,-0.357620521319758,0.0974488336674249,0.3339636718012,-0.033926468617454,-0.0331439533531164,-0.108381319425449,-0.0633900675379997,-0.0138746393734585,-0.0629720528564388,-0.049197371896481,-0.0617593517213686,-0.080059103017685,-0.335102856219346,-0.0379401897566217,-0.10070382790835,0.140236607546422,-0.0100071282063845,0.453540237312743,-0.0362841170315045,0.236689785137234,-0.0312373205679946,-0.0719207487231884,0.23007083192148,-0.110932489096858,-0.0713463438798295,-0.319854947549894,-0.0329167747692019,-0.107676260992597,-0.0474853392188489,-0.148944105493433,0.373917755229797,0.214903521346269,0.0270469010581858,-0.033345455989047,0.210257520146192,0.263752340387809,-0.0236014607715678,-0.0905763921095406,0.174509937242389,-0.0330087931920221,-0.089727156170567,0.0772935971359109,-0.0574198476362844,-0.060175412821055,-0.115445988839352,-0.0914308681905879,-0.026126756007388,0.0043944041273811,-0.0498281427805808,-0.0657498978383071,-0.0208401348533683,-0.0695507321446645,-0.0080347735834275,0.15746341239027,-0.154019773720006,-0.104846303439972
stable,-0.0199189624876277,0.039886954791773,0.0796298924408245,0.0078167508714882,0.016189391241802,0.233954406874277,-0.0759459202473536,-0.0081851034299977,0.314336793994204,0.0342787361092702,-0.337288764838162,-0.0038994576196308,-0.152290042575195,0.365164035458409,0.154216950663324,0.0242230346391409,6.06299208023584e-05,0.0514332970745578,0.0605575753517932,-0.0179157094362303,0.0447481655609763,0.0872780786645898,0.113462474334286,-0.0596039780434376,-0.46811605270907,0.103078822146688,0.0693373411891269,0.192290139285143,0.0420833825529501,0.399716814532958,-0.0144080065477802,0.107105411516049,0.190550713174985,0.0663318773793021,0.443828584147148,0.0610897312110918,-0.0055115436828169,-0.189116328948143,-0.0139526939518158,0.0413383150112967,0.0141370919059129,0.0306182745668068,0.54888799883072,0.422916648020625,0.13649250398018,0.065039696230873,0.41967651762442,0.240989570284258,0.480709163715152,0.0710882291058938,0.473389570996827,-0.0068105526607898,0.11217648561673,0.16697632012079,-0.0002685993908716,0.0847370087270789,0.022393994872437,0.0084083968419466,0.0543979961155255,0.136064489885941,0.0384756337190011,0.0838418059675969,0.0966657394799586,0.0249160870051145,0.0681016252245624,0.272044327507612,0.046241350822039,0.0444772343141284
stable,-0.0473725342569643,-0.0028245440910385,-0.0022389790440196,-0.0715647844889131,0.0657140247612491,0.105668309036703,-0.209856317315013,0.0341379851347937,0.0740210905198799,-0.0538131202009479,-0.327142847497598,0.0301875342331895,-0.546925921517902,0.0037830495683744,0.384818444472737,-0.0026757704454691,5.93054097133624e-05,0.0423203031911039,-0.0403513288074962,-0.0349031785807953,-0.0283505527680298,-0.0846388830140697,-0.0351940935112228,-0.0937151875280933,-0.0375730704746181,-0.0637255595272972,-0.0273236353286884,-0.0196929274641819,0.0675149564755315,0.393958282267762,-0.042752091453662,0.340252197519193,-0.0496319768772345,-0.004426246441191,0.216573248626446,0.0085503853815679,0.0992315082637811,-0.172045732502876,-0.135676750806094,-0.101477335431204,-0.0426253280407325,-0.124813233792457,0.251666259840774,0.220243160337006,-0.103967587049833,0.0997525228898075,0.187678604403167,0.389563443677848,-0.0820845581524639,-0.0030030754840265,-0.0064336366819386,-0.03756046384913,-0.0836964842642162,0.101380526864185,-0.121657873101897,-0.0914208180366791,-0.0834445931329764,-0.0983963578849194,0.0143893552683211,-0.0612913324123753,-0.0118587726369929,-0.0091442423644821,-0.043859520683198,-0.0405385853670928,0.025217933560129,0.0258541735660633,-0.0320151997801268,-0.0711877201814676
stable,-0.106840307288941,0.0068160562626754,0.123129891055004,0.140259792980068,-0.0905248154111291,-0.106742800226961,-0.195652079967181,-0.0151813267819765,-0.110428219978846,0.0840842847608979,-0.0085598748698838,0.0318486077971763,0.0795290568295935,-0.141702179777229,-0.037745677652399,0.0889901501868989,0.151734167720574,0.124131485783342,-0.0199785686245075,-0.0034305997650483,0.108147821070084,0.0854015703206194,0.0928912699838754,0.0878187648273951,0.0131465722525694,0.107458085972682,0.172995580354769,0.0094186018496853,0.108896868109815,-0.0873885500245025,0.118519021513029,0.0191867127610041,0.0753701495357889,0.0923135562637763,-0.159200065852215,0.0781787741611988,0.188055304219016,-0.0080096156314878,0.121102301466392,-0.030680478647056,0.0281937918041617,-0.157114293257465,-0.339224886534903,-0.143089135424977,0.0018952008268322,0.0373193967365742,-0.0012800586556138,-0.124815352932711,-0.112047709410213,0.0447235673412651,-0.0503561192304879,0.135025037972101,-0.0147743807537468,-0.0613928913837402,0.0086479611493071,0.0169134577540718,0.138091853425146,0.128296522084169,0.184981793623663,0.0747864074026762,0.12776871303061,0.0668605802984186,0.130146109298269,0.0936574900103111,0.126794421472095,0.0244562691520098,0.172119937286362,0.15019803584139
