group,CD275,HLA,CD45RA,CD7,CD49f,CD194,CD4,TIGIT,CD326,Podoplanin,CD5,TCR,CD62L,CD95,CD1d,CD278,CD58,CD11a,CD66,integrin,CD54,CD62P,CD122,CD2,CD226,CD29,CD49b,CD18,CD28,CD38,CD15,CD71,B7-H4,CD26,CD158e1,CD158f,CD336,CD307d,CLEC12A,CD94,Mac-2,TCR-Vb13,CD82,CD360,Podocalyxin,DR3
progressive,-0.192602415054743,-0.19116770277072,-0.175402257553027,-0.291650887738362,0.0108291576501143,-0.195341334480715,-0.0962545840398407,-0.136005068294104,0.135930335630864,-0.194670464560384,0.171674888216595,-0.0656799921950646,-0.206093855053153,0.0870271259482005,-0.0639246551069567,-0.0002784845779106,-0.196483276676442,0.0836395225625884,-0.160420089995102,-0.215789066695461,0.0695391937530339,-0.368178430731346,-0.0483463862748684,-0.0265780766554505,-0.146163881231562,-0.0901377421264598,-0.204167376708552,-0.25214767151007,0.0135556269464921,-0.155326454894278,-0.0425186362293953,-0.0592374984557132,-0.0700305851513505,-0.311404397229476,0.0449126898999249,-0.0719324276503643,-0.0916509786417151,-0.189849284060825,-0.0939213843546665,-0.255529388893727,-0.0757348169071754,0.0309142715105625,-0.239729629032101,-0.076997624382521,-0.0545561639012245,-0.150641109723547
progressive,0.20726819655883,0.0085168230684377,-0.032677378974353,-0.0380740529444678,-0.255223766293852,0.0783004320961776,-0.13871316733549,0.216038130087013,-0.0575570029591874,0.188743572707401,-0.19222948546239,0.04835443934823,0.236518640572678,0.106702059365706,0.0185749995048421,0.207578790165821,0.212300536161534,-0.112210130265751,0.0632896010969848,0.174821023785076,-0.0726620295185392,-0.0530655000051705,0.12540576293693,-0.385079993677949,-0.0411896469474682,-0.0898326354555936,0.066771989178294,0.010310255149308,-0.151519878997614,0.198470777785851,0.196193084570365,0.0615191990665354,0.135935016700769,-0.0481167456699096,0.113170655014034,0.193880403571923,0.147213015518498,0.0959194180339594,0.373799757045488,0.0470718275672858,0.134322543153684,0.0787885629591293,0.110891651072093,-0.0802977852960229,0.127645368825279,0.102327575208417
progressive,-0.113991628540256,-0.25325264237426,-0.304273007153685,-0.269317575564594,-0.128363064311829,-0.157122900483077,-0.204002992930954,-0.197551025655678,-0.184755553388678,-0.199403544217789,-0.244441253765655,-0.206785999537318,-0.307327925105412,-0.198178165757174,-0.150096660587342,-0.326018917578017,-0.232001514274898,-0.376159261851248,-0.112054102180651,-0.128898436792494,-0.234899252239097,-0.148099791149208,-0.229893987019642,-0.254514788682507,-0.132771579150824,-0.250124528804925,-0.176487508827698,-0.323300262910183,-0.291819902930348,-0.455229398487599,-0.173284871190571,-0.366189909694385,-0.194487306230388,-0.0262102155267481,-0.252508680391893,-0.235508969016935,-0.236200579904591,-0.157922946765182,-0.174445088225322,-0.19075743739987,-0.197697473058407,-0.181673174742846,-0.200102709067882,-0.1776547021644,-0.22235279846461,-0.217983189875711
progressive,-0.0436459628612227,-0.155527790869602,-0.0887613033453832,-0.0862871608163029,-0.105864251403726,-0.0442310073991953,-0.0325932306085285,0.0240923395812519,0.090324530248426,-0.0551204740044271,-0.0038241716008148,-0.0130904984765076,-0.0274865996755076,0.00645920888576,-0.0282512015088759,0.0335815719553354,-0.0796262190553298,-0.141954854599709,-0.0406609607268702,-0.0352509970600534,-0.120010683766688,-0.0753483689853753,-0.0454418651957374,-0.20906150579607,-0.157498668318586,-0.135174342884157,-0.0958904572629561,-0.228221554918333,-0.115369152323025,-0.0536636710120702,-0.0683608155312095,-0.119087120157732,-0.0051867730352,-0.0996684921251482,0.0900853723575652,-0.0253379940710034,-0.0896036056116935,-0.0152823172702829,-0.0707621140127419,-0.0072565799381279,-0.0710704021637145,-0.144512964835022,0.0140477238756573,-0.0099834483032589,-0.0439156509823061,-0.0936638856076764
progressive,-0.26520095961681,-0.0503607641982624,-0.420018656916751,0.307989516237277,0.133279897101117,0.176862205825837,0.30712747789081,-0.35046374908124,-0.425149638341982,-0.277284069480508,0.385350419970971,-0.153404501964287,0.0111856588713271,-0.0805107685582366,-0.0076905218849817,-0.025379703116304,-0.197357211760365,0.170871635576078,-0.419137694086273,-0.374164696101892,0.163111615766984,-0.0396282623576049,-0.0152134973093728,0.484112409210418,0.0645201544587668,0.0812712280629283,-0.328329928075287,-0.004068912821291,-0.0574351234017073,-0.243748916942864,-0.484110862753501,-0.101129797912412,-0.0181348398097574,-0.0789210267242954,0.144203991962928,-0.140195091536241,-0.326894163910448,-0.0582957268435362,-0.225906545470877,-0.275809961850091,-0.309720621498184,-0.132356409928634,-0.226083329958554,-0.0950519234401172,0.0497157334955378,-0.0130891489420039
stable,-0.377996843173948,-0.318473036575252,-0.0925737297806076,-0.0926278306195094,-0.196286561427313,-0.253167228156931,-0.402950306489348,-0.282945305474535,-0.316658095357021,-0.358989082255219,-0.291244171849193,-0.286816306459834,-0.0576922071774173,-0.276702445053384,-0.366414969195192,-0.482094530950183,-0.392009664004547,-0.298795622664276,-0.355383889799597,-0.152037534046226,-0.224531214589212,-0.15693920835719,-0.282647898220937,-0.191535035839338,-0.2795620222181,-0.319997913311636,-0.163133459838047,-0.0985001751107966,-0.445393652999068,-0.212123684145031,-0.261552622404935,-0.278934419817855,-0.388676240761795,-0.111341995433812,-0.398777451633335,-0.359849362476095,-0.343961084929294,-0.365171215543747,-0.168092035366227,-0.25222311990093,-0.383951997533535,-0.352176679212891,-0.365403926183619,-0.260748942793025,-0.309918786335696,-0.355491052301473
stable,0.0194917181622816,-0.265713998598114,0.195166033275489,0.107069604597259,-0.0577772958648919,-0.350504919944242,0.0502600319846605,-0.179931399143217,-0.0130034452042594,-0.169617294737004,0.0585508395571201,-0.12492296856813,0.231436405559164,-0.372014105964634,-0.0689021500448821,-0.210181779649003,-0.14972119916311,-0.302332928537736,-0.0564742189085862,-0.0058801062435218,-0.278904406948944,-0.145853415565202,-0.188438023006999,-0.238817909859635,-0.139796339571212,-0.118402122572009,-0.133267049358889,-0.199675701646567,-0.198112939234791,0.108723952308347,-0.0795567549008356,-0.0565022365141166,-0.116038352648593,0.0077200758653245,-0.0951236320322917,-0.116317241039106,-0.0997538806571945,-0.101459965740362,-0.0799821962450932,-0.189788646999053,-0.122083789997475,-0.10160129683321,-0.198856871371914,-0.112354071761604,-0.0785206037299038,-0.0385654113264176
stable,-0.209379635160438,-0.375824939630924,0.435008076887947,0.414263815633396,-0.411025734965751,-0.270034457518564,-0.155563701396915,-0.213983903499389,-0.165417082084683,-0.187266047369223,-0.228383042733913,-0.117974707677391,0.150471082790668,-0.566299049218689,-0.117330682085587,-0.351816776044166,-0.290215069604436,-0.560464538647799,-0.110698429101178,-0.0404201696568275,-0.385609525019486,-0.0284353859749467,-0.0870480572220592,-0.525074893001773,-0.396462046715548,-0.529046898717328,-0.105529192940036,-0.425781510353394,-0.353743660361317,0.0175846341086641,-0.071715507392147,-0.273657990302793,-0.173418862076676,-0.39940032571835,-0.123141913125333,-0.113711572487611,-0.14813667383107,-0.137104093429986,-0.197691916792633,-0.199436298232439,-0.162248681392004,-0.193119474659316,-0.387290837706476,-0.0323476414035583,-0.160213315176245,-0.11181186056288
stable,-0.133141163603151,-0.126550960897849,-0.300072635566423,-0.366819512452038,-0.106554918306787,0.0290569002469716,-0.0710654694586469,-0.24501707391325,-0.164220158356674,-0.317940367284728,-0.134114658062463,-0.375916439079658,-0.315104483119976,-0.0026615000721642,-0.287680272744324,0.0526899501656709,-0.338798819733492,-0.0599089894149685,-0.136582567483496,-0.0775560934529493,-0.157149941057439,-0.121449646730747,-0.360452236279149,0.110105199073539,-0.223076379358588,-0.0599937570065042,-0.148023281610325,0.0054132091348062,0.118536260957381,-0.0734546616771276,-0.192094086241372,0.0455549347217175,-0.350162889057948,-0.0816394094427424,-0.276104119590997,-0.37341390252891,-0.357203995953642,-0.40285140100306,-0.122521932772335,-0.360209968392897,-0.251468945707659,-0.225783487154608,-0.251831637957687,-0.133763801127247,-0.369416680920757,-0.357756806806446
stable,0.0669903924677029,0.0690124550347208,0.205686391381648,0.386408828354655,-0.0234478078962263,-0.0029080694022014,0.0981950806369537,0.095466108758467,0.171564432438669,0.116586754339299,0.0963912149348738,0.141395806160898,0.424262801794994,-0.0597729650299062,0.142324240710063,-0.021424629809331,0.106586333838058,-0.0944051580791579,0.0437974912873411,0.20960298979761,0.117601136653629,0.192528242121772,0.0766688314742401,-0.0704625970933807,0.134222269214468,-0.0624513833572595,0.18783336563862,0.035312414018618,0.0435272685219417,0.0980036565393071,0.0238793441057426,0.0908363556662016,0.103619386263287,-0.0186881991431719,0.0777386591720251,0.183994599951122,0.0600523209372796,0.160784548761694,0.121953273558034,0.0460168057426605,0.100830255095334,0.0997791832561458,0.105857414926331,0.172254574248285,0.138098024943046,0.0810098829410798
stable,-0.121434860569581,-0.049903905644564,-0.0586184077567299,-0.109399659193877,-0.0821359018128969,-0.227703023526986,-0.106351708106319,-0.226190415476079,0.0253566287068493,-0.201072930985814,0.0311010486277309,-0.201048896391129,-0.0407280434662642,-0.181111169320216,-0.230087913991971,-0.124744663298992,-0.250878427195312,-0.183542833314223,-0.0622598905166015,-0.153019237054936,-0.143804416021197,-0.0713292246760365,-0.211985966361523,-0.0832680628330262,-0.200350112394612,-0.162172577262076,-0.230897007250311,0.027654898892248,-0.136520325402024,-0.116663254000842,-0.135439799792677,0.0114299628055557,-0.209120641680454,-0.130912259733694,-0.0816130848888201,-0.220945961737118,-0.176908806800861,-0.28979209470902,-0.0099460394768837,-0.0970837786106683,-0.263225531070604,-0.211060363041887,-0.222497014721277,-0.317616019167702,-0.22831622043517,-0.190865185544382
stable,-0.195355046216186,-0.175733973778613,0.0681583520146987,-0.0944801525667275,-0.0655944270076808,-0.0127173511032518,-0.143742931101166,-0.0934704715347385,0.0233859508829414,-0.112162630096905,-0.130847565239184,-0.126303214558624,-0.0763870427365907,-0.145435741592019,-0.087588781917661,0.0709660095293618,-0.0970331182929878,-0.140825156718954,0.032238762104675,0.0633360725324108,-0.128083251429115,0.0755048213560056,-9.15131257381138e-05,-0.0014712947993873,-0.142487340810943,-0.196025334609731,-0.357907844496912,-0.178787255969568,-0.295694874173049,-0.108181981046561,-0.069967565956007,-0.228358521369416,0.0483247981347288,0.0627997475167768,0.0425330365083155,-0.122371127380965,0.0275289545955313,0.0026337017471055,0.243379209427067,-0.134086132585715,0.171252682173702,-0.0878221427377316,0.0406827023515198,-0.388771878398156,-0.106232344717691,-0.0763792919336281
