group,CD80,CD45RA,CD7,CD16,Podoplanin,CD107a,CD66b,CD35,CD58,CD24,CD66,FCERIA,CD15,CD26,CD193,CLEC12A,CD94,CD82,CD101,CD88,NLRP2,CD258,CD7,Podoplanin,CD35,CD278,CX3CR1,CD226,CD45RA,CD7,CD49f,Podoplanin,TCR,CD95,CD1d,CD58,CX3CR1,IgA,TCR-A-B,CD226,CD29,CD71,TCR-Va24-Jz18,CD158f,Ig-light-chain-2,CD85j,TCR-Vb13,CD101,NLRP2,Podocalyxin,CD224
progressive,0.233650283092516,-0.125138804099652,-0.111497128001394,0.0806097332228659,0.0924821996920107,0.0342788253181695,-0.003791188220996,0.0447542330304568,0.168885069734957,0.228353654371698,-0.0655424607753235,0.101991998074123,0.130289067347696,0.0456651267264157,0.170803036425212,0.0672654437178978,0.0647608489779587,0.0754963938679487,0.11916121798045,0.0903408250076616,0.137957339710397,0.168468293260202,-0.131974834525142,0.0840786115481194,-0.0278249256551219,-0.0125190021173391,0.125019294597043,-0.0170258219484151,0.230804313000662,0.442017164418739,0.162263211631611,0.182296141453588,0.27204179001574,-0.0522757919756859,0.239501773583345,0.184529963574736,0.14186725796675,0.0092106451651654,0.366882268246985,0.393867283938234,0.248068973212102,0.0697174260908624,0.268320838130431,0.312188793249439,-0.0106889314253153,0.325946949593922,0.249197701104539,0.148704273725762,0.0890897814462251,0.325916365325131,0.0883623351978362
progressive,-0.0059302804841161,-0.0791235061370732,0.0153071256112619,-0.566320960184815,-0.30352066412072,-0.45728791052796,-0.654023791341488,-0.532898795361621,-0.256368447343765,-0.497032680009764,-0.308734446817488,-0.201457241552126,-0.508285738149714,-0.0221703740370316,-0.266358231375613,-0.58454871243565,-0.16153446873946,-0.147002062274001,-0.0739574710945483,-0.354910064804102,-0.165567353957743,-0.24849851521889,-0.0881789077214923,-0.0385875096901759,-0.114903325636968,-0.146462521141948,-0.101777578069208,-0.149913781573804,0.216016224084755,0.285897414753956,0.171170178215171,0.0508996147049482,0.100247795037311,-0.0639053568027248,0.101725974499852,0.065999178564866,0.0701141596635739,0.0988866001701112,0.111462859614173,0.131041178410485,0.064756447495525,-0.185045477210273,0.172598135168462,0.203735846582332,0.212938489915983,0.168922395584313,0.0610344273109482,0.021176835614673,-0.0078361512835545,0.0963560000075536,0.149298355581725
progressive,0.130471009278499,0.0515773248877941,0.0359204092042833,-0.0231166031858158,-0.0076232390565541,0.092205542270746,-0.050749751055161,-0.0132677494613662,0.0217969480293328,-0.0633482350482988,0.0223020998997073,-0.0568293068956741,-0.0139836425557864,-0.478727896498503,0.0206968918651773,-0.0654946555223859,-0.0232378156564048,-0.0708546495421827,-0.0043338263278503,0.0254466512420033,0.0274477820170299,0.0041708280218913,-0.195340979041409,-0.0760751327299139,-0.139924754771075,0.252800239961607,-0.131666092898512,-0.0609193649903433,0.412833875633945,0.422370193553358,0.106742826420636,0.0432464373592335,0.0878945706134562,-0.418623519532788,0.0731891923513665,0.0331696689891572,0.108117895773045,0.117287002276951,0.282126050284049,0.0640261684399237,-0.0337159408860241,-0.383818500204808,0.134944402420044,0.0799633533254949,0.07200336828201,0.0557477237020532,0.0894904950504402,0.127359332512035,0.0953171770922012,0.0733319504540725,-0.085517708023114
progressive,-0.168193603332387,0.179121767103264,0.182760395143143,-0.112952009443675,-0.0673774683662711,-0.0483506662048738,-0.0884336637606991,-0.170888957263212,-0.105384745599432,-0.0729324391328865,-0.0686932780185781,-0.0833150924494034,-0.120175069726219,-0.0719318694587344,0.0082410516592171,-0.107519070907904,-0.100877521677243,-0.129989376436729,-0.0643125022236944,-0.111652385321609,-0.0187561526382816,-0.100506354976395,0.281934687330413,0.304522510289971,0.297375950183821,0.456484759951484,0.246782889743968,0.316381785679488,0.475967348927279,0.413506517606357,-0.0152426248192747,0.371211906581957,0.404078745438784,0.0049066244044092,0.306824263778296,0.261632716881357,0.257802747822387,0.381534283389466,0.452744421001344,0.313930044412214,0.0772301894730687,-0.100792199569292,0.387533831844966,0.352592134247938,0.355987123860564,0.365476834808393,0.324697334549743,0.2936589215085,0.360088109539319,0.446704148609508,0.285542957996707
progressive,-0.490547656730944,-0.304310119325363,-0.002475799969753,-0.637073069574471,-0.462160691941354,-0.583974625835062,-0.722009440162719,-0.496799016808378,-0.579474366445326,-0.348226317122903,-0.505399696914222,-0.493164049073806,-0.476497304881275,-0.17015992350203,-0.501740405468361,-0.59335311189074,-0.469971762757792,-0.460388995953337,-0.556671912151956,-0.507395888944678,-0.465077077280053,-0.454140896433796,-0.252593491914053,-0.230802568073824,-0.466438388442688,0.271487809443616,-0.128131666195363,0.176149282938624,0.120310202775138,0.279951081579824,0.218408650275013,-0.0351234718464846,-0.171375802315175,-0.174984422992126,-0.127761895831148,-0.0801532105334647,-0.0505360187790774,0.136146212001318,0.231303235688634,-0.120087751600288,-0.0193767392648136,-0.503457733271115,-0.10671703493132,-0.0016689891849552,0.169202830624334,-0.0316106767910003,0.0379929105638995,0.0522150582191877,-0.201698540705876,0.217228074340578,0.0949086501515257
stable,0.154081426481919,0.382452098330445,0.330575768258459,0.172329760545052,0.224584196980006,0.240793510885196,0.157973715832868,0.124085964217759,0.3118970245293,0.251370085850589,0.213983676356953,0.282309296937015,0.201890930573465,0.2740298018199,0.261760465034612,0.112071001077883,0.247223270551197,0.239893818696339,0.242838132097758,0.29369311565017,0.283383182009358,0.243821709428936,-0.517934665344304,-0.0761125246620337,-0.0455740627851416,0.0719404718055378,-0.146565902055572,0.0804008352778477,0.40348473304192,0.597833054668074,-0.137368172599208,0.143882578544108,0.213967202864545,-0.20792288497384,0.233578307836877,0.139378853814645,0.20974334104487,0.238407211645497,0.389295435292542,0.0126437979948459,-0.153181202945304,-0.178616376147452,0.202701305363466,0.235097333962067,0.202325619328217,0.144568504352608,0.118181594712808,0.242298047405968,0.1998958300343,0.25143251096444,0.0901261007729655
stable,0.209149247210234,0.326913548713665,0.516623588912012,0.193996747527991,0.201923442750225,0.067021225238701,0.253884544716774,0.124945580090971,0.0996862827886846,0.184826713136151,0.155006969552752,0.128073309811689,0.172507425668263,0.136594373757254,0.138104189961266,0.124024848050078,0.108471002171597,0.0171048270430878,0.110904118236871,0.1734696537978,0.217948216207686,0.184080714100718,-0.449560447075267,-0.103112991363776,-0.0715600271347175,0.131736816839569,-0.0920803831689333,0.0932163374642558,0.371167512656585,0.507485335818156,-0.0232487917777932,0.196836397798476,0.184783155260121,-0.346061265871467,0.108678309405441,0.060704182394254,0.197397116648727,0.195778272260462,0.337136450170075,0.0734573631505227,-0.105171845297385,-0.19343198367113,0.192005194885297,0.181084872854949,0.148512853778182,0.119639863769322,0.119114833076965,0.0952887895218539,0.164048483862794,0.183981187255989,0.0011719683690965
stable,-0.0507282703748315,-0.54987201710153,-0.467288936618427,-0.0932055606770869,-0.0346420966181171,0.0489727836345118,-0.0496119106405378,-0.0890605476650917,0.04393879877175,-0.0260541794787615,-0.0410485228851433,-0.0057229864018644,-0.0775863477010449,0.283636520132578,0.0946607801147801,-0.0011070249901621,0.0297250456225998,0.246032251308289,0.147030934778897,-0.0739238427193144,-0.0301236272186202,-0.0044303863258,-0.5349466631076,-0.0361634089444092,-0.0674262986642311,0.192534163344949,-0.0602949223367495,0.13762777238224,0.505609614517333,0.555817857974636,-0.174158859709014,0.0889734796739578,0.156514783591124,-0.440176752306144,0.116501632942542,0.0057175023564204,0.112772937091264,0.0868216394042005,0.318711092852989,-0.107373238128453,-0.252031105622196,-0.231104947338973,0.0350771535962982,0.161883481792573,0.138308293254851,0.0831685648612563,0.0822344515727118,-0.111493056918216,0.135640810130133,0.110186517927995,-0.0742800069581015
stable,0.0877075661444931,0.381817389699796,0.662738180605944,0.0799126793729368,0.0479301871683423,0.0182865494956003,-0.0043181283349471,0.151896297419926,0.0978601703073586,0.0547321064659395,0.060694858979402,0.0881592280734213,0.0188551598351032,0.165081139679329,0.0735896294677264,0.143394554202546,0.0679452010118466,0.0316742197558273,0.0931132398865795,0.0836155768656177,0.093461614725977,0.0496848562520506,-0.444056674796666,0.0019233142812311,-0.0298783249326858,0.177914481074124,-0.108129937433606,-0.0729798794953817,0.364482852596989,0.635612822436888,0.105023249349197,0.0990431878175627,0.136521541233473,-0.336219927034951,0.135865647914339,0.142523429874809,0.164645939804739,0.0890764588042423,0.299807287130527,0.0926843438012224,-0.0869924836145846,-0.275792723265397,0.175812835496972,0.18304889107096,0.0992063149755275,0.125537812909483,0.0812965842620933,0.139455892912269,0.156846045388701,0.19973362770662,0.048870595697415
stable,0.292817940030236,0.110905524381591,0.110479625643257,0.379737306317291,0.317600056784145,0.365194514648338,0.388228292031657,0.295777872980142,0.413217095238295,0.330808457939223,0.254110573543503,0.323148221203306,0.375762514561846,0.213085885643367,0.303806040203943,0.288233496792935,0.221428406762425,0.3590346235103,0.344773997252069,0.351791963388047,0.329729483823169,0.301845854430512,-0.478281455618761,-0.196083425468933,-0.0521429541215918,0.101668287458402,-0.30321914374749,-0.196699459600422,0.0747113759104729,0.361999964152052,0.130644063245285,0.247797805955774,0.264789225584798,-0.146738188773366,0.299906829264368,0.259540892662906,0.336179690607656,0.272622713204787,0.31800216043702,0.269505451475551,-0.0194204941939101,-0.160712057088841,0.238821142231136,0.330882352751987,0.302702288314494,0.239704545671979,0.205363057413764,0.274679514214799,0.327784042731178,0.320034049167511,0.171145805368889
