group,CD252,CD137L,CD47,CD3,CD8,CD10,CD45RA,CD7,CD49f,CD4,CD14,CD16,Podoplanin,TCR,CD32,CD69,CD62L,CD27,CD95,CD1d,CD66b,CD35,CD58,CD96,CX3CR1,IgA,CD244,TCR-A-B,CD267,CD41,CD226,CD29,CD49b,CD15,CD71,B7-H4,TCR-Vr9,TCR-Va24-Jz18,CD158f,CD336,CD307d,CLEC12A,Ig-light-chain-2,Mac-2,CD85j,HLA-A2,TCR-Vb13,CD88,NLRP2,Podocalyxin,CD224
progressive,-0.196751649908324,-0.211276143552484,-0.482916194365599,-0.398495174593534,-0.138583025665938,-0.316310278947637,-0.429127156344801,-0.450534889179178,-0.312028562080473,-0.443355023772442,-0.187159348014038,-0.0648782199028283,-0.426932347045787,-0.280428422599011,-0.271266057601712,-0.438185224310887,-0.244228895050098,-0.426275072979888,-0.0418423356957229,-0.286993282014251,-0.128930563909258,-0.292854122962735,-0.358957153448625,-0.247199025516499,-0.345660197565723,-0.241867238884574,-0.429934240570846,-0.394970330804054,-0.213218497803941,-0.330713805099217,-0.426408087846146,-0.316830375742801,-0.480621694387509,-0.0497246712249188,-0.143230691999815,-0.271410310801983,-0.405299195471589,-0.195646910538869,-0.259765395806394,-0.294158052559978,-0.264227398146116,-0.244882797982342,-0.199247250073134,-0.254565722358457,-0.26898915898021,-0.278848966724967,-0.217093748942968,-0.242815900060019,-0.228860262073844,-0.276227954028559,-0.239645262781428
progressive,-0.302320007391182,-0.490399249151335,-0.251589552705961,-0.189827639254635,-0.0142644347742728,-0.433741989112996,-0.182930723089218,-0.276993212226346,-0.0393173281385881,-0.0846178495391177,-0.405306603816203,-0.512598245971791,-0.368468631141237,-0.367331892996826,-0.418930422736189,-0.300592160279583,-0.387143654082281,-0.286301859625442,0.0027128920888534,-0.22826172836683,-0.451924724707193,-0.540334961760513,-0.489819820503482,-0.177413778841265,-0.467553856796045,-0.326327832697981,-0.20481533834935,-0.46039007231941,-0.176706215897154,-0.372096260710324,-0.306690061439831,-0.292984655211616,-0.422991009202119,-0.485129908290693,-0.175219944337226,-0.414135537334994,-0.464333801814459,-0.363742858035963,-0.341800017573732,-0.401693701921664,-0.407330725576852,-0.415044821473164,-0.426680244735071,-0.452648006207637,-0.387596711513281,-0.418852362990934,-0.384204308913573,-0.497933436207242,-0.28141071269272,-0.427416005270543,-0.401137048377215
progressive,-0.0817942998853643,-0.0553000185330793,-0.124948651874807,-0.256484128583382,0.190522737881014,-0.0559762505938784,-0.318648618381099,-0.326485829450805,-0.12918496935061,-0.267038285902708,0.0222273580166312,0.0022071663779243,0.0117919031047156,-0.019485993017971,-0.0068415393308217,-0.0651318067256425,-0.0979381441026962,-0.159723651381399,0.298758872032632,-0.0334327171495938,-0.0193785230430415,0.0987523418059574,0.0382147100459187,-0.0909226296354041,-0.0254089710520382,-0.0633901838819794,0.0645836743104439,-0.170762135596061,-0.047068386096988,-0.0152603874900598,-0.0429926916829674,0.0373978689078988,-0.0677685894642045,-0.0045546534219491,0.445313093424972,-0.0009419906855681,-0.0841718314519471,-0.116281710785597,-0.002623816785171,-0.0416339680274256,-0.04766485455868,0.094775119633687,-0.0073813713903884,-0.0972666707536673,-0.0224717004889664,-0.0496017777260744,-0.0317027254487829,-0.0341315283952345,-0.0759268141488742,-0.0563878373508958,0.0885532947643574
progressive,-0.0177950664698504,-0.032282702843263,0.0799181463417999,0.150466161127559,0.0202674592757894,-0.0071167478707487,0.104168818897206,0.125877957002624,0.0058599664876941,-0.0155569057889505,-0.0979742444393881,-0.110408988681309,-0.088506315720558,0.0059779798699367,-0.0289461054460028,0.0238992926467227,0.0254381513646813,-0.0078083050563961,0.0221538720750024,-0.0715178992770543,-0.0584757945603242,-0.0990586641984471,-0.0711789638227478,0.026547339822936,-0.135136179643614,-0.0033586193210914,0.0109850958166548,0.107437594283555,-0.044331345309778,0.0433314253447209,0.0001049973081349,-0.058549716976759,0.0631083650726611,-0.0231569513248819,-0.0658089552294966,-0.0755493513806497,-0.0301024515357484,-0.001660827530954,-0.0774581867074759,-0.0596361817285664,-0.023701061977294,-0.0448568291431975,-0.0994545316985156,-0.0558104718351642,0.0025478691657605,0.0209640520974644,-0.0713070750065468,-0.0330043991856703,-0.0524540421509228,0.0257221710873053,-0.0227106551643696
progressive,0.14398118492895,0.0116301205896068,0.0407140041873188,-0.46997500820542,0.418129237148545,0.129687232268359,-0.290971959372465,-0.414944074930608,0.118402428272322,-0.232897271754058,0.34074619304517,-0.0725184185646154,0.0282098886359288,0.115176890564974,0.0110084235584952,0.181664393280027,-0.195003319656802,-0.0730758718450282,0.154488443725113,0.178618572812479,0.0241679386271401,-0.0879838617944496,0.0024700527128956,-0.0322939103459567,0.0774103074941125,-0.060289792610384,0.104089588364709,-0.314784376547686,0.106921911838478,0.479925765319333,0.298089287776963,0.211663107255766,0.375749147291915,-0.337905792068964,0.341835981387457,0.0271401540988493,-0.090222836311025,0.366285604496982,-0.0223768179612518,-0.0451593415748942,-0.0341968557041785,0.043112409006781,-0.136362295822383,0.0900197887973918,-0.0569734507328987,-0.0252969896178268,-0.0559374448693244,-0.11178025304161,0.122121437602698,-0.178890070898745,-0.0443937529698993
stable,-0.253395094799604,-0.219965871826305,-0.105850185561616,-0.144744711294376,0.0702720034134086,-0.194732782688468,-0.273896726475484,-0.446505937570517,-0.0117710410923172,-0.120612152005554,-0.171542075802573,-0.195781861319337,-0.185653669874736,-0.27127562643941,-0.290800660463851,-0.184372295217846,-0.226720440287547,-0.12818396606537,0.10199855734852,-0.269145345183928,-0.187955689916845,-0.187685313812561,-0.236123784575768,-0.159893440427458,-0.28217266698552,-0.245857567003225,-0.126946582680493,-0.317041911304164,-0.235277931487907,-0.141533932379599,-0.155552208144034,-0.017769129020319,-0.269883250156863,-0.154319306914551,0.171542311771409,-0.192489522686072,-0.243473535726882,-0.204014844444893,-0.295915730475757,-0.141609170166304,-0.222746555484959,-0.156121792654598,-0.212325641077095,-0.205184001836714,-0.210068855739557,-0.226741560913441,-0.185155569775452,-0.29082595878705,-0.2928750402653,-0.29270859247674,-0.178314684421988
stable,-0.151427202896894,-0.134708347251696,-0.0652333198865149,-0.381513060145414,-0.0224101852325202,-0.0931086731736179,-0.401373981543672,-0.562011854543388,0.0981328416523832,-0.0085078838205651,-0.126190187244324,-0.104694780197102,-0.1826985156369,-0.151199474952272,-0.106022435397375,0.0065791155986449,-0.325209873335049,-0.178021679038126,0.419700249229609,-0.102694413694662,-0.170138419767621,-0.16390863613164,-0.0077245348574095,-0.0485091424360596,-0.1572608713152,-0.140526140640873,-0.0313648997293152,-0.335369850406504,-0.129232464710858,-0.0927263098257523,-0.0027304082523073,0.181788109924037,-0.0678312067034527,-0.166196508595208,0.136272753361185,-0.166290493340821,-0.070679226585518,-0.137827213265465,-0.144260455711183,-0.106730158574684,-0.11073162010812,-0.112206875715069,-0.146403416945398,-0.0469502930378407,-0.0895513734147196,-0.159990466566156,-0.0895373995344734,-0.125525504129645,-0.17642222501948,-0.121400000202557,0.0664092910365268
stable,-0.152437277081925,-0.156500997903758,-0.0626284753302792,-0.207055204240583,-0.0190953297669496,-0.0967771302746775,-0.471725038342815,-0.498379164832339,0.231926142146308,-0.0139298638953625,-0.0818844950946313,-0.169717397860793,-0.0879782316471683,-0.198174819541347,-0.0874313674206527,-0.0876267224635843,-0.184343752796396,-0.168327519929257,0.405140672418579,-0.153118970884783,-0.142705289899002,-0.124891979525476,-0.0273218477170661,-0.0326205962150359,-0.125726219368084,-0.104364792202504,0.0037662841235444,-0.286681851541513,-0.140948396375818,-0.125356436430216,0.064794162738365,0.242829818912689,-0.0840930110657515,-0.164896661757809,0.177023389834854,-0.101333824623715,-0.143633664115563,-0.0666124675109889,-0.180982748838282,-0.0771039255400049,-0.125491279192727,-0.0262277992074462,-0.153000927282007,-0.0609024008339205,-0.0969624825368578,-0.089014153168261,-0.102295578654055,-0.120381634615404,-0.179789247452633,-0.149870144577051,0.0293787776205819
stable,-0.0014493605335118,-0.0453037113562666,-0.203319864419071,0.0010659208849014,0.070781533716536,0.0985792469270358,0.239326850245095,0.244515175072802,-0.11959480267546,-0.136921040859398,-0.0256879076622715,0.0021824390774517,0.015723474565448,0.0195671419786952,-0.015892385429294,-0.0205446640874486,0.210432451963735,0.367826129413021,-0.0330477080196254,-0.0229823117440821,0.0443229389352508,0.027539907984488,0.0366285766893034,-0.0059424413917575,0.0016171746029455,-0.0119148363441419,0.0439168455345232,0.107453283105683,-0.0352301817533233,0.133952375987388,0.0147009797951193,-0.114601901649766,0.0599853101090819,0.0464227830931561,0.113544901437944,0.0025783398841513,0.0699273551920218,-0.0192261669097798,0.0101181728791247,-0.0356654667405548,0.054817794379394,0.042847671202557,-0.0509276930082032,0.0129362403354195,0.0149272312795031,-0.190915446703952,-0.0099425809712801,0.0505979878141107,0.0001995144443001,-0.0463111613799689,-0.0804933210353792
stable,-0.0873009208422589,-0.0444440191329087,-0.001115573085255,-0.139947207649785,0.0808710680171646,-0.0406165090762476,0.0157461006439025,-0.266601559187878,0.0362388872659265,0.174569715997449,0.0677816131410734,-0.0962937110584342,-0.0083764071453636,-0.023699790382616,-0.0477319160014724,-0.0945348997633913,-0.0735093143111245,-0.170547115352767,0.307721984894586,-0.0676529925214996,-0.153080487060599,0.0550982122941681,0.0230252067679778,0.0660381501467699,-0.115257453901464,-0.0950591818260706,0.044283821600091,-0.196301605737821,-0.016931542797571,0.040537731004254,-0.002666856562727,0.25584416506141,-0.0093079367047897,-0.0732319926854283,0.389029866907437,0.0304064017918678,-0.0565267177078674,-0.0259000206499273,-0.0497934110221932,0.0490046673442448,-0.0747895685951491,-0.0692743883168271,-0.110649717212098,0.0415859622999227,-0.0420517472000319,0.0035763691404921,0.0660727355252606,-0.01564393211891,-0.105548573499391,-0.0420985969118607,0.0721927405358337
