group,CD80,CD273,CD47,CD40,HLA,CD45RA,CD7,CD49f,CD14,TCR,CD152,CD107a,CD95,CD1d,CD314,CD66b,CD58,CD24,CD66,TCR-A-B,CD309,CD2,CD226,CD81,CD28,CD38,CD127,CD15,CD207,CLEC12A,CD94,CD85j,Ig-light-chain-1,GARP,CD88,Podocalyxin,CD224
progressive,0.392138114908788,0.100646653669999,0.223846304281496,0.133748620882258,0.275479525072503,0.375442942673886,0.284601626963962,0.246958623568821,0.155236767983461,0.222669842236372,0.407400853939076,0.188371607044372,0.0186210724593225,0.332316858433366,0.126803704584126,-0.0104845087987679,0.282477161939851,0.0317156524967623,0.0500605451011954,0.167703282554614,0.40208843593603,0.193211378628032,0.31537954202179,0.226791525281997,0.209880470418381,0.439316332606286,0.135721618807313,0.0501871076375547,0.203424501272067,0.222902920317654,0.320851844410923,0.272724173937061,0.15885631295225,0.248601301347686,0.222271230070718,0.273095633535477,0.268675187188319
progressive,0.273052687970309,0.160477273309532,0.0118098613537195,0.161967750239186,0.234963945117192,0.0971269038685531,0.18319816885193,-0.290721143590232,0.417458384648763,0.410725399081825,0.229782742194321,0.446250958917512,0.322800964120861,0.400234065134004,0.422287979977207,0.408922115746325,0.478474240440786,0.424946266615214,0.389697258960935,0.423940564485997,0.120228269602486,-0.0816689384347899,0.210465581968573,0.0856454747629879,0.221933597189116,0.337701583282981,0.0882329534906252,0.450073086221023,0.416260857907738,0.401050382583705,0.313768075997453,0.443105149385578,0.440046262155886,0.401003909127658,0.512163625233368,0.42809665539391,0.479317346667044
progressive,0.0854006316953854,0.219368329712214,0.456421599601874,0.126824548583483,0.293773914843461,0.226392516627492,0.0719083312579821,0.446473610140009,0.269467500907722,0.343207801965736,0.359888258664521,0.334049696390018,0.116161235002925,0.249074816860271,0.268018777351232,0.257252184811796,0.389602976070881,0.240372321560715,0.234790586439769,0.276908323017422,0.19938269201927,0.272369902205746,0.464421383820944,0.43087667990701,0.187775167353417,0.168517799374138,0.154001766280963,0.211342914448098,0.0966430110460829,0.246769909627276,0.248372857321994,0.390149434767521,0.327913535098477,0.245290452261975,0.340178099121034,0.386247102294358,0.264197868944813
progressive,0.0299921803185277,0.0657737169657479,0.23870126215108,0.0767558294187971,0.0259567703843838,0.377156126055997,0.379031492530042,0.16890787756498,0.0371166103657837,0.10941478585198,0.0654330707282644,0.128016951811394,-0.196025907573313,0.0729031446549066,0.165838331237409,0.172541000012871,0.0747506584008095,0.187200387377741,0.113934913594139,0.200847239301138,0.0690765568898116,0.153231660971685,0.210393497796128,0.119364723702442,0.0893531587527128,0.0591323231726313,0.186135074883623,0.112724972764708,-0.0164216264938105,0.0752881147497186,0.0938204651564211,0.135209233739984,0.103872076769907,0.11769915074844,0.152828425759189,0.245885635977903,0.143831262663642
progressive,-0.425740431793195,-0.421445255031201,-0.134009040139035,-0.401827170707219,-0.105152277167376,-0.215477974039064,-0.121314198517899,-0.0658682956030069,0.0511308663146698,-0.327250586114636,-0.153581779992428,-0.362205074082343,-0.0377254118383463,-0.0060159727648647,-0.310794320518764,-0.221899999159675,-0.282512279037443,-0.314835609034623,-0.508753295296303,-0.121823860521723,-0.225840962560801,0.22592739548236,-0.0697682052999105,-0.218303328461778,0.062961313653331,-0.111699878454303,0.128697451710784,-0.260532236456909,-0.20361088944987,-0.0382808459284349,-0.438982574400111,-0.11932875837542,-0.0418038016772568,-0.352019766859534,-0.166867537965983,-0.252103290374761,-0.244351130552984
stable,-0.0854141102843615,-0.0636201768223149,-0.0410855744954415,-0.0840704229545566,0.0429556914014951,-0.408053459576477,-0.552744071136922,0.219114490759382,-0.0650106615468117,-0.146526289820055,-0.173960669637544,-0.145044006473718,0.158482689409256,-0.187362910334446,-0.0357176579156455,-0.255213617040071,-0.0962340856128037,-0.17517141492151,-0.159269258139758,-0.386341063608169,-0.101788079058107,0.202474468629327,0.0631042892656529,-0.200121776132074,0.131769606625209,0.031696362310626,-0.0768989165425669,-0.228490016784385,-0.0255705549661902,-0.136591245436252,-0.108557577855781,-0.11121846851039,-0.214647752689064,-0.21720830486451,-0.193660004913432,-0.159561418279392,-0.0643801793880037
stable,0.0067628454260245,0.0574899323725061,0.155273392570037,0.106696953105527,0.310322521548854,-0.281003098963728,-0.138045276870211,0.108141427235118,0.070755369106117,0.144621822484122,0.110176127124811,0.1353762231549,0.629839503015612,0.155214653023309,0.0872474842436612,0.0914154166441452,0.177682365661384,0.0696959661631137,-0.0421158891495602,-0.0722792711694627,0.0478376286950406,0.470747841386923,0.11872959328491,0.203871363897076,0.453182387789194,0.0374010522187527,0.0793774760905208,0.118059843661748,-0.0322839478868488,0.111818023414546,0.120246559656887,0.106167818500171,0.108123610562288,0.0240977743161031,0.113243449869441,0.0636401576220303,0.232660174235643
stable,0.0055193051341985,-0.0021382726825501,-0.133904897925903,0.014013002463318,0.0996313137993334,-0.052138516486319,-0.0303731391489182,-0.191612967924215,0.0605566042704194,-0.0423197307766192,-0.104754155509875,-0.036626720899085,0.152148532736128,-0.0270697215451128,-0.101944384372459,-0.130570531095628,0.0337177025163502,-0.0366292014131344,-0.0561273420372107,-0.0549196455269871,-0.0963893436897616,0.0190773418188378,-0.0371481175837112,-0.107800423158712,0.12319723796602,0.134413281112261,-0.19466829798581,-0.091901951869813,-0.000929704889155,-0.0083293492491369,-0.0278487454556915,-0.0167869460641839,0.0068677358516744,-0.0482949753989797,-0.0295144529163394,-0.0254383805764804,-0.0256797493976384
stable,0.0190279970485688,0.0942693964213619,-0.118787973467757,0.0541131864294281,0.0523288994429345,-0.132451624705191,-0.247388412794159,-0.178155362587445,0.136439168113803,0.100186010280901,-0.0036050241013709,0.109641263899886,0.339865000542798,0.046065021919993,0.0192659937717157,0.0750638275178317,0.105840185127993,0.0956100011106123,0.0310488171917529,0.0121757940983353,0.108198670894055,-0.0123596105687084,0.0234738544230479,-0.0851184427559588,0.284129689178459,0.221300937707705,-0.216020483023508,0.207580162858964,0.143237868928433,-0.0055496102918695,0.146199464476531,0.105606145450579,0.102092020426844,0.0694978085405979,0.086340637624593,0.0518459729997661,0.101656984026797
stable,0.0581952149684939,0.152038420346644,-0.0756980992307193,0.0852372942904476,0.107594348886991,0.120793017615624,-0.136761878676797,-0.0575138574655695,0.133239723431589,0.11267726970361,-0.0309693610290826,0.0129452968941624,0.293999730682685,0.0292068559725132,0.155351323117783,-0.0582419240236627,0.158433181877777,-0.0439394388852174,0.0222731198672557,-0.055369064639413,-0.10422646778438,0.159736125239627,0.0636208061874454,0.0038278476970092,0.223939172475495,0.20672885386095,-0.0884528416356808,-0.0771385664234093,0.135931789891722,-0.0618047647737192,0.13393614592523,0.0585919821811275,-0.0632802167529316,0.157831828662901,0.0369979706475025,0.0823405254121795,0.174268172650607
