group,CD275,CD47,CD52,CD3,CD33,HLA,CD10,CD45RA,CD7,CD16,CD279,Podoplanin,CD32,CD62L,CD27,CD107a,CD95,CD66b,CD35,CD58,CX3CR1,CD24,CD66,CD62P,TCR-A-B,FCERIA,CD309,CD124,CD2,CD226,CD49b,CD81,CD38,CD15,CD71,B7-H4,CD193,CD49d,TCR-Vr9,CLEC12A,CD94,Ig-light-chain-2,CD85j,CD88,CD224,CD258,DR3
progressive,-0.217226111428022,-0.463053667516112,-0.293962293339382,-0.444117181836574,-0.139690502904277,-0.392273603006769,-0.312470867389241,-0.450149162179984,-0.485185570118334,-0.113354116996267,-0.405326065692314,-0.393982685057874,-0.269135558952089,-0.333866779273668,-0.400864599114821,-0.330665563753687,-0.0917358273011494,-0.195960613272186,-0.242291967332532,-0.383058489956833,-0.371693355318088,-0.18455395093369,-0.281330677440997,-0.266287883165827,-0.402035981158061,-0.409672629370635,-0.425181308982927,-0.420267537830971,-0.343793532260832,-0.47004842407055,-0.449991338053871,-0.47741452596472,-0.407241432664298,-0.164026195561967,-0.090809325106484,-0.27788174218015,-0.267796858313046,-0.419903259042744,-0.461616195814143,-0.26329965856406,-0.403036774237585,-0.150133848569247,-0.33127951863787,-0.30709358385148,-0.271722055106277,-0.401538400907299,-0.235300552046055
progressive,-0.439114375821808,-0.460674378867188,-0.501448740655874,-0.363694788684116,-0.484732877505425,-0.412851891203128,-0.457867843420931,-0.245474655689017,-0.355745349649073,-0.617707139433158,-0.218384077510998,-0.442534829341108,-0.414136120420531,-0.446828705342855,-0.354015293414313,-0.535761810622028,-0.36948745300479,-0.671567917452151,-0.505238843873138,-0.412410515002018,-0.445241339536975,-0.582703668465004,-0.403442761398575,-0.405248746485663,-0.501650503494127,-0.316825794795642,-0.186591603285342,-0.19912079319943,-0.210613860522096,-0.286169989656166,-0.367654893725185,-0.213372025809327,-0.310316954107611,-0.521587710934025,-0.219320591883693,-0.437914540213206,-0.467562066162664,-0.162135222700341,-0.298239616925688,-0.620696601034105,-0.416792098401715,-0.423235586847671,-0.406802707301222,-0.447690779940434,-0.496324794983911,-0.362610606517173,-0.443489400560491
progressive,0.0058077224699619,-0.168082226292474,-0.0522487343559884,-0.199701165355948,0.0481689980393755,0.0361013652712033,-0.0545908637601744,-0.27463853363895,-0.290652092147798,-0.0159913455944995,0.053725882393919,-0.0269123923567695,-0.083815363060356,-0.0950412754002987,-0.132440215258402,-0.0435241872474163,0.336153849428931,-0.0387211142562448,0.0191731167978131,-0.0031144257555131,-0.07427499866108,-0.0093963353481567,0.0210986269384447,-0.163640830589833,-0.200079825221124,-0.0051714695987199,-0.0968477632343491,-0.0855311241104394,0.038761544442634,-0.108734167188598,-0.163431864194079,-0.149260967089741,-0.0503728117712071,-0.0471057760155444,0.41174907183219,-0.0245068345490246,-0.0604986305970914,0.0556131565188534,-0.0339890320438376,0.0375683562649473,0.0132343917359868,-0.0456127972549949,-0.0298814161600448,-0.0741187861380201,0.0956344040546163,-0.0813392893053674,-0.0634669200162921
progressive,0.0283757753589544,0.195536761788949,0.0624602190702243,0.130449426212149,-0.0090143611125971,0.138905276574207,0.116491152261614,0.298122730719039,0.287707048256992,0.123706405823703,-0.035761153423129,0.102739825537333,0.176514624127385,-0.0010356044238066,0.133913327102789,0.053936007388465,-0.196058037522243,0.0763619541210403,0.0962977321840759,0.0854262310417685,0.0645216046903321,0.093551354275174,-0.0081169775669916,0.200709738547277,0.0998225921534293,0.0199485007700509,0.061752773386159,0.106671858843789,0.153753151806199,0.175963581522914,0.12015158418536,0.0921892204548795,0.0348249003787994,0.0526545029142724,0.0284687407799646,0.0993100935944564,0.001031424139371,-0.0414930500856351,0.0075991725265537,0.0610246011723762,0.0997785163324588,0.13997494932923,0.0794208609292192,0.0464259896542847,0.103037169165623,0.109476975033008,0.0436177199759083
progressive,-0.106142637593113,-0.22219115463467,0.190833187640047,-0.204787925793184,0.214377047365139,-0.0132922463125525,-0.290772426033268,-0.341723657993241,-0.0656086991984554,-0.349845681368887,-0.0349761983926246,-0.237160595490675,-0.178051974297234,-0.151379250058626,-0.0021418790023542,-0.231774193185172,0.142447055905742,-0.372470583547688,-0.498100186595479,-0.209830977960488,-0.0894574024353351,-0.343098905019459,-0.389886863753685,0.0564515812830032,-0.0703261589910457,-0.261057613278929,0.0147119255611036,-0.0835663394070076,0.126921321020568,0.126632379708068,0.154127999550769,-0.0612030098831406,-0.126126991915124,-0.544276539597435,0.468264829204419,-0.119677521621242,-0.186396404520605,0.200329239096108,-0.197580534490511,-0.273850517556004,-0.206285315714298,-0.248279381529029,-0.131267820255387,-0.38690789243408,-0.249668488151049,-0.205245681210366,-0.0165010124102987
stable,0.0114127650993837,-0.0094055281327643,0.114275259392293,-0.281036569973072,0.0637171188033733,0.0783628217002686,-0.0095823378865048,-0.297332680982848,-0.549921703147905,0.0019922854881908,-0.0250484750630167,-0.0074307615205542,-0.0640309587965306,-0.177286293132418,-0.109653269752231,-0.0207425992485901,0.278777161944156,-0.0075987229902699,-0.0045804530919706,0.0072088211846398,-0.0546584492882829,0.0271354291882803,-0.0416993969333778,-0.118590802258168,-0.284355581139312,-0.0723767856530329,-0.117796783171798,-0.0134444542782086,0.187468406490104,0.142531171149172,-0.0651127076611953,-0.14367205016656,0.0407868184772641,-0.0265397915620256,0.243960062253553,0.0050646395145739,-0.0423157642822637,0.0834712081183178,-0.0829590531760975,0.0340950876722149,0.0047349096269205,-0.109776516359303,-0.0160841423733713,-0.0450400773648829,0.0521786675574515,-0.0009346773091732,-0.0664077880045622
stable,-0.0966221631228132,-0.0671098288092213,-0.0027130108063855,-0.372689839041134,-0.0676909894542783,0.15953805072924,-0.0912053716617628,-0.447642425674642,-0.4922109987406,-0.140808089431284,0.0196151157138334,-0.177553835318218,-0.0903553582847646,-0.416218363300231,-0.140331510565008,-0.0480327363463966,0.406317475436834,-0.159587464962196,-0.118271516441663,0.0014568491190997,-0.191683478364206,-0.0942457913015148,-0.132646033643198,-0.0034698870290399,-0.372779230777917,-0.118763424814772,-0.0476904547069187,-0.051525416885752,0.320772757290127,0.0217737073712164,-0.0564943727833424,-0.0556003942500055,-0.109777915933267,-0.156866117619309,0.213378169403908,-0.109373992892087,-0.125149333536021,0.1087472004931,-0.0683838989903482,-0.0679690386628299,-0.0418581818809615,-0.135606499117422,-0.0802347904855148,-0.13434431190075,0.0551631232959138,-0.136685351229617,-0.186366054270712
stable,0.0922834911147049,-0.0541402426991577,0.0795718453524082,-0.248288054637495,0.0277796702743249,0.223698214902095,-0.0092338558186122,-0.458720572337114,-0.492905661504822,-0.0612653436541401,0.0645001239892537,-0.0300632568367562,0.0470633486941487,-0.308389415202868,-0.191086086965442,0.0670978267903186,0.436771809083299,-0.0188724971089774,-0.0365703706023605,0.058380603001201,-0.0316745227567059,-0.0217510100145707,-0.0225912846400736,-0.111301070570088,-0.321387584633023,-0.0288981240472518,-0.0846321778476903,-0.0758758398565518,0.405829584118938,0.187213477805327,-0.0579021399674355,-0.0339267256198883,-0.103155592006453,-0.0797839055954846,0.196611796746213,-0.0181783242239618,0.0394294264198162,0.183102228839825,-0.0365528482927194,0.0669710499206339,0.075129996291861,-0.0725398699291965,-0.0348166109763781,-0.0385676745183532,0.141815898267287,-0.0046446115622814,-0.0399906027379512
stable,-0.133750346424637,-0.141880878217538,-0.124246032636993,-0.331627337856589,-0.140869342705039,-0.0768369773003814,-0.0734893211897213,-0.304220306434109,-0.502270624027622,-0.227578470416791,-0.107359790727608,-0.151214228645108,-0.230282119770353,-0.187126584487562,-0.144072048873178,-0.135201345946811,0.234663189916877,-0.097238321123166,-0.222017065125632,-0.224945688529544,-0.233409230009376,-0.144481192259067,-0.239015102865245,-0.146985840942205,-0.326081277432587,-0.173989403792308,-0.0495566963103903,-0.196606968101087,-0.0005309410173881,-0.177959451988485,-0.182868735257099,-0.194831049928741,0.0618328619624238,-0.11996124325922,0.183661952818093,-0.218002103212902,-0.125453408049597,-0.0102223183991207,-0.2508167183617,-0.244345835708538,-0.158390279319875,-0.129909822654753,-0.184454001253562,-0.238440913510883,-0.171307724931078,-0.196944558161702,-0.223274234581744
stable,0.0474045903409468,0.0327846841168089,0.0323832529667431,-0.204315159176138,-0.0284165391642505,0.0895173359872925,-0.0505180694351402,-0.0949655422957012,-0.354205221480036,0.0034965269031786,0.0318663412604311,-0.113094015083665,-0.135179319620005,-0.519182878516656,-0.206624278563458,-0.0139630764810061,0.12176890385024,0.0287029927098737,0.0891355620843421,-0.0903886695018352,-0.103021476410307,-0.0083576906090704,0.0079666763231064,-0.0978209524795288,-0.171545935069298,-0.0021799718430385,-0.161960664156922,-0.185931939683221,0.201888234841608,0.0091050289836481,-0.11611885730303,-0.0646937420931347,0.0021849968744096,0.0682613681955983,0.0160015670504714,-0.149420652201229,-0.0751818122193717,0.174866353458168,-0.0788991356802725,-0.0805053636477432,-0.0304980584604848,-0.0975734191513177,-0.0800620832518419,-0.0834616073556957,0.0113386007947887,-0.012880212433552,-0.0689992545024982
