group,CD40,CD33,HLA,CD45RA,CD7,CD49f,CD194,CD16,Podoplanin,CD32,CD107a,CD95,CD66b,CD35,CD278,CX3CR1,CD24,CD11a,CD66,CD83,CD2,CD226,CD29,CD15,CD71,CD193,CD158f,CLEC12A,CD94,CD82,CD88,HLA-F,CD224
progressive,-0.403484637241469,-0.0877038060745789,-0.189666248477397,-0.286995647102465,-0.303907096864551,-0.0529219667792941,-0.119172964108723,0.192474748303052,-0.166182142492929,-0.194875633550133,-0.0735219840362054,-0.0827327377031227,0.120032067268269,-0.0270442823492156,-0.127448307032196,-0.203066543282356,0.0432880321080853,-0.214931475232414,-0.0871126261626777,-0.239674541482819,-0.238151740723736,-0.279695241718087,-0.165696681471495,-0.0147150455717394,-0.133300668063543,-0.133884025797225,-0.254217159279232,-0.0358524624480723,-0.118005590983256,-0.255979341125526,-0.115420899490671,-0.347526112326681,-0.237146039694438
progressive,-0.165193574617408,-0.440015844588793,-0.210644503717612,-0.192618251065745,-0.0874273495787069,0.228193653306701,0.0449273990457756,-0.608047311693354,-0.404205410465915,-0.42435006883215,-0.537396805847299,-0.085901208232817,-0.625873430207883,-0.551181943905832,-0.108597425759334,-0.412724372751903,-0.523797860783778,0.0228586499995663,-0.442725758259706,-0.0909882762630517,0.221166010566397,-0.236446924285519,-0.195181363823913,-0.508224059759679,-0.290915439524946,-0.480698343604544,-0.189376398673384,-0.541662433863309,-0.405697520352529,-0.359213930123705,-0.49402687978045,-0.306309500948288,-0.335098642833002
progressive,0.0683122257031886,-0.0052209957579869,0.120374709183624,-0.403573744053483,-0.375382238723944,0.036896937891509,0.470804828059154,-0.0288263474304793,0.0878910771873427,-0.0256698884066036,0.0664635458364556,0.496658529595648,-0.0950633653440546,0.0182434324285106,0.49527238969062,0.0392503933271335,0.030333866642195,0.171910608303567,0.0365241758720618,0.0152333908414246,0.213131515209114,0.141159484683249,0.151570245908091,-0.0463940923669769,0.288535450538811,0.0164215172045299,0.0640534119215878,-0.0453269090354724,0.0457606110467599,0.190420766842607,0.0217441217390272,0.0845992319936083,0.170716488949037
progressive,0.13498012623122,0.13958980809938,0.157496887825947,-0.204695257093374,-0.0678214518281821,0.0843589430205661,0.0325108208621576,0.0402932683211846,0.0398426754140115,-0.0210849286677789,0.0857246118374752,0.238262631455841,0.0830225063814153,0.116917206978745,0.32625749105126,0.0663806237825551,0.128341296631529,0.162591077273485,0.147265707807505,0.0530722313385288,0.133513567237187,0.119582733170644,0.153453270996439,0.0952650269406443,0.176592646477238,0.129629603551007,0.0931187115310824,0.109919173549675,0.0268451167421197,0.154991811964515,0.130216716885548,0.079881829409458,0.115965663868932
progressive,-0.212204490118183,0.219539649348646,0.121564769093203,0.051018461819834,-0.12861780842867,0.0951911076099688,-0.142281966506886,0.278564778479436,-0.0751234889932721,0.204274286593875,0.0385363966287097,-0.0263885733062796,0.18438097423212,0.230988617443456,0.136400276354126,-0.0510920385455954,-0.0445834735336021,0.341558211619041,-0.272573024054623,-0.302015092036428,0.152913517260851,0.0485907766115306,0.143165716861043,0.143914813438421,0.0872518414030922,-0.106342739329511,0.112502233948835,0.308910321432208,-0.168368404609991,-0.0737537360242153,0.10609860482071,-0.0156867432608376,0.0281943612176519
stable,0.0379710190211266,0.0606922609994985,0.173813910134112,-0.36687476185201,-0.529106087295999,0.454963533100907,0.19747117174058,-0.0233377428549702,0.0510458369947934,-0.0012686588270363,0.0162458776068943,0.286628545650979,-0.0423433579275808,-0.0265037849337549,0.187698632926221,-0.0003543055925388,-0.049649293743361,0.463327473048976,-0.0745287000465045,0.0433508540612055,0.40220714504711,0.279366108595234,0.45709973827941,-0.0581005009739895,0.19510730760394,-0.0462585622213045,0.0241898842853817,0.0440976682772588,0.0193341513369929,0.151689706492291,-0.0068201701436662,-0.0246197708022232,0.117348913673873
stable,0.0310033225030238,0.0113809539678826,0.329316623117852,-0.361497103429863,-0.316849755826021,0.326974361866175,0.509486944776336,0.0180962107992143,0.0329044672041748,0.0396061818498715,0.096811383359073,0.564454640040246,0.0264321847764428,-0.0957375405764579,0.247158634079163,0.0100307329217212,-0.0082223049541967,0.350589978120083,-0.0207513045141032,0.0399474226007965,0.448259789073859,0.180565958268953,0.37952826582571,-0.0220922132856574,0.302844228622989,-0.0605754104026854,0.0167833407323635,0.0338209241974726,0.0650540616334941,0.282185848881059,0.0528576354507156,0.0685860788946517,0.234251738599191
stable,0.0472869859036586,0.0624155142644513,0.351949903721032,-0.402280209527068,-0.433217997175834,0.333369823393913,0.375685449205743,0.0671383727776308,0.0818709983942354,0.120947007402061,0.118736915788841,0.619148942305586,0.0417468295229564,0.0165600369852082,0.320536340831473,0.0472731612353501,0.0186426601266833,0.441757057702694,0.0051802582019136,0.085417570326707,0.521299518501676,0.294419457672687,0.430233233315232,0.0407609457237842,0.207025627745014,0.0759597583948876,0.0797764078769488,0.124932920719225,0.143728524761627,0.374586560340559,0.0547130989872549,0.077948840822491,0.260579348688304
stable,-0.0258095160652137,0.0975261565219417,0.179022178345321,-0.0945209688421753,-0.213776636384729,0.15462261688364,0.295407033677248,0.025683377461976,0.138572403402582,0.141505784180878,0.112480752311343,0.172215430711844,0.0990474228958007,0.0782489145732003,0.241109215458064,0.135281144668743,0.0451511214647005,0.290785735348487,-0.0141734323937666,0.0566855303971729,0.306263969132933,0.176913539344549,0.23770832728291,0.0271489357609457,-0.0355696285628141,0.0562775150876236,0.0995772506798607,0.108048355124725,0.0674781442221324,0.121528598541812,0.159601505544241,0.18197016826244,0.286214759510475
stable,0.148269170565435,0.0693314044194844,0.177430592326574,0.0036666239655596,0.0238627087945997,0.304986345886092,0.347590108156123,0.238111530899962,0.302079250525035,0.295838298433394,0.308347324334959,0.122614349031533,0.300909569454295,0.277930698804679,0.0187383813903629,0.382217694290443,0.215812237940732,0.222032586548318,0.2080041430946,0.119476552256058,0.125098289203377,0.447882739076856,0.28642067268364,0.259871607645356,-0.0253000737645114,0.290956782422516,0.425071537432278,0.25793866439547,0.216199047630099,0.341128438430224,0.362437564016272,0.415258017206233,0.383988273229437
