group,CD275,CD252,CD137L,CD47,CD30,CD52,CD56,HLA,CD7,CD25,TIGIT,CD32,CD62L,CD107a,CD95,CD141,CD1d,CD66b,CD58,CD178,CX3CR1,CD24,CD21,CD11a,TCR-A-B,CD357,CD124,CD2,CD226,CD29,CD127,CD71,CD26,CD193,CD144,CD158,TCR-Va24-Jz18,CD158f,CD337,CD307d,CLEC12A,CD150,Ig-light-chain-2,Mac-2,CD82,CD101,CD88,HLA-F,NLRP2,Podocalyxin,CD258
progressive,-0.0565796823044703,0.0945236447804972,0.26189855256873,0.0953622357305535,0.240855211482218,0.37857656476618,0.0789728664024682,0.442263292351553,0.281759745204574,0.212690902656675,0.103751470182166,0.148179034427671,0.212014834311507,0.0466872774618714,0.138771873741972,0.0849947233901548,0.199010449424597,-0.154157524056505,0.209391145174828,0.290751007081621,0.0704588601489855,-0.0875531811172369,-0.0129954537966483,0.324337484117956,0.374303343186506,0.249004386131691,0.359438672509411,0.459221990778948,0.286596062693648,0.217206447992238,0.240169561638873,0.104932991536629,0.135038530227006,0.0772868256212839,0.219822741561655,0.147325280954609,0.253693431933172,0.275422626895883,0.279261299608459,0.207405784868254,0.0309874516003799,0.225031764578337,0.0459669926530727,0.161636298786837,0.19146089696339,0.169869400679781,0.178264350656896,0.167678376317516,0.151241016036573,0.2212668032353,0.0998505406140786
progressive,0.218700781231196,0.222553662747963,0.326653819695645,0.0137073403446618,0.142172793868548,0.110316539743623,0.15591206340623,0.11198515295602,-0.163895454833125,-0.0343603562266209,0.103375988799273,0.204005930807184,0.176121511694028,0.342761925412745,0.030744098555327,0.139198010384236,0.0549518975697923,0.422164514796259,0.186528729781726,0.0629295387249668,0.223620875945081,0.352075503976874,0.157113938871258,-0.0360283028767837,0.204502470613878,-0.144436639701959,-0.0707500948582438,-0.243025715268197,0.0705216238428042,0.0264075631599132,-0.135835099142658,0.162315826839909,-0.0437109246247169,0.213064084377353,0.138015932197576,-0.0370403372356409,0.166701889087048,-0.0004750317666427,0.0819492257297215,0.216255649307078,0.338890132165499,0.102935995433867,0.177676919643946,0.0659219818331781,0.3326514361787,0.134317617186717,0.215535159012771,0.0725148427952894,0.0889165088067545,0.128566593561216,0.279969515321549
progressive,0.0393364388000997,-0.119963819338747,-0.0908847546927149,-0.241379297170076,0.007561407380677,-0.066992361089993,-0.0579802140384712,0.0290603644812843,-0.333059589050707,0.187278070394531,0.085220763095891,-0.139993284481424,0.0537596401931433,-0.0360312464826459,0.339550895216866,-0.134973913155842,-0.0527202782388485,-0.204664124801264,-0.017082780472931,-0.138960760234827,-0.0737178848189652,-0.137283858948015,0.0862580438201582,0.0460520618979506,-0.139943743891509,-0.0480344549806288,-0.147911760815187,-0.0264859066557779,-0.090219251748011,0.0098819938108156,-0.266812387899394,0.357665837404481,-0.293406187776566,-0.0753993002278135,-0.0655038713979169,0.0101612620247889,-0.131874044611183,-0.0504800625048924,-0.0376618872348691,-0.0945889305442232,-0.0709183412288829,0.0027894809310563,-0.0178274346210947,-0.0873492628682283,0.0289626989659339,-0.116191445211679,-0.110906993238624,-0.0348151194288864,-0.0420895561955313,-0.0455983468639376,-0.112983961036398
progressive,-0.214898908144637,-0.195981003782987,-0.17065757451497,-0.0780964056319145,-0.100380701657444,-0.0733622994127818,-0.065890863226221,-0.0463208938303255,-0.0310237335095609,-0.0354291590681796,-0.199575746621844,-0.0470306552057259,-0.222687466170974,-0.121674184400752,-0.245348102058035,-0.162585318487404,-0.138335394343579,-0.0613042556754461,-0.106989545481832,-0.0519444761407239,-0.0907519634776012,-0.136170797307203,0.00055475447197,-0.130838380784646,-0.144013016940869,-0.0726184400149749,-0.139055037175007,-0.182094527003625,-0.090521751416494,-0.08681476169075,-0.0071056343106849,-0.0547345762727897,0.0738938497845574,0.0110544719106202,-0.137083910764836,-0.151580256336106,-0.163301517435699,-0.0770370506142621,-0.118106069328421,-0.0679765798234511,0.0640457283405569,-0.0866415028284505,-0.0539889687803458,-0.13965089209104,-0.0458665929256511,-0.0670943591108881,-0.193279999194711,-0.107964289547769,-0.149023409337379,-0.127641821336129,-0.166921321659418
progressive,-0.397365663200492,-0.241722496624053,-0.276091639316037,-0.441289307400846,-0.0926006713565066,-0.311202015103505,-0.382462423722485,-0.373555804821312,-0.185251732736771,-0.30388547308369,0.0911517270943742,-0.272613095763185,-0.0382176678103675,-0.380608673754388,-0.267536579369733,-0.534289495085965,-0.20714792819225,-0.266959915423575,-0.35290878135497,-0.382174057988168,-0.210916831432482,-0.0728467695184382,-0.408980437588546,-0.477206849392252,-0.239595238477472,-0.0967777971901898,-0.252381561967473,-0.29931347699132,-0.257648425412855,-0.430978175240312,-0.236595961698045,0.349206570729727,-0.246233603379802,-0.23260522842186,-0.292684834516745,-0.389172897442171,-0.400700453065769,-0.0804205529491398,-0.174655367014482,-0.280575288920697,-0.445371006837292,-0.382970462431207,-0.164449595324051,-0.320668128822398,-0.270966156742779,-0.364948611889797,-0.313849307158818,-0.163625752827472,-0.16565661540934,-0.137769470432908,-0.243013363122379
stable,-0.0654798133969107,-0.0945426746438329,-0.123991825614045,-0.0920525946834353,-0.140366387729076,0.05307642839647,-0.0672108038672842,0.0259310692499872,-0.507919822513623,-0.0842539080938953,-0.0594330094981584,-0.0988040133027864,-0.28712174318677,-0.0776504489002317,0.230357882054447,0.0008386506387964,-0.167276425213361,0.0137244746474853,-0.079908461948618,-0.159001101435141,-0.129464648421536,0.0041148321311133,-0.149446245867461,0.193584151354476,-0.350097072234152,-0.140830179102499,-0.0796097709227346,0.107521816912208,0.0325834734471578,0.153317549999099,-0.147812636032468,0.144236048068412,-0.179359977494667,-0.0566939597695387,-0.072342542374484,-0.126523423313637,-0.141715512002829,-0.177469288390051,-0.18031428710128,-0.140630089324173,0.016404173722409,-0.0730877667089627,-0.125342997869856,-0.0694861314201161,-0.0193425107231625,-0.160091956648949,-0.115337447053014,-0.197981537208768,-0.144545620947093,-0.201998283765966,-0.0775619889269744
stable,-0.130840875527591,-0.153617735626682,-0.134367266081935,-0.208914338050692,-0.0990349310181058,-0.108027666578913,0.0062142294389024,-0.0775663540463915,-0.295636336694742,0.0801675378363925,-0.0442732794296278,-0.0900563507217105,-0.0926550376467173,-0.101425459357026,0.199037037929824,-0.0194205363688866,-0.100846626647984,-0.130320205797235,-0.105377852324375,-0.171923255678986,-0.150318171199088,-0.0637044733062838,-0.143929790900825,-0.115153865212052,-0.112676036492846,0.0264486575116932,-0.119995379297242,-0.249443647688925,-0.202914025734028,-0.185566256505069,-0.426654070358701,0.143067309432756,-0.455740345134495,-0.159425752148603,-0.134213206195691,0.0063708392183221,-0.154026312854319,-0.129539815265793,-0.0684231468949151,-0.130798299615825,-0.0807523877323147,-0.160674284005274,-0.0630582713369914,-0.0891396722565151,-0.0337627591089684,-0.0814661133852359,-0.0550516426412345,-0.0971731094864605,-0.0879423384971096,-0.188640233398033,-0.110328868038322
stable,0.0193356451011798,-0.180369089743018,-0.18900704875715,-0.176259342930787,-0.112453816238937,-0.11377480688892,0.00730919455693,0.0255770110053554,-0.52852759404384,0.0294568117921826,-0.0316246510245238,-0.119435907820708,-0.122071734205149,-0.0303997917030516,0.228678863216511,-0.048271604261278,-0.138741405387502,-0.176823001858425,-0.117226543747399,-0.17428462756886,-0.178393054240794,-0.086081089450859,-0.0745326468020854,-0.0090099015906878,-0.236159489804321,-0.0640946518304385,-0.104918566609646,-0.0642650263797866,-0.114664241882214,-0.0133205566100619,-0.291712667581853,0.106623280521676,-0.245369153036629,-0.108826986986291,-0.170638016344441,-0.129840926511769,-0.0943987923315099,-0.231341220318114,-0.165904005769267,-0.148288670404127,-0.0172018399171314,-0.101413587818219,-0.156598804175827,-0.156999280085097,-0.0416015426904163,-0.0213095870116687,-0.0984240704113508,-0.153208096545264,-0.203223295013738,-0.200107003936631,-0.157423727681386
stable,0.0154430779866539,0.112356574627757,-0.0127109476498249,-0.114753171396212,0.0897817603120112,-0.0309720353780564,-0.0006470792751563,0.0689574967436861,-0.120995777168373,0.225304911172235,0.0591336341215216,0.0365862671717869,0.11960722840343,0.0855171647849227,0.228689865438576,0.120151002016101,0.0847712307981708,0.112216515442789,0.17819949989207,0.0189890907383564,0.0454639324388235,0.0639014115237473,0.193244192180346,0.129537729895747,-0.0843043123810827,0.0499202608686873,0.0383504915048988,-0.0238705859047062,-0.0094621866569676,0.0478342024981811,-0.0871030790398667,0.286647461788464,-0.0137484321965011,0.0367527891410391,-0.0097508032661946,0.0004217739720061,0.0403581076230954,0.083810219923507,0.0501895000292598,0.0739338587353786,0.0995516169848079,0.059159825947917,0.103660529247722,0.0612069114763893,0.0172229443163923,0.0364474591183858,0.0895247864696141,0.0496979915299404,0.114872022157974,0.0065499507823493,0.0372531974283382
stable,-0.138722331173517,-0.420349516844863,-0.361664047176496,-0.134302913939745,-0.395188729611068,-0.0994565572446012,-0.129175010348361,-0.0812482686373936,-0.182902846380338,-0.218605921254649,-0.193801074572068,-0.372592204615253,-0.430023251346623,-0.337670524636068,0.0067114583253666,-0.131190064474204,-0.37021619855465,-0.245607770471976,-0.367447501552179,-0.246039719579753,-0.374345935403427,-0.188563874346563,-0.121577709730553,-0.0266775011902886,-0.209541794546244,-0.353545453392777,-0.343436624370292,0.0613641650695924,-0.357665885813655,-0.128381961462101,-0.273740547562275,-0.141926689517812,-0.163938079504186,-0.388173777875427,-0.357390194937437,-0.141609969626767,-0.237425989001667,-0.375450309233246,-0.363343568648674,-0.357713807232052,-0.296987992736931,-0.317808039328395,-0.367277036387153,-0.37112007849005,-0.294284213134016,-0.298583934803986,-0.334779145463692,-0.366039630865799,-0.365713578436731,-0.410757647225946,-0.360289931637731
stable,-0.0414017933806921,-0.0567389545049604,0.0059238227304975,-0.116747311205191,0.0129469132197513,0.0295478801303188,0.0259423886252501,0.0246291578149127,-0.118322919014736,-0.0218925295309282,-0.0515648199586365,-0.0888481128017872,-0.127026486778173,0.0346419274064227,0.077612080611717,0.0602916298730368,-0.0488803139934526,-0.108624287311756,-0.0537469133717099,-0.0308223294800298,-0.0608033664679029,-0.0693958795624979,0.0401587367758452,-0.019554300981855,0.118599335918654,0.0371958017890378,0.0505330274611326,-0.191070373898793,-0.0978336641810276,-0.200341187136043,-0.222506726575384,0.0849546299316781,-0.0544502810156067,0.0177946150904354,-0.103174742158999,0.0061982159114541,-0.0935387304254487,-0.073856779358684,-0.0034574783645262,0.0503291618616741,-0.0934651370788477,-0.0566247967572408,-0.0208728923206799,-0.0002815625176891,0.0796320722049287,-0.116767358480631,-0.006945775900735,-0.0308147007991862,-0.0186149036389102,0.0497952718831608,-0.060373944039812
