group,CD3,HLA,CD45RA,CD7,CD49f,CD14,CD16,CD335,CD294,TCR,CD32,CD62L,CD95,CD278,CD58,CD11a,CD244,XCR1,TCR-A-B,FCERIA,CD309,CD2,CD226,CD29,CD81,CD28,CD38,CD71,CD26,CD49d,CD158f,CD94,CD82,CD101,Podocalyxin,CD224
progressive,-0.0635977290459185,0.100722956053882,-0.0375686690493555,-0.0489884021232238,0.0205041550769928,-0.16988666739831,0.0425543778659161,-0.0291192539020378,-0.0394994479491741,0.0586921866313426,-0.138146351426583,-0.050291049918193,0.0107376147123287,0.0316320068840566,0.101933219076293,0.0537727807018312,0.173462454907288,0.143522141406364,-0.0529233554699181,0.164004532232132,-0.0290710744501656,0.271086236976512,-0.0215694161349834,0.0350821222930734,-0.159726269886868,0.224248800057684,0.0625499529909816,-0.169502382999699,0.0195637344657135,-0.0788299422600194,-0.0949561849902642,0.0986777591540881,0.0914464478888144,0.0810278531074764,-0.0628140997466223,0.0037828645838542
progressive,0.257966880697288,0.331258659733959,0.100017512469721,0.199265659927963,0.0137483023399316,0.0363536539551488,0.218570093214298,0.0858784350858741,0.105032568524084,0.090774523539971,0.179511831468828,0.347349696615903,0.263932111095997,0.0910025843203812,0.101746410911358,0.0735039491398511,0.121253679952091,0.0698253594898203,0.358007977545058,0.233464989380967,0.242700535530211,0.120215148930879,0.188224755593907,0.169286995950284,0.0358975885735386,0.169168142130827,0.145322303868153,-0.007682566243916,0.0445055616869761,0.17080050586836,0.202518944217167,0.141574226015401,0.203401797646829,0.080955748902336,0.210400101712441,0.246891018142868
progressive,-0.123517560167406,-0.138209885939602,-0.19314741586568,-0.14678601144251,0.302368844614192,-0.0969425321472255,-0.0903408608640471,-0.132275909337038,-0.0580370393282374,-0.0518126604281168,-0.127231735431778,-0.284561886965879,-0.173287044224498,-0.204308084034711,-0.0988722904063057,-0.0380037067028038,-0.192864760237702,-0.0513216301331537,-0.189903931827074,-0.0299498762446648,-0.0656650716150189,0.0639847032186114,0.0982612979726974,0.0672064358902794,-0.0567150754829547,-0.108097800364016,-0.30280400277522,-0.371789014687587,0.341715570734198,-0.102614884669173,-0.10709559963992,-0.125716584225551,-0.0310944070795184,-0.116743974001708,-0.0569268745302767,-0.12555514966206
progressive,-0.139520398445349,-0.0224225771123519,-0.0895175672815148,-0.0725209677288347,0.0740008866092863,-0.0155117865797033,-0.102498511029997,-0.0129113842136699,-0.0133290286405432,-0.113504754694541,-0.147959872451998,-0.110460136532365,-0.132030673360245,-0.114416069773924,-0.0861482556768851,-0.0403504462538115,-0.189800930677129,-0.144344966352205,-0.175680500000259,-0.09055957653819,-0.108468926121833,0.105882675918143,-0.0959274891157296,-0.0137607420445599,-0.0388925227854024,-0.124346124556294,-0.165047520720615,-0.165948318967782,0.0819624193311786,-0.048980977363772,-0.0578834779635243,-0.141300532276994,-0.0951316540184605,-0.124994023246565,-0.103574045897323,-0.130351767055704
progressive,-0.0093602881461986,0.346534477810348,0.270297811445473,0.146505463210136,0.0779678138206164,0.355769830307999,0.168178380254799,0.402767755036199,-0.0703740147716392,0.371592145056004,0.186339214504191,0.269325808601842,0.18331091456935,0.0074388784996063,0.24861080555295,0.241194258159735,0.402693840043747,0.409219275738355,-0.0019327224545411,0.208311798506484,-0.393866638706037,0.0136474538731794,0.263266926901609,0.278124088746862,0.3509728159348,0.242220990691957,0.433569409770171,0.0280879215475708,0.0716788619190071,0.436465209545237,0.183712439173592,0.142636862979661,0.0882819237574011,0.0952739213952003,0.176540322300697,0.235323988584174
stable,-0.363234663411957,-0.123276266990655,-0.408509389792646,-0.53753823762964,-0.088728582412996,-0.178159142968992,-0.172096329950102,-0.17998529664383,-0.362332627185476,-0.307838902514998,-0.299898993393849,-0.277594293223038,0.0482520289426132,-0.0477066954714218,-0.287580283771323,-0.0430715729987016,-0.165351531145576,-0.286121689899473,-0.446501056757876,-0.234608804961491,-0.230915133719631,0.0497227953969458,-0.164631009858722,-0.0585062701456178,-0.298744543785664,-0.0231156425637591,-0.103271692838726,0.0776043572818595,-0.186495845731263,-0.0997440846638928,-0.365598352408557,-0.206516659988831,-0.157424087316207,-0.309671927771339,-0.367983519387239,-0.254321973199729
stable,-0.429957780711875,-0.0497793788232029,-0.394536976938623,-0.368365779787237,0.0180909914168349,-0.190789856570757,-0.272178548250702,-0.171477278337758,-0.268677608035321,-0.285201571435398,-0.214355285472742,-0.363066233059989,0.179690835591043,-0.0951897454349626,-0.21414601302161,0.021180413862988,-0.195862279692632,-0.259747411897583,-0.427276244571581,-0.282033576682701,-0.0140281617965035,0.150705586945687,-0.16535424556565,0.0419720576508707,-0.144855179447948,-0.0294717961588662,-0.146757935031857,0.0935302609384174,-0.0717644196060355,-0.0582964596422503,-0.285357178559585,-0.199093090541423,-0.0068046142562656,-0.143324043663735,-0.272322325262165,-0.0915980485756711
stable,0.232132635387365,0.129417604205014,0.10096755727154,0.0839470709426415,-0.0205680894623484,0.148631135083753,0.0483021299157975,0.142357846760949,0.0862266771120685,0.148727502320569,0.0480253216567791,-0.244862936485508,0.0087074395428846,0.105191723710358,0.104920809355596,0.188784321311193,0.0616013409503416,0.053930176389801,0.0873070456575414,0.0628899834626797,0.026062436162565,0.362495269845044,0.0672241120240322,0.0856322883071669,0.0814906468670472,0.0438659988689328,-0.0285660259086601,-0.101177565908051,0.395589296212484,0.282252360538622,0.16212552077024,0.202723235570208,0.0380773893909323,0.0550235784781943,0.18949719024116,0.116641015860246
stable,-0.29433803622095,0.0388157885285536,-0.382397186238055,-0.587203387392733,-0.0053256923902419,-0.0014986938125958,-0.129924659341051,0.102106535754215,-0.061934251388376,-0.0729819136951943,-0.112954136273517,-0.216375150920884,0.361399272206189,0.280975114922583,-0.111790743411995,0.220859816820633,-0.0367810918316025,0.0339256291893689,-0.232260345044797,-0.122850160654116,0.0091414316428263,0.295987758060529,-0.0318643932516308,0.161517136209476,-0.0859700317546159,0.330411738963657,0.147530951134397,0.1850830536578,-0.0098068705257301,0.166059025743926,-0.106120623298628,-0.0874514209865668,-0.0248977556903584,-0.102330427144832,-0.128658459341548,0.0536672841359409
stable,0.0578475107090186,-0.0268094003224471,0.0738390014829936,0.0169295839960033,-0.116946082473674,-0.0709145259682787,0.151592221841819,-0.0178208125037462,-0.0430475742290362,-0.100421910208397,0.0341464415309833,-0.193560863193396,-0.106916541216282,-0.0427903131703273,-0.0019335799798362,0.0277239029876136,0.13574026894696,-0.0555516691591051,-0.0751545485121928,-0.0082696575354171,-0.0198370167264798,0.0399086957400601,-0.0782764015922394,-0.0625957537469821,0.0781052625237544,-0.0555132774399379,0.0834663899390329,-0.0105382300174253,-0.117370574017648,0.130582911988534,-0.0502971401687887,-0.0428282410664886,-0.102582946074527,-0.0837746813257714,-0.0757591335053445,-0.0838648295892927
