group,CD275,CD252,CD30,CD3,CD19,CD269,CD90,CD45RA,CD7,CD49f,CD4,CD16,CD31,Podoplanin,TCR,CD62L,CD161,CD152,CD27,CD95,CD1d,CD66b,CD35,CD366,CD58,CD39,CX3CR1,CD11a,IgA,CD62P,TCR-A-B,CD122,CD41,CD184,CD2,CD226,CD29,CD303,CD98,CD127,CD15,CD71,CD26,CD193,CD204,CD144,CD209,CD158f,CD337,CD307d,CD319,CLEC12A,CD150,Ig-light-chain-2,GARP,CD88,NLRP2,Podocalyxin,CD224,DR3
progressive,0.0757889627095311,-0.126767995925121,-0.150546005169955,-0.413879801361763,-0.0473124410400688,-0.249940330986657,-0.173592435761347,-0.337870957327664,-0.562342501475355,-0.192426532033654,-0.402073864587627,0.0448189545817441,-0.400788772251586,-0.143824799798248,-0.215186750635185,-0.286979539022881,-0.164622714532438,-0.195510353399114,-0.470978684409173,-0.0691426101250934,-0.229179118525015,0.0440463676730794,-0.0597963232894768,-0.146081430351409,-0.188984555425908,-0.161825649365621,-0.131006129598697,-0.291269887413693,-0.104925733302863,-0.365451764234849,-0.433395853962146,-0.24402779370048,-0.350515305757023,-0.35841308733565,-0.249328577277537,-0.406067910110523,-0.279386987171503,-0.0999954271840611,-0.0901226457609847,-0.0937214558063441,0.0654060494382354,-0.0582998207199367,-0.204374870296161,-0.0372550890116139,-0.201731565657938,-0.12650116741319,-0.149243916216153,-0.266566970419556,-0.21544087180079,-0.246961021923098,-0.0956170585260558,-0.0291821260997839,-0.235451910969857,-0.110472328857022,-0.122409587332006,-0.159568669305868,-0.0128490301220473,-0.240424581604604,-0.0444478674660225,-0.201078889052871
progressive,-0.377808696272324,-0.258457198006975,-0.204302428330655,-0.2096423924443,-0.12504755128871,-0.16587166573679,-0.103539790394929,-0.197236473937038,-0.200448776848051,0.0577862916959653,-0.117426636303747,-0.482340557928537,-0.289774999527297,-0.328077418596348,-0.284189348939237,-0.201259028599918,-0.246053312305159,-0.134029890722614,-0.303611275786705,-0.0711719242665281,-0.151539543357116,-0.51779070510126,-0.363013707963928,-0.19530989400408,-0.347895914536899,-0.103357743528046,-0.34793095796909,-0.019796962067043,-0.229549069992585,-0.176810985314717,-0.250859069362238,-0.0723926175821511,-0.122074659639078,-0.142684895283227,0.0537953900030061,-0.158376845465153,-0.0919704603910269,-0.0211130037921408,-0.147855970191765,-0.13855198026053,-0.408281571372721,-0.243078495694259,-0.211797264994151,-0.393436986534009,-0.19734714971066,-0.21993483827599,-0.207042721088821,-0.222965836246795,-0.22941907286949,-0.119214091877383,-0.157800786601433,-0.456904605894092,-0.252597584415972,-0.281749562199427,-0.257978906534153,-0.368436369789364,-0.128335347840419,-0.217142058537864,-0.292795584629434,-0.255006626861689
progressive,0.0312792474412881,-0.0294651950038945,0.0687714615185739,-0.103506331505032,0.0590581363115161,-0.0038337289498166,-0.0958243424592131,-0.0681743738731117,-0.20252531937741,-0.279489523005156,-0.152713874219451,-0.049713193831925,0.120192809794011,0.0004458301484172,-0.0166947933873216,0.186376462191819,0.0118636224221562,-0.0585103777513905,0.0034576066353243,0.286416934168596,0.0055844602000528,-0.0547221975480034,0.0358829901701408,0.0037169307746774,0.0425631592955306,0.29447679512361,-0.0283247845474272,-0.0173010529407412,-0.0373305465154668,-0.0157845698601531,-0.0323813945504348,0.0202414746045378,-0.0173274939960976,0.130672023817553,-0.0592281931165249,-0.0936062248060808,-0.0259160910533921,0.0591553398764038,0.0308285815662161,-0.351589912404036,-0.073156796320727,0.48421290855743,-0.357067214020921,-0.0060901417751532,0.000175880478237,0.0288423936427205,0.107802238415179,0.0304797539703021,0.0320902439857051,-0.0491483921926554,0.0133988879271883,0.0258031373975674,0.0214185680940415,0.0406863290871757,-0.0207585057534333,-0.0348688984940059,-0.0056284030475776,-0.0137387928247136,0.114318938913141,0.0314013439925727
progressive,-0.324008106104959,-0.323814264742453,-0.234741271700521,-0.121844577074107,-0.512692318524292,-0.257534052402017,-0.305795594524891,-0.10764174852898,-0.168186049874187,-0.0807610123680903,-0.0091644947634549,-0.160881916619458,-0.1110280523657,-0.230180409952271,-0.352663463484268,-0.165561770340963,-0.38199296379392,-0.281467278977406,-0.221250323467482,-0.119183594966858,-0.253783348330318,-0.273009021486541,-0.202613393740022,-0.369866851953346,-0.269066756134226,-0.131830960205288,-0.264369405244829,-0.281092309386567,-0.258967141135272,-0.163907000125776,-0.182465227896284,-0.28924137092051,-0.0767267607375501,-0.157092253733952,-0.121951416865736,-0.302370057275853,-0.191243900949865,-0.183205658756431,-0.357015330364389,-0.33205203023146,-0.236233408299841,-0.179962675924055,-0.246140976366701,-0.334733872608166,-0.297173300215744,-0.262141729103207,-0.358914172299635,-0.353836596816445,-0.27864398739089,-0.337204035145711,-0.353447605288099,-0.275682324822792,-0.324381059172978,-0.287157847153531,-0.352179944168608,-0.244815159724494,-0.305046507326921,-0.306522809470305,-0.282457244679133,-0.355370205463126
progressive,-0.0496162358719712,0.0047044583209803,-0.245738412623884,-0.266894702547015,0.063211934828248,-0.127521076840437,-0.0309802370398478,-0.0893656716844151,-0.086343523945137,-0.196617171036155,-0.131820474397848,-0.0021656524315371,-0.0498359444688371,-0.126851906229395,0.0387834248122271,-0.122296536993176,-0.0098558840718427,0.0115419034660976,-0.153585323757051,-0.0035867963717273,0.0482518227944821,-0.0514264064904873,-0.291895755572994,-0.0574694808939878,-0.0276028390666092,-0.262033438575078,-0.0719118898029904,0.139966693545892,-0.258640739405407,-0.0839296688611537,-0.115090504873644,0.0365123935424947,0.152509605712538,-0.0310923752840597,0.0683613371283803,0.0150032512282108,-0.0950324155025889,0.0505296297435508,-0.0180101811578368,-0.218164899493816,-0.109684752435648,0.39728140571895,-0.273283398421776,0.0377788357571075,-0.145579910278163,-0.149224027422469,-0.145853194467057,0.0120538107802323,-0.126750960053199,-0.14007081657092,-0.106562644959003,-0.15832660549042,-0.139115584444524,-0.226612036199171,-0.260202000970318,-0.157603981084082,0.0688636098449293,-0.147106629335677,-0.195814785035754,0.13200809928239
stable,0.0343206497915632,0.0746893893227634,0.0680535805989728,0.139115548995139,-0.0570461812910206,0.0646869675251673,0.0284205368403652,0.0415902810305421,-0.169290777236325,0.106176382793177,-0.0314607915431998,0.142531848545461,0.0111165480063963,0.0627860499519985,0.0334768364282059,-0.200509214057132,-0.0119165947955685,-0.0386970734631238,-0.045448204223746,0.235802295113453,0.097063778441403,0.121902734060316,0.0749759339697978,0.0493891448326467,0.0840058584264858,0.365862279525216,0.0300140642117916,0.213910070085452,-0.0846479569512252,0.0188634860706774,0.0735951295342885,0.0209569903440315,0.0431600450116959,0.0447146524887819,0.0283185133700706,0.0545136674024151,0.156403805663832,0.0916129857543245,0.0674737982577998,0.23990610132761,-0.0273309573441342,-0.0241418142902239,-0.0035774694625905,0.0925983341585261,0.0960528419840058,0.0336142729960914,0.0170660941406629,0.0419337794227652,-0.06038033208894,0.0292463552336402,-0.0333117296858061,0.111233823530217,0.0441151017521798,-0.0852669333018549,-0.0109357219432966,0.0271125793801029,-0.0486232269669291,0.0153573239817005,0.15961354560132,0.0500536052959103
stable,-0.021807001633236,-0.0830415406852959,0.0128496378560661,-0.319312229772524,-0.0235761875533852,-0.0179023364912915,-0.0964592140163634,-0.347192858971708,-0.418875131980658,0.10271304640866,0.0183238515504423,-0.0417591008139202,-0.0713030043467957,-0.0892899612133886,-0.0377833474496839,-0.403979408787194,0.168045381424517,-0.0068721303202972,-0.137457072786514,0.43832084083967,-0.0151956598787891,-0.0555920117393781,-0.0638553909659708,-0.0333155267221637,0.0915160163281762,0.0857722456626662,-0.0555475438320389,0.354174705608303,-0.0652611731548041,0.0540964441063846,-0.283886709170821,0.022999065518446,-0.0799804328278202,-0.0941934738545774,0.427021190807558,0.11313316826458,0.263860977926527,-0.0188821064303514,-0.0303406113692837,0.10053362832423,-0.093425795004535,0.305040719787153,0.219367151996767,-0.0832892958097028,-0.0612668330084814,-0.0011380837030703,-0.0454270637280587,-0.0595634553854073,-0.0548771577179707,-0.0213692220320598,-0.0570686893140251,-0.0067205387088161,0.154779319728077,-0.0441314398828048,-0.0777243937923906,-0.0576208927818934,-0.106117373463768,-0.0324493272242908,0.157573588665089,-0.116640735792787
stable,0.0178258401306464,-0.172314029203826,-0.0969891453295171,-0.317379734534258,-0.078462475892034,-0.0995974799252183,-0.13179444764945,-0.390905103722154,-0.481644259673056,0.0154089996729096,-0.230515640800229,-0.166017677279577,-0.0711371239637284,-0.136133560123075,-0.226494483487069,-0.317941196955549,0.0631040348291095,-0.150444922104664,-0.253061153578273,0.254855384210727,-0.175034904340117,-0.139703073589241,-0.138905195585212,-0.111138492118878,-0.0930179913277925,0.0010153407999511,-0.166018173877699,0.182073510008443,-0.145804323255161,-0.149016920494003,-0.361888768171096,-0.207227399954963,-0.141031859317949,-0.200810211496868,0.202798502748358,-0.037144673011368,0.0996791114538498,-0.0897422306994836,-0.0201327085340432,-0.0632951811590266,-0.198991725168874,0.153067458208016,0.079838180811296,-0.066043493191045,-0.173015159064607,-0.171027160991856,-0.0616295966678893,-0.223563196921213,-0.181995001061958,-0.142243705752248,-0.199514136324224,-0.0172419957920377,-0.0299981042695385,-0.183410649968384,-0.121816822033017,-0.140363982894178,-0.201563003731835,-0.162626912874305,-0.0422113801444198,-0.138975948220511
stable,-0.0859850312378032,-0.0932516451725111,-0.181290792855853,-0.317837164061658,-0.053165116573386,-0.173298194481011,-0.114565036334691,-0.362938047584853,-0.603838059060126,-0.134114637591862,-0.0715889691946778,-0.200065874721271,-0.187744214634052,-0.149375235939144,-0.195575773082321,-0.187305805112408,-0.0792389562927494,-0.223713896501921,-0.267969974125753,0.265449925770202,-0.172663306559695,-0.0645571084934608,-0.211248635925286,-0.153252082826682,-0.192839996956289,0.125083331039255,-0.189805189668348,0.0349755451176914,-0.143020600750562,-0.115416641284382,-0.280946860765083,-0.220789729582912,-0.123280297167519,-0.223135960361786,0.130999142499818,-0.127446822866184,0.0453601749463716,-0.253731996548366,-0.0513937167826508,-0.159653449873953,-0.0797827788451575,0.262884440060097,-0.187984293305124,-0.131257026447858,-0.205706910664549,-0.139963001998659,-0.121947747312189,-0.233572626127146,-0.221250199602538,-0.294611466392537,-0.117018450805207,-0.209233077907684,-0.132992182246211,-0.150856955793313,-0.21425160870408,-0.162317214911601,-0.180257048478025,-0.24633160066505,-0.110382067948001,-0.185942304928662
stable,-0.169672890760759,-0.357111362376197,-0.390233642635783,-0.22530056038029,-0.114516312886724,-0.363421716953355,-0.352770528325763,-0.0812157944863161,-0.399447033039133,-0.208358949535228,-0.166811726171266,-0.241622296337108,-0.094008418052456,-0.355734500481534,-0.3615664802708,-0.214731976836627,-0.211673734256354,-0.398852595598484,-0.346607518135045,0.0516853712270897,-0.38468700570968,-0.294405664481778,-0.193724698585197,-0.233839455120749,-0.367636237796689,-0.0348694500455683,-0.408505357494033,-0.119747972943766,-0.36269227777248,-0.203612935832272,-0.39024368041301,-0.357400890232119,-0.128559095776713,-0.255370333902492,-0.0158789025927034,-0.35821117966772,-0.112276895968829,-0.378407495490539,-0.0436586754279663,-0.203943352430643,-0.23604163126298,0.032752574091966,-0.279147868015673,-0.251921161085949,-0.397908518305666,-0.379256083856385,-0.332350142327493,-0.432632567238933,-0.442972220558605,-0.435620359248533,-0.221536481856011,-0.310326801771422,-0.356861534946125,-0.362122820654556,-0.183135315436067,-0.341975902636402,-0.378237900762769,-0.396035883851882,-0.257838520510958,-0.245036777518045
