group,CD80,CD7,CD16,CD279,Podoplanin,CD32,CD62L,KLRG1,CD107a,CD141,CD66b,CD58,CD24,CD11a,IgA,CD66,CD206,FCERIA,CD254,CD49b,CD15,B7-H4,CD193,CD307d,CLEC12A,CD94,CD85j,CD23,HLA-A2,TCR-Vb13,CD82,CD101,CD88,NLRP2,Podocalyxin,CD258
progressive,0.0763903735588298,0.148804350585195,-0.0736732776521155,0.164255103384317,0.266004425388587,0.177203908143887,0.219548895784097,0.207510040045115,0.245832138887917,0.230156950859,-0.0299199050305239,0.223294727345705,0.0852721790202943,0.252331685826083,0.0515745503923726,0.245979394943425,0.113562141766189,0.215585705190167,0.229458992900094,0.23993938213694,-0.069671626692722,0.186286585621972,0.148255377630392,0.184436795912319,0.150419974757224,0.347052217279569,0.211472461931667,0.0953067777199682,0.209139104274053,0.137538805808945,0.187386181373566,0.0612162545658236,0.255203174113516,0.192495920528435,0.20687553074764,0.284259068305424
progressive,0.231588501262134,0.154906114859653,0.469526261403292,0.505579569892194,0.525892296880378,0.52547667217743,0.536103229857044,0.356126886163575,0.435073110052464,0.25465172646508,0.468334039384657,0.482361722618979,0.518451901464258,0.20127741557552,0.424449279073529,0.310274203164513,0.440494156549301,0.446060350408332,0.515685822162551,0.535251638265324,0.507671891315552,0.525051316425799,0.362883373011314,0.547886028737018,0.480408086593055,0.440098651706207,0.533630935215265,0.517587907931474,0.333955667667018,0.405615520610296,0.399530951422482,0.322058748561323,0.436677927551089,0.415148478409798,0.530519829776997,0.45442327985593
progressive,0.280861672171728,0.281779854548426,0.273091848610179,0.288021668247607,0.371166075715089,0.348717534797982,0.0900706902796122,0.39176179484467,0.3046056438766,0.214537452802567,0.27208875708441,0.315720422223707,0.264550485736722,0.306249787333935,0.366805044798004,0.278567824344286,0.237799096641668,0.285253867010953,0.307875784026822,0.25606575744412,0.262308425458427,0.32115539493376,0.245462174541973,0.365211149126384,0.228360874338532,0.303487421264013,0.358893523542617,0.307526362814517,0.252252552563125,0.333751501010377,0.270386578785201,0.323078763226704,0.398262053966872,0.282950757909071,0.345260881362874,0.343897273909008
progressive,0.0545566559454655,-0.047109913368533,0.0724725740353968,0.128500028170685,0.174532648614756,0.0608482038952335,0.217231982270157,0.179084667919489,0.108811483358979,0.0260228734507538,0.022799832583101,0.211804898340528,0.0340649483930402,0.233739756165574,0.123562008057928,0.178488739537115,-0.0518087026183828,0.17397392335521,0.0924833224387899,0.0827733843429191,0.0547597295571193,0.145730384540978,0.0767510188606782,0.10109432025353,0.110535320920118,0.0652284341464705,0.169059727545943,0.0028522229290379,0.0788701137263995,0.123189604660513,0.155993750786705,0.12122116030456,0.123332114545366,0.146766406686898,-0.0031582932635294,0.146983782889219
progressive,0.548836186191555,0.1889654326914,0.649386350542354,0.122540723446501,0.550000235768327,0.40156007958039,0.283867165134567,0.597262477748331,0.576131481008386,0.53366268901477,0.673055457061197,0.632271743183471,0.52312109338305,0.223736975535897,0.46032739193912,0.593152187911986,0.524844844992471,0.559453547733639,0.415305945772992,0.34436421189952,0.600233095016072,0.382881121325872,0.584604066707504,0.369536674412001,0.540453690494489,0.591578038828049,0.443786683558974,0.227113821735259,0.511135262106896,0.519215818471793,0.523880267451132,0.575046168421031,0.593423453854602,0.56694815479346,0.290997813221394,0.565400772492628
stable,0.228704943081688,0.516512097598311,0.207865480832264,0.26586791576176,0.229519997091953,0.347378022643438,0.155299240941017,0.211259088782489,0.221136016593743,0.185215908730969,0.189441110026161,0.298760031766845,0.220122713484248,0.0917989610624731,0.321925757352061,0.166463496899109,0.306283555456229,0.215928553011898,0.250606740092217,0.239528989183763,0.246575992067564,0.28333730754467,0.212079835430346,0.307291257126559,0.136500617148534,0.246300188113264,0.295634581804963,0.264608616052369,0.308667636981873,0.290781437015644,0.18534702628815,0.346957789544298,0.318109299667273,0.252753258389269,0.352031180118842,0.211373676238001
stable,0.266089738172083,0.303959909140588,0.290182994879003,0.349202489640129,0.362052751653725,0.37992506546589,0.127068061670412,0.33208206581443,0.312259151578486,0.203226350964124,0.341138846782995,0.360999214173232,0.297242223315698,0.343953352111482,0.509324712816902,0.255194201037676,0.20601082495483,0.340003210503346,0.263389687436098,0.312351322362871,0.277914180573171,0.354058946377256,0.205170771048417,0.306245549844064,0.302767704089889,0.290048141721665,0.398053949049687,0.224849276501704,0.336677743054184,0.387059146676207,0.25529424970684,0.262493155300524,0.373094887914008,0.388087660071982,0.375195047050101,0.330548527497255
stable,0.228269223051207,-0.0132963162362388,0.203404177611836,0.354646859712853,0.286359686980025,0.330835185221795,-0.0957558182331212,0.317258890734964,0.24740886634105,0.106114592298038,0.31570019142462,0.355988696241463,0.215519962391786,0.567323732020085,0.312862969188576,0.338515417945055,0.262787020936877,0.227480633058607,0.261833092061214,0.256504116467277,0.227566704825274,0.290253985690069,0.411635962974624,0.287094397721473,0.329857136648639,0.340866287977138,0.326881300526966,0.234939527795131,0.282648198485681,0.349219101935705,0.380491579206751,0.375300409069197,0.271772827547351,0.240711962295842,0.355668140778127,0.30846655404868
stable,0.163762268742135,0.605896684851846,0.168073272203918,0.112324579012114,0.276257257028378,0.31828004036251,0.317672586192647,0.286510875043907,0.207849374683462,0.31268394454389,0.0183461600391214,0.348244003705862,0.173517984509457,0.12874753357707,0.236233754352971,0.204890142019047,0.292799895906735,0.302196811167959,0.247119210955046,0.364233632501821,0.101539540404399,0.314997980780196,0.243585858425723,0.340189446883009,0.28819882280811,0.25090973549497,0.322466495670052,0.29694986224141,0.226130892624124,0.239819335958448,0.213871388456814,0.299466006672044,0.282940054198007,0.271097392283615,0.353354906604704,0.245784694392159
stable,0.0833724925695464,0.510031607228845,0.185648773573019,0.142236062909981,0.314058648643065,0.254326398253367,0.24083057155378,0.388451514798446,0.28012080399358,0.0356570452084903,0.124711711437262,0.318268793550072,0.1450511198019,0.236889545031535,0.258974046172235,0.217774898929928,0.143134658968536,0.27754388223177,0.238810454277289,0.22047641479379,0.104815522649131,0.251041440650353,0.208610921541944,0.308829077655062,0.178587371937059,0.274014902968684,0.283365985886693,0.252096643377164,0.223825277295835,0.296991566014032,0.270118063350827,0.329371443034826,0.241079544847879,0.292373401580156,0.363277197785025,0.307441543356429
stable,0.22767557305481,0.243418024556385,0.363424719796484,0.296313665248834,0.419771561262502,0.340691365554183,0.0664923880068981,0.427578299261139,0.371489687461431,0.174570075556365,0.298719181591031,0.396446165174778,0.259648606645,0.303771403644442,0.398341211585575,0.382907319905629,0.194984312311485,0.447311224866405,0.419193852537528,0.253691813763291,0.32820090496105,0.353957796491515,0.275558368067654,0.332994202995531,0.306640008209086,0.361610024148028,0.334922402673961,0.303672344004414,0.387037876970065,0.386207264373751,0.297738878812082,0.264568310448873,0.393143470716796,0.40019748650404,0.448484821209187,0.344354795909
stable,-0.0399073489038705,-0.179604725246919,0.0242422345042038,-0.045265204666374,0.108550589420323,0.133144342002472,-0.0440497443507193,0.162507150987773,0.0622511729415498,-0.0852944839443876,0.0849244791084414,0.21322037074269,0.218548355887997,-0.0209648744593532,0.064435743599506,-0.0081288495867893,0.163974107626083,0.126522232165987,0.0988297643406251,0.366106309642933,-0.0712270384324878,0.0894932281108631,0.108724654740066,0.220507556676996,-0.0282289365166191,0.194325681645104,0.0372182524682591,-0.0518085118775861,0.0642793563933565,0.0017338397615074,0.172613503157562,0.136360915965573,0.0120611641727484,-0.0544231871586355,0.143712086592078,0.0643214471358861
