group,CD137L,CD269,HLA,CD90,CD7,CD49f,CD194,CD14,CD16,CD25,CD279,Podoplanin,CD146,CD32,CD185,CD62L,CD107a,CD95,CD66b,CD35,CD272,CD58,CX3CR1,CD24,CD11a,IgA,CD79b,CD66,CD370,TCR-A-B,CD122,FCERIA,CD254,CD357,CD2,CD49b,CD18,CD28,CD15,CD71,CD26,CD49d,TCR-Va7-2,TCR-Va24-Jz18,LOX-1,CD158f,CD307d,CLEC12A,CD94,Ig-light-chain-2,CD85j,CD23,Ig-light-chain-1,HLA-A2,TCR-Vb13,CD82,CD88,HLA-F,NLRP2,Podocalyxin,CD224,CD258
progressive,-0.20438946436385,-0.0822369153932137,0.0665025088902938,-0.217507065304402,0.0568408033948429,-0.199147259259493,-0.226346757737456,-0.0542830375614507,-0.241637313266206,-0.0641063653731325,-0.115722304463015,-0.210490100546512,-0.0757581689424049,-0.191767071160319,-0.0583084930439646,-0.218931895802447,-0.0345820513109339,0.0221082077839052,-0.166696386941525,-0.145304588621959,-0.0306030802018235,-0.12920532583251,-0.127560890423809,-0.034390370539159,-0.0670029807216532,-0.165010084509977,-0.172383656430935,-0.173390081682756,-0.0620352771560169,-0.0343270334063743,-0.0955218351643261,0.0020242565255434,-0.118594690522683,-0.269996067357244,0.122655121097719,-0.163635527811261,0.039579976461705,-0.156988128367912,-0.205635905049285,-0.146277726781135,-0.123654809766198,-0.0860992055018565,-0.152289495203014,-0.139682768450324,-0.213121224448361,-0.193723024161192,-0.259046375513041,-0.0959426502845335,-0.0871029531928626,-0.126492279803324,-0.186753914451229,-0.211288165535068,-0.18381428646791,-0.224356661450646,-0.339906494390028,-0.0314006779207998,-0.283194455878875,-0.152862399195212,-0.0822718639814647,-0.21105195807175,-0.0428476682633963,-0.147674411051246
progressive,-0.415371165624438,-0.432701396413385,-0.403372681888482,-0.431035795509511,-0.12349333311042,0.0889796229973211,-0.254009643432739,-0.367083675182159,-0.452821648820164,-0.413709435908778,-0.503919870878249,-0.478468109627194,-0.522205034433162,-0.524613521607434,-0.529116083971561,-0.457551064186946,-0.446136479898149,-0.192404100882322,-0.465779980577639,-0.453820796495748,-0.404336165860303,-0.447177808444724,-0.45020423939268,-0.481938380088845,-0.102670555233889,-0.439204141326536,-0.42607059052894,-0.433688186457018,-0.410790797115672,-0.491793403836394,-0.40572071743949,-0.405451090498613,-0.405973275088814,-0.443257435477582,0.115723871697539,-0.421384830516932,-0.42937435383004,-0.186254882982107,-0.444213639167656,-0.15501924161709,-0.224979410926962,-0.0922142217368077,-0.413789659069633,-0.495102524721707,-0.420521196396997,-0.412726365546292,-0.562655968218068,-0.452483916181848,-0.430659585833457,-0.414341040438845,-0.499534864782686,-0.413690793507099,-0.40892547674905,-0.405990923024253,-0.402222599332515,-0.460634094311026,-0.51904702458298,-0.488057239218626,-0.454099970086342,-0.453198562529818,-0.448035842313242,-0.401600836524058
progressive,-0.0920170731999555,0.0085455281360402,0.0639751340506895,-0.0253373822052929,-0.361968545553641,0.439111128932465,-0.0352710817226758,-0.0773102224007049,-0.0529175326963952,-0.0654305072237109,-0.0467105557557082,-0.041186108647751,-0.0809297842884799,-0.0361442785777857,-0.10663641883638,-0.334984380093788,-0.0899198640411002,0.0550157190929111,-0.124002343433858,-0.012496271856963,-0.120238383425285,-0.0275502972692051,-0.0800579361995906,-0.0098145012764365,0.117446084113909,-0.0898335321626387,-0.078900732467199,-0.214485548998391,-0.0079296009702324,-0.293525567287979,-0.176165989386108,-0.0816841102516,-0.11472484957255,-0.002868600287575,0.223378038338586,-0.0068128798930617,0.130141136712366,0.0104640187528529,-0.0939810302367943,-0.12932169969403,0.208388038282632,0.0118857208712385,0.0176888360070411,0.0340625896350077,-0.0558269918592509,-0.107024630165213,-0.0004897136706114,-0.0765299038481598,-0.137751119973034,-0.0868437896877054,-0.129381844533844,-0.069066024688996,-0.0143258803271486,-0.0965679453641841,-0.132180122925592,0.0642026057683917,-0.0758797824195305,-0.0559365147568172,-0.0908362518548379,-0.126952801273475,0.01779801790596,-0.0878218576991339
progressive,-0.0659701084733528,0.0950564865312194,-0.0682793576061571,0.0271278831809367,0.214648034132713,-0.175172184988044,-0.0602463481283115,0.0590616073088847,0.0568745862905721,-0.139555810079531,-0.0407316691774313,-0.0227648456300474,-0.0537260243862398,0.0175697815220249,-0.0076645052934296,-0.115712943272269,-0.101473984508521,-0.106998175691268,-0.0548412896939265,0.0430932988245058,-0.114630266802342,-0.0138510737910557,-0.0250713139775866,-0.0043819807288654,0.0216058367441863,-0.0626938664761872,0.0467601098872042,0.0317376105056132,0.0171145969046778,0.0073396892639876,0.0924644442349937,-0.0972405344632984,-0.0550388870661956,0.0347820291791261,-0.0225611123027202,-0.0670994787599609,-0.0056925551308847,-0.0127812973596417,-0.101549827322442,-0.0897050742423698,0.0963869594055555,-0.0480951970450828,-0.153698251019584,-0.0212855862640447,-0.118491640853336,-0.011147656431418,-0.0740140518823455,0.0402647158475628,0.0098688185918862,0.0130024569961008,0.0018916818668013,-0.0464545219630435,-0.0075502052036067,0.0263395752356713,0.0282055487121568,-0.0402990626055896,-0.0050192893191889,0.0171119188462023,-0.0070891017223506,0.0116977032633433,-0.0420633441083871,-0.0982014340697676
progressive,-0.127250840706495,-0.169614207365177,-0.185592209077611,-0.0706424356694917,0.239781227070581,0.163158299230316,0.139138308386981,-0.411066915359419,0.0329797927431229,-0.3468934729987,-0.0573014314091936,-0.0745062047780439,-0.117176827988959,-0.130987871330859,-0.194161179099174,0.0325626958254188,-0.0305079806643952,-0.342090703953494,-0.0181723119088982,0.0696435638429305,-0.158504212357856,-0.105903510065402,-0.0594941150174224,-0.0387682378553062,-0.214915804457421,0.0220527212724458,-0.236511270817249,0.0023599396022045,-0.275758907287801,0.165091905149192,-0.0848230094881765,-0.0744902613806367,-0.0588396837475168,-0.0407452621310083,0.131946065401148,-0.424411334246855,-0.25837596415198,-0.187952560580506,0.119340972176033,-0.458105368219127,0.159265726871853,-0.220054350753737,-0.112873270889226,-0.29168909489653,0.053717236532416,-0.0994593925404811,0.0408875448636917,-0.153371156179296,0.0043298267166419,0.0377172307593826,-0.180632438805716,-0.199051982146883,-0.105531374900808,-0.0749632063980588,-0.0894751607091184,-0.0960096831899467,-0.0780609059914888,-0.0114705434911263,-0.213155166444466,0.0890431047681274,-0.0519369811904115,-0.0831508144390713
stable,-0.0454681136875381,-0.0781097913316385,-0.0496528923873533,-0.131014720130457,-0.03012687263273,0.053820726691242,0.0798996275516633,-0.072766218071258,-0.0797510060224345,0.0566504531037698,-0.0836137149909765,-0.0677658905970536,-0.116500243628228,-0.0405706144049141,-0.13197356278756,0.167877773203522,-0.118963292693605,-0.147684520728651,-0.0672904545708755,-0.0522178627178205,-0.092994320022673,-0.0825609136354575,-0.085519916537434,0.0356220075386321,-0.0728175234763124,-0.0499785650657341,0.0042483637073831,-0.125616370422807,-0.0277069893053267,-0.152067675898446,-0.0106998217119063,-0.0455154902951414,-0.089918979736646,-0.0547488120346446,-0.028189246233417,0.0655830949005165,-0.0980579933569573,-0.177794985439359,-0.0304543960944322,-0.100741512425873,-0.1973963587073,-0.139336217323934,0.207640915441587,-0.0604984405368437,-0.146591894321528,-0.102763207578716,-0.0602301231839318,-0.0561410991278008,0.0090372203947822,-0.0383377518359722,-0.103809435244879,-0.0837498574500456,-0.101734628282018,-0.0289917119373548,-0.0294711788043163,-0.087871361859519,-0.0700610040490762,0.022415482785267,-0.104048234586918,-0.033314485011967,0.0048231745213698,-0.0842699213937329
stable,0.0221779320906687,0.0657696938069425,0.312037807477914,0.0034601699345976,-0.164744993537225,0.24281473806603,0.0200941348338904,-0.0055910298488961,0.0141382010868449,-0.0135421201733034,0.107159169710066,-0.0258577039655185,-0.053532903062528,0.021782596690471,-0.01531339200582,-0.379484484869202,0.082854122892362,0.296480435417085,-0.0114694016242533,-0.0139497836109176,-0.0273213686046356,0.11958822974558,-0.0184008874995308,-0.0157855231320027,0.480892939998772,-0.002085300581664,-0.0258158660163546,-0.0506113716108455,-0.0055218044444866,-0.220539166860862,0.0769495982104028,0.0142085754631991,-0.0249921618985691,0.0068572475270765,0.563275529095185,0.0983327013918862,0.351488010784616,0.290951243413383,-0.0686791833309596,0.12156383359405,0.404850446002363,0.406096954421516,0.137156715244329,-0.0245998363391671,0.0621838638401345,0.0350077751107544,0.0148541507124897,0.0308146665380251,0.0449895274552867,-0.0101105266474393,0.0272115249138289,0.0713791319261206,0.0356641826039177,-0.0039564562911923,0.0935218148368775,0.154329354252215,-0.031915920599207,0.0404556358969296,-0.0121865627094275,0.0323357916911984,0.137342651506013,0.0282585878389695
stable,-0.100993265880278,-0.118545513964289,-0.0063771062553394,-0.0603670497952394,0.111350175126873,0.257567758870936,-0.0216902958389839,-0.11464120934308,-0.164027206926552,-0.164137135025749,-0.154688098661547,-0.17277816297255,-0.105492796711986,-0.170613735365757,-0.0819126089667738,-0.336084350253767,-0.201382954017021,0.0068018677877051,-0.185169115010637,-0.170374129133246,-0.0981050359391406,-0.142835574682402,-0.142995056146794,-0.0885519534806839,0.107795738042114,-0.203883560528619,-0.139877147222045,-0.0683344640295369,-0.129776050155802,-0.159629177264196,-0.0839062250218372,-0.0604479638162877,-0.105042030957729,-0.0921969605968072,0.291534101272033,-0.13941519149265,0.189253779415986,0.0409440804037557,-0.112727023336077,-0.24363610007253,0.232843879940019,-0.144542067533766,-0.0200563161941335,-0.124805978294059,-0.0895041070562771,-0.149211617162787,-0.0833083204789225,-0.126629722012567,-0.0866699293697221,-0.191235032699362,-0.182334580272859,-0.0754622048328981,-0.180847129086192,-0.165838698681256,-0.165660466244822,0.0311305957046971,-0.20099360454647,-0.110650814577754,-0.126590703165226,-0.161439036039048,-0.0194058856488676,-0.159593424035954
stable,-0.0508421541370666,-0.0408609761155231,-0.151003007184821,-0.0073937135534396,0.41706868170714,-0.0320899694933978,-0.419092343714032,-0.0771929034786352,0.0072471210669728,-0.191891794347844,-0.200304668570934,-0.120611690546949,0.013814109456673,-0.0248399108104685,-0.0338563743876231,-0.136457451379531,-0.0330022139907635,-0.491568819878095,-0.0152444534696045,0.050685474660612,-0.0334940037251915,-0.125121054724106,-0.076949706740519,-0.0881331458282566,-0.250798416462803,-0.0729484850775336,-0.0037226010595156,-0.140364903243588,-0.0016570406934108,0.0474188889553122,0.02372027288947,-0.0385913055151531,-0.0140695548501071,-0.152712821919854,-0.264024564816817,-0.0080650267530561,-0.131827146202195,-0.454683018563136,-0.0636458603356685,-0.245525564608119,0.0413004507668051,-0.193934068023694,0.0028147421229618,-0.0845466103275669,0.0457767426497122,-0.0529783008867324,0.0091681916435974,-0.0202367479284689,-0.0622486788493958,-0.0395986870674234,-0.103526379765633,-0.151223494257993,-0.021115390562852,-0.0067929916677541,-0.103339642751095,-0.0996449454309836,-0.106921202039042,-0.112180374699232,-0.068429202447783,-0.048265282539732,-0.105239561631789,-0.0461456055690994
stable,0.118455969352449,0.0678615446677015,0.218598396872246,0.0476443615998678,-0.414294212291359,0.046426392511162,0.069195889885028,-0.0960761731566067,0.141874861869584,-0.0301858900999941,0.093157694525216,0.102263167522206,-0.0108223585179124,0.0155337213257869,0.0746073063506561,-0.19343356626931,0.177162509820187,0.230197921698112,0.0879634914710792,0.234806417069721,0.0175585440457741,0.148324458077894,0.0224515436035649,0.100735648708864,0.194205981649325,0.0668551313286025,0.0345575578603728,0.19545777712335,0.028268718202583,-0.194128808404519,0.038635575883491,0.115118251904529,0.112128878468157,0.0073691890150101,0.0609816996609121,0.0823495566628473,0.163932640342328,0.0447723984166875,0.0902277130208835,0.285227918126186,0.125371112769726,0.0577696239942257,-0.0201317577188187,0.0520220535591538,-0.0034956506995517,0.0673732684865584,0.0172169943627759,0.0734203716213984,0.148978260291659,0.0214912725093545,0.107164747886841,0.0724081702378511,0.0766615743071216,0.0345316682255296,0.0696252327519187,0.0655004879906279,0.0594142666703438,0.0889198034080175,0.0647682505483681,-0.0117543615536206,0.171414019187045,0.185137732087881
