group,CD80,CD252,CD52,CD3,HLA,CD10,CD45RA,CD7,CD49f,CD4,CD16,Podoplanin,CD185,CD62L,CD27,CD107a,CD66b,CD58,CX3CR1,IgA,integrin,CD62P,TCR-A-B,FCERIA,CD41,CD226,CD81,CD15,CD26,CD193,CD133,CLEC12A,CD94,CD82,CD101,CD88,NLRP2
progressive,0.0823922892012817,0.119103316049296,0.434718742907825,0.561532526317236,0.407536005061436,0.200813148142511,0.443589526978534,0.506160685155152,0.317242073212319,0.403246174734099,-0.0443225872763841,0.300283468551805,0.301153209526086,0.339744933340493,0.440335792148683,0.25916614471634,-0.0873036982666634,0.270796126662737,0.285260106454673,0.0635268733437338,0.27024657984121,0.406588723891043,0.493004047730162,0.195090306637355,0.44423708588659,0.446009456917031,0.443772734216819,-0.104461196397819,0.415600303777402,0.324016370400721,0.196581305902167,0.200911928072047,0.334920564156557,0.255321361759854,0.182266706583205,0.253916164042527,0.102240208571135
progressive,-0.0067723444803501,0.10436212002677,-0.0313407306829405,0.0202902600108808,0.121995741179616,0.0786317606219137,0.007831033068133,-0.0802493821603074,-0.225626482041776,-0.054013141749373,0.0919398657808814,0.103004630829875,0.206906986986081,0.221141294985626,0.0544636618453367,0.296303991067386,0.151249544507436,0.0972281297382127,0.115044242399795,0.0819183619979668,0.0825561394052203,0.10478961026471,0.0453802989015913,0.27936228117893,0.0539127371610167,0.044009691098309,-0.103743196981111,0.0914514300254113,-0.0394875757938208,0.0909206852017414,-0.104902310697083,0.167500903807438,0.146655442784284,0.20392799136265,0.0965404204130511,0.159629169067181,0.118888464785151
progressive,-0.0834414837629667,-0.0638241136403735,0.0760956734775898,0.0436592348405225,0.110956862412394,-0.175648480012773,-0.0028270669681079,0.064004234001467,-0.324860779238617,-0.155341063848818,-0.144659607255877,0.0017487801692011,-0.0465067013697534,0.0406796499028229,0.0919492471027861,0.0399831663759822,-0.0702539593758784,-0.0196466126386296,-0.0158857706521686,-0.0482518185836811,-0.0666504532344185,0.0500929077504802,0.0869970796089619,-0.0521524697418966,0.0230871286824034,-0.123279721728231,-0.135691502965205,-0.058840059297879,-0.332798859675307,-0.0253548759618626,0.0603058270522602,0.0184550880441936,0.0237962799447906,-0.0285349566565302,-0.0668001826010248,-0.0713244213768421,0.0109015726949554
progressive,-0.185850091170029,-0.142910223996677,-0.111744969013607,-0.0621754008579877,-0.215949173548211,-0.129456955270671,-0.0792758574778651,-0.0205237093859879,0.0977682308276646,0.0333277976134906,-0.23566209664139,-0.217248877585266,-0.122783361405671,-0.157106230924608,-0.0081680872686687,-0.233175126837756,-0.324594738903656,-0.228058571348437,-0.173355425098434,-0.200418368415881,-0.238797464951019,-0.132208251377063,-0.095339002898392,-0.164726453585515,-0.13287807004144,-0.264276059682672,-0.0923963847986503,-0.194633241373034,-0.0626939184357938,-0.215586150891464,0.0033996541585046,-0.281937006396808,-0.176890521839053,-0.204275828656663,-0.247972459314984,-0.201984973777731,-0.187236929843167
progressive,0.549785510775604,0.436895616177354,0.0306529312174023,-0.197514728922827,0.278076289055089,0.43088427792894,0.363931694314816,0.002475799969753,-0.406568505006001,-0.299642598772021,0.62884359033463,0.409506348382389,0.4238229079758,0.237011682973563,-0.267482889529301,0.47244140097697,0.697347016857786,0.573052229391797,0.272140785723516,0.374525627660613,0.415542315900078,-0.0101562999438516,-0.0289284909324869,0.46955579275634,0.289737315842521,0.0779181195473337,-0.0508765761168494,0.554613646627205,-0.0755784891218546,0.448912479765034,0.45143571617856,0.494120239435477,0.402550175312939,0.438503981240368,0.47649333934145,0.436560557321072,0.446994186925089
stable,-0.0616481806689239,-0.0568553459273091,0.138986469483637,-0.319127068325794,0.105185319834207,-0.0780792021922122,-0.419154166586299,-0.537095625336266,0.326158765900287,-0.0069089491566733,-0.0614345789649961,-0.0397954871883011,-0.0293058408083254,-0.0649629973662155,-0.107663609107171,-0.0144071422718832,-0.0803151875204743,-0.0205570147793078,-0.0921753521524419,-0.147360577417662,-0.0228200148579174,-0.142657749655697,-0.337391240035178,-0.0862890588265971,-0.0244339333455808,0.150877201772399,-0.188348347309626,-0.109793958426345,0.0007371981523836,-0.0724578151398223,-0.111764784905638,-0.0098226849660757,-0.055830996153518,0.0641939850368384,-0.149022131737342,-0.0884803072008674,-0.069744418587991
stable,0.196855142549184,0.386744556335144,0.189182014667576,0.323630426971505,0.107172973511387,0.263492240010933,0.320357002529254,0.408001095691217,-0.0065533447509897,0.302532669057739,0.252055849747722,0.428512043079302,0.260035379825723,0.414315473346783,0.170380944073017,0.258484355043079,0.288814999118187,0.314884520371437,0.41611080941157,0.449061077018566,0.174581051491282,0.194483616923714,0.404520958473099,0.334549087983118,0.0068598936004329,0.199696128580898,0.293868851295728,0.340244771099825,0.0794127918607428,0.220763830697447,0.114309430765775,0.205924211874356,0.253641780413125,0.192305771818819,0.312583115908421,0.383843770289238,0.385187400059198
stable,0.187111300445994,0.192563123185114,0.0950674686071252,0.353548413418107,0.119428171490474,0.157814491749595,0.470407796224109,0.366192873991556,0.029314979465194,0.281408192011035,0.27913485806316,0.214535167586125,0.269075446063713,0.377996052291203,0.271158055162638,0.138910262195311,0.222023726183997,0.1946544134243,0.224503764864916,0.254785744354687,0.168799865404802,0.301866175326593,0.412896584186655,0.0949305250727341,0.245492049104343,0.14489912589109,0.150148387185095,0.279348959181423,0.0283100978840416,0.110104783800417,0.0254148610011007,0.209317217371427,0.189283442962414,0.0829390129075044,0.048709042887043,0.235103523478049,0.207137982086828
stable,0.315683781604059,0.27178241662467,0.200920579212063,0.0050655840207084,0.173684870893477,0.316786529415909,0.0545368292178764,-0.0848124872851744,0.186237885257955,0.067974560992298,0.163082150685894,0.266975146715874,0.100485513516201,-0.0572612074033227,-0.137052466669703,0.203006855738722,0.159882352719521,0.331956943875618,0.349477975177579,0.286599102067389,0.134869022919503,0.227667985719019,-0.0078539283930673,0.273802310451248,0.262374594917171,0.317759054802912,0.191159622488269,0.207707727432161,0.160287522269491,0.303064608158327,0.0040683777757969,0.150702456864116,0.262570557591649,0.239823037617833,0.270685631899574,0.344200368247387,0.305528570252645
stable,0.147393588657191,0.234735700461588,0.0868580391647437,0.285671989645184,-0.027337035954167,0.114050045245374,0.332701935372087,0.406275209291274,-0.0201559517563402,0.0827348367015422,0.0659259943311664,0.204877295689471,0.221762198555443,0.308336974354278,0.373732038342459,0.121541885683062,0.0515060289334312,0.195251598917258,0.228122780089721,0.126075448752325,0.114128804775469,0.0406970765550613,0.321447957856149,0.162061609070791,-0.007916276385938,0.135408026547105,0.0389115575590128,0.0330460487684394,0.0971120180929922,0.151872428973742,0.0084054383758488,0.0444634033378085,0.155794305314563,0.164236574689637,0.168516757844914,0.14829016189302,0.180228218494457
stable,0.102934792576978,0.232784883629719,0.349991319401466,0.386569443221896,0.224753778508581,0.119339272832383,0.11740889609609,0.149350367644581,0.168117496327315,0.213485731826288,0.165536151968752,0.291194622033201,0.312229851150302,0.153156525839465,0.04822862114837,0.217102114670962,0.11033312768544,0.285969824998203,0.336496073474517,0.250460065707341,0.214637852530545,0.201417518026701,0.32234632129049,0.375345772033781,0.182247233567773,0.329758939535548,0.161983747956607,0.123433021528459,0.227833970919989,0.230365846433103,-0.0648818075228925,0.12294920630334,0.298425237007601,0.284310578407668,0.162957525857905,0.255874833225463,0.312555352943459
stable,-0.151640767565846,-0.182653531623536,0.0504088699115047,-0.28644969459393,0.16933355599137,-0.07159019062768,-0.418892843639938,-0.375532696538385,0.138556572598783,-0.0776581728850972,-0.157669138375563,-0.203768189857765,-0.175850855283554,-0.160325069210855,-0.111266211674359,-0.10618116592677,-0.166333290096811,-0.100161182677424,-0.114726263200244,-0.135963978955038,-0.0174442267717945,-0.127118946276185,-0.292161177233231,-0.152880736564143,-0.0061396709861087,0.0371706106463329,-0.301770518522665,-0.195478571740727,-0.25778765465374,-0.0878277945353461,-0.0223186099740293,-0.130986221444232,-0.0638831555902345,-0.0613401311525936,-0.0655082980958368,-0.0749630471330096,-0.162798699706843
