group,CD137L,CD154,CD3,CD90,CD45RA,CD7,CD194,CD14,Podoplanin,CD5,TCR,CD32,CD152,KLRG1,CD95,CD66b,CD35,CD278,CD58,IgA,CD79b,TCR-A-B,CD122,CD124,CD184,CD28,CD71,B7-H4,CD26,CD144,CD305,CD158f,CD337,CD307e,CD94,Ig-light-chain-2,CD328,TCR-Vb13,CD82,CD101,CD88,Podocalyxin
progressive,0.344745033391114,0.109141363024557,-0.0625577981343406,0.198380634701717,0.0891470342102,-0.10870910576253,0.502990317157667,0.306622282048874,0.378818244079575,0.41307544280325,0.354477641158778,0.268342962728271,0.350226544241236,0.278622505850447,0.250000146308681,0.220798611478837,0.251437100317405,0.285499508399042,0.424444719294804,0.407266505584628,0.27711442220826,0.0031036182556562,0.3171336351235,0.221771673087663,0.202913762523163,0.442715029978826,0.176945304492413,0.421400469600178,0.0829231050784691,0.338398836779534,0.0978478287475422,0.33821454850492,0.358008379634641,0.102646945960146,0.254134891300537,0.30814083783759,0.283730192211423,0.35832040635717,0.32438699826114,0.359458474083981,0.365732485511497,0.380021664912957
progressive,0.0225031384946011,0.11911597470555,-0.0141411593787623,0.0789478703388293,-0.0075026942992105,-0.140526693830892,-0.205860040912197,-0.0067742514363152,0.0327511378513487,-0.289968020947548,-0.0628531479691976,0.0783676128057935,-0.148925693143224,-0.0451004526372679,-0.028480840416684,0.270656925311765,0.193357968521597,-0.195219096255485,0.0334147430395759,-0.0173141697727514,-0.107198652214647,-0.0967566080066782,-0.184986674133919,-0.209841933776882,0.0441713339467249,-0.142482604156451,0.195951756942392,-0.0261066472088931,0.0335513426287216,-0.0485149945706562,0.136594838732242,-0.148734791971727,-0.19447121788955,-0.115005847931604,-0.014887847512067,-0.0070417602089652,-0.06898778017428,-0.0618709174183596,0.0571993146504993,-0.033599952931182,0.0762658358275697,-0.103922364956538
progressive,0.0824236117214951,0.0135171704795225,-0.0559423589006249,-0.0157672996642236,-0.0693805397304076,-0.214592556958581,0.282073962729026,0.11277038230334,0.0834985851022114,-0.0061733579307376,0.0863188639605551,-0.013718159186097,0.0239533903306108,0.121330332055771,0.443904583320176,-0.0255412124940988,0.0088514813369827,0.474625824204703,0.124477441024856,0.0727363777894282,0.0812914375635116,0.0452970745819927,0.0964484890367634,0.0096503331795664,0.201179980886664,0.244034141118347,0.358612152691716,0.130908912342692,-0.246310325312418,0.155111202949758,-0.0013484738312038,0.0958440093620253,0.135069712549818,0.0977497401592908,0.110047495510732,0.124648629803127,0.0992253274624766,0.120139167830428,0.112955713505855,-0.0042168954623937,0.0360462703001469,0.15097224322349
progressive,-0.432399263093151,-0.407676806564723,-0.402273987185494,-0.412264261834508,-0.421904829809998,-0.446364697025537,-0.173427113960719,-0.419554914890745,-0.454334910967583,-0.0545753558202895,-0.452948351974221,-0.426814860824267,-0.471727532511502,-0.400388434233842,-0.0792324540616112,-0.284771630399553,-0.398288421726952,-0.107971576491987,-0.365437018751749,-0.432274063208715,-0.424220513248329,-0.486735262834619,-0.40872643030099,-0.413163172181367,-0.426288435909505,-0.222326320467288,-0.0884720014715809,-0.384851405789621,-0.251052703847208,-0.453301885380635,-0.415519397543081,-0.407467574589369,-0.43318723727698,-0.44818374317586,-0.45352160718662,-0.425645192842922,-0.407389041447589,-0.429796491297433,-0.278944642394688,-0.401491752472572,-0.433531233388304,-0.462980673337186
progressive,-0.163130999972303,0.115028807510685,-0.139076173199262,-0.101810053175306,-0.169728085400624,-0.192926712643005,-0.217226776085413,0.280841017572797,-0.22172849010997,-0.222250916592121,-0.0300139242973604,-0.172300382213301,0.036425254487093,-0.259754881231638,0.0638577854037883,-0.26479654495823,-0.412099059714707,0.289178587724193,-0.161417944787732,-0.286376514899324,-0.0355200077051547,-0.14738567363017,-0.0389962298379025,-0.137407739293402,-0.176502299052283,0.0045948098721365,0.451133189111574,-0.190726346081387,-0.400733119225952,-0.135838483434407,-0.165772570286682,-0.0755990286370468,-0.152101152063839,0.0108964355083655,-0.211542962441649,-0.20321624166921,-0.0864158937040838,-0.228885628950919,-0.157337182046629,-0.246784202886659,-0.339725509382263,-0.191504510740896
stable,-0.0168484927903942,-0.0062877030054287,-0.124783322173785,-0.0035265951393002,-0.185785384888937,-0.430953877542336,0.195628573216314,-0.0346634562048303,0.0764203067931799,-0.0058635317795658,-0.0398834305223993,0.0846186899549258,-0.0256322474793692,0.112327847101561,0.369077563802663,0.218209378621386,0.185351267996254,0.255558729462667,0.0563602714874347,-0.0419517513926705,0.0619881451485727,-0.147165338070933,0.070442898751092,0.0036544330268522,0.0290252145668374,0.273065391970086,0.198569767895987,0.0416213543872717,-0.111642434456358,0.0547844412299324,0.0406393233577318,-0.0113977423518408,-0.0417387592398428,0.0544603922251637,0.0515192142565655,-0.0512740862461395,0.0412665911781476,0.0803332510125358,0.125598203266845,-0.0337694768728723,0.0465039983381306,-0.0181374565315217
stable,-0.0901837404986731,-0.0017698189837545,-0.440629089125628,-0.0969601651522553,-0.405815274382582,-0.474837016558052,0.440939674057099,-0.106400286803249,-0.0953929790967799,0.0039435939017027,-0.104418053240587,-0.0491736514378344,-0.0370576655816118,-0.0061253094034061,0.409132860715079,-0.15605935436212,-0.180558178538061,0.0943640391962634,0.0175659860442231,-0.118349566210148,-0.0847650200385589,-0.361280366388923,-0.0743847727744972,-0.0299686536049924,-0.101524661315871,0.155063926387269,0.222201340741905,-0.0499960108948516,-0.113241404074336,-0.0878972909721954,-0.083416610703244,-0.112392343804883,-0.0818146020451767,-0.138228781470132,-0.0294527607078882,-0.135289014242914,-0.13034539370953,-0.0254927910899146,0.226380017228987,-0.0042822224616359,-0.0973692715640556,-0.105594218281991
stable,-0.116345474642892,-0.0925239391326797,-0.258242263933918,-0.0841313104050784,-0.492586946125176,-0.591842461293116,0.17691803258762,-0.0256482142152432,-0.0532703683137392,0.0634626167997239,-0.11488692505529,-0.0041498339272924,-0.0436413827823653,0.0489497545216655,0.479214542285638,-0.0602063151171551,-0.0728032205329624,0.176002083279511,0.0379097910507076,-0.0479405435938313,-0.0983697629122048,-0.29408880833439,-0.121923125114423,-0.0514255078050474,-0.130292108510969,0.19370519903087,0.245881026269687,-0.0525506015617025,0.0844232203637713,-0.0972116926131272,-0.0159225759033534,-0.123168024242353,-0.100913670644898,0.0181962453959605,0.0305959064514661,-0.112715691460349,-0.0798307371366588,-0.0444271271428236,0.198239647893134,0.14952504797295,-0.0662356357881581,-0.0784188162728282
stable,0.0772333805659644,-0.0275270803686493,-0.143996728231789,0.043124875529463,-0.184257146400695,-0.479374956528498,0.343608601836944,0.173376784475578,0.139415836478905,0.149758386229024,0.118843965118419,0.0774687360866056,0.0205459481175898,0.0868666072455167,0.502506286772393,-0.0207998203925961,-0.041102069579065,0.373992739751582,0.129698607897667,0.0402335563680634,0.0347361758105685,-0.0968264960283725,-0.0028329214883464,0.103660032776104,0.0036224191489537,0.351052418316178,0.278418337837448,0.109012641240422,-0.0208031528750121,0.0958188382807456,0.0490762772753819,0.086013322289978,0.0257975275082964,0.0201356271078223,0.109833388803607,-0.0093643298369574,0.152129855151502,0.153452113747303,0.110222411923729,0.101456697130584,0.105085937065977,0.0271252050329313
stable,0.188435059851266,0.0851646580312889,0.245192242844315,0.130945383609204,0.252053055377584,0.196394858801379,0.206195356952092,0.256255297185919,0.24941187352315,0.246765071268599,0.231548354673257,0.245577189072249,0.177091217230569,0.145782059077537,0.207294465311459,0.132116656525681,0.0752556759247958,0.276751615985319,0.242893178492242,0.296651883511115,0.207029751818584,0.191089908809387,0.316650986105695,0.222624144739219,0.152453385228369,0.235500424315922,0.0049455086245986,0.213492435357972,0.195712997141489,0.270560099072356,0.158716470872478,0.224289331731926,0.294854257258731,0.273457539558995,0.22538235769044,0.27611463766288,0.14698089019336,0.34993474619492,0.210125434258852,0.206116864901809,0.221489607807006,0.31084021579653
