group,CD30,CD269,CD7,CD194,CD16,CD294,TCR,CD32,CD1d,CD366,CD58,CD96,CX3CR1,IgA,CD268,CD124,CD226,CD15,B7-H4,CD193,CD144,TCR-Vr9,TCR-Va24-Jz18,CD158f,CD337,CD336,CD307d,CD94,CD150,Ig-light-chain-2,Mac-2,CD85j,GARP,CD88,CD224,DR3
progressive,-0.339474691766739,-0.443186682071975,-0.15864163359846,-0.0313144421168386,-0.131412054715548,-0.291944519927565,-0.256024904165198,-0.223553350120316,-0.202908603693053,-0.402807656657684,-0.250513011741247,-0.28914346394862,-0.16414024655075,-0.231496957356291,-0.118628979486819,-0.37378424854251,-0.291755067095597,-0.244059587114373,-0.295895266153463,-0.105317363188981,-0.256760911024757,-0.355206126136884,-0.283281298138968,-0.299497162631115,-0.297395685111753,-0.194500183534001,-0.295457803546653,-0.233821868338978,-0.302176326106198,-0.210182958663219,-0.291190520759496,-0.378400239337672,-0.295888218573073,-0.265352032127186,-0.184589546595326,-0.334694983654009
progressive,-0.505329066964191,-0.232180878035467,-0.25348353407234,-0.318950802169348,-0.455858851108005,-0.410158344658763,-0.408233204475592,-0.407066506228183,-0.407985651412572,-0.323656142401548,-0.457244186824633,-0.422711088709398,-0.408251309938693,-0.443340662415149,-0.447268496876487,-0.427103474601728,-0.411811457748721,-0.442706924211076,-0.428747971188716,-0.406324571772797,-0.472293457428662,-0.401657140266765,-0.509453876045927,-0.502108577341378,-0.465503549100135,-0.418777855720677,-0.41382562139877,-0.453913209796606,-0.42580098419094,-0.548178458765194,-0.40232078783921,-0.48171958729653,-0.438491952389997,-0.443482139946103,-0.467020014231689,-0.463318654424994
progressive,-0.0912326461077914,-0.0496400695467398,-0.309000913787989,0.306756433073093,-0.154701917633732,-0.125333883235921,-0.137588769999759,-0.149196633437974,-0.0960160895359826,-0.0687087261695964,-0.101761974768381,-0.132828050911333,-0.117609448028941,-0.114681723059275,-0.158981185095658,-0.0705853486754388,-0.180093328455984,-0.0916662865998698,-0.0871047844897988,-0.0063837544304003,-0.027165787506851,-0.109414406749324,-0.116411475355404,-0.0857057194397794,-0.0887134579900201,-0.102514328374177,-0.115596649152342,-0.117245335700947,-0.0776075102751835,-0.113032594100339,-0.119037895348601,-0.0772984516118464,-0.123148405959156,-0.139170005521589,-0.0588041036469619,-0.0278039677806583
progressive,0.0976081733543528,0.031853940103874,0.0030669727128654,-0.0083646483019045,-0.117270652917539,0.0969881669975668,0.025389093245145,-0.0399922415413835,0.0600002017926576,0.118074675779564,0.0544798438323043,0.122902003116515,0.0421278412165705,0.0476886054255348,-0.0518827255709177,0.0391542707096524,0.0773830160954446,0.0185298950313782,0.0526361813146909,0.167258895305843,0.0037638418999588,-0.0132906802253957,-0.0024809424311933,0.0670293846870962,0.0432981365256462,0.085310078053573,0.101678119625718,0.028389796676648,0.120015613428347,-0.031625110858579,0.0140410011675305,0.0274856935695205,0.10631814630753,-0.0155110659252218,0.0751482962659041,0.0730958979369868
progressive,0.290738872567855,0.0505365903350124,0.370627255472029,0.268719896089452,-0.0615664048394133,0.0386684074098583,0.177736778040748,0.0385294824547332,0.156725393575394,0.10433113143838,0.216500120285306,0.050366079404944,0.141785040462082,0.328196381289928,-0.054269151035206,0.360687526090798,0.188003703662148,-0.148928619842082,0.285251093308959,-0.0047457711033721,0.231210484349349,0.317088407449452,0.173748478720255,0.097295888041465,0.133834101938525,0.0983717893291248,0.207845019723766,0.276119235186994,0.120471866315494,0.409765921081476,0.17509756000271,0.0840683165537561,0.253506309737343,-0.0038906938903985,0.23056309864172,0.0829392992201856
stable,-0.0678167834003962,-0.188743644563769,-0.54250797230824,0.107378448137948,-0.0605830638789455,-0.118958497083439,-0.0787982486153234,-0.15834273456466,-0.0787280868200992,0.0322852574122212,-0.0443890972855013,-0.0078409626287221,-0.108545013159483,-0.0764458301859128,-0.0968034690750476,0.0397396304334297,0.0593032240883416,-0.0869366263027523,-0.0026924697390594,-0.10883105591249,-0.0228151551614197,-0.071929256971202,-0.0551806114892676,-0.0593752571307315,-0.0494151001890853,0.0068022213130485,-0.0377051889122763,-0.0237315764225328,-0.0293830910034998,-0.0739048281327354,0.0064000450522717,-0.0529533811784294,-0.124356079116799,-0.110127665271586,-0.0095387426466219,-0.0137048429229895
stable,0.0474728776062126,-0.0206141885926998,-0.307964433012835,0.33022719293206,-0.058516341598463,-0.0450141656425421,0.009558544262337,0.0177433297065426,0.006045233521251,0.0135567179489614,0.14133281447528,0.128555994026402,0.0175596965734407,-0.0228784265414603,0.0302260524723613,0.0255873395363166,0.155560704209616,-0.0222609804473036,0.0123770821578224,-0.0542121774461425,0.0314644193636339,0.01059346980807,0.0518294584380551,0.0071148212797042,0.0068943810664316,-0.019165420881399,0.0279514582380753,0.0366199052794366,0.221894973992086,-0.0306453201630281,-0.0032362929667966,0.0399080182143422,-0.0489832357441606,-0.0309764812059767,0.175938116249065,-0.106620992455653
stable,-0.0353138957379005,0.0056546447699589,0.107963765866384,-0.0103535107102212,-0.0944249368752001,-0.0061185019734548,-0.0075023573215853,0.0400619785171065,-0.0072283700248993,0.0016632809244265,0.0052943187093392,0.0808663580987865,0.0375229013434872,0.0258973214730768,0.221506539444051,0.0226912402259719,-0.0338058883396096,-0.067170889189933,0.0482221157552045,0.0192448726479461,0.0012299009841882,-0.004448555045223,0.0075148443125341,-0.0084067603513108,0.0639034683720026,0.0022040624180466,-0.0091665358263713,0.0490327908294283,-0.0469414713324905,0.0254113012277004,-0.028635660377152,0.0149282489802592,0.180390640845393,0.0528436556026428,-0.0791597635469351,0.0230637686044854
stable,-0.260409799073051,-0.326211299806193,0.0056167296623663,-0.324201790793508,-0.0815032613431757,-0.24981846044081,-0.328690335221075,-0.236802706619039,-0.25893016909449,-0.268863147389761,-0.293454872205407,-0.336913596074818,-0.366486351998732,-0.234703599666362,-0.105447417186234,-0.279575751799294,-0.294361320060449,-0.145827312651972,-0.305652274062984,-0.133281323597085,-0.374743277804456,-0.266413053733287,-0.345609404672979,-0.31480520976447,-0.196847888917762,-0.237855554065886,-0.280461392459754,-0.22409476393025,-0.34453323305587,-0.212647870882404,-0.343802017415962,-0.358205403958575,-0.185381229427393,-0.299160695377474,-0.310244701876416,-0.299996395701833
stable,-0.0940568966844848,-0.166951382659912,-0.207799884342273,0.0910538614174255,-0.0076096174840457,-0.074257144709643,-0.0936048577062474,-0.0668559993244656,-0.0922931861357019,-0.0739611427547691,-0.105947372027035,-0.111902362440027,-0.101942435989651,-0.0345128870661605,-0.0920628110850998,-0.131874221638508,-0.0410855346119469,0.0315149440908825,-0.121374957064968,-0.0110089599095355,-0.195717174358676,-0.161854626977703,-0.0717414114903765,-0.148339233805287,-0.181416467249473,-0.127929648213177,-0.178575800674619,-0.02652193650544,-0.0856848802509881,-0.0530826207335813,-0.0582617053857213,-0.0370551876774668,0.0341524891803649,-0.0825390858932046,0.0133267917278674,0.0242618933193007
stable,-0.112154561482828,-0.213668611679021,0.116815679076936,-0.0421705001644602,-0.207587143959698,-0.184131646950378,-0.249974106416587,-0.129840694481577,-0.215383842640088,-0.247404882790804,-0.225705829076434,-0.171838150885894,-0.277745068405588,-0.220192038269126,-0.1802506790839,-0.133441298072826,-0.163784982001709,-0.0639442649155557,-0.147692136468322,-0.132782100066164,-0.103276045066696,-0.0610511269276728,-0.284565880782464,-0.195871898509546,-0.0911975108656045,-0.083635640236888,-0.1798251312885,-0.188082519301857,-0.124666093689166,-0.175364486931852,-0.152813776579819,-0.219595245538029,-0.183434978220905,-0.216829697358637,-0.206044149764141,-0.0631921148700649
stable,-0.0175603581118534,-0.0647105121149463,-0.203399830377495,0.438133257363643,0.0354277234515034,-0.128841868454391,-0.0463037031732786,-0.120273441557999,-0.106218263694275,0.0332961973977511,0.0373894870704675,-0.0253815542430045,-0.0001122566176127,-0.0205969889175993,0.0240526121781008,0.0329713538111353,0.0046883745328802,-0.0703826993421096,0.0073530102669758,0.0751350969559606,0.095630934107116,0.0013074981618614,-0.0019601328622461,-0.150766560091664,-0.0977115197910867,-0.0887733040565903,-0.24237781598496,-0.05368670630624,-0.0408881262056775,-0.186553553617363,0.0729357347503888,0.0367482010233253,-0.0395349299747567,0.0568397271456861,0.128766930933447,-0.0109052890530581
